## 1
## 전훈재 센터장은 “그동안 소화기질환의 새로운 치료법을 성공적으로 도입해 환자 만족도를 크게 높였다"고 말했다.
## <전훈재:PER> 센터장은 “그동안 소화기질환의 새로운 치료법을 성공적으로 도입해 환자 만족도를 크게 높였다"고 말했다.
전훈재	전훈재	NNP	B-PER
_	_	_	O
과태료	과태료	NNG	O
가	가	JKS	O
_	_	_	O
부과된다	부과되+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 최문순 강원도지사, 질문 답변 중 실신… 현재 공관서 절대안정
## <최문순:PER> 강원도지사, 질문 답변 중 실신… 현재 공관서 절대안정
최문순	최문순	NNP	B-PER
_	_	_	O
강원도	강원도	NNP	O
지사	지사	NNG	O
,	,	SP	O
_	_	_	O
질문	질문	NNG	O
_	_	_	O
답변	답변	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
실신	실신	NNG	O
…	…	SE	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
공관	공관	NNG	O
서	서	JKB	O
_	_	_	O
절대	절대	NNG	O
안정	안정	NNG	O

## 6
## 《 비즈니스 리더를 위한 고품격 경영저널 DBR(동아비즈니스리뷰) 218호(2017년 2월 1일자)의 주요 기사를 소개합니다.
## 《 비즈니스 리더를 위한 고품격 경영저널 <DBR:POH>(<동아비즈니스리뷰:POH>) <218호:NOH>(<2017년 2월 1일:DAT>자)의 주요 기사를 소개합니다.
《	《	SS	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
리더	리더	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
고품격	고품격	NNG	O
_	_	_	O
경영	경영	NNG	O
저널	저널	NNG	O
_	_	_	O
DBR	DBR	SL	B-POH
(	(	SS	O
동아	동아	NNP	B-POH
비즈니스	비즈니스	NNG	I-POH
리뷰	리뷰	NNG	I-POH
)	)	SS	O
_	_	_	O
218	218	SN	B-NOH
호	호	NNB	I-NOH
(	(	SS	O
2017	2017	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
1	1	SN	I-DAT
일자	일자	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
기사	기사	NNG	O
를	를	JKO	O
_	_	_	O
소개합니다	소개하+ㅂ니다	VV+EF	O
.	.	SF	O

## 7
## 정립이란 세 세력이 솥의 세 발처럼 맞서고 있는 것을 뜻하는데, 세 발은 네 발보다 안정성이 있다고 했다.
## 정립이란 <세 세력:NOH>이 솥의 <세 발:NOH>처럼 맞서고 있는 것을 뜻하는데, <세 발:NOH>은 <네 발:NOH>보다 안정성이 있다고 했다.
정립	정립	NNG	O
이란	이란	JX	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
세력	세력	NNG	I-NOH
이	이	JKS	O
_	_	_	O
솥	솥	NNG	O
의	의	JKG	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
발	발	NNG	I-NOH
처럼	처럼	JKB	O
_	_	_	O
맞서	맞서	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
뜻하	뜻하	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
발	발	NNG	I-NOH
은	은	JX	O
_	_	_	O
네	네	MM	B-NOH
_	_	_	I-NOH
발	발	NNG	I-NOH
보다	보다	JKB	O
_	_	_	O
안정성	안정성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이영선(38) 청와대 경호관은 오전 9시11분께 자택을 찾은 뒤 2시간 뒤 나갔다가 낮 12시33분께 되돌아왔다.
## <이영선:PER>(<38:NOH>) <청와대:ORG> 경호관은 <오전 9시11분:TIM>께 자택을 찾은 뒤 <2시간:DUR> 뒤 나갔다가 <낮 12시33분:TIM>께 되돌아왔다.
이영선	이영선	NNP	B-PER
(	(	SS	O
38	38	SN	B-NOH
)	)	SS	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
경호	경호	NNG	O
관	관	XSN	O
은	은	JX	O
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
9	9	SN	I-TIM
시	시	NNB	I-TIM
11	11	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
자택	자택	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
2	2	SN	B-DUR
시간	시간	NNB	I-DUR
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
나갔	나가+았	VV+EP	O
다가	다가	EC	O
_	_	_	O
낮	낮	NNG	B-TIM
_	_	_	I-TIM
12	12	SN	I-TIM
시	시	NNB	I-TIM
33	33	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
되돌아	되돌아오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 두 후보는 여론조사 결과에 따라 단일 후보를 결정할 계획이다.
## <두 후보:NOH>는 여론조사 결과에 따라 단일 후보를 결정할 계획이다.
두	두	MM	B-NOH
_	_	_	I-NOH
후보	후보	NNG	I-NOH
는	는	JX	O
_	_	_	O
여론	여론	NNG	O
조사	조사	NNG	O
_	_	_	O
결과	결과	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
단일	단일	NNG	O
_	_	_	O
후보	후보	NNG	O
를	를	JKO	O
_	_	_	O
결정할	결정하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 장혜진은 다음 달 8일 싱글 프로젝트 ‘오디너리(Ordinary)’의 두 번째 이야기 ‘나의 태양’을 발표한다.
## <장혜진:PER>은 다음 달 <8일:DAT> 싱글 프로젝트 ‘<오디너리:POH>(<Ordinary:POH>)’의 <두 번째:NOH> 이야기 ‘<나의 태양:POH>’을 발표한다.
장혜진	장혜진	NNP	B-PER
은	은	JX	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
달	달	NNG	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
싱글	싱글	NNG	O
_	_	_	O
프로젝트	프로젝트	NNG	O
_	_	_	O
‘	‘	SS	O
오디	오디	NNG	B-POH
너리	너리	NNG	I-POH
(	(	SS	O
Ordinary	Ordinary	SL	B-POH
)	)	SS	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
번째	번째	NNB	I-NOH
_	_	_	O
이야기	이야기	NNG	O
_	_	_	O
‘	‘	SS	O
나	나	NP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
태양	태양	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
발표한다	발표하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## ‘냉장고를 부탁해’ 강수진, 청와대에서 그릇을?… 이연복 “버릴 거면 저 주세요”발레리나 강수진의 냉장고가 공개됐다.
## ‘<냉장고를 부탁해:POH>’ <강수진:PER>, <청와대:ORG>에서 그릇을?… <이연복:PER> “버릴 거면 저 주세요”발레리나 <강수진:PER>의 냉장고가 공개됐다.
‘	‘	SS	O
냉장고	냉장고	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
_	_	_	O
강수진	강수진	NNP	B-PER
,	,	SP	O
_	_	_	O
청와대	청와대	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
그릇	그릇	NNG	O
을	을	JKO	O
?	?	SF	O
…	…	SE	O
_	_	_	O
이연복	이연복	NNP	B-PER
_	_	_	O
“	“	SS	O
버릴	버리+ㄹ	VV+ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
면	면	EC	O
_	_	_	O
저	저	NP	O
_	_	_	O
주	주	VV	O
세요	세요	EF	O
”	”	SS	O
발레리나	발레리나	NNG	O
_	_	_	O
강수진	강수진	NNP	B-PER
의	의	JKG	O
_	_	_	O
냉장고	냉장고	NNG	O
가	가	JKS	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 26일 방송된 JTBC ‘냉장고를 부탁해’에서는 국보급 발레리나 강수진이 출연해 시청자들의 눈길을 사로잡았다.
## <26일:DAT> 방송된 <JTBC:ORG> ‘<냉장고를 부탁해:POH>’에서는 국보급 발레리나 <강수진:PER>이 출연해 시청자들의 눈길을 사로잡았다.
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
냉장고	냉장고	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
국보	국보	NNG	O
급	급	NNG	O
_	_	_	O
발레리나	발레리나	NNG	O
_	_	_	O
강수진	강수진	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
시청자	시청자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
사로잡	사로잡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 방송에서 강수진의 냉장고를 살펴보던 정형돈이 “국보급 발레리나는 국보급 발레리나네요”라고 말했다.
## 이날 방송에서 <강수진:PER>의 냉장고를 살펴보던 <정형돈:PER>이 “국보급 발레리나는 국보급 발레리나네요”라고 말했다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
강수진	강수진	NNP	B-PER
의	의	JKG	O
_	_	_	O
냉장고	냉장고	NNG	O
를	를	JKO	O
_	_	_	O
살펴보	살펴보	VV	O
던	던	ETM	O
_	_	_	O
정형돈	정형돈	NNP	B-PER
이	이	JKS	O
_	_	_	O
“	“	SS	O
국보	국보	NNG	O
급	급	NNG	O
_	_	_	O
발레리나	발레리나	NNG	O
는	는	JX	O
_	_	_	O
국보	국보	NNG	O
급	급	NNG	O
_	_	_	O
발레리	발레리	NNP	O
나	나	VV	O
네요	네요	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이에 김성주가 “왜요?”라고 묻자, 정형돈은 “청와대에서 그릇을 …”이라며 청와대 로고가 그려진 그릇을 보여줬다.
## 이에 <김성주:PER>가 “왜요?”라고 묻자, <정형돈:PER>은 “<청와대:ORG>에서 그릇을 …”이라며 <청와대:ORG> 로고가 그려진 그릇을 보여줬다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
김성주	김성주	NNP	B-PER
가	가	JKS	O
_	_	_	O
“	“	SS	O
왜	왜	MAG	O
요	요	JX	O
?	?	SF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
묻	묻	VV	O
자	자	EC	O
,	,	SP	O
_	_	_	O
정형돈	정형돈	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
청와대	청와대	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
그릇	그릇	NNG	O
을	을	JKO	O
_	_	_	O
…	…	SE	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
로고	로고	NNG	O
가	가	JKS	O
_	_	_	O
그려	그리+어	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
그릇	그릇	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어+주	EC+VX	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 강수진은 “저는 열어본 적이 없는데 남편이 열어서 한 숟갈 먹는 건 봤어요”라며 “저는 속이 허니로 알고 있는데, 허니인 줄은 몰라요”라고 말해 이목을 집중시켰다.
## <강수진:PER>은 “저는 열어본 적이 없는데 남편이 열어서 한 숟갈 먹는 건 봤어요”라며 “저는 속이 허니로 알고 있는데, 허니인 줄은 몰라요”라고 말해 이목을 집중시켰다.
강수진	강수진	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
저	저	NP	O
는	는	JX	O
_	_	_	O
열	열	VV	O
어	어	EC	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는데	는데	EC	O
_	_	_	O
남편	남편	NNG	O
이	이	JKS	O
_	_	_	O
열	열	VV	O
어서	어서	EC	O
_	_	_	O
한	한	MM	O
_	_	_	O
숟갈	숟갈	NNG	O
_	_	_	O
먹	먹	VV	O
는	는	ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
봤	+았	+EP	O
어요	어요	EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
저	저	NP	O
는	는	JX	O
_	_	_	O
속	속	NNG	O
이	이	JKS	O
_	_	_	O
허니	허니	NNG	O
로	로	JKB	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
허니	허니	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
줄	줄	NNB	O
은	은	JX	O
_	_	_	O
몰	모르	VV	O
라요	아요	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
이목	이목	NNG	O
을	을	JKO	O
_	_	_	O
집중	집중	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 이후 김성주는 “청와대에서 뭘 주지?”라며 그릇을 열었고, 그릇 속을 본 김성주와 정형돈은 “오~ 우”하며 “원래 그런건지? …”놀라는 모습을 보였다.
## 이후 <김성주:PER>는 “<청와대:ORG>에서 뭘 주지?”라며 그릇을 열었고, 그릇 속을 본 <김성주:PER>와 <정형돈:PER>은 “오~ 우”하며 “원래 그런건지? …”놀라는 모습을 보였다.
이후	이후	NNG	O
_	_	_	O
김성주	김성주	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
청와대	청와대	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
뭘	무엇+ㄹ	NP+JKO	O
_	_	_	O
주	주	VV	O
지	지	EF	O
?	?	SF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
그릇	그릇	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
었	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
그릇	그릇	NNG	O
_	_	_	O
속	속	NNG	O
을	을	JKO	O
_	_	_	O
본	보+ㄴ	VV+ETM	O
_	_	_	O
김성주	김성주	NNP	B-PER
와	와	JC	O
_	_	_	O
정형돈	정형돈	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
오	오	NNP	O
~	~	SO	O
_	_	_	O
우	우	NNP	O
”	”	SS	O
하	하	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
원래	원래	NNG	O
_	_	_	O
그런	그런	MM	O
건지	것+이+ㄴ지	NNB+VCP+EF	O
?	?	SF	O
_	_	_	O
…	…	SE	O
”	”	SS	O
놀라	놀라	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 안을 본 강수진은 “상했어”라며 약간 당황하며 웃는 모습을 보였다.
## 안을 본 <강수진:PER>은 “상했어”라며 약간 당황하며 웃는 모습을 보였다.
안	안	NNG	O
을	을	JKO	O
_	_	_	O
본	보+ㄴ	VV+ETM	O
_	_	_	O
강수진	강수진	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
상	상하	VV	O
했	였	EP	O
어	어	EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
약간	약간	MAG	O
_	_	_	O
당황하	당황하	VV	O
며	며	EC	O
_	_	_	O
웃	웃	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 18
## 이에 이연복 쉐프는 “떠먹을 때 숟가락에 묻어있던 침 때문”이라고 설명하며 “버릴거면 저 주세요”라고 말해 주변에 웃음을 전했다.
## 이에 <이연복:PER> 쉐프는 “떠먹을 때 숟가락에 묻어있던 침 때문”이라고 설명하며 “버릴거면 저 주세요”라고 말해 주변에 웃음을 전했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
이연복	이연복	NNP	B-PER
_	_	_	O
쉐프	쉐프	NNP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
떠먹	떠먹	VV	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
숟가락	숟가락	NNG	O
에	에	JKB	O
_	_	_	O
묻	묻	VV	O
어	어	EC	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
침	침	NNG	O
_	_	_	O
때문	때문	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명하	설명하	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
버릴	버리+ㄹ	VV+ETM	O
거	것+이	NNB+VCP	O
면	면	EC	O
_	_	_	O
저	저	NP	O
_	_	_	O
주	주	VV	O
세요	세요	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
주변	주변	NNG	O
에	에	JKB	O
_	_	_	O
웃음	웃음	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

