## 1
## <김민배기자>
## <<김민배:PER>기자>
<	<	SS	O
_	_	_	I-DAT
4	4	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
종로구	종로구	NNP	B-LOC
_	_	_	I-LOC
상명	상명	NNG	I-LOC
아트센터	아트센터	NNP	I-LOC
_	_	_	I-LOC
계당홀	계당홀	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
하트	하트	NNG	B-POH
어택	어택	NNG	I-POH
’	’	SS	O
_	_	_	O
콘서트	콘서트	NNG	O
를	를	JKO	O
_	_	_	O
개최한다	개최하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 심상정 대표는 또 "우리 경제의 가장 큰 리스크는 재벌 3세 세습 문제"라며 "집권에 이르지 못하더라도 재벌 3세 세습은 더 이상 못하게 금지하겠다"고 밝혔다.
## <심상정:PER> 대표는 또 "우리 경제의 가장 큰 리스크는 재벌 <3세:NOH> 세습 문제"라며 "집권에 이르지 못하더라도 재벌 <3세:NOH> 세습은 더 이상 못하게 금지하겠다"고 밝혔다.
심상정	심상정	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
"	"	SS	O
우리	우리	NP	O
_	_	_	O
경제	경제	NNG	O
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
리스크	리스크	NNG	O
는	는	JX	O
_	_	_	O
재벌	재벌	NNG	O
_	_	_	O
3	3	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
세습	세습	NNG	O
_	_	_	O
문제	문제	NNG	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
집권	집권	NNG	O
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
더라도	더라도	EC	O
_	_	_	O
재벌	재벌	NNG	O
_	_	_	O
3	3	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
세습	세습	NNG	O
은	은	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
이상	이상	NNG	O
_	_	_	O
못하	못하	VV	O
게	게	EC	O
_	_	_	O
금지하	금지하	VV	O
겠	겠	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 심상정 대표는 대선을 완주 할수도 있지만 연합정치를 위해 중간에 사퇴할 수도 있다고 밝혔다.
## <심상정:PER> 대표는 대선을 완주 할수도 있지만 연합정치를 위해 중간에 사퇴할 수도 있다고 밝혔다.
심상정	심상정	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
대선	대선	NNG	O
을	을	JKO	O
_	_	_	O
완주	완주	NNG	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
_	_	_	O
연합	연합	NNG	O
정치	정치	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
중간	중간	NNG	O
에	에	JKB	O
_	_	_	O
사퇴할	사퇴하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이광수 인천공항공사 부사장은 발표에서 인천공항에서 일하는 비정규직 1만명 정규직화를 위한 로드맵을 제시했다.
## <이광수:PER> <인천공항공사:ORG> 부사장은 발표에서 <인천공항:ORG>에서 일하는 비정규직 <1만명:NOH> 정규직화를 위한 로드맵을 제시했다.
이광수	이광수	NNP	B-PER
_	_	_	O
인천공항공사	인천공항공사	NNP	B-ORG
_	_	_	O
부사장	부사장	NNG	O
은	은	JX	O
_	_	_	O
발표	발표	NNG	O
에서	에서	JKB	O
_	_	_	O
인천공항	인천공항	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
일하	일하	VV	O
는	는	ETM	O
_	_	_	O
비정규직	비정규직	NNG	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
_	_	_	O
정규	정규	NNG	O
직	직	NNG	O
화	화	XSN	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
로드맵	로드맵	NNG	O
을	을	JKO	O
_	_	_	O
제시	제시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 중국 서부 내륙에 위치한 쓰촨은 최근 10여 년간 역사적으로 가장 빠른 발전 단계에 진입했다.
## <중국:LOC> 서부 내륙에 위치한 <쓰촨:LOC>은 최근 <10여 년간:DUR> 역사적으로 가장 빠른 발전 단계에 진입했다.
중국	중국	NNP	B-LOC
_	_	_	O
서부	서부	NNG	O
_	_	_	O
내륙	내륙	NNG	O
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
쓰촨	쓰촨	NNP	B-LOC
은	은	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
10	10	SN	B-DUR
여	여	XSN	I-DUR
_	_	_	I-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
역사적	역사적	NNG	O
으로	으로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
발전	발전	NNG	O
_	_	_	O
단계	단계	NNG	O
에	에	JKB	O
_	_	_	O
진입	진입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

