## 1
## 중국은 28일 호주 통신위성을 성공리에 발사했다고 관영 신화통신이 보도했다.
## <중국:ORG>은 <28일:DAT> <호주:ORG> 통신위성을 성공리에 발사했다고 <관영 신화통신:ORG>이 보도했다.
중국	중국	NNP	B-ORG
다	다	EF	O
.	.	SF	O

## 4
## 실제로 특검팀은 유 대사를 조사하기 전 이미 최씨의 인사개입에 대한 상당한 증거와 진술을 확보하고 있었던 것으로 전해진다.
## 실제로 특검팀은 <유:PER> 대사를 조사하기 전 이미 <최:PER>씨의 인사개입에 대한 상당한 증거와 진술을 확보하고 있었던 것으로 전해진다.
실제로	실제로	MAG	O
_	_	_	O
특검	특검	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
유	유	NNP	B-PER
_	_	_	O
대사	대사	NNG	O
를	를	JKO	O
_	_	_	O
조사하	조사하	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
인사	인사	NNG	O
개입	개입	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
상당한	상당하+ㄴ	VA+ETM	O
_	_	_	O
증거	증거	NNG	O
와	와	JC	O
_	_	_	O
진술	진술	NNG	O
을	을	JKO	O
_	_	_	O
확보하	확보하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하+여	VV+EC	O
진다	지+ㄴ다	VX+EF	O
.	.	SF	O

## 5
## 같은 날 오후 11시에 찾은 영등포구 당산동 B아파트도 비슷한 상황이었다.
## 같은 날 <오후 11시:TIM>에 찾은 <영등포구:LOC> <당산동 B아파트:LOC>도 비슷한 상황이었다.
같	같	VA	O
은	은	ETM	O
_	_	_	O
날	날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
11	11	SN	I-TIM
시	시	NNB	I-TIM
에	에	JKB	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
영등포구	영등포구	NNP	B-LOC
_	_	_	O
당산동	당산동	NNP	B-LOC
_	_	_	I-LOC
B	B	SL	I-LOC
아파트	아파트	NNG	I-LOC
도	도	JX	O
_	_	_	O
비슷한	비슷하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 실제로 3D 프린팅 기술은 자동차와 항공기, 우주선, 의약품, 생활용품 등 다양한 분야에서 제조비용과 시간을 줄이는 혁신을 일으키고 있다.
## 실제로 <3D:NOH> 프린팅 기술은 자동차와 항공기, 우주선, 의약품, 생활용품 등 다양한 분야에서 제조비용과 시간을 줄이는 혁신을 일으키고 있다.
실제로	실제로	MAG	O
_	_	_	O
3	3	SN	B-NOH
D	D	SL	I-NOH
_	_	_	O
프린팅	프린팅	NNG	O
_	_	_	O
기술	기술	NNG	O
은	은	JX	O
_	_	_	O
자동차	자동차	NNG	O
와	와	JC	O
_	_	_	O
항공기	항공기	NNG	O
,	,	SP	O
_	_	_	O
우주선	우주선	NNG	O
,	,	SP	O
_	_	_	O
의약품	의약품	NNG	O
,	,	SP	O
_	_	_	O
생활	생활	NNG	O
용품	용품	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
분야	분야	NNG	O
에서	에서	JKB	O
_	_	_	O
제조	제조	NNG	O
비용	비용	NNG	O
과	과	JC	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
는	는	ETM	O
_	_	_	O
혁신	혁신	NNG	O
을	을	JKO	O
_	_	_	O
일으키	일으키	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 최민식이 처음으로 그려내는 정치인이 어떻게 완성될 지에도 관심이 쏠린다.
## <최민식:PER>이 처음으로 그려내는 정치인이 어떻게 완성될 지에도 관심이 쏠린다.
최민식	최민식	NNP	B-PER
이	이	JKS	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
그려	그리+어	VV+EC	O
내	내	VX	O
는	는	ETM	O
_	_	_	O
정치인	정치인	NNG	O
이	이	JKS	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
완성될	완성되+ㄹ	VV+ETM	O
_	_	_	O
지	지	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
쏠린다	쏠리+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 이란을 상대로도 중원에서 큰 역할을 해줄 수 있을 것으로 기대된다.
## <이란:ORG>을 상대로도 중원에서 큰 역할을 해줄 수 있을 것으로 기대된다.
이란	이란	NNP	B-ORG
을	을	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
도	도	JX	O
_	_	_	O
중원	중원	NNP	O
에서	에서	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기대된다	기대되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 현지 언론들은 불어난 강물에 다리가 무너지면서 사실상 유일한 통행로가 끊긴 한 쇼핑센터에 500명이 고립됐으며, 약 6만6000가구의 전기 공급이 끊긴 상태라고 전했다.
## 현지 언론들은 불어난 강물에 다리가 무너지면서 사실상 유일한 통행로가 끊긴 한 쇼핑센터에 <500명:NOH>이 고립됐으며, 약 <6만6000가구:NOH>의 전기 공급이 끊긴 상태라고 전했다.
현지	현지	NNG	O
_	_	_	O
언론	언론	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
불어난	불어나+ㄴ	VV+ETM	O
_	_	_	O
강물	강물	NNG	O
에	에	JKB	O
_	_	_	O
다리	다리	NNG	O
가	가	JKS	O
_	_	_	O
무너지	무너지	VV	O
면서	면서	EC	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
유일한	유일하+ㄴ	VA+ETM	O
_	_	_	O
통행로	통행로	NNG	O
가	가	JKS	O
_	_	_	O
끊긴	끊기+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	O
_	_	_	O
쇼핑센터	쇼핑센터	NNG	O
에	에	JKB	O
_	_	_	O
500	500	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
고립	고립되	VV	O
됐	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
약	약	MM	O
_	_	_	O
6	6	SN	B-NOH
만	만	NR	I-NOH
6000	6000	SN	I-NOH
가구	가구	NNG	I-NOH
의	의	JKG	O
_	_	_	O
전기	전기	NNG	O
_	_	_	O
공급	공급	NNG	O
이	이	JKS	O
_	_	_	O
끊긴	끊기+ㄴ	VV+ETM	O
_	_	_	O
상태	상태+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 얼 레이 톰블린 웨스트버지니아 주지사는 24일 기자회견을 열고 “광범위한 지역에서 심각한 피해가 발생했다”며 “강의 수위가 높은 것이 가장 큰 문제”라고 우려했다.
## <얼 레이 톰블린:PER> <웨스트버지니아:LOC> 주지사는 <24일:DAT> 기자회견을 열고 “광범위한 지역에서 심각한 피해가 발생했다”며 “강의 수위가 높은 것이 가장 큰 문제”라고 우려했다.
얼	얼	NNP	B-PER
_	_	_	I-PER
레이	레이	NNP	I-PER
_	_	_	I-PER
톰블린	톰블리+ㄴ	NNP+JX	I-PER
_	_	_	O
웨스트버지니아	웨스트버지니아	NNP	B-LOC
_	_	_	O
주	주	NNG	O
지사	지사	NNG	O
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
광범위한	광범위하+ㄴ	VA+ETM	O
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
심각한	심각하+ㄴ	VA+ETM	O
_	_	_	O
피해	피해	NNG	O
가	가	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
강의	강의	NNG	O
_	_	_	O
수위	수위	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
문제	문제	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
우려	우려하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 임팔라는 그랜저보다 차체가 19.3cm나 길어 시장에서 어떤 반응을 얻을지 주목된다.
## <임팔라:POH>는 <그랜저:POH>보다 차체가 <19.3cm:NOH>나 길어 시장에서 어떤 반응을 얻을지 주목된다.
임팔라	임팔라	NNG	B-POH
는	는	JX	O
_	_	_	O
그랜저	그랜저	NNP	B-POH
보다	보다	JKB	O
_	_	_	O
차체	차체	NNG	O
가	가	JKS	O
_	_	_	O
19.3	19.3	SN	B-NOH
cm	cm	SL	I-NOH
나	나	JC	O
_	_	_	O
길	길	VA	O
어	어	EC	O
_	_	_	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
얻	얻	VV	O
을지	을지	EC	O
_	_	_	O
주목된다	주목되+ㄴ다	VV+EF	O
.	.	SF	O

