## 1
## 이동근(광명북) 2(21-19 21-13)0 최영우(진광)
## <이동근:PER>(<광명북:ORG>) <2:NOH>(<21-19:NOH> <21-13:NOH>)<0:NOH> <최영우:PER>(<진광:ORG>)
이동근	이동근	NNP	B-PER
세	세	NNB	I-NOH
의	의	JKG	O
_	_	_	O
나이	나이	NNG	O
로	로	JKB	O
_	_	_	O
우승한	우승하+ㄴ	VV+ETM	O
_	_	_	O
일리아	일리아	NNP	B-PER
디스	디스	NNG	I-PER
를	를	JKO	O
_	_	_	O
기수	기수	NNG	O
로	로	JKB	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
로이터통신	로이터통신	NNP	B-ORG
이	이	JKS	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 13
## 페더러는 올림픽 출전이 3번째이지만 아직 금메달이 없다 .
## <페더러:PER>는 올림픽 출전이 <3번째:NOH>이지만 아직 금메달이 없다 .
페더러	페더러	NNP	B-PER
는	는	JX	O
_	_	_	O
올림픽	올림픽	NNG	O
_	_	_	O
출전	출전	NNG	O
이	이	JKS	O
_	_	_	O
3	3	SN	B-NOH
번째	번째	NNB	I-NOH
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
금메달	금메달	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 14
## 이탈리아 올림픽 대표 22명 확정
## <이탈리아:ORG> 올림픽 대표 <22명:NOH> 확정
이탈리아	이탈리아	NNP	B-ORG
_	_	_	O
올림픽	올림픽	NNG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
22	22	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
확정	확정	NNG	O

## 15
## 유럽의 강호 폴란드는 월드리그보다는 올림픽에 맞춰 경기를 치르면서 3승3패로 2위 ．
## 유럽의 강호 <폴란드:ORG>는 월드리그보다는 올림픽에 맞춰 경기를 치르면서 <3승:NOH><3패:NOH>로 <2위:NOH> ．
유럽	유럽	NNP	O
의	의	JKG	O
_	_	_	O
강호	강호	NNG	O
_	_	_	O
폴란드	폴란드	NNP	B-ORG
는	는	JX	O
_	_	_	O
월드	월드	NNG	O
리그	리그	NNG	O
보다	보다	JKB	O
는	는	JX	O
_	_	_	O
올림픽	올림픽	NNG	O
에	에	JKB	O
_	_	_	O
맞춰	맞추+어	VV+EC	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
치르	치르	VV	O
면서	면서	EC	O
_	_	_	O
3	3	SN	B-NOH
승	승	NNB	I-NOH
3	3	SN	B-NOH
패	패	NNB	I-NOH
로	로	JKB	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
．	．	SF	O

## 16
## 조던 파머, 한국 방문 "코비는 좋은 선수이자 좋은 사람"
## <조던 파머:PER>, <한국:LOC> 방문 "<코비:PER>는 좋은 선수이자 좋은 사람"
조던	조던	NNP	B-PER
_	_	_	I-PER
파머	파머	NNP	I-PER
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
방문	방문	NNG	O
_	_	_	O
"	"	SS	O
코비	코비	NNP	B-PER
는	는	JX	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
선수	선수	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
"	"	SS	O

## 17
## 하지만 파머에게는 늘 '패배자'라는 수식어가 뒤따른다 .
## 하지만 <파머:PER>에게는 늘 '패배자'라는 수식어가 뒤따른다 .
하지만	하지만	MAJ	O
_	_	_	O
파머	파머	NNP	B-PER
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
늘	늘	MAG	O
_	_	_	O
'	'	SS	O
패배자	패배자	NNG	O
'	'+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
수식어	수식어	NNG	O
가	가	JKS	O
_	_	_	O
뒤따른다	뒤따르+ㄴ다	VV+EC	O
_	_	_	O
.	.	SF	O

## 18
## 이어 "루크 월튼, 브라이언트, 데릭 피셔와 호흡이 잘 맞는 편이다 .
## 이어 "<루크 월튼:PER>, <브라이언트:PER>, <데릭 피셔:PER>와 호흡이 잘 맞는 편이다 .
이어	이어	MAG	O
_	_	_	O
"	"	SS	O
루크	루크	NNP	B-PER
_	_	_	I-PER
월튼	월튼	NNP	I-PER
,	,	SP	O
_	_	_	O
브라이언트	브라이언트	NNP	B-PER
,	,	SP	O
_	_	_	O
데릭	데릭	NNP	B-PER
_	_	_	I-PER
피셔	피셔	NNP	I-PER
와	와	JKB	O
_	_	_	O
호흡	호흡	NNG	O
이	이	JKS	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
맞	맞	VV	O
는	는	ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 19
## 현대카드는 김호철 감독의 조직을 이끄는 카리스마와 추진력 등이 세일즈 리더들을 대상으로 가장 적합한 인물이라고 판단해 특강을 실시했다고 밝혔다 .
## <현대카드:ORG>는 <김호철:PER> 감독의 조직을 이끄는 카리스마와 추진력 등이 세일즈 리더들을 대상으로 가장 적합한 인물이라고 판단해 특강을 실시했다고 밝혔다 .
현대카드	현대카드	NNP	B-ORG
는	는	JX	O
_	_	_	O
김호철	김호철	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
조직	조직	NNG	O
을	을	JKO	O
_	_	_	O
이끄	이끌	VV	O
는	는	ETM	O
_	_	_	O
카리스마	카리스마	NNG	O
와	와	JC	O
_	_	_	O
추진력	추진력	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
세일즈	세일즈	NNG	O
_	_	_	O
리더	리더	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
적합한	적합하+ㄴ	VA+ETM	O
_	_	_	O
인물	인물	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
판단해	판단하+여	VV+EC	O
_	_	_	O
특강	특강	NNG	O
을	을	JKO	O
_	_	_	O
실시	실시하	VV	O
했	었	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 20
## 파머는 원칙적으로 윌리엄스의 생각에 동의했다 .
## <파머:PER>는 원칙적으로 <윌리엄스:PER>의 생각에 동의했다 .
파머	파머	NNP	B-PER
는	는	JX	O
_	_	_	O
원칙적	원칙적	NNG	O
으로	으로	JKB	O
_	_	_	O
윌리엄스	윌리엄스	NNP	B-PER
의	의	JKG	O
_	_	_	O
생각	생각	NNG	O
에	에	JKB	O
_	_	_	O
동의	동의하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 21
## 한국은 경기 흐름을 끊는 심판의 홈텃세와 상대의 높이에 막혀 고비를 넘지 못했다 .
## <한국:ORG>은 경기 흐름을 끊는 심판의 홈텃세와 상대의 높이에 막혀 고비를 넘지 못했다 .
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
흐름	흐름	NNG	O
을	을	JKO	O
_	_	_	O
끊	끊	VV	O
는	는	ETM	O
_	_	_	O
심판	심판	NNG	O
의	의	JKG	O
_	_	_	O
홈	홈	NNG	O
텃세	텃세	NNG	O
와	와	JKB	O
_	_	_	O
상대	상대	NNG	O
의	의	JKG	O
_	_	_	O
높이	높이	NNG	O
에	에	JKB	O
_	_	_	O
막혀	막히+어	VV+EC	O
_	_	_	O
고비	고비	NNG	O
를	를	JKO	O
_	_	_	O
넘	넘	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 22
## 뉴욕은 지난 주말 시카고 불스의 FA 포인트가드 크리스 듀혼을 영입하기로 결정했다 .
## <뉴욕:ORG>은 지난 주말 <시카고 불스:ORG>의 FA 포인트가드 <크리스 듀혼:PER>을 영입하기로 결정했다 .
뉴욕	뉴욕	NNP	B-ORG
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
주말	주말	NNG	O
_	_	_	O
시카고	시카고	NNP	B-ORG
_	_	_	I-ORG
불스	불스	NNP	I-ORG
의	의	JKG	O
_	_	_	O
FA	FA	SL	O
_	_	_	O
포인트	포인트	NNG	O
가드	가드	NNG	O
_	_	_	O
크리스	크리스	NNP	B-PER
_	_	_	I-PER
듀혼	듀혼	NNG	I-PER
을	을	JKO	O
_	_	_	O
영입하	영입하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 23
## 또한 NBA 팀 최고연봉을 자랑하는 팀답게 올랜도를 능가하는 계약조건을 내세워 영입에 성공했다 .
## 또한 <NBA:ORG> 팀 최고연봉을 자랑하는 팀답게 <올랜도:ORG>를 능가하는 계약조건을 내세워 영입에 성공했다 .
또한	또한	MAG	O
_	_	_	O
NBA	NBA	SL	B-ORG
_	_	_	O
팀	팀	NNG	O
_	_	_	O
최고	최고	NNG	O
연봉	연봉	NNG	O
을	을	JKO	O
_	_	_	O
자랑하	자랑하	VV	O
는	는	ETM	O
_	_	_	O
팀	팀	NNG	O
답	답	XSA	O
게	게	EC	O
_	_	_	O
올랜도	올랜도	NNP	B-ORG
를	를	JKO	O
_	_	_	O
능가하	능가하	VV	O
는	는	ETM	O
_	_	_	O
계약	계약	NNG	O
조건	조건	NNG	O
을	을	JKO	O
_	_	_	O
내세	내세우	VV	O
워	어	EC	O
_	_	_	O
영입	영입	NNG	O
에	에	JKB	O
_	_	_	O
성공	성공하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 24
## 마버리는 2009년까지 계약돼있고 다음시즌에는 2000만달러가 넘는 연봉을 받을 예정이다 .
## <마버리:PER>는 <2009년:DAT>까지 계약돼있고 다음시즌에는 <2000만달러:MNY>가 넘는 연봉을 받을 예정이다 .
마버리	마버리	NNP	B-PER
는	는	JX	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
계약돼	계약되+어	VV+EC	O
있	있	VX	O
고	고	EC	O
_	_	_	O
다음	다음	NNG	O
시즌	시즌	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
2000	2000	SN	B-MNY
만	만	NR	I-MNY
달러	달러	NNB	I-MNY
가	가	JKS	O
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
연봉	연봉	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 25
## 역도에선 강원도청 사재혁(홍천) 한국체대 윤진희(원주), 고양시청 장미란(원주), 조페공사 전상균(홍천), 상무 김광훈(춘천)이 올림픽 메달에 도전한다 .
## 역도에선 <강원도청:ORG> <사재혁:PER>(<홍천:LOC>) <한국체대:ORG> <윤진희:PER>(<원주:LOC>), <고양시청:ORG> <장미란:PER>(<원주:LOC>), <조페공사:ORG> <전상균:PER>(<홍천:LOC>), <상무:ORG> <김광훈:PER>(<춘천:LOC>)이 올림픽 메달에 도전한다 .
역도	역도	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
강원도청	강원도청	NNP	B-ORG
_	_	_	O
사	사	NNG	B-PER
재혁	재혁	NNP	I-PER
(	(	SS	O
홍천	홍천	NNP	B-LOC
)	)	SS	O
_	_	_	O
한국체대	한국체대	NNP	B-ORG
_	_	_	O
윤진희	윤진희	NNP	B-PER
(	(	SS	O
원주	원주	NNP	B-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
고양	고양	NNP	B-ORG
시청	시청	NNG	I-ORG
_	_	_	O
장미란	장미란	NNP	B-PER
(	(	SS	O
원주	원주	NNP	B-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
조페	조페	NNP	B-ORG
공사	공사	NNG	I-ORG
_	_	_	O
전상균	전상균	NNP	B-PER
(	(	SS	O
홍천	홍천	NNP	B-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
상무	상무	NNG	B-ORG
_	_	_	O
김광훈	김광훈	NNP	B-PER
(	(	SS	O
춘천	춘천	NNP	B-LOC
)	)	SS	O
이	이	JKS	O
_	_	_	O
올림픽	올림픽	NNG	O
_	_	_	O
메달	메달	NNG	O
에	에	JKB	O
_	_	_	O
도전한다	도전하+ㄴ다	VV+EC	O
_	_	_	O
.	.	SF	O

## 26
## 세계랭킹 2위 윤진희도 53㎏급에 출전, 금메달 사냥에 나선다 .
## 세계랭킹 <2위:NOH> <윤진희:PER>도 <53㎏:NOH>급에 출전, 금메달 사냥에 나선다 .
세계	세계	NNG	O
