## 1
## 전년 대비 2000원 정도 떨어진 수준이다.
## 전년 대비 <2000원:MNY> 정도 떨어진 수준이다.
전년	전년	NNG	O
## <중국:ORG> 유명 록그룹의 기타리스트 출신인 그는 “<한국:LOC>에 특별한 관심이 없다”고 말했다.
중국	중국	NNP	B-ORG
_	_	_	O
유명	유명	NNG	O
_	_	_	O
록	록	NNG	O
그룹	그룹	NNG	O
의	의	JKG	O
_	_	_	O
기타리스트	기타리스트	NNG	O
_	_	_	O
출신	출신	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
특별한	특별하+ㄴ	VA+ETM	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 최근 쇼핑몰 G마켓이 대도서관·씬님·밴쯔 등 유명 크리에이터 12명을 출연시킨 홍보 영상 ‘쇼핑 어벤G스’로 제품 판매량을 6배 이상 올리면서 ‘커머스 크리에이터’ 분야도 주목받고 있다.
## 최근 쇼핑몰 <G마켓:ORG>이 <대도서관:PER>·<씬님:PER>·<밴쯔:PER> 등 유명 크리에이터 <12명:NOH>을 출연시킨 홍보 영상 ‘<쇼핑 어벤G스:POH>’로 제품 판매량을 <6배:PNT> 이상 올리면서 ‘커머스 크리에이터’ 분야도 주목받고 있다.
최근	최근	NNG	O
_	_	_	O
쇼핑몰	쇼핑몰	NNG	O
_	_	_	O
G	G	SL	B-ORG
마켓	마켓	NNG	I-ORG
이	이	JKS	O
_	_	_	O
대	대	XPN	B-PER
도서관	도서관	NNG	I-PER
·	·	SP	O
씬	씬	NNP	B-PER
님	님	XSN	I-PER
·	·	SP	O
밴	밴	NNG	B-PER
쯔	쯔	NNG	I-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
크리에이터	크리에이터	NNG	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
출연	출연	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
홍보	홍보	NNG	O
_	_	_	O
영상	영상	NNG	O
_	_	_	O
‘	‘	SS	O
쇼핑	쇼핑	NNG	B-POH
_	_	_	I-POH
어	어	XSN	I-POH
벤	벤	NNP	I-POH
G	G	SL	I-POH
스	스	NNG	I-POH
’	’	SS	O
로	로	JKB	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
판매량	판매량	NNG	O
을	을	JKO	O
_	_	_	O
6	6	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
올리	올리	VV	O
면서	면서	EC	O
_	_	_	O
‘	‘	SS	O
커머스	커머스	NNP	O
_	_	_	O
크리에이터	크리에이터	NNG	O
’	’	SS	O
_	_	_	O
분야	분야	NNG	O
도	도	JX	O
_	_	_	O
주목	주목	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 이씨는 우연히 SNS에 올라온 일출 사진을 보고 지난 5월 마지막 멤버로 합류했다.
## <이:PER>씨는 우연히 SNS에 올라온 일출 사진을 보고 지난 <5월:DAT> 마지막 멤버로 합류했다.
이	이	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
우연히	우연히	MAG	O
_	_	_	O
SNS	SNS	SL	O
에	에	JKB	O
_	_	_	O
올라온	올라오+ㄴ	VV+ETM	O
_	_	_	O
일출	일출	NNG	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
멤버	멤버	NNG	O
로	로	JKB	O
_	_	_	O
합류	합류하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 김정남은 북한의 세습에 반대한다고 말하면서 온몸에 진땀을 흘리며 괴로운 기색이었다.
## <김정남:PER>은 <북한:ORG>의 세습에 반대한다고 말하면서 온몸에 진땀을 흘리며 괴로운 기색이었다.
김정남	김정남	NNP	B-PER
은	은	JX	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
세습	세습	NNG	O
에	에	JKB	O
_	_	_	O
반대한다고	반대하+ㄴ다고	VV+EC	O
_	_	_	O
말하	말하	VV	O
면서	면서	EC	O
_	_	_	O
온몸	온몸	NNG	O
에	에	JKB	O
_	_	_	O
진땀	진땀	NNG	O
을	을	JKO	O
_	_	_	O
흘리	흘리	VV	O
며	며	EC	O
_	_	_	O
괴로	괴롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
기색	기색	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 안영명의 어깨 부상과 쉐인 유먼의 방출로 구멍 난 선발진을 메워야 할 임무를 안고 28일 두산전에 등판했다.
## <안영명:PER>의 어깨 부상과 <쉐인 유먼:PER>의 방출로 구멍 난 선발진을 메워야 할 임무를 안고 <28일:DAT> <두산전:POH>에 등판했다.
안영명	안영명	NNP	B-PER
의	의	JKG	O
_	_	_	O
어깨	어깨	NNG	O
_	_	_	O
부상	부상	NNG	O
과	과	JC	O
_	_	_	O
쉐인	쉐인	NNP	B-PER
_	_	_	I-PER
유먼	유먼	NNP	I-PER
의	의	JKG	O
_	_	_	O
방출	방출	NNG	O
로	로	JKB	O
_	_	_	O
구멍	구멍	NNG	O
_	_	_	O
난	나+ㄴ	VV+ETM	O
_	_	_	O
선발	선발	NNG	O
진	진	XSN	O
을	을	JKO	O
_	_	_	O
메	메우	VV	O
워야	어야	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
임무	임무	NNG	O
를	를	JKO	O
_	_	_	O
안	안	VV	O
고	고	EC	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
두산	두산	NNP	B-POH
전	전	XSN	I-POH
에	에	JKB	O
_	_	_	O
등판	등판하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 당국은 이 섬에 영향력을 미치고 있는 이슬람계 반군인 아부사야프의 소행으로 추정한 바 있다.
## 당국은 이 섬에 영향력을 미치고 있는 <이슬람:ORG>계 반군인 <아부사야프:ORG>의 소행으로 추정한 바 있다.
당국	당국	NNG	O
은	은	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
섬	섬	NNG	O
에	에	JKB	O
_	_	_	O
영향력	영향력	NNG	O
을	을	JKO	O
_	_	_	O
미치	미치	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
이슬람	이슬람	NNG	B-ORG
계	계	XSN	O
_	_	_	O
반군	반군	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
아부사야프	아부사야프	NNP	B-ORG
의	의	JKG	O
_	_	_	O
소행	소행	NNG	O
으로	으로	JKB	O
_	_	_	O
추정한	추정하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 외교부는 지난 1일 “우리 국민(홍 씨)으로 추정되는 시신이 발견돼 필리핀 당국과 가족이 현지에서 확인 절차를 진행 중”이라면서 “정확한 사실이 파악되는 대로 공개할 예정”이라고 전했다.
## <외교부:ORG>는 지난 <1일:DAT> “우리 국민(<홍:PER> 씨)으로 추정되는 시신이 발견돼 <필리핀:ORG> 당국과 가족이 현지에서 확인 절차를 진행 중”이라면서 “정확한 사실이 파악되는 대로 공개할 예정”이라고 전했다.
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
우리	우리	NP	O
_	_	_	O
국민	국민	NNG	O
(	(	SS	O
홍	홍	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
추정되	추정되	VV	O
는	는	ETM	O
_	_	_	O
시신	시신	NNG	O
이	이	JKS	O
_	_	_	O
발견돼	발견되+어	VV+EC	O
_	_	_	O
필리핀	필리핀	NNP	B-ORG
_	_	_	O
당국	당국	NNG	O
과	과	JC	O
_	_	_	O
가족	가족	NNG	O
이	이	JKS	O
_	_	_	O
현지	현지	NNG	O
에서	에서	JKB	O
_	_	_	O
확인	확인	NNG	O
_	_	_	O
절차	절차	NNG	O
를	를	JKO	O
_	_	_	O
진행	진행	NNG	O
_	_	_	O
중	중	NNP	O
”	”	SS	O
이	이	VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
정확한	정확하+ㄴ	VA+ETM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
파악되	파악되	VV	O
는	는	ETM	O
_	_	_	O
대로	대로	NNB	O
_	_	_	O
공개할	공개하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이달 초 한 시민단체가 신한사태 때 지주 부사장으로 일했던 위 내정자가 라응찬 전 그룹 회장을 돕기 위해 위증을 했다며 고발하는 소동도 벌어졌다.
## 이달 초 한 시민단체가 <신한사태:POH> 때 지주 부사장으로 일했던 위 내정자가 <라응찬:PER> 전 그룹 회장을 돕기 위해 위증을 했다며 고발하는 소동도 벌어졌다.
이달	이달	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
한	한	MM	O
_	_	_	O
시민	시민	NNG	O
단체	단체	NNG	O
가	가	JKS	O
_	_	_	O
신한	신한	NNP	B-POH
사태	사태	NNG	I-POH
_	_	_	O
때	때	NNG	O
_	_	_	O
지주	지주	NNG	O
_	_	_	O
부사장	부사장	NNG	O
으로	으로	JKB	O
_	_	_	O
일	일하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
위	위	NNB	O
_	_	_	O
내정자	내정자	NNG	O
가	가	JKS	O
_	_	_	O
라응찬	라응찬	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
회장	회장	NNG	O
을	을	JKO	O
_	_	_	O
돕	돕	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
위증	위증	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다며	다며	EC	O
_	_	_	O
고발하	고발하	VV	O
는	는	ETM	O
_	_	_	O
소동	소동	NNG	O
도	도	JX	O
_	_	_	O
벌어	벌어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

