## 1
## 두테르테 대통령의 잇단 탈미친중(脫美親中) 발언에 놀라 필리핀으로 급파된 대니얼 러셀 미 국무부 동아시아태평양담당 차관보는 이날 필리핀의 외교 당국자들과 만난 뒤 AP통신 등에 “필리핀은 여전히 가깝고 신뢰하는 동반자”라고 밝혔다.
## <두테르테:PER> 대통령의 잇단 탈미친중(脫美親中) 발언에 놀라 <필리핀:LOC>으로 급파된 <대니얼 러셀:PER> <미 국무부:ORG> <동아시아태평양:LOC>담당 차관보는 이날 <필리핀:ORG>의 외교 당국자들과 만난 뒤 <AP통신:POH> 등에 “<필리핀:ORG>은 여전히 가깝고 신뢰하는 동반자”라고 밝혔다.
두테르테	두테르테	NNG	B-PER
_	_	_	O
AP	AP	SL	B-POH
통신	통신	NNG	I-POH
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
필리핀	필리핀	NNP	B-ORG
은	은	JX	O
_	_	_	O
여전히	여전히	MAG	O
_	_	_	O
가깝	가깝	VA	O
고	고	EC	O
_	_	_	O
신뢰하	신뢰하	VV	O
는	는	ETM	O
_	_	_	O
동반자	동반자	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 론스타의 주장은 두 가지다.
## 론스타의 주장은 <두 가지:NOH>다.
론스타	론스타	NNP	O
의	의	JKG	O
_	_	_	O
주장	주장	NNG	O
은	은	JX	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
가지	가지+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 3
## 하나는 외환은행과 스타홀딩스 등 빌딩 매각 차익에 한국 정부가 매긴 세금이 부당하다는 거다.
## <하나:NOH>는 <외환은행:ORG>과 <스타홀딩스:ORG> 등 빌딩 매각 차익에 <한국 정부:ORG>가 매긴 세금이 부당하다는 거다.
하나	하나	NNG	B-NOH
는	는	JX	O
_	_	_	O
외환은행	외환은행	NNP	B-ORG
과	과	JC	O
_	_	_	O
스타	스타	NNG	B-ORG
홀딩스	홀딩스	NNP	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
빌딩	빌딩	NNG	O
_	_	_	O
매각	매각	NNG	O
_	_	_	O
차익	차익	NNG	O
에	에	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
가	가	JKS	O
_	_	_	O
매긴	매기+ㄴ	VV+ETM	O
_	_	_	O
세금	세금	NNG	O
이	이	JKS	O
_	_	_	O
부당하	부당하	VA	O
다는	다는	ETM	O
_	_	_	O
거	거+이	NNB+VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 현재 대우조선해양 등에 대한 부실 관리 책임을 지기 위해 인력 감축, 임금 삭감 등의 자구 계획을 마련 중이어서 채용 규모가 예년보다 줄어들 것이라는 전망이 나온다.
## 현재 <대우조선해양:ORG> 등에 대한 부실 관리 책임을 지기 위해 인력 감축, 임금 삭감 등의 자구 계획을 마련 중이어서 채용 규모가 예년보다 줄어들 것이라는 전망이 나온다.
현재	현재	MAG	O
_	_	_	O
대우조선해양	대우조선해양	NNP	B-ORG
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
부실	부실	NNG	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
책임	책임	NNG	O
을	을	JKO	O
_	_	_	O
지	지	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
인력	인력	NNG	O
_	_	_	O
감축	감축	NNG	O
,	,	SP	O
_	_	_	O
임금	임금	NNG	O
_	_	_	O
삭감	삭감	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
자구	자구	NNG	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
마련	마련	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
어서	어서	EC	O
_	_	_	O
채용	채용	NNG	O
_	_	_	O
규모	규모	NNG	O
가	가	JKS	O
_	_	_	O
예년	예년	NNG	O
보다	보다	JKB	O
_	_	_	O
줄어들	줄어들+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
전망	전망	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 전용 84㎡T, 122㎡T 타입은 최대 71㎡의 테라스 공간이 제공돼 넓은 내부와 함께 여유로운 생활이 가능하다.
## 전용 <84㎡T:NOH>, <122㎡T:NOH> 타입은 최대 <71㎡:NOH>의 테라스 공간이 제공돼 넓은 내부와 함께 여유로운 생활이 가능하다.
전용	전용	NNG	O
_	_	_	O
84	84	SN	B-NOH
㎡	㎡	SW	I-NOH
T	T	SL	I-NOH
,	,	SP	O
_	_	_	O
122	122	SN	B-NOH
㎡	㎡	SW	I-NOH
T	T	SL	I-NOH
_	_	_	O
타입	타입	NNG	O
은	은	JX	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
71	71	SN	B-NOH
㎡	㎡	SW	I-NOH
의	의	JKG	O
_	_	_	O
테라스	테라스	NNG	O
_	_	_	O
공간	공간	NNG	O
이	이	JKS	O
_	_	_	O
제공돼	제공되+어	VV+EC	O
_	_	_	O
넓	넓	VA	O
은	은	ETM	O
_	_	_	O
내부	내부	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
여유로	여유롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
생활	생활	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 4.2km의 최장 슬로프는 마운틴탑에서 시작해 밸리허브를 경유하고 밸리콘도까지 이어진다.
## <4.2km:NOH>의 최장 슬로프는 마운틴탑에서 시작해 밸리허브를 경유하고 밸리콘도까지 이어진다.
4.2	4.2	SN	B-NOH
km	km	SL	I-NOH
의	의	JKG	O
_	_	_	O
최장	최장	NNG	O
_	_	_	O
슬로프	슬로프	NNG	O
는	는	JX	O
_	_	_	O
마운틴	마운틴	NNG	O
탑	탑	NNG	O
에서	에서	JKB	O
_	_	_	O
시작해	시작하+여	VV+EC	O
_	_	_	O
밸리	밸리	NNG	O
허브	허브	NNG	O
를	를	JKO	O
_	_	_	O
경유	경유	NNG	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
밸리	밸리	NNG	O
콘도	콘도	NNG	O
까지	까지	JX	O
_	_	_	O
이어진다	이어지+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 설립 초기 자금을 확보하기 위해 ‘레인(RAIN)’이란 팀을 꾸려 청년 창업 공모전에 지원하고 미국 RG에 자문도 했다.
## 설립 초기 자금을 확보하기 위해 ‘<레인:POH>(<RAIN:POH>)’이란 팀을 꾸려 청년 창업 공모전에 지원하고 <미국:ORG> RG에 자문도 했다.
설립	설립	NNG	O
_	_	_	O
초기	초기	NNG	O
_	_	_	O
자금	자금	NNG	O
을	을	JKO	O
_	_	_	O
확보하	확보하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
레인	레인	NNG	B-POH
(	(	SS	O
RAIN	RAIN	SL	B-POH
)	)	SS	O
’	’	SS	O
이	이	VCP	O
란	란	ETM	O
_	_	_	O
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
꾸려	꾸리+어	VV+EC	O
_	_	_	O
청년	청년	NNG	O
_	_	_	O
창업	창업	NNG	O
_	_	_	O
공모전	공모전	NNG	O
에	에	JKB	O
_	_	_	O
지원하	지원하	VV	O
고	고	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
RG	RG	SL	O
에	에	JKB	O
_	_	_	O
자문	자문	NNG	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 김정남의 시신이 안치된 쿠알라룸푸르 종합병원 앞에선 김한솔의 방문을 대비해 각국 취재진 수십명이 밤샘 대기했다.
## <김정남:PER>의 시신이 안치된 <쿠알라룸푸르:LOC> 종합병원 앞에선 <김한솔:PER>의 방문을 대비해 각국 취재진 수십명이 밤샘 대기했다.
김정남	김정남	NNP	B-PER
의	의	JKG	O
_	_	_	O
시신	시신	NNG	O
이	이	JKS	O
_	_	_	O
안치된	안치되+ㄴ	VV+ETM	O
_	_	_	O
쿠알라룸푸르	쿠알라룸푸르	NNP	B-LOC
_	_	_	O
종합	종합	NNG	O
병원	병원	NNG	O
_	_	_	O
앞	앞	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
김한솔	김한솔	NNP	B-PER
의	의	JKG	O
_	_	_	O
방문	방문	NNG	O
을	을	JKO	O
_	_	_	O
대비해	대비하+여	VV+EC	O
_	_	_	O
각국	각국	NNG	O
_	_	_	O
취재진	취재진	NNG	O
_	_	_	O
수십	수십	NR	O
명	명	NNB	O
이	이	JKS	O
_	_	_	O
밤샘	밤샘	NNG	O
_	_	_	O
대기	대기하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 하지만 부족한 전세금을 어떻게 마련해야 하나. 순간 이 씨의 머릿속에서 묘안이 떠올랐다.
## 하지만 부족한 전세금을 어떻게 마련해야 하나. 순간 <이:PER> 씨의 머릿속에서 묘안이 떠올랐다.
하지만	하지만	MAJ	O
_	_	_	O
부족한	부족하+ㄴ	VA+ETM	O
_	_	_	O
전세금	전세금	NNG	O
을	을	JKO	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
마련해야	마련하+여야	VV+EC	O
_	_	_	O
하나	하나	NNP	O
.	.	SF	O
_	_	_	O
순간	순간	NNG	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
머릿속	머릿속	NNG	O
에서	에서	JKB	O
_	_	_	O
묘안	묘안	NNG	O
이	이	JKS	O
_	_	_	O
떠올	떠오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 두산그룹 박용만 사장이 컨설팅 업체 파트너에게 면전에서 들은 말이다.
## <두산그룹:ORG> <박용만:PER> 사장이 컨설팅 업체 파트너에게 면전에서 들은 말이다.
두산그룹	두산그룹	NNP	B-ORG
_	_	_	O
박용만	박용만	NNP	B-PER
_	_	_	O
사장	사장	NNG	O
이	이	JKS	O
_	_	_	O
컨설팅	컨설팅	NNG	O
_	_	_	O
업체	업체	NNG	O
_	_	_	O
파트너	파트너	NNG	O
에게	에게	JKB	O
_	_	_	O
면전	면전	NNG	O
에서	에서	JKB	O
_	_	_	O
들	듣	VV	O
은	은	ETM	O
_	_	_	O
말	말	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## '압구정백야' 임성한 "원없이 썼다"…얼마나 죽였나 영상보니인기 드라마작가 임성한(55·사진)씨가 MBC 일일극 ‘압구정 백야’를 끝으로 은퇴한다.
## '<압구정백야:POH>' <임성한:PER> "원없이 썼다"…얼마나 죽였나 영상보니인기 드라마작가 <임성한:PER>(<55:NOH>·사진)씨가 <MBC:POH> 일일극 ‘<압구정 백야:POH>’를 끝으로 은퇴한다.
'	'	SS	O
압구정	압구정	NNP	B-POH
백야	백야	NNP	I-POH
'	'	SS	O
_	_	_	O
임성한	임성한	NNP	B-PER
_	_	_	O
"	"	SS	O
원	원	NNG	O
없이	없이	MAG	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
"	"	SS	O
…	…	SE	O
얼마나	얼마나	MAG	O
_	_	_	O
죽	죽이	VV	O
였	었	EP	O
나	나	EC	O
_	_	_	O
영상	영상	NNG	O
보니	보니	NNP	O
인기	인기	NNG	O
_	_	_	O
드라마	드라마	NNG	O
작가	작가	NNG	O
_	_	_	O
임성한	임성한	NNP	B-PER
(	(	SS	O
55	55	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
일일	일일	NNG	O
극	극	NNG	O
_	_	_	O
‘	‘	SS	O
압구정	압구정	NNP	B-POH
_	_	_	I-POH
백야	백야	NNP	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
끝	끝	NNG	O
으로	으로	JKB	O
_	_	_	O
은퇴한다	은퇴하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 외관보다 내부가 더 인상 깊었는데, 일반 차들이 대부분 검거나 어두운 색으로 장식된 데 반해 500C는 계기반 주변과 중앙 콘솔 주변은 깨끗한 하얀색으로, 시트 주변은 붉은색으로 장식돼 사실상 경차 크기의 차임에도 “우와” 하는 탄성을 자아낸다.
## 외관보다 내부가 더 인상 깊었는데, 일반 차들이 대부분 검거나 어두운 색으로 장식된 데 반해 <500C:POH>는 계기반 주변과 중앙 콘솔 주변은 깨끗한 하얀색으로, 시트 주변은 붉은색으로 장식돼 사실상 경차 크기의 차임에도 “우와” 하는 탄성을 자아낸다.
외관	외관	NNG	O
보다	보다	JKB	O
_	_	_	O
내부	내부	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
인상	인상	NNG	O
_	_	_	O
깊	깊	VA	O
었	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
일반	일반	NNG	O
_	_	_	O
차	차	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
대부분	대부분	NNG	O
_	_	_	O
검	검	VA	O
거나	거나	EC	O
_	_	_	O
어두	어둡	VA	O
운	ㄴ	ETM	O
_	_	_	O
색	색	NNG	O
으로	으로	JKB	O
_	_	_	O
장식된	장식되+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
반해	반하+여	VV+EC	O
_	_	_	O
500	500	SN	B-POH
C	C	SL	I-POH
는	는	JX	O
_	_	_	O
계기반	계기반	NNG	O
_	_	_	O
주변	주변	NNG	O
과	과	JC	O
_	_	_	O
중앙	중앙	NNG	O
_	_	_	O
콘솔	콘솔	NNG	O
_	_	_	O
주변	주변	NNG	O
은	은	JX	O
_	_	_	O
깨끗한	깨끗하+ㄴ	VA+ETM	O
_	_	_	O
하얀색	하얀색	NNG	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
시트	시트	NNG	O
_	_	_	O
주변	주변	NNG	O
은	은	JX	O
_	_	_	O
붉은색	붉은색	NNG	O
으로	으로	JKB	O
_	_	_	O
장식돼	장식되+어	VV+EC	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
경차	경차	NNG	O
_	_	_	O
크기	크기	NNG	O
의	의	JKG	O
_	_	_	O
차	차	NNB	O
임에도	이+ㅁ에도	VCP+EC	O
_	_	_	O
“	“	SS	O
우와	우와	IC	O
”	”	SS	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
탄성	탄성	NNG	O
을	을	JKO	O
_	_	_	O
자아낸다	자아내+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 다음날 6일 호텔뷔페에서 아침을 먹은 후 호텔 수영장에 있다가 호텔 점심을 했다.
## 다음날 <6일:DAT> 호텔뷔페에서 아침을 먹은 후 호텔 수영장에 있다가 호텔 점심을 했다.
다음날	다음날	NNG	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
호텔	호텔	NNG	O
뷔페	뷔페	NNG	O
에서	에서	JKB	O
_	_	_	O
아침	아침	NNG	O
을	을	JKO	O
_	_	_	O
먹	먹	VV	O
은	은	ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
수영장	수영장	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다가	다가	EC	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
점심	점심	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

