## 1
## 자동차 제작사는 차량 소유자의 배출가스 관련 부품 결함시정 요구 건수 50건 이상, 결함시정 요구율 4% 이상일 때 환경부에 보고하도록 되어 있다.
## 자동차 제작사는 차량 소유자의 배출가스 관련 부품 결함시정 요구 건수 <50건:NOH> 이상, 결함시정 요구율 <4%:PNT> 이상일 때 <환경부:ORG>에 보고하도록 되어 있다.
자동차	자동차	NNG	O
_	_	_	O
337	337	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
수준	수준	NNG	O
)	)	SS	O
_	_	_	O
이하	이하+이	NNG+VCP	O
여야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 운영기관은 시중 전세가격의 50%이하 범위 내에서 입주자에게 공급해야 하고 최초 임대차 기간은 2년, 재계약은 2년 단위로 체결한다.
## 운영기관은 시중 전세가격의 <50%:PNT>이하 범위 내에서 입주자에게 공급해야 하고 최초 임대차 기간은 <2년:NOH>, 재계약은 <2년:NOH> 단위로 체결한다.
운영	운영	NNG	O
기관	기관	NNG	O
은	은	JX	O
_	_	_	O
시중	시중	NNG	O
_	_	_	O
전세	전세	NNG	O
가격	가격	NNG	O
의	의	JKG	O
_	_	_	O
50	50	SN	B-PNT
%	%	SW	I-PNT
이하	이하	NNG	O
_	_	_	O
범위	범위	NNG	O
_	_	_	O
내	내	NNB	O
에서	에서	JKB	O
_	_	_	O
입주자	입주자	NNG	O
에게	에게	JKB	O
_	_	_	O
공급해야	공급하+여야	VV+EC	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
최초	최초	NNG	O
_	_	_	O
임대차	임대차	NNG	O
_	_	_	O
기간	기간	NNG	O
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
,	,	SP	O
_	_	_	O
재계약	재계약	NNG	O
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
단위	단위	NNG	O
로	로	JKB	O
_	_	_	O
체결한다	체결하+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 지원이가 노래 연습하는 걸 들어봤는데 정말 잘해서 놀랐다”고 당시를 떠올렸다.
## <지원이:PER>가 노래 연습하는 걸 들어봤는데 정말 잘해서 놀랐다”고 당시를 떠올렸다.
지원이	지원이	NNP	B-PER
가	가	JKS	O
_	_	_	O
노래	노래	NNG	O
_	_	_	O
연습하	연습하	VV	O
는	는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
들	듣	VV	O
어	어+보	EC+VX	O
봤	았	EP	O
는데	는데	EC	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
잘해서	잘하+여서	VV+EC	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
당시	당시	NNG	O
를	를	JKO	O
_	_	_	O
떠올	떠올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이어 정재형은 서지원에 대해 “아픈 손가락이다.
## 이어 <정재형:PER>은 <서지원:PER>에 대해 “아픈 손가락이다.
이어	이어	MAG	O
_	_	_	O
정재형	정재형	NNP	B-PER
은	은	JX	O
_	_	_	O
서지원	서지원	NNP	B-PER
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
아픈	아프+ㄴ	VA+ETM	O
_	_	_	O
손가락	손가락	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 결국 정씨는 111명 중 6명을 선발하는 체육특기자전형 종합평가에서 6등으로 합격했다.
## 결국 <정:PER>씨는 <111명:NOH> 중 <6명:NOH>을 선발하는 체육특기자전형 종합평가에서 <6등:NOH>으로 합격했다.
결국	결국	NNG	O
_	_	_	O
정	정	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
111	111	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
중	중	NNB	O
_	_	_	O
6	6	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
선발하	선발하	VV	O
는	는	ETM	O
_	_	_	O
체육	체육	NNG	O
특기	특기	NNG	O
자	자	XSN	O
전형	전형	NNG	O
_	_	_	O
종합	종합	NNG	O
평가	평가	NNG	O
에서	에서	JKB	O
_	_	_	O
6	6	SN	B-NOH
등	등	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
합격	합격하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 김구라 합의 이혼 “어머니 입장도 고려하지 않을 수 없었다”개그맨 김구라가 결혼 18년 만에 합의 이혼 했다.
## <김구라:PER> 합의 이혼 “어머니 입장도 고려하지 않을 수 없었다”개그맨 <김구라:PER>가 결혼 <18년 만:NOH>에 합의 이혼 했다.
김구라	김구라	NNP	B-PER
_	_	_	O
합의	합의	NNG	O
_	_	_	O
이혼	이혼	NNG	O
_	_	_	O
“	“	SS	O
어머니	어머니	NNG	O
_	_	_	O
입장	입장	NNG	O
도	도	JX	O
_	_	_	O
고려하	고려하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
개그맨	개그맨	NNG	O
_	_	_	O
김구라	김구라	NNP	B-PER
가	가	JKS	O
_	_	_	O
결혼	결혼	NNG	O
_	_	_	O
18	18	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
합의	합의	NNG	O
_	_	_	O
이혼	이혼	NNG	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 김구라는 25일 오후 소속사인 라인엔터테인먼트를 통해 “저희 부부는 금일 25일 법원이 정해준 숙려기간을 거쳐 18년의 결혼생활을 합의이혼으로 마무리 하게 되었습니다”라고 이혼 소식을 전했다.
## <김구라:PER>는 <25일:DAT> 오후 소속사인 <라인엔터테인먼트:ORG>를 통해 “저희 부부는 금일 <25일:DAT> 법원이 정해준 숙려기간을 거쳐 <18년:DUR>의 결혼생활을 합의이혼으로 마무리 하게 되었습니다”라고 이혼 소식을 전했다.
김구	김구+이	NNP+VCP	B-PER
라는	라는	ETM	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
라인	라인	NNG	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
저희	저희	NP	O
_	_	_	O
부부	부부	NNG	O
는	는	JX	O
_	_	_	O
금일	금일	NNG	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
법원	법원	NNG	O
이	이	JKS	O
_	_	_	O
정해	정하+여	VV+EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
숙려	숙려	NNG	O
기간	기간	NNG	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
18	18	SN	B-DUR
년	년	NNB	I-DUR
의	의	JKG	O
_	_	_	O
결혼	결혼	NNG	O
생활	생활	NNG	O
을	을	JKO	O
_	_	_	O
합의	합의	NNG	O
이혼	이혼	NNG	O
으로	으로	JKB	O
_	_	_	O
마무리	마무리	NNG	O
_	_	_	O
하	하	VV	O
게	게	EC	O
_	_	_	O
되	되	VV	O
었	었	EP	O
습니다	습니다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
이혼	이혼	NNG	O
_	_	_	O
소식	소식	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 김구라는 “우선, 많은 분들이 어려운 상황 속에서도 가정을 지킨다고 응원해 주셨는데, 실망스러운 소식 전해드리게 되어서 죄송합니다”라고 유감을 표했다.
## <김구라:PER>는 “우선, 많은 분들이 어려운 상황 속에서도 가정을 지킨다고 응원해 주셨는데, 실망스러운 소식 전해드리게 되어서 죄송합니다”라고 유감을 표했다.
김구라	김구라	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
우선	우선	MAG	O
,	,	SP	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
어려	어렵	VA	O
운	ㄴ	ETM	O
_	_	_	O
상황	상황	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
가정	가정	NNG	O
을	을	JKO	O
_	_	_	O
지킨다고	지키+ㄴ다고	VV+EC	O
_	_	_	O
응원해	응원하+여	VV+EC	O
_	_	_	O
주	주+시	VX+EP	O
셨	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
실망스러	실망스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
소식	소식	NNG	O
_	_	_	O
전해	전하+여	VV+EC	O
드리	드리	VX	O
게	게	EC	O
_	_	_	O
되	되	VV	O
어서	어서	EC	O
_	_	_	O
죄송합니다	죄송하+ㅂ니다	VA+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
유감	유감	NNG	O
을	을	JKO	O
_	_	_	O
표	표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 아들 동현의 양육과 관련해선 “현재 고2인 동현이는 성인이 될 때까지 저와 함께 생활할 것입니다.
## 아들 <동현:PER>의 양육과 관련해선 “현재 <고2:NOH>인 <동현이:PER>는 성인이 될 때까지 저와 함께 생활할 것입니다.
아들	아들	NNG	O
_	_	_	O
동현	동현	NNP	B-PER
의	의	JKG	O
_	_	_	O
양육	양육	NNG	O
과	과	JC	O
_	_	_	O
관련해선	관련하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
“	“	SS	O
현재	현재	MAG	O
_	_	_	O
고	고	JKQ	B-NOH
2	2	SN	I-NOH
인	인	NNG	O
_	_	_	O
동현이	동현이	NNP	B-PER
는	는	JX	O
_	_	_	O
성인	성인	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
저	저	NP	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
생활할	생활하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 15
## 짧은 섬광 같은 이미지가 영화의 한 장면같이 나오기도 하고, 아주 디테일하게 그날의 일들을 복기한다.
## 짧은 섬광 같은 이미지가 영화의 <한 장면:NOH>같이 나오기도 하고, 아주 디테일하게 그날의 일들을 복기한다.
짧	짧	VA	O
은	은	ETM	O
_	_	_	O
섬광	섬광	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
이미지	이미지	NNG	O
가	가	JKS	O
_	_	_	O
영화	영화	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
장면	장면	NNG	I-NOH
같이	같이	JKB	O
_	_	_	O
나오	나오	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
아주	아주	MAG	O
_	_	_	O
디테일하	디테일하	VA	O
게	게	EC	O
_	_	_	O
그날	그날	NNG	O
의	의	JKG	O
_	_	_	O
일	일	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
복기한다	복기하+ㄴ다	VV+EF	O
.	.	SF	O

