## 1
## 엄격하고 칭찬에 다소 인색한 부모님 밑에서 자라면서 이동하는 스스로 자존감이 낮았다고 돌아봤다.
## 엄격하고 칭찬에 다소 인색한 부모님 밑에서 자라면서 <이동하:PER>는 스스로 자존감이 낮았다고 돌아봤다.
엄격하	엄격하	VA	O
도	도	JX	O
_	_	_	O
알	알	VV	O
게	게	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이는 1960년 13%에 비해 10%포인트가 높아진 것이다.
## 이는 <1960년:DAT> <13%:PNT>에 비해 <10%포인트:PNT>가 높아진 것이다.
이	이	NP	O
는	는	JX	O
_	_	_	O
1960	1960	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
13	13	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
포인트	포인트	NNG	I-PNT
가	가	JKS	O
_	_	_	O
높아진	높아지+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 앞서 박영수(65·사법연수원 10기) 특별검사팀의 구속영장 청구에서 ‘한판승’을 거둔 우 전 수석은 이번에도 검찰과 치열한 법리공방을 벌일 것으로 예상된다.
## 앞서 <박영수:PER>(<65:NOH>·<사법연수원:ORG> <10기:NOH>) 특별검사팀의 구속영장 청구에서 ‘<한판:NOH>승’을 거둔 <우:PER> 전 수석은 이번에도 검찰과 치열한 법리공방을 벌일 것으로 예상된다.
앞서	앞서	MAG	O
_	_	_	O
박영수	박영수	NNP	B-PER
(	(	SS	O
65	65	SN	B-NOH
·	·	SP	O
사법연수원	사법연수원	NNG	B-ORG
_	_	_	O
10	10	SN	B-NOH
기	기	NNG	I-NOH
)	)	SS	O
_	_	_	O
특별	특별	NNG	O
검사	검사	NNG	O
팀	팀	NNG	O
의	의	JKG	O
_	_	_	O
구속	구속	NNG	O
영장	영장	NNG	O
_	_	_	O
청구	청구	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
한판승	한판승	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
거둔	거두+ㄴ	VV+ETM	O
_	_	_	O
우	우	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
수석	수석	NNG	O
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
검찰	검찰	NNG	O
과	과	JC	O
_	_	_	O
치열한	치열하+ㄴ	VA+ETM	O
_	_	_	O
법리	법리	NNG	O
공방	공방	NNG	O
을	을	JKO	O
_	_	_	O
벌일	벌이+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상된다	예상되+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 유네스코 세계기록유산 ‘동의보감’, 보물에서 국보로 승격 지정
## <유네스코:ORG> 세계기록유산 ‘<동의보감:POH>’, 보물에서 국보로 승격 지정
유네스코	유네스코	NNG	B-ORG
_	_	_	O
세계	세계	NNG	O
기록	기록	NNG	O
유산	유산	NNG	O
_	_	_	O
‘	‘	SS	O
동의보감	동의보감	NNP	B-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
보물	보물	NNG	O
에서	에서	JKB	O
_	_	_	O
국보	국보	NNG	O
로	로	JKB	O
_	_	_	O
승격	승격	NNG	O
_	_	_	O
지정	지정	NNG	O

## 17
## 뿐만 아니라 식약처는 아리따움의 ‘아리따움 볼륨업 오일틴트 2호’, ‘아리따움 볼륨업 오일틴트 5호’ 등 2품목을 제조한 씨앤씨인터내셔널에 한 달의 제조 업무 정지 처분을 내렸다.
## 뿐만 아니라 <식약처:ORG>는 <아리따움:ORG>의 ‘<아리따움 볼륨업 오일틴트 2호:POH>’, ‘<아리따움 볼륨업 오일틴트 5호’:ORG> 등 <2품목:NOH>을 제조한 <씨앤씨인터내셔널:ORG>에 <한 달:NOH>의 제조 업무 정지 처분을 내렸다.
뿐	뿐	NNB	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
식약처	식약처	NNG	B-ORG
는	는	JX	O
_	_	_	O
아리따움	아리땁+ㅁ	VA+ETN	B-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
아리따	아리땁	VA	B-POH
움	ㅁ	ETN	I-POH
_	_	_	I-POH
볼륨	볼륨	NNG	I-POH
업	업	NNG	I-POH
_	_	_	I-POH
오일	오일	NNG	I-POH
틴트	틴트	NNG	I-POH
_	_	_	I-POH
2	2	SN	I-POH
호	호	NNB	I-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
아리따	아리땁	VA	B-ORG
움	ㅁ	ETN	I-ORG
_	_	_	I-ORG
볼륨	볼륨	NNG	I-ORG
업	업	NNG	I-ORG
_	_	_	I-ORG
오일	오일	NNG	I-ORG
틴트	틴트	NNG	I-ORG
_	_	_	I-ORG
5	5	SN	I-ORG
호	호	NNB	I-ORG
’	’	SS	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
품목	품목	NNG	I-NOH
을	을	JKO	O
_	_	_	O
제조한	제조하+ㄴ	VV+ETM	O
_	_	_	O
씨앤씨	씨앤씨	NNP	B-ORG
인터내셔널	인터내셔널	NNG	I-ORG
에	에	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
의	의	JKG	O
_	_	_	O
제조	제조	NNG	O
_	_	_	O
업무	업무	NNG	O
_	_	_	O
정지	정지	NNG	O
_	_	_	O
처분	처분	NNG	O
을	을	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

