## 1
## 문 대표는 이날 오전 국회에서 열린 최고위원회의 뒤 기자들과 만나 “노 의원 건은 오늘 최고위에서 당무감사원이 엄정하게 감사할 것을 지시했다.
## <문:PER> 대표는 이날 오전 국회에서 열린 최고위원회의 뒤 기자들과 만나 “<노:PER> 의원 건은 오늘 최고위에서 당무감사원이 엄정하게 감사할 것을 지시했다.
문	문	NNP	B-PER
## 3
## 대법원은 또 피고인에게 공소장 부본이나 구속적부심 심문기일을 알릴 때 국선변호인 청구서 양식을 함께 보내 피고인이 손쉽게 청구서를 낼 수 있도록 했다.
## <대법원:ORG>은 또 피고인에게 공소장 부본이나 구속적부심 심문기일을 알릴 때 국선변호인 청구서 양식을 함께 보내 피고인이 손쉽게 청구서를 낼 수 있도록 했다.
대법원	대법원	NNG	B-ORG
은	은	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
피고인	피고인	NNG	O
에게	에게	JKB	O
_	_	_	O
공소장	공소장	NNG	O
_	_	_	O
부본	부본	NNG	O
이나	이나	JC	O
_	_	_	O
구속	구속	NNG	O
적부	적부	NNG	O
심	심	NNG	O
_	_	_	O
심문	심문	NNG	O
기일	기일	NNG	O
을	을	JKO	O
_	_	_	O
알릴	알리+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
국선	국선	NNG	O
변호인	변호인	NNG	O
_	_	_	O
청구서	청구서	NNG	O
_	_	_	O
양식	양식	NNG	O
을	을	JKO	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
보내	보내+어	VV+EC	O
_	_	_	O
피고인	피고인	NNG	O
이	이	JKS	O
_	_	_	O
손쉽	손쉽	VA	O
게	게	EC	O
_	_	_	O
청구서	청구서	NNG	O
를	를	JKO	O
_	_	_	O
낼	내+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 김=서울과 워싱턴에선 북한 붕괴론이 고개를 들고 있는데, 어떻게 보십니까.김희상=하나의 국가 체제가 유지되려면 국민의 충성심, 효율적 통치 체제, 체제 수호의 힘이라는 3대 기본 요소가 제 기능을 발휘해야 하는데 북한은 세 가지가 다 안 되고 있습니다.
## <김:PER>=<서울:LOC>과 <워싱턴:LOC>에선 <북한:ORG> 붕괴론이 고개를 들고 있는데, 어떻게 보십니까.<김희상:PER>=<하나:NOH>의 국가 체제가 유지되려면 국민의 충성심, 효율적 통치 체제, 체제 수호의 힘이라는 <3대:NOH> 기본 요소가 제 기능을 발휘해야 하는데 <북한:ORG>은 세 가지가 다 안 되고 있습니다.
김	김	NNP	B-PER
=	=	SW	O
서울	서울	NNP	B-LOC
과	과	JC	O
_	_	_	O
워싱턴	워싱턴	NNP	B-LOC
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
붕괴	붕괴	NNG	O
론	론	XSN	O
이	이	JKS	O
_	_	_	O
고개	고개	NNG	O
를	를	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
보	보	VV	O
십니까	시+ㅂ니까	EP+EF	O
.	.	SF	O
김희상	김희상	NNP	B-PER
=	=	SW	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
국가	국가	NNG	O
_	_	_	O
체제	체제	NNG	O
가	가	JKS	O
_	_	_	O
유지되	유지되	VV	O
려면	려면	EC	O
_	_	_	O
국민	국민	NNG	O
의	의	JKG	O
_	_	_	O
충성심	충성심	NNG	O
,	,	SP	O
_	_	_	O
효율적	효율적	NNG	O
_	_	_	O
통치	통치	NNG	O
_	_	_	O
체제	체제	NNG	O
,	,	SP	O
_	_	_	O
체제	체제	NNG	O
_	_	_	O
수호	수호	NNG	O
의	의	JKG	O
_	_	_	O
힘	힘	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
3	3	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
기본	기본	NNG	O
_	_	_	O
요소	요소	NNG	O
가	가	JKS	O
_	_	_	O
제	저+의	NP+JKG	O
_	_	_	O
기능	기능	NNG	O
을	을	JKO	O
_	_	_	O
발휘해야	발휘하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는데	는데	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
은	은	JX	O
_	_	_	O
세	세	MM	O
_	_	_	O
가지	가지	NNB	O
가	가	JKC	O
_	_	_	O
다	다	MAG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
습니다	습니다	EF	O
.	.	SF	O

## 5
## 현재 일본 고베에 2개의 전문 숍을 운영하고 있으며 싱가포르에도 유명 백화점을 비롯해 20여 개 쇼핑몰에 입점해 있다.
## 현재 <일본:LOC> <고베:LOC>에 <2개:NOH>의 전문 숍을 운영하고 있으며 <싱가포르:LOC>에도 유명 백화점을 비롯해 <20여 개:NOH> 쇼핑몰에 입점해 있다.
현재	현재	MAG	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
고베	고베	NNP	B-LOC
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
숍	숍	NNG	O
을	을	JKO	O
_	_	_	O
운영하	운영하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
_	_	_	O
싱가포르	싱가포르	NNP	B-LOC
에	에	JKB	O
도	도	JX	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
백화점	백화점	NNG	O
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
20	20	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
_	_	_	O
쇼핑몰	쇼핑몰	NNG	O
에	에	JKB	O
_	_	_	O
입점	입점	NNG	O
해	하+여	XSV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 남북협력기금은 기금규모도 작긴 하지만 지금까지 운용된 기금은 모두 28억원에 불과하다.
## <남북협력기금:ORG>은 기금규모도 작긴 하지만 지금까지 운용된 기금은 모두 <28억원:MNY>에 불과하다.
남북	남북	NNP	B-ORG
협력	협력	NNG	I-ORG
기금	기금	NNG	I-ORG
은	은	JX	O
_	_	_	O
기금	기금	NNG	O
규모	규모	NNG	O
도	도	JX	O
_	_	_	O
작	작	VA	O
긴	기+ㄴ	ETN+JX	O
_	_	_	O
하지만	하지만	MAG	O
_	_	_	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
운용된	운용되+ㄴ	VV+ETM	O
_	_	_	O
기금	기금	NNG	O
은	은	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
28	28	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 다만 여야는 홍 전 회장에 대해선 증인채택을 추진하기로 했다.
## 다만 여야는 <홍:PER> 전 회장에 대해선 증인채택을 추진하기로 했다.
다만	다만	MAG	O
_	_	_	O
여야	여야	NNG	O
는	는	JX	O
_	_	_	O
홍	홍	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
회장	회장	NNG	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
증인	증인	NNG	O
채택	채택	NNG	O
을	을	JKO	O
_	_	_	O
추진하	추진하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 백씨 청문회는 정진석 새누리당 원내대표가 고위 당·정·청 비공개 회의에서 “우리도 야당에 내줘야 한다”고 설득해 협상 타결의 돌파구가 열렸다고 한다.
## <백:PER>씨 청문회는 <정진석:PER> <새누리당:ORG> 원내대표가 고위 당·정·청 비공개 회의에서 “우리도 야당에 내줘야 한다”고 설득해 협상 타결의 돌파구가 열렸다고 한다.
백	백	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
청문회	청문회	NNG	O
는	는	JX	O
_	_	_	O
정진석	정진석	NNP	B-PER
_	_	_	O
새누리당	새누리당	NNP	B-ORG
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
고위	고위	NNG	O
_	_	_	O
당	당	NNG	O
·	·	SP	O
정	정	NNG	O
·	·	SP	O
청	청	NNP	O
_	_	_	O
비공개	비공개	NNG	O
_	_	_	O
회의	회의	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
우리	우리	NP	O
도	도	JX	O
_	_	_	O
야당	야당	NNG	O
에	에	JKB	O
_	_	_	O
내줘야	내주+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설득해	설득하+여	VV+EC	O
_	_	_	O
협상	협상	NNG	O
_	_	_	O
타결	타결	NNG	O
의	의	JKG	O
_	_	_	O
돌파구	돌파구	NNG	O
가	가	JKS	O
_	_	_	O
열	열리	VV	O
렸	었	EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 국방부는 지금까지 사병들에게 이틀에 1갑씩 담배를 제공해 왔으며 담배를 피우지 않는 사병에게는 1갑당 1백33원씩으로 계산해 현금을 지급해왔다.
## <국방부:ORG>는 지금까지 사병들에게 이틀에 <1갑:NOH>씩 담배를 제공해 왔으며 담배를 피우지 않는 사병에게는 <1갑:NOH>당 <1백33원:MNY>씩으로 계산해 현금을 지급해왔다.
국방부	국방부	NNG	B-ORG
는	는	JX	O
_	_	_	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
사병	사병	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
이틀	이틀	NNG	O
에	에	JKB	O
_	_	_	O
1	1	SN	B-NOH
갑	갑	NNG	I-NOH
씩	씩	XSN	O
_	_	_	O
담배	담배	NNG	O
를	를	JKO	O
_	_	_	O
제공해	제공하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
으며	으며	EC	O
_	_	_	O
담배	담배	NNG	O
를	를	JKO	O
_	_	_	O
피우	피우	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
사병	사병	NNG	O
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
1	1	SN	B-NOH
갑당	갑당	NNG	O
_	_	_	O
1	1	SN	B-MNY
백	백	NR	I-MNY
33	33	SN	I-MNY
원	원	NNB	I-MNY
씩	씩	XSN	O
으로	으로	JKB	O
_	_	_	O
계산해	계산하+여	VV+EC	O
_	_	_	O
현금	현금	NNG	O
을	을	JKO	O
_	_	_	O
지급해	지급하+여+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 녹십자, WHO에 389억 독감백신 수출
## 녹십자, <WHO:ORG>에 <389억:MNY> 독감백신 수출
녹십자	녹십자	NNP	O
,	,	SP	O
_	_	_	O
WHO	WHO	SL	B-ORG
에	에	JKB	O
_	_	_	O
389	389	SN	B-MNY
억	억	NR	I-MNY
_	_	_	O
독감	독감	NNG	O
백신	백신	NNG	O
_	_	_	O
수출	수출	NNG	O

## 11
## 박근혜 대통령은 26일 청와대에서 마틴 뎀프시 미국 합참의장(육군 대장)에게 보국훈장 통일장을 수여했다.
## <박근혜:PER> 대통령은 <26일:DAT> <청와대:ORG>에서 <마틴 뎀프시:PER> <미국:ORG> 합참의장(육군 대장)에게 보국훈장 통일장을 수여했다.
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
청와대	청와대	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
마틴	마틴	NNP	B-PER
_	_	_	I-PER
뎀프시	뎀프시	NNP	I-PER
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
합참	합참	NNG	O
의장	의장	NNG	O
(	(	SS	O
육군	육군	NNG	O
_	_	_	O
대장	대장	NNG	O
)	)	SS	O
에게	에게	JKB	O
_	_	_	O
보국	보국	NNG	O
훈장	훈장	NNG	O
_	_	_	O
통일	통일	NNG	O
장	장	NNG	O
을	을	JKO	O
_	_	_	O
수여	수여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 한편 추자현과 우효광은 2012년 중국 드라마 '마랄여우적행복시광'에 함께 출연해 인연을 맺은 후 지난해 9월부터 공개 열애를 시작했다.
## 한편 <추자현:PER>과 <우효광:PER>은 <2012년:DAT> <중국:ORG> 드라마 '<마랄여우적행복시광:POH>'에 함께 출연해 인연을 맺은 후 지난해 <9월:DAT>부터 공개 열애를 시작했다.
한편	한편	MAG	O
_	_	_	O
추자현	추자현	NNP	B-PER
과	과	JC	O
_	_	_	O
우효광	우효광	NNG	B-PER
은	은	JX	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
'	'	SS	O
마랄여우적행복시광	마랄여우적행복시광	NNG	B-POH
'	'	SS	O
에	에	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
인연	인연	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
은	은	ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
공개	공개	NNG	O
_	_	_	O
열애	열애	NNG	O
를	를	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 16년만에 시총 1조4700억원 성장
## <16년:DAT>만에 시총 <1조4700억원:MNY> 성장
16	16	SN	B-DAT
년	년	NNB	I-DAT
만	만	NNB	O
에	에	JKB	O
_	_	_	O
시	시	NNG	O
총	총	NNG	O
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
4700	4700	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
성장	성장	NNG	O

