## 1
## 폴크스바겐파이낸셜서비스코리아가 BNP 파리바 카디프 생명보험과 함께 고객의 예기치 못한 사고 발생 시 할부금 잔액을 대신 상환해주는 ‘세이프 플랜’ 서비스를 출시하고, 이를 기념해 7월 한 달 간 특별 무이자 할부 프로모션을 실시한다고 13일 밝혔다.
## <폴크스바겐파이낸셜서비스코리아:ORG>가 <BNP 파리바 카디프 생명보험:POH>과 함께 고객의 예기치 못한 사고 발생 시 할부금 잔액을 대신 상환해주는 ‘세이프 플랜’ 서비스를 출시하고, 이를 기념해 <7월:DAT> <한 달 간:DUR> 특별 무이자 할부 프로모션을 실시한다고 <13일:DAT> 밝혔다.
폴크스바겐	폴크스바겐	NNP	B-ORG
배용준	배용준	NNP	B-PER
과	과	JC	O
_	_	_	O
절친한	절친하+ㄴ	VA+ETM	O
_	_	_	O
사이	사이	NNG	O
로	로	JKB	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
결혼식	결혼식	NNG	O
_	_	_	O
축가	축가	NNG	O
를	를	JKO	O
_	_	_	O
맡	맡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 안재현은 “응, 여보 추울까봐”라 답했다.
## <안재현:PER>은 “응, 여보 추울까봐”라 답했다.
안	안	NNG	B-PER
재현	재현	NNP	I-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
응	응	IC	O
,	,	SP	O
_	_	_	O
여보	여보	IC	O
_	_	_	O
추	춥	VA	O
울까	ㄹ까	EC	O
봐	보+아	VX+EF	O
”	”+이	SS+VCP	O
라	라	EC	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 또 안재현의 양치 제안에 구혜선은 “싫어, 언제부터 양치했다고. 이 보여 보라. 내가 봐주겠다”고 말한 뒤, 안재현의 치아 상태를 확인했고 “많이 꼈네”라고 너스레를 떨어 시청자들에게 웃음을 안겼다.
## 또 <안재현:PER>의 양치 제안에 <구혜선:PER>은 “싫어, 언제부터 양치했다고. 이 보여 보라. 내가 봐주겠다”고 말한 뒤, <안재현:PER>의 치아 상태를 확인했고 “많이 꼈네”라고 너스레를 떨어 시청자들에게 웃음을 안겼다.
또	또	MAG	O
_	_	_	O
안	안	NNG	B-PER
재현	재현	NNP	I-PER
의	의	JKG	O
_	_	_	O
양치	양치	NNG	O
_	_	_	O
제안	제안	NNG	O
에	에	JKB	O
_	_	_	O
구혜선	구혜선	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
싫	싫	VA	O
어	어	EC	O
,	,	SP	O
_	_	_	O
언제	언제	NP	O
부터	부터	JX	O
_	_	_	O
양치	양치하	VV	O
했	였	EP	O
다고	다고	EF	O
.	.	SF	O
_	_	_	O
이	이	MM	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
_	_	_	O
보	보	VX	O
라	라	EF	O
.	.	SF	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
봐주	봐주	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말한	말하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
,	,	SP	O
_	_	_	O
안	안	NNG	B-PER
재현	재현	NNP	I-PER
의	의	JKG	O
_	_	_	O
치아	치아	NNG	O
_	_	_	O
상태	상태	NNG	O
를	를	JKO	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
“	“	SS	O
많이	많이	MAG	O
_	_	_	O
꼈	+었	+EP	O
네	네	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
너스레	너스레	NNG	O
를	를	JKO	O
_	_	_	O
떨	떨	VV	O
어	어	EC	O
_	_	_	O
시청자	시청자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
웃음	웃음	NNG	O
을	을	JKO	O
_	_	_	O
안	안기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 안재현과 함께 화장실로 가면서도 구혜선은 “싫어, 나 양치 안 할 거야. 양치하면 못 먹잖아”라고 말해 폭소케 했다.
## <안재현:PER>과 함께 화장실로 가면서도 <구혜선:PER>은 “싫어, 나 양치 안 할 거야. 양치하면 못 먹잖아”라고 말해 폭소케 했다.
안	안	NNG	B-PER
재현	재현	NNP	I-PER
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
화장실	화장실	NNG	O
로	로	JKB	O
_	_	_	O
가	가	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
구혜선	구혜선	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
싫	싫	VA	O
어	어	EC	O
,	,	SP	O
_	_	_	O
나	나	JC	O
_	_	_	O
양치	양치	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
야	야	EF	O
.	.	SF	O
_	_	_	O
양치하	양치하	VV	O
면	면	EC	O
_	_	_	O
못	못	MAG	O
_	_	_	O
먹	먹	VV	O
잖아	잖아	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
폭소	폭소하	VV	O
케	게	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 천안시도 지난 19일 홈페이지를 통해 ‘고속도로 조기 건설을 촉구하는 1만 명 서명운동’을 시작했다.
## <천안시:ORG>도 지난 <19일:DAT> 홈페이지를 통해 ‘<고속도로 조기 건설을 촉구하는 1만 명 서명운동:POH>’을 시작했다.
천안시	천안시	NNP	B-ORG
도	도	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
홈페이지	홈페이지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
고속도로	고속도로	NNG	B-POH
_	_	_	I-POH
조기	조기	NNG	I-POH
_	_	_	I-POH
건설	건설	NNG	I-POH
을	을	JKO	I-POH
_	_	_	I-POH
촉구하	촉구하	VV	I-POH
는	는	ETM	I-POH
_	_	_	I-POH
1	1	SN	I-POH
만	만	NR	I-POH
_	_	_	I-POH
명	명	NNB	I-POH
_	_	_	I-POH
서명	서명	NNG	I-POH
운동	운동	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 문병인 이대목동병원 유방암·갑상선암센터장
## <문병인:PER> <이대목동병원:ORG> 유방암·갑상선암센터장
문병인	문병인	NNP	B-PER
_	_	_	O
이대목동병원	이대목동병원	NNP	B-ORG
_	_	_	O
유방암	유방암	NNG	O
·	·	SP	O
갑상선암	갑상선암	NNG	O
센터	센터	NNG	O
장	장	XSN	O

## 11
## 두 달 전 CCTV에 찍힌 건 다른 집 아이였지만, 국회에서 무시당한 건 나와 내 아이기 때문이다.
## <두 달:NOH> 전 <CCTV:ORG>에 찍힌 건 다른 집 아이였지만, 국회에서 무시당한 건 나와 내 아이기 때문이다.
두	두	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
CCTV	CCTV	SL	B-ORG
에	에	JKB	O
_	_	_	O
찍힌	찍히+ㄴ	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
집	집	NNG	O
_	_	_	O
아	아이	NNG	O
이	이	VCP	O
였	었	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
무시	무시	NNG	O
당한	당하+ㄴ	XSV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
나	나	NP	O
와	와	JC	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
아이	아이	NNG	O
기	기	NNG	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 더욱이 실내 식물은 새집증후군을 일으키는 휘발성 유기물질과 미세먼지를 잡는다.
## 더욱이 실내 식물은 <새집증후군:POH>을 일으키는 휘발성 유기물질과 미세먼지를 잡는다.
더욱이	더욱이	MAG	O
_	_	_	O
실내	실내	NNG	O
_	_	_	O
식물	식물	NNG	O
은	은	JX	O
_	_	_	O
새집	새집	NNG	B-POH
증후군	증후군	NNG	I-POH
을	을	JKO	O
_	_	_	O
일으키	일으키	VV	O
는	는	ETM	O
_	_	_	O
휘발성	휘발성	NNG	O
_	_	_	O
유기	유기	NNG	O
물질	물질	NNG	O
과	과	JC	O
_	_	_	O
미세	미세	NNG	O
먼지	먼지	NNG	O
를	를	JKO	O
_	_	_	O
잡	잡	VV	O
는다	는다	EF	O
.	.	SF	O

