## 1
## 조성호는 지난달 13일 오전 1시쯤 인천시 연수구 집에서 최씨의 머리를 둔기로 때려 살해한 뒤 시신을 10여일 동안 화장실에 방치했다.
## <조성호:PER>는 지난달 <13일:DAT> <오전 1시:TIM>쯤 <인천시:LOC> <연수구:LOC> 집에서 <최:PER>씨의 <머리:PER>를 둔기로 때려 살해한 뒤 시신을 <10여일:NOH> 동안 화장실에 방치했다.
조성호	조성호	NNP	B-PER
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
미스	미스	NNG	B-POH
_	_	_	I-POH
USA	USA	SL	I-POH
_	_	_	I-POH
선발	선발	NNG	I-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
'	'	SS	O
미스	미스	NNG	B-POH
_	_	_	I-POH
오리건	오리건	NNP	I-POH
'	'	SS	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## [부고]민경찬 부친상·김선숙 시부상
## [부고]<민경찬:PER> 부친상·<김선숙:PER> 시부상
[	[	SS	O
부고	부고	NNG	O
]	]	SS	O
민경찬	민경찬	NNP	B-PER
_	_	_	O
부친상	부친상	NNG	O
·	·	SP	O
김선숙	김선숙	NNP	B-PER
_	_	_	O
시	시	NNG	O
부상	부상	NNG	O

## 5
## 황해도 장연군에 살다 6·25때 월남한 강재희씨(77·인천시 중구 송월동)와 이보다 앞서 1940년 만주로 이주했던 여동생 강재렬씨(74·중국 흑룡강성 밀산시 거주) 등 오누이가 22일 오후 김포공항에서 54년만에 극적으로 상봉했다.
## <황해도:LOC> <장연군:LOC>에 살다 <6·25:POH>때 월남한 <강재희:PER>씨(<77:NOH>·<인천시:LOC> <중구:LOC> <송월동:LOC>)와 이보다 앞서 <1940년:DAT> <만주:LOC>로 이주했던 여동생 <강재렬:PER>씨(<74:NOH>·<중국:LOC> <흑룡강성:LOC> <밀산시:LOC> 거주) 등 오누이가 <22일:DAT> 오후 <김포공항:LOC>에서 <54년:NOH>만에 극적으로 상봉했다.
황해도	황해도	NNP	B-LOC
_	_	_	O
장연군	장연군	NNP	B-LOC
에	에	JKB	O
_	_	_	O
살	살	VV	O
다	다	EC	O
_	_	_	O
6	6	SN	B-POH
·	·	SP	I-POH
25	25	SN	I-POH
때	때	NNG	O
_	_	_	O
월남한	월남하+ㄴ	VV+ETM	O
_	_	_	O
강재희	강재희	NNP	B-PER
씨	씨	NNB	O
(	(	SS	O
77	77	SN	B-NOH
·	·	SP	O
인천시	인천시	NNP	B-LOC
_	_	_	O
중	중	NNG	B-LOC
구	구	NNG	I-LOC
_	_	_	O
송월동	송월동	NNP	B-LOC
)	)	SS	O
와	와	JKB	O
_	_	_	O
이	이	NP	O
보다	보다	JKB	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
1940	1940	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
만주	만주	NNP	B-LOC
로	로	JKB	O
_	_	_	O
이주	이주하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
여동생	여동생	NNG	O
_	_	_	O
강재렬	강재렬	NNP	B-PER
씨	씨	NNB	O
(	(	SS	O
74	74	SN	B-NOH
·	·	SP	O
중국	중국	NNP	B-LOC
_	_	_	O
흑룡강성	흑룡강성	NNP	B-LOC
_	_	_	O
밀산	밀산	NNP	B-LOC
시	시	NNG	I-LOC
_	_	_	O
거주	거주	NNG	O
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
오누이	오누이	NNG	O
가	가	JKS	O
_	_	_	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
김포	김포	NNP	B-LOC
공항	공항	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
54	54	SN	B-NOH
년	년	NNB	I-NOH
만	만	NNB	O
에	에	JKB	O
_	_	_	O
극적	극적	NNG	O
으로	으로	JKB	O
_	_	_	O
상봉	상봉하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 전 가구가 위례신도시에서 희소성이 높은 전용 84㎡ 단일면적으로 공급되며, 뉴스테이 최초로 테라스와 다락방 특화 상품으로 조성된다.
## 전 가구가 <위례신도시:LOC>에서 희소성이 높은 전용 <84㎡:NOH> 단일면적으로 공급되며, 뉴스테이 최초로 테라스와 다락방 특화 상품으로 조성된다.
전	전	MM	O
_	_	_	O
가구	가구	NNG	O
가	가	JKS	O
_	_	_	O
위례	위례	NNP	B-LOC
신도시	신도시	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
희소성	희소성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
전용	전용	NNG	O
_	_	_	O
84	84	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
단	단	MAG	O
일면적	일면적	NNG	O
으로	으로	JKB	O
_	_	_	O
공급되	공급되	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
뉴	뉴	NNG	O
스테이	스테이	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
테라스	테라스	NNG	O
와	와	JC	O
_	_	_	O
다락방	다락방	NNG	O
_	_	_	O
특화	특화	NNG	O
_	_	_	O
상품	상품	NNG	O
으로	으로	JKB	O
_	_	_	O
조성된다	조성되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 2013년에는 92.2%로 단 5년 만에 폭증한 바 있다.
## <2013년:DAT>에는 <92.2%:PNT>로 단 <5년:NOH> 만에 폭증한 바 있다.
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
92.2	92.2	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
단	단	MAG	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
폭증	폭증	NNG	O
한	하+ㄴ	XSV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 화보에서 공유가 착용한 컬러블럭 액티브 래쉬가드는 액티브한 절개와 컬러블럭 포인트로 다양한 스타일로 믹스매치 하기에 최적화된 아이템이다.
## 화보에서 <공유:PER>가 착용한 <컬러블럭 액티브 래쉬가드:POH>는 액티브한 절개와 컬러블럭 포인트로 다양한 스타일로 믹스매치 하기에 최적화된 아이템이다.
화보	화보	NNG	O
에서	에서	JKB	O
_	_	_	O
공유	공유	NNG	B-PER
가	가	JKS	O
_	_	_	O
착용한	착용하+ㄴ	VV+ETM	O
_	_	_	O
컬러	컬러	NNG	B-POH
블럭	블럭	NNG	I-POH
_	_	_	I-POH
액티브	액티브	NNG	I-POH
_	_	_	I-POH
래쉬가드	래쉬가드	NNG	I-POH
는	는	JX	O
_	_	_	O
액티브	액티브	NNG	O
한	하+ㄴ	XSA+ETM	O
_	_	_	O
절개	절개	NNG	O
와	와	JC	O
_	_	_	O
컬러	컬러	NNG	O
블럭	블럭	NNG	O
_	_	_	O
포인트	포인트	NNG	O
로	로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
스타일	스타일	NNG	O
로	로	JKB	O
_	_	_	O
믹스	믹스	NNG	O
매치	매치	NNG	O
_	_	_	O
하	하	VV	O
기	기	ETN	O
에	에	JKB	O
_	_	_	O
최적화된	최적화되+ㄴ	VV+ETM	O
_	_	_	O
아이템	아이템	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 김준일은 “지난 시즌 팀에 신인으로 들어와 한 시즌을 치르면서 형들하고 많이 친해졌는데 (임)동섭이 형은 부상 때문에 함께할 시간이 적었다.
## <김준일:PER>은 “지난 시즌 팀에 신인으로 들어와 <한 시즌:NOH>을 치르면서 형들하고 많이 친해졌는데 (<임:PER>)<동섭:PER>이 형은 부상 때문에 함께할 시간이 적었다.
김준일	김준일	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
팀	팀	NNG	O
에	에	JKB	O
_	_	_	O
신인	신인	NNG	O
으로	으로	JKB	O
_	_	_	O
들어	들어오	VV	O
와	아	EC	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
시즌	시즌	NNG	I-NOH
을	을	JKO	O
_	_	_	O
치르	치르	VV	O
면서	면서	EC	O
_	_	_	O
형	형	NNG	O
들	들	XSN	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
친해	친하	VA	O
졌	여+지+었	EC+VX+EP	O
는데	는데	EC	O
_	_	_	O
(	(	SS	O
임	임	NNP	B-PER
)	)	SS	O
동섭이	동섭이	NNP	O
_	_	_	O
형	형	NNG	O
은	은	JX	O
_	_	_	O
부상	부상	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
함께할	함께하+ㄹ	VV+ETM	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
적	적	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 한국 노인 빈곤율 1위, 65세 이상 노인층 상대적 빈곤율 가장 높아한국이 OECD 회원국 중 노인 빈곤율이 1위인 것으로 드러났다.
## <한국:ORG> 노인 빈곤율 <1위:NOH>, <65세:NOH> 이상 노인층 상대적 빈곤율 가장 높아<한국:ORG>이 <OECD:ORG> 회원국 중 노인 빈곤율이 <1위:NOH>인 것으로 드러났다.
한국	한국	NNP	B-ORG
_	_	_	O
노인	노인	NNG	O
_	_	_	O
빈곤	빈곤	NNG	O
율	율	XSN	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
,	,	SP	O
_	_	_	O
65	65	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
노인	노인	NNG	O
층	층	XSN	O
_	_	_	O
상대적	상대적	NNG	O
_	_	_	O
빈곤	빈곤	NNG	O
율	율	XSN	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
높	높	VA	O
아	아	EC	O
한국	한국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
OECD	OECD	SL	B-ORG
_	_	_	O
회원국	회원국	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
노인	노인	NNG	O
_	_	_	O
빈곤	빈곤	NNG	O
율	율	XSN	O
이	이	JKS	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
드러났	드러나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

