## 1
## 제작진이 공개한 스틸사진에서는 두 사람이 서로 눈을 맞추고 다정하게 웃고 있어 관심을 모은다.
## 제작진이 공개한 스틸사진에서는 <두 사람:NOH>이 서로 눈을 맞추고 다정하게 웃고 있어 관심을 모은다.
제작진	제작진	NNG	O
## 서 씨의 고향은 강원 강릉이다.
## <서:PER> 씨의 고향은 <강원:LOC> <강릉:LOC>이다.
서	서	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
고향	고향	NNG	O
은	은	JX	O
_	_	_	O
강원	강원	NNP	B-LOC
_	_	_	O
강릉	강릉	NNP	B-LOC
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 또 ＂여러 번 얘기했지만 학교는 믿어주지 않았다＂며 ＂후쿠시마 사람들은 이지메를 당하는구나 생각했다＂고 적었다.
## 또 ＂여러 번 얘기했지만 학교는 믿어주지 않았다＂며 ＂<후쿠시마:LOC> 사람들은 이지메를 당하는구나 생각했다＂고 적었다.
또	또	MAG	O
_	_	_	O
＂	＂	SS	O
여러	여러	MM	O
_	_	_	O
번	번	NNB	O
_	_	_	O
얘기	얘기하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
학교	학교	NNG	O
는	는	JX	O
_	_	_	O
믿	믿	VV	O
어	어	EC	O
주	주	VX	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
＂	＂	SS	O
며	며	EC	O
_	_	_	O
＂	＂	SS	O
후쿠시마	후쿠시마	NNP	B-LOC
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
이지메	이지메	NNG	O
를	를	JKO	O
_	_	_	O
당하	당하	VV	O
는구나	는구나	EC	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
다	다	EF	O
＂	＂	SS	O
고	고	JKQ	O
_	_	_	O
적	적	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 해수부 관계자는 “화물칸이나 식당에서 식재료로 돼지를 보관했을 가능성이 있다”며 “선수부 쪽에는 동물뼈를 실은 적이 없다”고 밝혔다.
## <해수부:ORG> 관계자는 “화물칸이나 식당에서 식재료로 돼지를 보관했을 가능성이 있다”며 “선수부 쪽에는 동물뼈를 실은 적이 없다”고 밝혔다.
해수	해수	NNG	B-ORG
부	부	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
화물칸	화물칸	NNG	O
이나	이나	JC	O
_	_	_	O
식당	식당	NNG	O
에서	에서	JKB	O
_	_	_	O
식	식	NNG	O
재료	재료	NNG	O
로	로	JKB	O
_	_	_	O
돼지	돼지	NNG	O
를	를	JKO	O
_	_	_	O
보관	보관하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
선수부	선수부	NNG	O
_	_	_	O
쪽	쪽	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
동물	동물	NNG	O
뼈	뼈	NNG	O
를	를	JKO	O
_	_	_	O
실	싣	VV	O
은	은	ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## (진도=뉴스1)
## (<진도:ORG>=뉴스1)
(	(	SS	O
진도	진도	NNP	B-ORG
=	=	SW	O
뉴스	뉴스	NNG	O
1	1	SN	O
)	)	SS	O

## 7
## 일본은 안보법이 있어야 하는 명분으로 늘 북한의 위협을 앞세웠다.
## <일본:ORG>은 안보법이 있어야 하는 명분으로 늘 <북한:ORG>의 위협을 앞세웠다.
일본	일본	NNP	B-ORG
은	은	JX	O
_	_	_	O
안보	안보	NNG	O
법	법	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
어야	어야	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
명분	명분	NNG	O
으로	으로	JKB	O
_	_	_	O
늘	늘	MAG	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
위협	위협	NNG	O
을	을	JKO	O
_	_	_	O
앞세	앞세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 40여 년 새 82만6000배 증가한 것이다.
## <40여 년:NOH> 새 <82만6000배:PNT> 증가한 것이다.
40	40	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
년	년	NNB	I-NOH
_	_	_	O
새	새	NNG	O
_	_	_	O
82	82	SN	B-PNT
만	만	NR	I-PNT
6000	6000	SN	I-PNT
배	배	NNG	I-PNT
_	_	_	O
증가한	증가하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 도심·한강변 21㎞ 수놓았다,
## 도심·한강변 <21㎞:NOH> 수놓았다,
도심	도심	NNG	O
·	·	SP	O
한강	한강	NNP	O
변	변	NNG	O
_	_	_	O
21	21	SN	B-NOH
㎞	㎞	SW	I-NOH
_	_	_	O
수놓	수놓	VV	O
았	았	EP	O
다	다	EC	O
,	,	SP	O

## 10
## 소금창고 ― 이문재(1959∼)염전이 있던 곳나는 마흔 살늦가을 평상에 앉아바다로 가는 길의 끝에다지그시 힘을 준다
## 소금창고 ― <이문재:PER>(<1959:DAT>∼)염전이 있던 곳나는 <마흔 살:NOH>늦가을 평상에 앉아바다로 가는 길의 끝에다지그시 힘을 준다
소금	소금	NNG	O
창고	창고	NNG	O
_	_	_	O
―	―	SS	O
_	_	_	O
이문재	이문재	NNP	B-PER
(	(	SS	O
1959	1959	SN	B-DAT
∼	∼	SO	O
)	)	SS	O
염전	염전	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
던	던	ETM	O
_	_	_	O
곳	곳	NNG	O
나	나	NP	O
는	는	JX	O
_	_	_	O
마흔	마흔	NR	B-NOH
_	_	_	I-NOH
살	살	NNB	I-NOH
늦가을	늦가을	NNG	O
_	_	_	O
평상	평상	NNG	O
에	에	JKB	O
_	_	_	O
앉	앉	VV	O
아	아	EC	O
바다	바다	NNG	O
로	로	JKB	O
_	_	_	O
가	가	VV	O
는	는	ETM	O
_	_	_	O
길	길	NNG	O
의	의	JKG	O
_	_	_	O
끝	끝	NNG	O
에다	에다	NNP	O
지그시	지그시	MAG	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
준다	주+ㄴ다	VV+EF	O

## 11
## 소파에 누워있는 김영철 머리 위로 송은이가 살포시 앉는다.
## 소파에 누워있는 <김영철:PER> 머리 위로 <송은이:PER>가 살포시 앉는다.
소파	소파	NNG	O
에	에	JKB	O
_	_	_	O
누	눕	VV	O
워	어	EC	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
김영철	김영철	NNP	B-PER
_	_	_	O
머리	머리	NNG	O
_	_	_	O
위	위	NNG	O
로	로	JKB	O
_	_	_	O
송은이	송은이	NNP	B-PER
가	가	JKS	O
_	_	_	O
살포시	살포시	MAG	O
_	_	_	O
앉	앉	VV	O
는다	는다	EF	O
.	.	SF	O

## 12
## 바로 사임당이 태어난 집으로 극중 중요한 배경을 이룬다.
## 바로 <사임당:PER>이 태어난 집으로 극중 중요한 배경을 이룬다.
바로	바로	MAG	O
_	_	_	O
사임당	사임당	NNP	B-PER
이	이	JKS	O
_	_	_	O
태어난	태어나+ㄴ	VV+ETM	O
_	_	_	O
집	집	NNG	O
으로	으로	JKB	O
_	_	_	O
극	극	NNG	O
중	중	NNB	O
_	_	_	O
중요한	중요하+ㄴ	VA+ETM	O
_	_	_	O
배경	배경	NNG	O
을	을	JKO	O
_	_	_	O
이룬다	이루+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 다저스 단장 데이브 로버츠가 18일 “류현진이 올해 복귀할 것으로 보지 않는다”고 밝힌데 이어 24일에는 현지 언론이 ‘다저스가 미래전력에 류현진을 포함하기 어렵다’고 보도했다.
## <다저스:ORG> 단장 <데이브 로버츠:PER>가 <18일:DAT> “<류현진:PER>이 올해 복귀할 것으로 보지 않는다”고 밝힌데 이어 <24일:DAT>에는 현지 언론이 ‘<다저스:ORG>가 미래전력에 <류현진:PER>을 포함하기 어렵다’고 보도했다.
다저스	다저스	NNP	B-ORG
_	_	_	O
단장	단장	NNG	O
_	_	_	O
데이브	데이브	NNP	B-PER
_	_	_	I-PER
로버츠	로버츠	NNP	I-PER
가	가	JKS	O
_	_	_	O
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
류현진	류현진	NNP	B-PER
이	이	JKS	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
복귀할	복귀하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
데	데	NNB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
현지	현지	NNG	O
_	_	_	O
언론	언론	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
다저스	다저스	NNP	B-ORG
가	가	JKS	O
_	_	_	O
미래	미래	NNG	O
전력	전력	NNG	O
에	에	JKB	O
_	_	_	O
류현진	류현진	NNP	B-PER
을	을	JKO	O
_	_	_	O
포함하	포함하	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 1차 투표 1위에 오른 에마뉘엘 마크롱이 소속된 중도 성향 신당 ‘앙마르슈(전진)’는 아예 존재하지도 않았다.
## <1차:NOH> 투표 <1위:NOH>에 오른 <에마뉘엘 마크롱:PER>이 소속된 중도 성향 신당 ‘<앙마르슈:ORG>(<전진:ORG>)’는 아예 존재하지도 않았다.
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
투표	투표	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
오른	오르+ㄴ	VV+ETM	O
_	_	_	O
에마뉘엘	에마뉘엘	NNP	B-PER
_	_	_	I-PER
마크	마크	NNG	I-PER
롱이	롱이	NNP	O
_	_	_	O
소속된	소속되+ㄴ	VV+ETM	O
_	_	_	O
중도	중도	NNG	O
_	_	_	O
성향	성향	NNG	O
_	_	_	O
신당	신당	NNG	O
_	_	_	O
‘	‘	SS	O
앙마르슈	앙마르슈	NNG	B-ORG
(	(	SS	O
전진	전진	NNG	B-ORG
)	)	SS	O
’	’	SS	O
는	는	JX	O
_	_	_	O
아예	아예	MAG	O
_	_	_	O
존재하	존재하	VV	O
지	지	EC	O
도	도	JX	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

