## 1
## 제주도 부동산시장에 열풍이 불고 있는 가운데 특히 제2공항 특급 호재를 갖춘 서귀포시 성산 일대가 스포트라이트를 받고 있다.
## <제주도:LOC> 부동산시장에 열풍이 불고 있는 가운데 특히 <제2:NOH>공항 특급 호재를 갖춘 <서귀포시 성산:LOC> 일대가 스포트라이트를 받고 있다.
제주도	제주도	NNP	B-LOC
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
영상	영상	NNG	O
_	_	_	O
작품	작품	NNG	O
에	에	JKB	O
_	_	_	O
매진	매진하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 2008년 ‘테이큰’으로 뒤늦게 액션 스타 반열에 오른 리슨은 2편에서 힘들게 구해냈던 전처 레니가 결국 죽음을 맞이하는 ‘테이큰3’로 다시 정열을 불태웠다.
## <2008년:DAT> ‘<테이큰:POH>’으로 뒤늦게 액션 스타 반열에 오른 <리슨:PER>은 <2편:NOH>에서 힘들게 구해냈던 전처 <레니:PER>가 결국 죽음을 맞이하는 ‘<테이큰3:POH>’로 다시 정열을 불태웠다.
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
테이	테이	NNP	B-POH
큰	크+ㄴ	VA+ETM	I-POH
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
뒤늦	뒤늦	VA	O
게	게	EC	O
_	_	_	O
액션	액션	NNG	O
_	_	_	O
스타	스타	NNG	O
_	_	_	O
반열	반열	NNG	O
에	에	JKB	O
_	_	_	O
오른	오르+ㄴ	VV+ETM	O
_	_	_	O
리슨	리슨	NNP	B-PER
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
편	편	NNB	I-NOH
에서	에서	JKB	O
_	_	_	O
힘들	힘들	VA	O
게	게	EC	O
_	_	_	O
구해	구하+여	VV+EC	O
냈	내+었	VX+EP	O
던	던	ETM	O
_	_	_	O
전처	전처	NNG	O
_	_	_	O
레니	레니	NNP	B-PER
가	가	JKS	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
죽음	죽음	NNG	O
을	을	JKO	O
_	_	_	O
맞이하	맞이하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
테이	테이	NNP	B-POH
큰	크+ㄴ	VA+ETM	I-POH
3	3	SN	I-POH
’	’	SS	O
로	로	JKB	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
정열	정열	NNG	O
을	을	JKO	O
_	_	_	O
불태	불태우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 차 전 대법관은 법무법인 태평양이 설립한 공익재단 동천의 이사장이 됐고, 목영준 전 헌법재판관은 2013년 5월부터 김앤장 사회공헌위원장을 맡고 있다.
## <차:PER> 전 대법관은 법무법인 <태평양:ORG>이 설립한 공익재단 <동천:ORG>의 이사장이 됐고, <목영준:PER> 전 헌법재판관은 <2013년 5월:DAT>부터 <김앤장:ORG> 사회공헌위원장을 맡고 있다.
차	차	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대법관	대법관	NNG	O
은	은	JX	O
_	_	_	O
법무	법무	NNG	O
법인	법인	NNG	O
_	_	_	O
태평양	태평양	NNP	B-ORG
이	이	JKS	O
_	_	_	O
설립한	설립하+ㄴ	VV+ETM	O
_	_	_	O
공익	공익	NNG	O
재단	재단	NNG	O
_	_	_	O
동천	동천	NNG	B-ORG
의	의	JKG	O
_	_	_	O
이사장	이사장	NNG	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
목영준	목영준	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
헌법	헌법	NNG	O
재판관	재판관	NNG	O
은	은	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
김	김	NNP	B-ORG
앤	앤	NNG	I-ORG
장	장	XSN	I-ORG
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
위원장	위원장	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## '리얼스토리 눈' 신은경 직접 밝힌 심경, "장애 아들과 전 남편…"
## '<리얼스토리 눈:POH>' <신은경:PER> 직접 밝힌 심경, "장애 아들과 전 남편…"
'	'	SS	O
리얼	리얼	NNG	B-POH
스토리	스토리	NNG	I-POH
_	_	_	I-POH
눈	눈	NNG	I-POH
'	'	SS	O
_	_	_	O
신은경	신은경	NNP	B-PER
_	_	_	O
직접	직접	MAG	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
심경	심경	NNG	O
,	,	SP	O
_	_	_	O
"	"	SS	O
장애	장애	NNG	O
_	_	_	O
아들	아들	NNG	O
과	과	JC	O
_	_	_	O
전	전	NNG	O
_	_	_	O
남편	남편	NNG	O
…	…	SE	O
"	"	SS	O

## 7
## 3연승을 한 한국은 승점 9를 기록하며 골 득실차에서 쿠웨이트를 누르고 G조 1위로 나섰다.
## <3연승:NOH>을 한 <한국:ORG>은 <승점 9:NOH>를 기록하며 골 득실차에서 <쿠웨이트:ORG>를 누르고 <G조:ORG> <1위:NOH>로 나섰다.
3	3	SN	B-NOH
연승	연승	NNG	I-NOH
을	을	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
승점	승점	NNG	B-NOH
_	_	_	I-NOH
9	9	SN	I-NOH
를	를	JKO	O
_	_	_	O
기록하	기록하	VV	O
며	며	EC	O
_	_	_	O
골	골	NNG	O
_	_	_	O
득실	득실	NNG	O
차	차	NNG	O
에서	에서	JKB	O
_	_	_	O
쿠웨이트	쿠웨이트	NNP	B-ORG
를	를	JKO	O
_	_	_	O
누르	누르	VV	O
고	고	EC	O
_	_	_	O
G	G	SL	B-ORG
조	조	NNG	I-ORG
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## “한국의 박근혜 대통령은 독재자 아버지를 답습했다.
## “<한국:ORG>의 <박근혜:PER> 대통령은 독재자 아버지를 답습했다.
“	“	SS	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
독재자	독재자	NNG	O
_	_	_	O
아버지	아버지	NNG	O
를	를	JKO	O
_	_	_	O
답습	답습하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한화그룹은 더 경쟁력 있는 기업, 더 효율적인 기업을 만들기 위해 사업구조를 재편해 왔다.
## <한화그룹:ORG>은 더 경쟁력 있는 기업, 더 효율적인 기업을 만들기 위해 사업구조를 재편해 왔다.
한화그룹	한화그룹	NNP	B-ORG
은	은	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
경쟁력	경쟁력	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
기업	기업	NNG	O
,	,	SP	O
_	_	_	O
더	더	MAG	O
_	_	_	O
효율적	효율적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
사업	사업	NNG	O
구조	구조	NNG	O
를	를	JKO	O
_	_	_	O
재편해	재편하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 문 총재가 있을 때도 그런 이야기를 많이 했다.
## <문:PER> 총재가 있을 때도 그런 이야기를 많이 했다.
문	문	NNG	B-PER
_	_	_	O
총재	총재	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
도	도	JX	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 김 대표는 ‘국민연금 소득대체율 50%’ 국회규칙 명기 여부에 대해선 “이번 일의 주제는 공무원연금 개혁으로, 연금법 내용을 놓고 잘됐나 잘못됐나를 말해야 한다”며 “완전히 별개인 국민연금 소득대체율을 놓고 옳으냐 그르냐 하는 게 얼마나 허망한 일인지 답답하다”고도 했다.
## <김:PER> 대표는 ‘국민연금 소득대체율 <50%:PNT>’ 국회규칙 명기 여부에 대해선 “이번 일의 주제는 공무원연금 개혁으로, 연금법 내용을 놓고 잘됐나 잘못됐나를 말해야 한다”며 “완전히 별개인 국민연금 소득대체율을 놓고 옳으냐 그르냐 하는 게 얼마나 허망한 일인지 답답하다”고도 했다.
김	김	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
국민	국민	NNG	O
연금	연금	NNG	O
_	_	_	O
소득	소득	NNG	O
대체	대체	NNG	O
율	율	XSN	O
_	_	_	O
50	50	SN	B-PNT
%	%	SW	I-PNT
’	’	SS	O
_	_	_	O
국회	국회	NNG	O
규칙	규칙	NNG	O
_	_	_	O
명기	명기	NNG	O
_	_	_	O
여부	여부	NNG	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
일	일	NNG	O
의	의	JKG	O
_	_	_	O
주제	주제	NNG	O
는	는	JX	O
_	_	_	O
공무원	공무원	NNG	O
연금	연금	NNG	O
_	_	_	O
개혁	개혁	NNG	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
연금법	연금법	NNG	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
잘	잘되	VV	O
됐	었	EP	O
나	나	EC	O
_	_	_	O
잘못	잘못되	VV	O
됐	었	EP	O
나	나	EC	O
를	를	JKO	O
_	_	_	O
말해야	말하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
완전히	완전히	MAG	O
_	_	_	O
별개	별개	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
국민	국민	NNG	O
연금	연금	NNG	O
_	_	_	O
소득	소득	NNG	O
대체	대체	NNG	O
율	율	XSN	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
옳	옳	VA	O
으냐	으냐	EC	O
_	_	_	O
그르	그르	VA	O
냐	냐	EC	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
얼마나	얼마나	MAG	O
_	_	_	O
허망한	허망하+ㄴ	VA+ETM	O
_	_	_	O
일	일	NNG	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
답답하	답답하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 곽정은 하차, 8살 연하 훈남 남친 새삼 화제…공개된 사진 보니
## <곽정은:PER> 하차, <8살:NOH> 연하 훈남 남친 새삼 화제…공개된 사진 보니
곽정은	곽정은	NNP	B-PER
_	_	_	O
하차	하차	NNG	O
,	,	SP	O
_	_	_	O
8	8	SN	B-NOH
살	살	NNB	I-NOH
_	_	_	O
연하	연하	NNG	O
_	_	_	O
훈	훈	NNP	O
남	남	NNG	O
_	_	_	O
남친	남친	NNG	O
_	_	_	O
새삼	새삼	MAG	O
_	_	_	O
화제	화제	NNG	O
…	…	SE	O
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
보	보	VV	O
니	니	EC	O

## 13
## 보기와 달리 다들 개인적인 욕망이 있겠지만, 대표 정치인이 그런 사적인 것을 얘기하거나 정치인의 삶이 힘들다고 표현하는 건 한국에선 비난받기 딱 좋다.
## 보기와 달리 다들 개인적인 욕망이 있겠지만, 대표 정치인이 그런 사적인 것을 얘기하거나 정치인의 삶이 힘들다고 표현하는 건 <한국:LOC>에선 비난받기 딱 좋다.
보	보	VV	O
기	기	ETN	O
와	와	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
다	다	NNG	O
들	들	JX	O
_	_	_	O
개인적	개인적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
욕망	욕망	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
겠	겠	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
정치인	정치인	NNG	O
이	이	JKS	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
사적	사적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
얘기하	얘기하	VV	O
거나	거나	EC	O
_	_	_	O
정치인	정치인	NNG	O
의	의	JKG	O
_	_	_	O
삶	삶	NNG	O
이	이	JKS	O
_	_	_	O
힘들	힘들	VA	O
다고	다고	EC	O
_	_	_	O
표현하	표현하	VV	O
는	는	ETM	O
_	_	_	O
건	걸+ㄴ	VV+ETM	O
_	_	_	O
한국	한국	NNP	B-LOC
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
비난	비난	NNG	O
받	받	VV	O
기	기	ETN	O
_	_	_	O
딱	딱	MAG	O
_	_	_	O
좋	좋	VA	O
다	다	EF	O
.	.	SF	O

