## 1
## 한때 2타 차까지 벌어져 우승에 실패하는 듯 했지만, 후반 뒷심을 발휘하며 승부를 연장까지 끌고 갔고 결국 우승트로피를 품에 안았다.
## 한때 <2타:NOH> 차까지 벌어져 우승에 실패하는 듯 했지만, 후반 뒷심을 발휘하며 승부를 연장까지 끌고 갔고 결국 우승트로피를 품에 안았다.
한때	한때	NNG	O
으로	으로	JKB	O
_	_	_	O
떨어지	떨어지	VV	O
는	는	ETM	O
_	_	_	O
공	공	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
던지	던지	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
대답	대답하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 충분히 레임덕(권력누수)을 막고 임기 마지막까지 정국 주도권을 쥘 수 있다고 생각했는데, 4·13총선 이후 모든 상황이 달라졌음을 느낀 것 같다.
## 충분히 레임덕(권력누수)을 막고 임기 마지막까지 정국 주도권을 쥘 수 있다고 생각했는데, <4·13총선:POH> 이후 모든 상황이 달라졌음을 느낀 것 같다.
충분히	충분히	MAG	O
_	_	_	O
레임덕	레임덕	NNG	O
(	(	SS	O
권력	권력	NNG	O
누수	누수	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
막	막	VV	O
고	고	EC	O
_	_	_	O
임기	임기	NNG	O
_	_	_	O
마지막	마지막	NNG	O
까지	까지	JX	O
_	_	_	O
정국	정국	NNG	O
_	_	_	O
주도권	주도권	NNG	O
을	을	JKO	O
_	_	_	O
쥘	쥐+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
4	4	SN	B-POH
·	·	SP	I-POH
13	13	SN	I-POH
총선	총선	NNG	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
상황	상황	NNG	O
이	이	JKS	O
_	_	_	O
달라	달라지	VV	O
졌	었	EP	O
음	음	ETN	O
을	을	JKO	O
_	_	_	O
느낀	느끼+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 더그아웃으로 돌아간 류 감독은 기뻐하는 두산 선수들을 치켜보다 공식 시상식이 열리자 코칭스태프, 선수들을 불러 3루 쪽에 일렬로 서게 했다.
## 더그아웃으로 돌아간 <류:PER> 감독은 기뻐하는 <두산:ORG> 선수들을 치켜보다 공식 시상식이 열리자 코칭스태프, 선수들을 불러 <3루:NOH> 쪽에 일렬로 서게 했다.
더그아웃	더그아웃	NNG	O
으로	으로	JKB	O
_	_	_	O
돌아간	돌아가+ㄴ	VV+ETM	O
_	_	_	O
류	류	XSN	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
기뻐하	기뻐하	VV	O
는	는	ETM	O
_	_	_	O
두산	두산	NNP	B-ORG
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
치켜	치키+어	VV+EC	O
보	보	VV	O
다	다	EC	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
시상식	시상식	NNG	O
이	이	JKS	O
_	_	_	O
열리	열리	VV	O
자	자	EC	O
_	_	_	O
코칭스태프	코칭스태프	NNG	O
,	,	SP	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
불	부르	VV	O
러	어	EC	O
_	_	_	O
3	3	SN	B-NOH
루	루	NNG	I-NOH
_	_	_	O
쪽	쪽	NNB	O
에	에	JKB	O
_	_	_	O
일렬	일렬	NNG	O
로	로	JKB	O
_	_	_	O
서	서	VV	O
게	게	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 15
## [포토] 혜리 ‘男心녹이는 해맑은 손인사’
## [포토] <혜리:PER> ‘男心녹이는 해맑은 손인사’
[	[	SS	O
포토	포토	NNG	O
]	]	SS	O
_	_	_	O
혜리	혜리	NNP	B-PER
_	_	_	O
‘	‘	SS	O
男心	男心	SH	O
녹이	녹이	VV	O
는	는	ETM	O
_	_	_	O
해맑	해맑	VA	O
은	은	ETM	O
_	_	_	O
손	손	NNG	O
인사	인사	NNG	O
’	’	SS	O

## 16
## 이와 관련해 새누리당 나성린 의원은 최 부총리의 제안에 대해 “정부도 나서야 한다”며 정부와 국민이 들어가는 대타협기구를 만들어 증세와 복지를 논의해야 한다고 주장했다.
## 이와 관련해 <새누리당:ORG> <나성린:PER> 의원은 <최:PER> 부총리의 제안에 대해 “정부도 나서야 한다”며 정부와 국민이 들어가는 대타협기구를 만들어 증세와 복지를 논의해야 한다고 주장했다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
_	_	_	O
나성린	나성린	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
부총리	부총리	NNG	O
의	의	JKG	O
_	_	_	O
제안	제안	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
정부	정부	NNG	O
도	도	JX	O
_	_	_	O
나서야	나서+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
정부	정부	NNG	O
와	와	JC	O
_	_	_	O
국민	국민	NNG	O
이	이	JKS	O
_	_	_	O
들어가	들어가	VV	O
는	는	ETM	O
_	_	_	O
대타협	대타협	NNG	O
기구	기구	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
_	_	_	O
증세	증세	NNG	O
와	와	JC	O
_	_	_	O
