## 1
## 현재 아랄해의 평균 염도는 ℓ당 18g으로 보통 바닷물의 2배 수준이다.
## 현재 <아랄해:LOC>의 평균 염도는 ℓ당 <18g:NOH>으로 보통 바닷물의 <2배:PNT> 수준이다.
현재	현재	MAG	O
,	,	SP	O
_	_	_	O
슈틸리케	슈틸리케	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
연휴	연휴	NNG	O
_	_	_	O
마지막	마지막	NNG	O
날	날	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
2018	2018	SN	B-POH
러시아	러시아	NNP	I-POH
월드컵	월드컵	NNG	I-POH
_	_	_	O
아시아	아시아	NNP	B-LOC
지역	지역	NNG	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
예선	예선	NNG	O
_	_	_	O
조별	조별	NNG	O
리그	리그	NNG	O
(	(	SS	O
G	G	SL	O
조	조	NNG	O
)	)	SS	O
_	_	_	O
경기	경기	NNG	O
에	에	JKB	O
_	_	_	O
나설	나서+ㄹ	VV+ETM	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
명단	명단	NNG	O
을	을	JKO	O
_	_	_	O
발표한다	발표하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 최하위(12위) 대전은 광주 방문경기에서 2-1로 승리하며 18경기 만에 2승째를 신고했다.
## 최하위(<12위:NOH>) <대전:LOC>은 <광주:LOC> 방문경기에서 <2-1:NOH>로 승리하며 <18경기:NOH> 만에 <2승:NOH>째를 신고했다.
최	최	XPN	O
하위	하위	NNG	O
(	(	SS	O
12	12	SN	B-NOH
위	위	NNB	I-NOH
)	)	SS	O
_	_	_	O
대전	대전	NNP	B-LOC
은	은	JX	O
_	_	_	O
광주	광주	NNP	B-LOC
_	_	_	O
방문	방문	NNG	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
2	2	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
로	로	JKB	O
_	_	_	O
승리하	승리하	VV	O
며	며	EC	O
_	_	_	O
18	18	SN	B-NOH
경기	경기	NNG	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
째	째	XSN	O
를	를	JKO	O
_	_	_	O
신고	신고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 해군기지 건설을 놓고 제주 강정마을에서 벌어진 공권력과의 대치, 지역사회 분열 등이 재연되지 않게 정부가 주민들을 사전에 설득하고 적절한 보상 방안도 강구할 필요가 있다.
## 해군기지 건설을 놓고 <제주 강정마을:LOC>에서 벌어진 공권력과의 대치, 지역사회 분열 등이 재연되지 않게 정부가 주민들을 사전에 설득하고 적절한 보상 방안도 강구할 필요가 있다.
해군	해군	NNG	O
기지	기지	NNG	O
_	_	_	O
건설	건설	NNG	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
제주	제주	NNP	B-LOC
_	_	_	I-LOC
강정마을	강정마을	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
벌어진	벌어지+ㄴ	VV+ETM	O
_	_	_	O
공권력	공권력	NNG	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
대치	대치	NNG	O
,	,	SP	O
_	_	_	O
지역	지역	NNG	O
사회	사회	NNG	O
_	_	_	O
분열	분열	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
재연되	재연되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
게	게	EC	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
주민	주민	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
사전	사전	NNG	O
에	에	JKB	O
_	_	_	O
설득하	설득하	VV	O
고	고	EC	O
_	_	_	O
적절한	적절하+ㄴ	VA+ETM	O
_	_	_	O
보상	보상	NNG	O
_	_	_	O
방안	방안	NNG	O
도	도	JX	O
_	_	_	O
강구할	강구하+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 합병이 성사되면 AT&T는 타임워너 산하 워너브러더스의 영화 ‘해리포터’ 시리즈와 HBO TV 드라마 ‘왕좌의 게임’ 등과 같은 인기 상품을 확보하게 된다.
## 합병이 성사되면 <AT&T:ORG>는 <타임워너:ORG> 산하 <워너브러더스:ORG>의 영화 ‘<해리포터:POH>’ 시리즈와 <HBO:ORG> TV 드라마 ‘<왕좌의 게임:POH>’ 등과 같은 인기 상품을 확보하게 된다.
합병	합병	NNG	O
이	이	JKS	O
_	_	_	O
성사되	성사되	VV	O
면	면	EC	O
_	_	_	O
AT	AT	SL	B-ORG
&	&	SW	I-ORG
T	T	SL	I-ORG
는	는	JX	O
_	_	_	O
타임워너	타임워너	NNP	B-ORG
_	_	_	O
산하	산하	NNG	O
_	_	_	O
워너브러더스	워너브러더스	NNP	B-ORG
의	의	JKG	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
해리포터	해리포터	NNP	B-POH
’	’	SS	O
_	_	_	O
시리즈	시리즈	NNG	O
와	와	JC	O
_	_	_	O
HBO	HBO	SL	B-ORG
_	_	_	O
TV	TV	SL	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
왕좌	왕좌	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
게임	게임	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
과	과	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
인기	인기	NNG	O
_	_	_	O
상품	상품	NNG	O
을	을	JKO	O
_	_	_	O
확보하	확보하	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 구글플레이를 이용하는 고객들이 게임과 같은 콘텐츠를 구매할 때 요금 청구할인이나 쿠폰 등의 혜택을 제공하는 애플리케이션(이하 앱)이다.
## <구글:ORG>플레이를 이용하는 고객들이 게임과 같은 콘텐츠를 구매할 때 요금 청구할인이나 쿠폰 등의 혜택을 제공하는 애플리케이션(이하 앱)이다.
구글	구글	NNG	B-ORG
플레이	플레이	NNG	O
를	를	JKO	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
게임	게임	NNG	O
과	과	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
를	를	JKO	O
_	_	_	O
구매할	구매하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
요금	요금	NNG	O
_	_	_	O
청구	청구	NNG	O
할인	할인	NNG	O
이나	이나	JC	O
_	_	_	O
쿠폰	쿠폰	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
혜택	혜택	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
는	는	ETM	O
_	_	_	O
애플리케이션	애플리케이션	NNG	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
앱	앱	NNG	O
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 조타 “결혼 일찍 하고 싶었다…아내 손에 물 안 묻히고 싶어”
## <조타:PER> “결혼 일찍 하고 싶었다…아내 손에 물 안 묻히고 싶어”
조타	조타	NNG	B-PER
_	_	_	O
“	“	SS	O
결혼	결혼	NNG	O
_	_	_	O
일찍	일찍	MAG	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
었	었	EP	O
다	다	EC	O
…	…	SE	O
아내	아내	NNG	O
_	_	_	O
손	손	NNG	O
에	에	JKB	O
_	_	_	O
물	물	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
묻히	묻히	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
어	어	EF	O
”	”	SS	O

## 9
## 경기 김포시 감정동의 ‘한강센트럴자이 1차’의 경우 7월에만 분양권 거래가 53건 이뤄졌지만 11월에는 19건에 불과했다.
## <경기 김포시:LOC> <감정동:LOC>의 ‘<한강센트럴자이 1차:LOC>’의 경우 <7월:DAT>에만 분양권 거래가 <53건:NOH> 이뤄졌지만 <11월:DAT>에는 <19건:NOH>에 불과했다.
경기	경기	NNP	B-LOC
_	_	_	I-LOC
김포시	김포시	NNP	I-LOC
_	_	_	O
감정동	감정동	NNP	B-LOC
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
한강센트럴자이	한강센트럴자이	NNP	B-LOC
_	_	_	I-LOC
1	1	SN	I-LOC
차	차	NNB	I-LOC
’	’	SS	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
만	만	JX	O
_	_	_	O
분양	분양	NNG	O
권	권	XSN	O
_	_	_	O
거래	거래	NNG	O
가	가	JKS	O
_	_	_	O
53	53	SN	B-NOH
건	건	NNB	I-NOH
_	_	_	O
이뤄졌	이루어지+었	VV+EP	O
지만	지만	EC	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
19	19	SN	B-NOH
건	건	NNB	I-NOH
에	에	JKB	O
_	_	_	O
불과	불과하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 14일부터 매주 1회 출항하는 신규노선은 중국 상하이(上海), 광양, 부산, 미국 로스앤젤레스를 기항하는 경로로, 4000∼6000TEU(1TEU는 약 6m짜리 컨테이너 1개분)급 컨테이너선 5척으로 운영된다.
## <14일:DAT>부터 매주 <1회:NOH> 출항하는 신규노선은 <중국 상하이:LOC>(<上海:LOC>), <광양:LOC>, <부산:LOC>, <미국 로스앤젤레스:LOC>를 기항하는 경로로, <4000:NOH>∼<6000TEU:NOH>(<1TEU:NOH>는 약 <6m:NOH>짜리 컨테이너 <1개:NOH>분)급 컨테이너선 <5척:NOH>으로 운영된다.
14	14	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
매주	매주	MAG	O
_	_	_	O
1	1	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
출항하	출항하	VV	O
는	는	ETM	O
_	_	_	O
신규	신규	NNG	O
노선	노선	NNG	O
은	은	JX	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	I-LOC
상하이	상하이	NNP	I-LOC
(	(	SS	O
上海	上海	SH	B-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
광양	광양	NNP	B-LOC
,	,	SP	O
_	_	_	O
부산	부산	NNP	B-LOC
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	I-LOC
로스앤젤레스	로스앤젤레스	NNP	I-LOC
를	를	JKO	O
_	_	_	O
기항하	기항하	VV	O
는	는	ETM	O
_	_	_	O
경로	경로	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
4000	4000	SN	B-NOH
∼	∼	SO	O
6000	6000	SN	B-NOH
TEU	TEU	SL	I-NOH
(	(	SS	O
1	1	SN	B-NOH
TEU	TEU	SL	I-NOH
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
6	6	SN	B-NOH
m	m	SL	I-NOH
짜리	짜리	XSN	O
_	_	_	O
컨테이너	컨테이너	NNG	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
분	분	XSN	O
)	)	SS	O
급	급	NNG	O
_	_	_	O
컨테이너선	컨테이너선	NNG	O
_	_	_	O
5	5	SN	B-NOH
척	척	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
운영된다	운영되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 그 외 서비스산업 육성 등 노 대통령의 고민이 담긴 많은 정책들도 부정했다.
## 그 외 서비스산업 육성 등 <노:PER> 대통령의 고민이 담긴 많은 정책들도 부정했다.
그	그	MM	O
_	_	_	O
외	외	NNB	O
_	_	_	O
서비스산업	서비스산업	NNG	O
_	_	_	O
육성	육성	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
노	노	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
고민	고민	NNG	O
이	이	JKS	O
_	_	_	O
담긴	담기+ㄴ	VV+ETM	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
정책	정책	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
부정	부정하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 보호구역 내 차량 제한속도를 현 시속 30㎞에서 20㎞로 강화하는 방안도 추진된다.
## 보호구역 내 차량 제한속도를 현 <시속 30㎞:NOH>에서 <20㎞:NOH>로 강화하는 방안도 추진된다.
보호	보호	NNG	O
구역	구역	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
제한	제한	NNG	O
속도	속도	NNG	O
를	를	JKO	O
_	_	_	O
현	현	MM	O
_	_	_	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
30	30	SN	I-NOH
㎞	㎞	SW	I-NOH
에서	에서	JKB	O
_	_	_	O
20	20	SN	B-NOH
㎞	㎞	SW	I-NOH
로	로	JKB	O
_	_	_	O
강화하	강화하	VV	O
는	는	ETM	O
_	_	_	O
방안	방안	NNG	O
도	도	JX	O
_	_	_	O
추진된다	추진되+ㄴ다	VV+EF	O
.	.	SF	O

