## 1
## 11번가 등 온라인 쇼핑몰에서는 판매가가 1만원이 안 되지만 박스에 제대로 포장한 선물세트가 인기를 끌고 있다.
## <11번가:ORG> 등 온라인 쇼핑몰에서는 판매가가 <1만원:MNY>이 안 되지만 박스에 제대로 포장한 선물세트가 인기를 끌고 있다.
11	11	SN	B-ORG
후보	후보	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
정해	정하+여	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
시간	시간	NNG	O
_	_	_	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
자유롭	자유롭	VA	O
게	게	EC	O
_	_	_	O
토론할	토론하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
자유	자유	NNG	O
_	_	_	O
토론	토론	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
진행된다	진행되+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 이로써 위안화는 미국 달러화, 유럽연합(EU) 유로화, 영국 파운드화, 일본 엔화에 이어 SDR에 편입되는 5번째 통화가 됐다.
## 이로써 위안화는 <미국:ORG> 달러화, <유럽연합:ORG>(<EU:ORG>) 유로화, <영국:ORG> 파운드화, <일본:ORG> 엔화에 이어 SDR에 편입되는 <5번:NOH>째 통화가 됐다.
이	이	NP	O
로써	로써	JKB	O
_	_	_	O
위안	위안	NNB	O
화	화	XSN	O
는	는	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
달러화	달러화	NNG	O
,	,	SP	O
_	_	_	O
유럽연합	유럽연합	NNP	B-ORG
(	(	SS	O
EU	EU	SL	B-ORG
)	)	SS	O
_	_	_	O
유로	유로	NNG	O
화	화	XSN	O
,	,	SP	O
_	_	_	O
영국	영국	NNP	B-ORG
_	_	_	O
파운드화	파운드화	NNG	O
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
엔	엔	NNG	O
화	화	XSN	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
SDR	SDR	SL	O
에	에	JKB	O
_	_	_	O
편입되	편입되	VV	O
는	는	ETM	O
_	_	_	O
5	5	SN	B-NOH
번째	번째	NNB	O
_	_	_	O
통화	통화	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 크리스틴 라가르드 총재는 “위안화 SDR 통화 편입은 중국의 세계경제로의 통합을 위한 중대한 이정표"라며 "위안화 편입은 세계 경제 여건을 더 잘 반영하기 위한 일”이라고 밝혔다.
## <크리스틴 라가르드:PER> 총재는 “위안화 SDR 통화 편입은 <중국:ORG>의 세계경제로의 통합을 위한 중대한 이정표"라며 "위안화 편입은 세계 경제 여건을 더 잘 반영하기 위한 일”이라고 밝혔다.
크리스틴	크리스틴	NNP	B-PER
_	_	_	I-PER
라가르드	라가르드	NNP	I-PER
_	_	_	O
총재	총재	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
위안	위안	NNB	O
화	화	XSN	O
_	_	_	O
SDR	SDR	SL	O
_	_	_	O
통화	통화	NNG	O
_	_	_	O
편입	편입	NNG	O
은	은	JX	O
_	_	_	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
세계	세계	NNG	O
경제	경제	NNG	O
로	로	JKB	O
의	의	JKG	O
_	_	_	O
통합	통합	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
중대한	중대하+ㄴ	VA+ETM	O
_	_	_	O
이정표	이정표	NNG	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
위안	위안	NNB	O
화	화	XSN	O
_	_	_	O
편입	편입	NNG	O
은	은	JX	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
경제	경제	NNG	O
_	_	_	O
여건	여건	NNG	O
을	을	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
반영하	반영하	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
일	일	NNP	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이사회는 위안화 SDR 편입 비율을 10.92%로 정했다.
## 이사회는 위안화 SDR 편입 비율을 <10.92%:PNT>로 정했다.
이사회	이사회	NNG	O
는	는	JX	O
_	_	_	O
위안	위안	NNB	O
화	화	XSN	O
_	_	_	O
SDR	SDR	SL	O
_	_	_	O
편입	편입	NNG	O
_	_	_	O
비율	비율	NNG	O
을	을	JKO	O
_	_	_	O
10.92	10.92	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
정	정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

