## 1
## 손흥민이 연장 전반 막판에 골을 넣자 기성용을 왼쪽 공격수로 올렸다.
## <손흥민:PER>이 연장 전반 막판에 골을 넣자 <기성용:PER>을 왼쪽 공격수로 올렸다.
손흥민	손흥민	NNP	B-PER
섰	서+었	VV+EP	O
던	던	ETM	O
_	_	_	O
스코틀랜드	스코틀랜드	NNP	B-ORG
는	는	JX	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
독립	독립	NNG	O
_	_	_	O
투표	투표	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
안	안	NNG	O
을	을	JKO	O
_	_	_	O
논의	논의	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 6월 미국 시카고에서 열린 미국임상종양학회(ASCO)에서 한미약품은 “임상시험에서 1일 1회(200mg) 투여군에서 전반적으로 종양이 감소했다.
## <6월:DAT> <미국:LOC> <시카고:LOC>에서 열린 <미국임상종양학회:POH>(<ASCO:POH>)에서 <한미약품:ORG>은 “임상시험에서 <1일:NOH> <1회:NOH>(<200mg:NOH>) 투여군에서 전반적으로 종양이 감소했다.
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
시카고	시카고	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
미국	미국	NNP	B-POH
임상	임상	NNG	I-POH
종양학	종양학	NNG	I-POH
회	회	XSN	I-POH
(	(	SS	O
ASCO	ASCO	SL	B-POH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
한미약품	한미약품	NNP	B-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
임상	임상	NNG	O
시험	시험	NNG	O
에서	에서	JKB	O
_	_	_	O
1	1	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
1	1	SN	B-NOH
회	회	NNB	I-NOH
(	(	SS	O
200	200	SN	B-NOH
mg	mg	SL	I-NOH
)	)	SS	O
_	_	_	O
투여	투여	NNG	O
군	군	NNG	O
에서	에서	JKB	O
_	_	_	O
전반적	전반적	NNG	O
으로	으로	JKB	O
_	_	_	O
종양	종양	NNG	O
이	이	JKS	O
_	_	_	O
감소	감소하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 노후건강­노후활동­노후문화생활 등 5장으로 구성.
## 노후건강­노후활동­노후문화생활 등 <5장:NOH>으로 구성.
노후	노후	NNG	O
건강	건강	NNG	O
­	­	SS	O
노	노	XPN	O
후	후	NNG	O
활동	활동	NNG	O
­	­	SS	O
노후	노후	NNG	O
문화생활	문화생활	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
5	5	SN	B-NOH
장	장	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
구성	구성	NNG	O
.	.	SF	O

## 5
## 이날 행사는 현대제철이 철광석과 코크스가 들어 있는 고로 하단부에 처음 불씨를 넣는 화입(火入)식. 본격적으로 고로의 가동을 알리는 날이자 현대차그룹이 산업의 기초인 고로(高爐) 쇳물부터 제조업의 대표적 제품인 자동차까지 모두 생산하는 세계 유일의 회사가 되는 순간이었다.
## 이날 행사는 <현대제철:ORG>이 철광석과 코크스가 들어 있는 고로 하단부에 처음 불씨를 넣는 화입(火入)식. 본격적으로 고로의 가동을 알리는 날이자 <현대차그룹:ORG>이 산업의 기초인 고로(高爐) 쇳물부터 제조업의 대표적 제품인 자동차까지 모두 생산하는 세계 유일의 회사가 되는 순간이었다.
이날	이날	NNG	O
_	_	_	O
행사	행사	NNG	O
는	는	JX	O
_	_	_	O
현대제철	현대제철	NNP	B-ORG
이	이	JKS	O
_	_	_	O
철광석	철광석	NNG	O
과	과	JC	O
_	_	_	O
코크스	코크스	NNG	O
가	가	JKS	O
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
고로	고로	MAG	O
_	_	_	O
하단	하단	NNG	O
부	부	XSN	O
에	에	JKB	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
불씨	불씨	NNG	O
를	를	JKO	O
_	_	_	O
넣	넣	VV	O
는	는	ETM	O
_	_	_	O
화입	화입	NNG	O
(	(	SS	O
火入	火入	SH	O
)	)	SS	O
식	식	NNB	O
.	.	SF	O
_	_	_	O
본격적	본격적	NNG	O
으로	으로	JKB	O
_	_	_	O
고로	고로	NNG	O
의	의	JKG	O
_	_	_	O
가동	가동	NNG	O
을	을	JKO	O
_	_	_	O
알리	알리	VV	O
는	는	ETM	O
_	_	_	O
날	날	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
현대차	현대차	NNP	B-ORG
그룹	그룹	NNG	I-ORG
이	이	JKS	O
_	_	_	O
산업	산업	NNG	O
의	의	JKG	O
_	_	_	O
기초	기초	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
고로	고로	MAG	O
(	(	SS	O
高爐	高爐	SH	O
)	)	SS	O
_	_	_	O
쇳물	쇳물	NNG	O
부터	부터	JX	O
_	_	_	O
제조업	제조업	NNG	O
의	의	JKG	O
_	_	_	O
대표적	대표적	NNG	O
_	_	_	O
제품	제품	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
자동차	자동차	NNG	O
까지	까지	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
생산하	생산하	VV	O
는	는	ETM	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
유일	유일	NNG	O
의	의	JKG	O
_	_	_	O
회사	회사	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
순간	순간	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 황 감독의 말처럼 현재로선 아드리아노의 빈자리를 채우는 것은 기존 선수들의 몫이다.
## <황:PER> 감독의 말처럼 현재로선 <아드리아노:PER>의 빈자리를 채우는 것은 기존 선수들의 몫이다.
황	황	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
처럼	처럼	JKB	O
_	_	_	O
현재	현재	NNG	O
로선	로서+ㄴ	JKB+JX	O
_	_	_	O
아드리아노	아드리아노	NNP	B-PER
의	의	JKG	O
_	_	_	O
빈자리	빈자리	NNG	O
를	를	JKO	O
_	_	_	O
채우	채우	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
몫	몫	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 나지완의 부활은 KIA의 가장 큰 숙제이지만, 점점 더 어렵게 꼬여가고 있다.
## <나지완:PER>의 부활은 <KIA:ORG>의 가장 큰 숙제이지만, 점점 더 어렵게 꼬여가고 있다.
나지완	나지완	NNP	B-PER
의	의	JKG	O
_	_	_	O
부활	부활	NNG	O
은	은	JX	O
_	_	_	O
KIA	KIA	SL	B-ORG
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
숙제	숙제	NNG	O
이	이	VCP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
점점	점점	MAG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
어렵	어렵	VA	O
게	게	EC	O
_	_	_	O
꼬	꼬이	VV	O
여	어	EC	O
가	가	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 김경록 대변인은 16일 논평을 통해 "문재인 후보 아들 취업비리 의혹으로 잔뜩 겁먹은 더민주당이 안철수 후보의 딸 재산에 시비를 걸었었다"며 "수천억 대 재산가가 딸의 재산을 고지거부한 데는 구린 데가 있을 것이라는 네거티브를 한 것"이라고 전하며 이같이 주장했다.
## <김경록:PER> 대변인은 <16일:DAT> 논평을 통해 "<문재인:PER> 후보 아들 취업비리 의혹으로 잔뜩 겁먹은 <더민주당:ORG>이 <안철수:PER> 후보의 딸 재산에 시비를 걸었었다"며 "<수천억:MNY> 대 재산가가 딸의 재산을 고지거부한 데는 구린 데가 있을 것이라는 네거티브를 한 것"이라고 전하며 이같이 주장했다.
김경록	김경록	NNP	B-PER
_	_	_	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
논평	논평	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
"	"	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
_	_	_	O
아들	아들	NNG	O
_	_	_	O
취업	취업	NNG	O
비리	비리	NNG	O
_	_	_	O
의혹	의혹	NNG	O
으로	으로	JKB	O
_	_	_	O
잔뜩	잔뜩	MAG	O
_	_	_	O
겁먹	겁먹	VV	O
은	은	ETM	O
_	_	_	O
더	더	MAG	B-ORG
민주당	민주당	NNP	I-ORG
이	이	JKS	O
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
딸	딸	NNG	O
_	_	_	O
재산	재산	NNG	O
에	에	JKB	O
_	_	_	O
시비	시비	NNG	O
를	를	JKO	O
_	_	_	O
걸	걷	VV	O
었었	었었	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
수천	수천	NR	B-MNY
억	억	NR	I-MNY
_	_	_	O
대	대	NNG	O
_	_	_	O
재산가	재산가	NNG	O
가	가	JKS	O
_	_	_	O
딸	딸	NNG	O
의	의	JKG	O
_	_	_	O
재산	재산	NNG	O
을	을	JKO	O
_	_	_	O
고지	고지	NNG	O
거부	거부	NNG	O
한	한	NNP	O
_	_	_	O
데	데	NNB	O
는	는	JX	O
_	_	_	O
구린	구리+ㄴ	VA+ETM	O
_	_	_	O
데	데	NNB	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
네거티브	네거티브	NNG	O
를	를	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
전하	전하	VV	O
며	며	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## '복면가왕 코스모스'의 정체가 화제다.
## '<복면가왕:POH> <코스모스:PER>'의 정체가 화제다.
'	'	SS	O
복면	복면	NNG	B-POH
가왕	가왕	NNG	I-POH
_	_	_	O
코스모스	코스모스	NNG	B-PER
'	'	SS	O
의	의	JKG	O
_	_	_	O
정체	정체	NNG	O
가	가	JKS	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 지난달 27일 방송된 MBC ‘일밤-복면가왕’에서는 12대 가왕 ‘사랑은 연필로 쓰세요’와 도전자 ‘소녀의 순정 코스모스’가 대결하는 장면이 그려졌다.
## 지난달 <27일:DAT> 방송된 <MBC:ORG> ‘<일밤-복면가왕:POH>’에서는 <12대:NOH> 가왕 ‘<사랑은 연필로 쓰세요:PER>’와 도전자 ‘<소녀의 순정 코스모스:PER>’가 대결하는 장면이 그려졌다.
지난달	지난달	NNG	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
일	일	NNB	B-POH
밤	밤	NNG	I-POH
-	-	SO	I-POH
복면	복면	NNG	I-POH
가왕	가왕	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
12	12	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
가왕	가왕	NNG	O
_	_	_	O
‘	‘	SS	O
사랑	사랑	NNG	B-PER
은	은	JX	I-PER
_	_	_	I-PER
연필	연필	NNG	I-PER
로	로	JKB	I-PER
_	_	_	I-PER
쓰	쓰	VV	I-PER
세요	세요	EF	I-PER
’	’	SS	O
와	와	JKB	O
_	_	_	O
도전자	도전자	NNG	O
_	_	_	O
‘	‘	SS	O
소녀	소녀	NNG	B-PER
의	의	JKG	I-PER
_	_	_	I-PER
순정	순정	NNG	I-PER
_	_	_	I-PER
코스모스	코스모스	NNG	I-PER
’	’	SS	O
가	가	JKS	O
_	_	_	O
대결하	대결하	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이날 코스모스는 자이언티의 양화대교를 완벽한 가창력과 풍부한 감성으로 열창해 듣는 이들을 감동시켰다.
## 이날 <코스모스:PER>는 <자이언티:PER>의 <양화대교:POH>를 완벽한 가창력과 풍부한 감성으로 열창해 듣는 이들을 감동시켰다.
이날	이날	NNG	O
_	_	_	O
코스모스	코스모스	NNG	B-PER
는	는	JX	O
_	_	_	O
자이언티	자이언티	NNG	B-PER
의	의	JKG	O
_	_	_	O
양화대교	양화대교	NNP	B-POH
를	를	JKO	O
_	_	_	O
완벽한	완벽하+ㄴ	VA+ETM	O
_	_	_	O
가창력	가창력	NNG	O
과	과	JC	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
감성	감성	NNG	O
으로	으로	JKB	O
_	_	_	O
열창해	열창하+여	VV+EC	O
_	_	_	O
듣	듣	VV	O
는	는	ETM	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
감동	감동	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 특히 김구라는 “여러 가지 생각이 드는 내 직업 자체가 원망스러웠다.
## 특히 <김구라:PER>는 “여러 가지 생각이 드는 내 직업 자체가 원망스러웠다.
특히	특히	MAG	O
_	_	_	O
김구라	김구라	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
여러	여러	MM	O
_	_	_	O
가지	가지	NNB	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
드	들	VV	O
는	는	ETM	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
직업	직업	NNG	O
_	_	_	O
자체	자체	NNG	O
가	가	JKS	O
_	_	_	O
원망스러	원망스럽	VA	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 교정 작업에는 맏딸 호원숙 씨를 비롯해 원순 원경 원균 씨까지 네 자매가 참여했다.
## 교정 작업에는 맏딸 <호원숙:PER> 씨를 비롯해 <원순:PER> <원경:PER> <원균:PER> 씨까지 <네 자매:NOH>가 참여했다.
교정	교정	NNG	O
_	_	_	O
작업	작업	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
맏딸	맏딸	NNG	O
_	_	_	O
호	호	NNB	B-PER
원숙	원숙	NNG	I-PER
_	_	_	O
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
원순	원순	NNG	B-PER
_	_	_	O
원경	원경	NNG	B-PER
_	_	_	O
원균	원균	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
까지	까지	JX	O
_	_	_	O
네	네	MM	B-NOH
_	_	_	I-NOH
자매	자매	NNG	I-NOH
가	가	JKS	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 지인 2명 고소
## 지인 <2명:NOH> 고소
지인	지인	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
고소	고소	NNG	O

## 15
## 기아자동차의 올해 주력모델인 ‘신형 K5’의 가격대가 2235만~3145만 원으로 결정됐다.
## <기아자동차:ORG>의 올해 주력모델인 ‘신형 <K5:POH>’의 가격대가 <2235만:MNY>~<3145만 원:MNY>으로 결정됐다.
기아자동차	기아자동차	NNP	B-ORG
의	의	JKG	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
주력	주력	NNG	O
모델	모델	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
신형	신형	NNG	O
_	_	_	O
K	K	SL	B-POH
5	5	SN	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
가격대	가격대	NNG	O
가	가	JKS	O
_	_	_	O
2235	2235	SN	B-MNY
만	만	NR	I-MNY
~	~	SO	O
3145	3145	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
결정	결정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

