## 1
## 한국토지주택공사(이하 LH)는 ‘독거노인 말벗천사’ 서비스를 진행 중이라고 23일 밝혔다.
## <한국토지주택공사:ORG>(이하 <LH:ORG>)는 ‘<독거노인 말벗천사:POH>’ 서비스를 진행 중이라고 <23일:DAT> 밝혔다.
한국토지주택공사	한국토지주택공사	NNP	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
무엇	무엇	NP	O
보다	보다	JKB	O
_	_	_	O
검찰	검찰	NNG	O
의	의	JKG	O
_	_	_	O
조사	조사	NNG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
상처	상처	NNG	O
와	와	JC	O
_	_	_	O
충격	충격	NNG	O
이	이	JKS	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
컸	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 이어 전현무가 김소영을 좋아했던 것 같다고 추측해 눈길을 끌었다.
## 이어 <전현무:PER>가 <김소영:PER>을 좋아했던 것 같다고 추측해 눈길을 끌었다.
이어	이어	MAG	O
_	_	_	O
전	전	MM	B-PER
현무	현무	NNG	I-PER
가	가	JKS	O
_	_	_	O
김소영	김소영	NNP	B-PER
을	을	JKO	O
_	_	_	O
좋아	좋아하	VV	O
했	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다고	다고	EC	O
_	_	_	O
추측해	추측하+여	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 롯데그룹이 진행 중인 지주회사 전환 작업 영향이 크지만 유통 부문의 실적 개선 기대감도 반영됐다.
## <롯데그룹:ORG>이 진행 중인 지주회사 전환 작업 영향이 크지만 유통 부문의 실적 개선 기대감도 반영됐다.
롯데	롯데	NNP	B-ORG
그룹	그룹	NNG	I-ORG
이	이	JKS	O
_	_	_	O
진행	진행	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
지주회사	지주회사	NNG	O
_	_	_	O
전환	전환	NNG	O
_	_	_	O
작업	작업	NNG	O
_	_	_	O
영향	영향	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
지만	지만	EC	O
_	_	_	O
유통	유통	NNG	O
_	_	_	O
부문	부문	NNG	O
의	의	JKG	O
_	_	_	O
실적	실적	NNG	O
_	_	_	O
개선	개선	NNG	O
_	_	_	O
기대감	기대감	NNG	O
도	도	JX	O
_	_	_	O
반영	반영되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 26일 국토교통부에 따르면 3월 전국에서 건설 인허가를 받은 주택은 6만1750채로 지난해 같은 달(5만2200채)보다 18.3% 증가했다.
## <26일:DAT> <국토교통부:ORG>에 따르면 <3월:DAT> 전국에서 건설 인허가를 받은 주택은 <6만1750채:NOH>로 지난해 같은 달(<5만2200채:NOH>)보다 <18.3%:PNT> 증가했다.
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국토	국토	NNG	B-ORG
교통	교통	NNG	I-ORG
부	부	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
전국	전국	NNG	O
에서	에서	JKB	O
_	_	_	O
건설	건설	NNG	O
_	_	_	O
인	인	NNG	O
허가	허가	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
주택	주택	NNG	O
은	은	JX	O
_	_	_	O
6	6	SN	B-NOH
만	만	NR	I-NOH
1750	1750	SN	I-NOH
채	채	NNB	I-NOH
로	로	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
달	달	NNG	O
(	(	SS	O
5	5	SN	B-NOH
만	만	NR	I-NOH
2200	2200	SN	I-NOH
채	채	NNB	I-NOH
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
18.3	18.3	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 바이크 어빌리티(Bike ability·자전거 능력)란 브랜드로 1단계(9세 이하·기초 주행기술), 2단계(10~11세·도로주행 및 도로교통법 이해), 3단계(중학생 이상·고난도 자전거타기)로 구성됐고, 각 단계 이수시 합격 배지를 부여한다.
## <바이크 어빌리티:ORG>(<Bike ability:ORG>·<자전거 능력:ORG>)란 브랜드로 <1단계:NOH>(<9세:NOH> 이하·기초 주행기술), <2단계:NOH>(<10:NOH>~<11세:NOH>·도로주행 및 도로교통법 이해), <3단계:NOH>(중학생 이상·고난도 자전거타기)로 구성됐고, 각 단계 이수시 합격 배지를 부여한다.
바이크	바이크	NNG	B-ORG
_	_	_	I-ORG
어빌리티	어빌리티	NNG	I-ORG
(	(	SS	O
Bike	Bike	SL	B-ORG
_	_	_	I-ORG
ability	ability	SL	I-ORG
·	·	SP	O
자전거	자전거	NNG	B-ORG
_	_	_	I-ORG
능력	능력	NNG	I-ORG
)	)+이	SS+VCP	O
란	란	ETM	O
_	_	_	O
브랜드	브랜드	NNG	O
로	로	JKB	O
_	_	_	O
1	1	SN	B-NOH
단계	단계	NNG	I-NOH
(	(	SS	O
9	9	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
이하	이하	NNG	O
·	·	SP	O
기초	기초	NNG	O
_	_	_	O
주행	주행	NNG	O
기술	기술	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
단계	단계	NNG	I-NOH
(	(	SS	O
10	10	SN	B-NOH
~	~	SO	O
11	11	SN	B-NOH
세	세	NNB	I-NOH
·	·	SP	O
도로	도로	NNG	O
주행	주행	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
도로교통법	도로교통법	NNG	O
_	_	_	O
이해	이해	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
단계	단계	NNG	I-NOH
(	(	SS	O
중학생	중학생	NNG	O
_	_	_	O
이상	이상	NNG	O
·	·	SP	O
고난도	고난도	NNG	O
_	_	_	O
자전거	자전거	NNG	O
타	타	VV	O
기	기	ETN	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
구성	구성되	VV	O
됐	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
각	각	MM	O
_	_	_	O
단계	단계	NNG	O
_	_	_	O
이수시	이수시	NNP	O
_	_	_	O
합격	합격	NNG	O
_	_	_	O
배지	배지	NNG	O
를	를	JKO	O
_	_	_	O
부여한다	부여하+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 이곳에는 주한 미군 4만5000여 명이 내년 말까지 이주할 예정이다.
## 이곳에는 <주한 미군:ORG> <4만5000여 명:NOH>이 내년 말까지 이주할 예정이다.
이곳	이곳	NP	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
주한	주한	NNG	B-ORG
_	_	_	I-ORG
미군	미군	NNG	I-ORG
_	_	_	O
4	4	SN	B-NOH
만	만	NR	I-NOH
5000	5000	SN	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
말	말	NNB	O
까지	까지	JX	O
_	_	_	O
이주할	이주하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 제대로 정부지원금을 썼는지 확인하는 내용부터 대부분의 검증 과정을 세밀하게 기록해야하다보니 아예 인력을 한 명 붙여야 하는 수준이었다.
## 제대로 정부지원금을 썼는지 확인하는 내용부터 대부분의 검증 과정을 세밀하게 기록해야하다보니 아예 인력을 <한 명:NOH> 붙여야 하는 수준이었다.
제대로	제대로	MAG	O
_	_	_	O
정부	정부	NNG	O
지원금	지원금	NNG	O
을	을	JKO	O
_	_	_	O
썼	+었	+EP	O
는지	는지	EC	O
_	_	_	O
확인하	확인하	VV	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
부터	부터	JX	O
_	_	_	O
대부분	대부분	NNG	O
의	의	JKG	O
_	_	_	O
검증	검증	NNG	O
_	_	_	O
과정	과정	NNG	O
을	을	JKO	O
_	_	_	O
세밀하	세밀하	VA	O
게	게	EC	O
_	_	_	O
기록해야	기록하+여야	VV+EC	O
하	하	VV	O
다	다	EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
아예	아예	MAG	O
_	_	_	O
인력	인력	NNG	O
을	을	JKO	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
_	_	_	O
붙	붙이	VV	O
여야	어야	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
수준	수준	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 땅콩에는 비타민E, 셀레늄 등의 성분이 풍부하게 들어있다.
## 땅콩에는 <비타민E:POH>, <셀레늄:POH> 등의 성분이 풍부하게 들어있다.
땅콩	땅콩	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
비타민	비타민	NNG	B-POH
E	E	SL	I-POH
,	,	SP	O
_	_	_	O
셀레늄	셀레늄	NNG	B-POH
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
성분	성분	NNG	O
이	이	JKS	O
_	_	_	O
풍부하	풍부하	VA	O
게	게	EC	O
_	_	_	O
들	들	VV	O
어	어	EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 음성 판정을 받은 이들은 지카바이러스가 아닌 감기 증상으로 조사됐다.
## 음성 판정을 받은 이들은 <지카바이러스:POH>가 아닌 감기 증상으로 조사됐다.
음성	음성	NNG	O
_	_	_	O
판정	판정	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
지카	지카	NNP	B-POH
바이러스	바이러스	NNG	I-POH
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
감기	감기	NNG	O
_	_	_	O
증상	증상	NNG	O
으로	으로	JKB	O
_	_	_	O
조사	조사되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 허 대표는 “프로젝트를 시작한지 10년 만에 상업생산이라는 결실을 눈 앞에 두고 있다”며 “우즈베키스탄에서도 국내에서 생산되는 것과 동급의 제품을 생산해 중앙아시아는 물론 유럽 시장 진출에도 유리한 고지에 서게 됐다”고 밝혔다.
## <허:PER> 대표는 “프로젝트를 시작한지 <10년 만:NOH>에 상업생산이라는 결실을 눈 앞에 두고 있다”며 “<우즈베키스탄:LOC>에서도 국내에서 생산되는 것과 동급의 제품을 생산해 <중앙아시아:LOC>는 물론 <유럽:LOC> 시장 진출에도 유리한 고지에 서게 됐다”고 밝혔다.
허	허	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
프로젝트	프로젝트	NNG	O
를	를	JKO	O
_	_	_	O
시작한	시작하+ㄴ	VV+ETM	O
지	지	NNB	O
_	_	_	O
10	10	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
상업	상업	NNG	O
생산	생산	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
결실	결실	NNG	O
을	을	JKO	O
_	_	_	O
눈	눈	NNG	O
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
우즈베키스탄	우즈베키스탄	NNP	B-LOC
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
_	_	_	O
생산되	생산되	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
과	과	JC	O
_	_	_	O
동급	동급	NNG	O
의	의	JKG	O
_	_	_	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
생산해	생산하+여	VV+EC	O
_	_	_	O
중앙아시아	중앙아시아	NNP	B-LOC
는	는	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
유럽	유럽	NNP	B-LOC
_	_	_	O
시장	시장	NNG	O
_	_	_	O
진출	진출	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
유리한	유리하+ㄴ	VA+ETM	O
_	_	_	O
고지	고지	NNG	O
에	에	JKB	O
_	_	_	O
서	서	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 대만에 첫 공산당 탄생/지방선거 후보 내기로
## <대만:ORG>에 첫 <공산당:ORG> 탄생/지방선거 후보 내기로
대만	대만	NNP	B-ORG
에	에	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
공산당	공산당	NNP	B-ORG
_	_	_	O
탄생	탄생	NNG	O
/	/	SP	O
지방	지방	NNG	O
선거	선거	NNG	O
_	_	_	O
후보	후보	NNG	O
_	_	_	O
내	내	VV	O
기	기	ETN	O
로	로	JKB	O

