## 1
## 넥센은 3라운드에서도 타임을 불렀다.
## <넥센:ORG>은 <3라운드:NOH>에서도 타임을 불렀다.
넥센	넥센	NNP	B-ORG
_	_	_	O
이전	이전	NNG	O
이	이	JKS	O
_	_	_	O
시작된	시작되+ㄴ	VV+ETM	O
_	_	_	O
지	지	NNB	O
_	_	_	O
이달	이달	NNG	O
로	로	JKB	O
_	_	_	O
만	만	MM	B-NOH
_	_	_	I-NOH
3	3	SN	I-NOH
년	년	NNB	I-NOH
이	이	JKC	O
_	_	_	O
되	되	VV	O
면서	면서	EC	O
_	_	_	O
서울	서울	NNP	B-LOC
-	-	SO	O
세종	세종	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
이원화된	이원화되+ㄴ	VV+ETM	O
_	_	_	O
조직	조직	NNG	O
의	의	JKG	O
_	_	_	O
문제점	문제점	NNG	O
이	이	JKS	O
_	_	_	O
속속	속속	MAG	O
_	_	_	O
드러나	드러나	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## ‘케이콘 2016 일본(KCON 2016 Japan)’의 하이라이트를 장식할 '엠카운트다운' 스페셜 MC가 확정됐다.
## ‘<케이콘 2016 일본(KCON 2016 Japan):POH>’의 하이라이트를 장식할 '<엠카운트다운:POH>' 스페셜 MC가 확정됐다.
‘	‘	SS	O
케이	케이	NNG	B-POH
콘	콘	NNG	I-POH
_	_	_	I-POH
2016	2016	SN	I-POH
_	_	_	I-POH
일본	일본	NNP	I-POH
(	(	SS	I-POH
KCON	KCON	SL	I-POH
_	_	_	I-POH
2016	2016	SN	I-POH
_	_	_	I-POH
Japan	Japan	SL	I-POH
)	)	SS	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
하이라이트	하이라이트	NNG	O
를	를	JKO	O
_	_	_	O
장식할	장식하+ㄹ	VV+ETM	O
_	_	_	O
'	'	SS	O
엠	엠	NNG	B-POH
카운트다운	카운트다운	NNG	I-POH
'	'	SS	O
_	_	_	O
스페셜	스페셜	NNG	O
_	_	_	O
MC	MC	SL	O
가	가	JKS	O
_	_	_	O
확정	확정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 9일부터 10일까지 일본 지바현의 대형 컨벤션 센터 마쿠하리 멧세에서 열리는 'KCON 2016 Japan' 엠카운트다운의 스페셜 MC로 설현과 우영, 택연이 낙점됐다.
## <9일부터 10일:DUR>까지 <일본 지바현:LOC>의 대형 컨벤션 센터 <마쿠하리 멧세:LOC>에서 열리는 '<KCON 2016 Japan:POH>' <엠카운트다운:ORG>의 스페셜 MC로 <설현:PER>과 <우영:PER>, <택연:PER>이 낙점됐다.
9	9	SN	B-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
10	10	SN	I-DUR
일	일	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	I-LOC
지바	지바	NNP	I-LOC
현	현	NNG	I-LOC
의	의	JKG	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
컨벤션	컨벤션	NNG	O
_	_	_	O
센터	센터	NNG	O
_	_	_	O
마쿠하리	마쿠하리	NNP	B-LOC
_	_	_	I-LOC
멧세	멧세	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
'	'	SS	O
KCON	KCON	SL	B-POH
_	_	_	I-POH
2016	2016	SN	I-POH
_	_	_	I-POH
Japan	Japan	SL	I-POH
'	'	SS	O
_	_	_	O
엠	엠	NNG	B-ORG
카운트다운	카운트다운	NNG	I-ORG
의	의	JKG	O
_	_	_	O
스페셜	스페셜	NNG	O
_	_	_	O
MC	MC	SL	O
로	로	JKB	O
_	_	_	O
설현	설현	NNP	B-PER
과	과	JC	O
_	_	_	O
우영	우영	NNG	B-PER
,	,	SP	O
_	_	_	O
택	택	NNG	B-PER
연이	연이	NNP	O
_	_	_	O
낙점	낙점되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## '리니지2 레볼루션'은 원작 '리니지2'의 감성과 다양한 콘텐츠를 모바일에 그대로 구현한 것이 강점인 모바일 MMORPG다.
## '<리니지2 레볼루션:POH>'은 원작 '<리니지2:POH>'의 감성과 다양한 콘텐츠를 모바일에 그대로 구현한 것이 강점인 모바일 MMORPG다.
'	'	SS	O
리니지	리니지	NNP	B-POH
2	2	SN	I-POH
_	_	_	I-POH
레볼루션	레볼루션	NNG	I-POH
'	'	SS	O
은	은	JX	O
_	_	_	O
원작	원작	NNG	O
_	_	_	O
'	'	SS	O
리니지	리니지	NNP	B-POH
2	2	SN	I-POH
'	'	SS	O
의	의	JKG	O
_	_	_	O
감성	감성	NNG	O
과	과	JC	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
를	를	JKO	O
_	_	_	O
모바일	모바일	NNG	O
에	에	JKB	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
구현한	구현하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
강점	강점	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
MMORPG	MMORPG+이	SL+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 더불어민주당과 국민의당도 이미 불체포특권 포기를 위한 입법에 나서겠다고 밝힌 상황에서 원내1당(129석)인 집권여당이 당론으로 국회법 개정에 나서겠다고 결정한 만큼 진도가 나갈 가능성이 있다.
## <더불어민주당:ORG>과 <국민의당:ORG>도 이미 불체포특권 포기를 위한 입법에 나서겠다고 밝힌 상황에서 원내<1당:NOH>(<129석:NOH>)인 집권여당이 당론으로 국회법 개정에 나서겠다고 결정한 만큼 <진도:ORG>가 나갈 가능성이 있다.
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
과	과	JC	O
_	_	_	O
국민	국민	NNG	B-ORG
의	의	NNG	I-ORG
당	당	NNG	I-ORG
도	도	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
불	불	XPN	O
체포	체포	NNG	O
특권	특권	NNG	O
_	_	_	O
포기	포기	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
입법	입법	NNG	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
원내	원내	NNG	O
1	1	SN	B-NOH
당	당	NNG	I-NOH
(	(	SS	O
129	129	SN	B-NOH
석	석	NNB	I-NOH
)	)	SS	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
집권	집권	NNG	O
여당	여당	NNG	O
이	이	JKS	O
_	_	_	O
당론	당론	NNG	O
으로	으로	JKB	O
_	_	_	O
국회법	국회법	NNG	O
_	_	_	O
개정	개정	NNG	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
결정한	결정하+ㄴ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
진도	진도	NNG	B-ORG
가	가	JKS	O
_	_	_	O
나갈	나가+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 새누리당 비대위는 이외에도 ‘의원 특권 내려놓기’ 차원의 안건을 여러 건 의결했다.
## <새누리당 비대위:ORG>는 이외에도 ‘의원 특권 내려놓기’ 차원의 안건을 여러 건 의결했다.
새누리당	새누리당	NNP	B-ORG
_	_	_	I-ORG
비대위	비대위	NNG	I-ORG
는	는	JX	O
_	_	_	O
이외	이외	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
의원	의원	NNG	O
_	_	_	O
특권	특권	NNG	O
_	_	_	O
내려놓	내려놓	VV	O
기	기	ETN	O
’	’	SS	O
_	_	_	O
차원	차원	NNG	O
의	의	JKG	O
_	_	_	O
안건	안건	NNG	O
을	을	JKO	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
건	건	NNB	O
_	_	_	O
의결	의결하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 김자봉 한국금융연구원 연구위원은 “한국경제가 지속가능한 성장을 하려면 건강하고 역량 있는 젊은 세대가 뒷받침돼야 하는데 한국의 20대가 ‘금융 실패’에 직면하면서 성장 모멘텀을 상실할 수 있다”고 지적했다.
## <김자봉:PER> <한국금융연구원:ORG> 연구위원은 “<한국:ORG>경제가 지속가능한 성장을 하려면 건강하고 역량 있는 젊은 세대가 뒷받침돼야 하는데 <한국:ORG>의 <20대:NOH>가 ‘금융 실패’에 직면하면서 성장 모멘텀을 상실할 수 있다”고 지적했다.
김자봉	김자봉	NNP	B-PER
_	_	_	O
한국금융연구원	한국금융연구원	NNP	B-ORG
_	_	_	O
연구	연구	NNG	O
위원	위원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-ORG
경제	경제	NNG	O
가	가	JKS	O
_	_	_	O
지속	지속	NNG	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
성장	성장	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
려면	려면	EC	O
_	_	_	O
건강하	건강하	VA	O
고	고	EC	O
_	_	_	O
역량	역량	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
젊	젊	VA	O
은	은	ETM	O
_	_	_	O
세대	세대	NNG	O
가	가	JKS	O
_	_	_	O
뒷받침돼야	뒷받침되+어야	VV+EC	O
_	_	_	O
하	하	VX	O
는데	는데	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
금융	금융	NNG	O
_	_	_	O
실패	실패	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
직면하	직면하	VV	O
면서	면서	EC	O
_	_	_	O
성장	성장	NNG	O
_	_	_	O
모멘텀	모멘텀	NNG	O
을	을	JKO	O
_	_	_	O
상실할	상실하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 그는 4위로 들어왔으나 3위로 들어왔던 한티앤위(중국)가 실격 처리되면서 메달을 목에 걸 수 있었다.
## 그는 <4위:NOH>로 들어왔으나 <3위:NOH>로 들어왔던 <한티앤위:PER>(<중국:ORG>)가 실격 처리되면서 메달을 목에 걸 수 있었다.
그	그	NP	O
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
들어	들어오	VV	O
왔	았	EP	O
으나	으나	EC	O
_	_	_	O
3	3	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
들어	들어오	VV	O
왔	았	EP	O
던	던	ETM	O
_	_	_	O
한	한	NNP	B-PER
티	티	NNG	I-PER
앤	앤	NNG	I-PER
위	위	NNB	I-PER
(	(	SS	O
중국	중국	NNP	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
실격	실격	NNG	O
_	_	_	O
처리되	처리되	VV	O
면서	면서	EC	O
_	_	_	O
메달	메달	NNG	O
을	을	JKO	O
_	_	_	O
목	목	NNG	O
에	에	JKB	O
_	_	_	O
걸	걸+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 스피드스케이팅 장거리 여자 간판스타 김보름(24·강원도청)은 여자 3000m에 출전해 4분7초80의 기록으로 2위를 차지했다.
## 스피드스케이팅 장거리 여자 간판스타 <김보름:PER>(<24:NOH>·<강원도청:ORG>)은 여자 <3000m:NOH>에 출전해 <4분7초80:NOH>의 기록으로 <2위:NOH>를 차지했다.
스피드스케이팅	스피드스케이팅	NNG	O
_	_	_	O
장거리	장거리	NNG	O
_	_	_	O
여자	여자	NNG	O
_	_	_	O
간판스타	간판스타	NNG	O
_	_	_	O
김보름	김보름	NNP	B-PER
(	(	SS	O
24	24	SN	B-NOH
·	·	SP	O
강원도청	강원도청	NNP	B-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
여자	여자	NNG	O
_	_	_	O
3000	3000	SN	B-NOH
m	m	SL	I-NOH
에	에	JKB	O
_	_	_	O
출전해	출전하+여	VV+EC	O
_	_	_	O
4	4	SN	B-NOH
분	분	NNB	I-NOH
7	7	SN	I-NOH
초	초	NNB	I-NOH
80	80	SN	I-NOH
의	의	JKG	O
_	_	_	O
기록	기록	NNG	O
으로	으로	JKB	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 육룡이 나르샤 조말생조말생과 이방원이 만났다.
## <육룡이 나르샤:POH> <조말생:PER><조말생:PER>과 <이방원:PER>이 만났다.
육룡	육룡	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
나	나	NNG	I-POH
르샤	르샤	NNP	I-POH
_	_	_	O
조말생	조말생	NNP	B-PER
조말생	조말생	NNP	B-PER
과	과	JC	O
_	_	_	O
이방원	이방원	NNP	B-PER
이	이	JKS	O
_	_	_	O
만났	만나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 윤 상무는 “삼성전자는 인도 빈곤지역의 지역사회 시설을 건립하는 등 취약한 마을의 지속 가능한 성장을 위해 지속적으로 사회공헌 활동을 전개해 오고 있다”면서 “앞으로도 이 지역 아동들이 안전하고 개선된 환경에서 교육을 받음으로써 발달과 잠재력을 실현할 수 있도록 지원해 나갈 것”이라고 말했다.
## <윤:PER> 상무는 “<삼성전자:ORG>는 <인도:LOC> 빈곤지역의 지역사회 시설을 건립하는 등 취약한 마을의 지속 가능한 성장을 위해 지속적으로 사회공헌 활동을 전개해 오고 있다”면서 “앞으로도 이 지역 아동들이 안전하고 개선된 환경에서 교육을 받음으로써 발달과 잠재력을 실현할 수 있도록 지원해 나갈 것”이라고 말했다.
윤	윤	NNP	B-PER
_	_	_	O
상무	상무	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
삼성전자	삼성전자	NNP	B-ORG
는	는	JX	O
_	_	_	O
인도	인도	NNP	B-LOC
_	_	_	O
빈곤	빈곤	NNG	O
지역	지역	NNG	O
의	의	JKG	O
_	_	_	O
지역	지역	NNG	O
사회	사회	NNG	O
_	_	_	O
시설	시설	NNG	O
을	을	JKO	O
_	_	_	O
건립하	건립하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
취약한	취약하+ㄴ	VA+ETM	O
_	_	_	O
마을	마을	NNG	O
의	의	JKG	O
_	_	_	O
지속	지속	NNG	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
성장	성장	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
지속적	지속적	NNG	O
으로	으로	JKB	O
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
전개해	전개하+여	VV+EC	O
_	_	_	O
오	오	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
아동	아동	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
안전하	안전하	VA	O
고	고	EC	O
_	_	_	O
개선된	개선되+ㄴ	VV+ETM	O
_	_	_	O
환경	환경	NNG	O
에서	에서	JKB	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
음	음	ETN	O
으로써	으로써	JKB	O
_	_	_	O
발달	발달	NNG	O
과	과	JC	O
_	_	_	O
잠재력	잠재력	NNG	O
을	을	JKO	O
_	_	_	O
실현할	실현하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
지원해	지원하+여	VV+EC	O
_	_	_	O
나갈	나가+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 특검법에 명시된 우 전 수석의 직무 유기 혐의 부분도 조사했다.
## 특검법에 명시된 <우:PER> 전 수석의 직무 유기 혐의 부분도 조사했다.
특검	특검	NNG	O
법	법	NNG	O
에	에	JKB	O
_	_	_	O
명시된	명시되+ㄴ	VV+ETM	O
_	_	_	O
우	우	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
수석	수석	NNG	O
의	의	JKG	O
_	_	_	O
직무	직무	NNG	O
_	_	_	O
유기	유기	NNG	O
_	_	_	O
혐의	혐의	NNG	O
_	_	_	O
부분	부분	NNG	O
도	도	JX	O
_	_	_	O
조사	조사하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 특히 군사정권 이후 가장 기대했던 경제성장도 성과를 내지 못하면서 국민의 실망감은 커지고 있다.
## 특히 <군사정권:ORG> 이후 가장 기대했던 경제성장도 성과를 내지 못하면서 국민의 실망감은 커지고 있다.
특히	특히	MAG	O
_	_	_	O
군사	군사	NNG	B-ORG
정권	정권	NNG	I-ORG
_	_	_	O
이후	이후	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
기대	기대하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
경제	경제	NNG	O
성장	성장	NNG	O
도	도	JX	O
_	_	_	O
성과	성과	NNG	O
를	를	JKO	O
_	_	_	O
내	내	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
면서	면서	EC	O
_	_	_	O
국민	국민	NNG	O
의	의	JKG	O
_	_	_	O
실망감	실망감	NNG	O
은	은	JX	O
_	_	_	O
커지	커지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 16
## 아파트에 수납공간이 4개 들어간다?
## 아파트에 수납공간이 <4개:NOH> 들어간다?
아파트	아파트	NNG	O
에	에	JKB	O
_	_	_	O
수납공간	수납공간	NNG	O
이	이	JKS	O
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
들어간다	들어가+ㄴ다	VV+EF	O
?	?	SF	O

## 17
## 곽 교장은 “토론회의 핵심은 최근의 탄핵 사태가 과거 광우병 파동이나 미군 장갑차 사건처럼 비이성적이고 잘못된 정보에 의해 많은 시행착오를 거친 것에 대해 반성하고 실수를 되풀이 하지 않도록 학생들에게 정보를 제공하는 데 (목적이) 있다”고 설명했다.
## <곽:PER> 교장은 “토론회의 핵심은 최근의 탄핵 사태가 과거 <광우병 파동:POH>이나 <미군 장갑차 사건:POH>처럼 비이성적이고 잘못된 정보에 의해 많은 시행착오를 거친 것에 대해 반성하고 실수를 되풀이 하지 않도록 학생들에게 정보를 제공하는 데 (목적이) 있다”고 설명했다.
곽	곽	NNP	B-PER
_	_	_	O
교장	교장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
토론회	토론회	NNG	O
의	의	JKG	O
_	_	_	O
핵심	핵심	NNG	O
은	은	JX	O
_	_	_	O
최근	최근	NNG	O
의	의	JKG	O
_	_	_	O
탄핵	탄핵	NNG	O
_	_	_	O
사태	사태	NNG	O
가	가	JKS	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
광우병	광우병	NNG	B-POH
_	_	_	I-POH
파동	파동	NNG	I-POH
이나	이나	JC	O
_	_	_	O
미군	미군	NNG	B-POH
_	_	_	I-POH
장갑차	장갑차	NNG	I-POH
_	_	_	I-POH
사건	사건	NNG	I-POH
처럼	처럼	JKB	O
_	_	_	O
비이성적	비이성적	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
잘못된	잘못되+ㄴ	VV+ETM	O
_	_	_	O
정보	정보	NNG	O
에	에	JKB	O
_	_	_	O
의해	의하+여	VV+EC	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
시행착오	시행착오	NNG	O
를	를	JKO	O
_	_	_	O
거친	거치+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
반성하	반성하	VV	O
고	고	EC	O
_	_	_	O
실수	실수	NNG	O
를	를	JKO	O
_	_	_	O
되풀이	되풀이	NNG	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
도록	도록	EC	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
제공하	제공하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
(	(	SS	O
목적	목적	NNG	O
이	이	JKS	O
)	)	SS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

