## 1
## 익명을 요구한 한 전문가는 “엉뚱한 복지에 돈을 쓰느라 정작 필요한 장애인 건강 증진은 방치돼 왔다”고 지적한다.
## 익명을 요구한 <한 전문가:NOH>는 “엉뚱한 복지에 돈을 쓰느라 정작 필요한 장애인 건강 증진은 방치돼 왔다”고 지적한다.
익명	익명	NNG	O
## [똑똑한 금요일] 힘 꺾인 ‘케말리즘’…터키, 이슬람주의 국가로 회귀하나
## [<똑똑한 금요일:POH>] 힘 꺾인 ‘<케말리즘:POH>’…<터키:ORG>, <이슬람주:ORG>의 국가로 회귀하나
[	[	SS	O
똑똑한	똑똑하+ㄴ	VA+ETM	B-POH
_	_	_	I-POH
금요일	금요일	NNG	I-POH
]	]	SS	O
_	_	_	O
힘	힘	NNG	O
_	_	_	O
꺾인	꺾이+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
케말	케말	NNP	B-POH
리즘	리즘	NNG	I-POH
’	’	SS	O
…	…	SE	O
터키	터키	NNP	B-ORG
,	,	SP	O
_	_	_	O
이슬람	이슬람	NNG	B-ORG
주의	주의	NNG	O
_	_	_	O
국가	국가	NNG	O
로	로	JKB	O
_	_	_	O
회귀	회귀	NNG	O
하나	하나	NNP	O

## 4
## 한국은 5-2로 이겨 세계선수권에서 우승했다.
## <한국:ORG>은 <5-2:NOH>로 이겨 세계선수권에서 우승했다.
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
5	5	SN	B-NOH
-	-	SO	I-NOH
2	2	SN	I-NOH
로	로	JKB	O
_	_	_	O
이겨	이기+어	VV+EC	O
_	_	_	O
세계	세계	NNG	O
선수권	선수권	NNG	O
에서	에서	JKB	O
_	_	_	O
우승	우승하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 김단비는 “워크숍 프로그램 중 신입사원들을 만나는 시간이 있었다.
## <김단비:PER>는 “워크숍 프로그램 중 신입사원들을 만나는 시간이 있었다.
김단비	김단비	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
워크숍	워크숍	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
신입	신입	NNG	O
사원	사원	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
만나	만나	VV	O
는	는	ETM	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## “카드 영수증이 발급 안 된다”는 기사의 속임수에 넘어가 130만원의 ‘바가지 요금’을 쓴 사례가 있다.
## “카드 영수증이 발급 안 된다”는 기사의 속임수에 넘어가 <130만원:MNY>의 ‘바가지 요금’을 쓴 사례가 있다.
“	“	SS	O
카드	카드	NNG	O
_	_	_	O
영수증	영수증	NNG	O
이	이	JKS	O
_	_	_	O
발급	발급	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
기사	기사	NNG	O
의	의	JKG	O
_	_	_	O
속임수	속임수	NNG	O
에	에	JKB	O
_	_	_	O
넘어가	넘어가+아	VV+EC	O
_	_	_	O
130	130	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
바가지	바가지	NNG	O
_	_	_	O
요금	요금	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
쓴	쓰+ㄴ	VV+ETM	O
_	_	_	O
사례	사례	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 함소원과 장웨이는 2014년 결별을 했다.
## <함소원:PER>과 <장웨이:PER>는 <2014년:DAT> 결별을 했다.
함소	함소	NNG	B-PER
원	원	XSN	I-PER
과	과	JC	O
_	_	_	O
장웨이	장웨이	NNP	B-PER
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
결별	결별	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 야스쿠니참배를 지지 또는 반대하는 사람들이 신사주변에서 각각 시위를 벌이는 가운데 참배를 강행한 이들 각료의 대부분은 개인자격으로 참배했다고 밝혔다.
## <야스쿠니참배:POH>를 지지 또는 반대하는 사람들이 신사주변에서 각각 시위를 벌이는 가운데 참배를 강행한 이들 각료의 대부분은 개인자격으로 참배했다고 밝혔다.
야스쿠니	야스쿠니	NNP	B-POH
참배	참배	NNG	I-POH
를	를	JKO	O
_	_	_	O
지지	지지	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
반대하	반대하	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
신사	신사	NNG	O
주변	주변	NNG	O
에서	에서	JKB	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
벌이	벌이	VV	O
는	는	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
참배	참배	NNG	O
를	를	JKO	O
_	_	_	O
강행한	강행하+ㄴ	VV+ETM	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
_	_	_	O
각료	각료	NNG	O
의	의	JKG	O
_	_	_	O
대부분	대부분	NNG	O
은	은	JX	O
_	_	_	O
개인	개인	NNG	O
자격	자격	NNG	O
으로	으로	JKB	O
_	_	_	O
참배	참배하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그는 “노벨상 받을 것이라고 기대했는가”란 사공일 본사 고문의 질문에 “노벨상을 받는 가장 안전한 길은 그것에 대해 생각하지 않는 것이다.
## 그는 “<노벨상:POH> 받을 것이라고 기대했는가”란 <사공일:PER> 본사 고문의 질문에 “<노벨상:POH>을 받는 가장 안전한 길은 그것에 대해 생각하지 않는 것이다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
노벨상	노벨상	NNG	B-POH
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
기대	기대하	VV	O
했	였	EP	O
는가	는가	EF	O
”	”+이	SS+VCP	O
란	란	ETM	O
_	_	_	O
사공일	사공일	NNP	B-PER
_	_	_	O
본사	본사	NNG	O
_	_	_	O
고문	고문	NNG	O
의	의	JKG	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
노벨상	노벨상	NNG	B-POH
을	을	JKO	O
_	_	_	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
안전한	안전하+ㄴ	VA+ETM	O
_	_	_	O
길	길	NNG	O
은	은	JX	O
_	_	_	O
그것	그것	NP	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
생각하	생각하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## SK그룹이 계속 에너지·화학 중심에서 머물다간 서서히 고사(枯死)하는 ‘슬로 데스(Slow Death)’에 직면할 것이라고 임직원들을 재촉했다.
## <SK그룹:ORG>이 계속 에너지·화학 중심에서 머물다간 서서히 고사(枯死)하는 ‘슬로 데스(Slow Death)’에 직면할 것이라고 임직원들을 재촉했다.
SK	SK	SL	B-ORG
그룹	그룹	NNG	I-ORG
이	이	JKS	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
에너지	에너지	NNG	O
·	·	SP	O
화학	화학	NNG	O
_	_	_	O
중심	중심	NNG	O
에서	에서	JKB	O
_	_	_	O
머물	머물	VV	O
다간	다가+ㄴ	EC+JX	O
_	_	_	O
서서히	서서히	MAG	O
_	_	_	O
고사	고사	NNG	O
(	(	SS	O
枯死	枯死	SH	O
)	)	SS	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
슬로	슬로	NNG	O
_	_	_	O
데스	데스	NNG	O
(	(	SS	O
Slow	Slow	SL	O
_	_	_	O
Death	Death	SL	O
)	)	SS	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
직면할	직면하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
임직원	임직원	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
재촉	재촉하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 구글은 이에 앞서 2012년에는 인공지능 기술로 유튜브에 올라온 수많은 동영상 중에서 고양이 영상을 가려내는데도 성공했다.
## <구글:ORG>은 이에 앞서 <2012년:DAT>에는 인공지능 기술로 <유튜브:POH>에 올라온 수많은 동영상 중에서 고양이 영상을 가려내는데도 성공했다.
구글	구글	NNG	B-ORG
은	은	JX	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
인공	인공	NNG	O
지능	지능	NNG	O
_	_	_	O
기술	기술	NNG	O
로	로	JKB	O
_	_	_	O
유튜브	유튜브	NNP	B-POH
에	에	JKB	O
_	_	_	O
올라온	올라오+ㄴ	VV+ETM	O
_	_	_	O
수많	수많	VA	O
은	은	ETM	O
_	_	_	O
동영상	동영상	NNG	O
_	_	_	O
중	중	NNB	O
에서	에서	JKB	O
_	_	_	O
고양이	고양이	NNG	O
_	_	_	O
영상	영상	NNG	O
을	을	JKO	O
_	_	_	O
가려내	가려내	VV	O
는	는	ETM	O
데	데	NNB	O
도	도	JX	O
_	_	_	O
성공	성공하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이러한 작은 밀도 차이가 정말 태초부터 있었던 것이면 우주배경복사가 시작한 30만 년에는 그 밀도차의 크기가 대략 10만 분의 1 정도여야 한다.
## 이러한 작은 밀도 차이가 정말 태초부터 있었던 것이면 우주배경복사가 시작한 <30만 년:NOH>에는 그 밀도차의 크기가 대략 <10만 분의 1:PNT> 정도여야 한다.
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
밀도	밀도	NNG	O
_	_	_	O
차이	차이	NNG	O
가	가	JKS	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
태초	태초	NNG	O
부터	부터	JX	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
면	면	EC	O
_	_	_	O
우주	우주	NNG	O
배경	배경	NNG	O
복사	복사	NNG	O
가	가	JKS	O
_	_	_	O
시작한	시작하+ㄴ	VV+ETM	O
_	_	_	O
30	30	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
년	년	NNB	I-NOH
에	에	JKB	O
는	는	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
밀도	밀도	NNG	O
차	차	NNG	O
의	의	JKG	O
_	_	_	O
크기	크기	NNG	O
가	가	JKS	O
_	_	_	O
대략	대략	MAG	O
_	_	_	O
10	10	SN	B-PNT
만	만	NR	I-PNT
_	_	_	I-PNT
분	분	XSN	I-PNT
의	의	JKG	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
_	_	_	O
정도	정도+이	NNG+VCP	O
여야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 13
## 5월 중순까지 이어지는 봄 여행주간에 농촌 관광지를 방문하면 식사와 숙박 등을 20% 할인받을 수 있다.
## <5월:DAT> 중순까지 이어지는 봄 여행주간에 농촌 관광지를 방문하면 식사와 숙박 등을 <20%:PNT> 할인받을 수 있다.
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
중순	중순	NNG	O
까지	까지	JX	O
_	_	_	O
이어지	이어지	VV	O
는	는	ETM	O
_	_	_	O
봄	봄	NNG	O
_	_	_	O
여행	여행	NNG	O
주간	주간	NNG	O
에	에	JKB	O
_	_	_	O
농촌	농촌	NNG	O
_	_	_	O
관광지	관광지	NNG	O
를	를	JKO	O
_	_	_	O
방문하	방문하	VV	O
면	면	EC	O
_	_	_	O
식사	식사	NNG	O
와	와	JC	O
_	_	_	O
숙박	숙박	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
할인	할인	NNG	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 14
## GS의 주력 자회사인 GS칼텍스는 1967년 5월 국내 최초의 민간정유회사인 호남정유로 출범한 이래 1996년 LG칼텍스정유로, 2005년 GS칼텍스로 사명을 변경했다.
## <GS:ORG>의 주력 자회사인 <GS칼텍스:ORG>는 <1967년 5월:DAT> 국내 최초의 민간정유회사인 <호남정유:ORG>로 출범한 이래 <1996년:DAT> <LG칼텍스정유:ORG>로, <2005년:DAT> <GS칼텍스:ORG>로 사명을 변경했다.
GS	GS	SL	B-ORG
의	의	JKG	O
_	_	_	O
주력	주력	NNG	O
_	_	_	O
자회사	자회사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
GS	GS	SL	B-ORG
칼텍스	칼텍스	NNP	I-ORG
는	는	JX	O
_	_	_	O
1967	1967	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최초	최초	NNG	O
의	의	JKG	O
_	_	_	O
민간	민간	NNG	O
정유	정유	NNG	O
회사	회사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
호남정유	호남정유	NNP	B-ORG
로	로	JKB	O
_	_	_	O
출범한	출범하+ㄴ	VV+ETM	O
_	_	_	O
이래	이래	NNB	O
_	_	_	O
1996	1996	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
LG	LG	SL	B-ORG
칼텍스	칼텍스	NNP	I-ORG
정유	정유	NNG	I-ORG
로	로	JKB	O
,	,	SP	O
_	_	_	O
2005	2005	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
GS	GS	SL	B-ORG
칼텍스	칼텍스	NNP	I-ORG
로	로	JKB	O
_	_	_	O
사명	사명	NNG	O
을	을	JKO	O
_	_	_	O
변경	변경하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 아베 총리가 궁지에 몰릴 때마다 입버릇처럼 핑계를 대 온 대상인 역사학자들이 이번에 단체로 성명을 낸 것이다.
## <아베:PER> 총리가 궁지에 몰릴 때마다 입버릇처럼 핑계를 대 온 대상인 역사학자들이 이번에 단체로 성명을 낸 것이다.
아베	아베	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
가	가	JKS	O
_	_	_	O
궁지	궁지	NNG	O
에	에	JKB	O
_	_	_	O
몰릴	몰리+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
입버릇	입버릇	NNG	O
처럼	처럼	JKB	O
_	_	_	O
핑계	핑계	NNG	O
를	를	JKO	O
_	_	_	O
대	대+어	VV+EC	O
_	_	_	O
온	오+ㄴ	VV+ETM	O
_	_	_	O
대상	대상	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
역사학	역사학	NNG	O
자	자	XSN	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
단체	단체	NNG	O
로	로	JKB	O
_	_	_	O
성명	성명	NNG	O
을	을	JKO	O
_	_	_	O
낸	내+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 26일 서울중앙지법 형사18단독 오윤경 판사는 무고 등 혐의로 불구속 기소된 박씨에 대해 “혐의를 부인하며 잘못을 반성하지 않았고 피해자로부터 용서받지도 못했다”고 선고 이유를 밝혔다.
## <26일:DAT> <서울중앙지법:ORG> <형사18:NOH>단독 <오윤경:PER> 판사는 무고 등 혐의로 불구속 기소된 <박:PER>씨에 대해 “혐의를 부인하며 잘못을 반성하지 않았고 피해자로부터 용서받지도 못했다”고 선고 이유를 밝혔다.
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울중앙지법	서울중앙지법	NNP	B-ORG
_	_	_	O
형사	형사	NNG	B-NOH
18	18	SN	I-NOH
단독	단독	NNG	O
_	_	_	O
오윤경	오윤경	NNP	B-PER
_	_	_	O
판사	판사	NNG	O
는	는	JX	O
_	_	_	O
무고	무고	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
불구속	불구속	NNG	O
_	_	_	O
기소된	기소되+ㄴ	VV+ETM	O
_	_	_	O
박	박	NNP	B-PER
씨	씨	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
혐의	혐의	NNG	O
를	를	JKO	O
_	_	_	O
부인하	부인하	VV	O
며	며	EC	O
_	_	_	O
잘못	잘못	NNG	O
을	을	JKO	O
_	_	_	O
반성하	반성하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
고	고	EC	O
_	_	_	O
피해자	피해자	NNG	O
로부터	로부터	JKB	O
_	_	_	O
용서	용서	NNG	O
받	받	VV	O
지	지	EC	O
도	도	JX	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
선고	선고	NNG	O
_	_	_	O
이유	이유	NNG	O
를	를	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

