## 1
## 현대건설은 오는 18일 특별공급을 시작으로 19일 1순위, 20일 2순위 청약을 받는다.
## <현대건설:ORG>은 오는 <18일:DAT> 특별공급을 시작으로 <19일:DAT> <1순위:NOH>, <20일:DAT> <2순위:NOH> 청약을 받는다.
현대건설	현대건설	NNP	B-ORG
주	주	VX	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
통합	통합	NNG	O
_	_	_	O
주행	주행	NNG	O
_	_	_	O
모드	모드	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
외부	외부	NNG	O
소음	소음	NNG	O
과	과	JC	O
_	_	_	O
풍	풍	XSN	O
절음	절음	NNG	O
_	_	_	O
차단	차단	NNG	O
을	을	JKO	O
_	_	_	O
극대화한	극대화하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
이중	이중	NNG	O
접합	접합	NNG	O
_	_	_	O
차음	차음	NNG	O
유리	유리	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
원음	원음	NNG	O
_	_	_	O
재생	재생	NNG	O
능력	능력	NNG	O
이	이	JKS	O
_	_	_	O
뛰어난	뛰어나+ㄴ	VA+ETM	O
_	_	_	O
스피커	스피커	NNG	O
_	_	_	O
‘	‘	SS	O
렉시	렉시	NNP	O
콘	콘	NNG	O
_	_	_	O
프리미엄	프리미엄	NNG	O
_	_	_	O
사운드	사운드	NNG	O
_	_	_	O
시스템	시스템	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
12.3	12.3	SN	B-NOH
인치	인치	NNB	I-NOH
_	_	_	O
대형	대형	NNG	O
화면	화면	NNG	O
_	_	_	O
‘	‘	SS	O
와이드	와이드	NNG	O
_	_	_	O
내비게이션	내비게이션	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
운전자	운전자	NNG	O
의	의	JKG	O
_	_	_	O
체형	체형	NNG	O
과	과	JC	O
_	_	_	O
몸무게	몸무게	NNG	O
를	를	JKO	O
_	_	_	O
입력하	입력하	VV	O
면	면	EC	O
_	_	_	O
최적	최적	NNG	O
의	의	JKG	O
_	_	_	O
착좌	착좌	NNG	O
_	_	_	O
자세	자세	NNG	O
를	를	JKO	O
_	_	_	O
알려	알리+어	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
운전석	운전석	NNG	O
_	_	_	O
스마트	스마트	NNG	O
_	_	_	O
자세	자세	NNG	O
_	_	_	O
제어	제어	NNG	O
_	_	_	O
시스템	시스템	NNG	O
’	’	SS	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
기본	기본	NNG	O
_	_	_	O
탑재	탑재되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 3.3 터보 모델과 5.0 모델에는 어떠한 도로 조건에서도 최적의 승차감을 유지하고 조종 안정성을 극대화한 서스펜션 HVCS(Hyundai Variable Control Suspension)가 최초로 적용했다.
## <3.3 터보 모델:NOH>과 <5.0 모델:NOH>에는 어떠한 도로 조건에서도 최적의 승차감을 유지하고 조종 안정성을 극대화한 서스펜션 <HVCS:POH>(<Hyundai Variable Control Suspension:POH>)가 최초로 적용했다.
3.3	3.3	SN	B-NOH
_	_	_	I-NOH
터보	터보	NNG	I-NOH
_	_	_	I-NOH
모델	모델	NNG	I-NOH
과	과	JC	O
_	_	_	O
5.0	5.0	SN	B-NOH
_	_	_	I-NOH
모델	모델	NNG	I-NOH
에	에	JKB	O
는	는	JX	O
_	_	_	O
어떠한	어떠하+ㄴ	VA+ETM	O
_	_	_	O
도로	도로	NNG	O
_	_	_	O
조건	조건	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
최적	최적	NNG	O
의	의	JKG	O
_	_	_	O
승차감	승차감	NNG	O
을	을	JKO	O
_	_	_	O
유지하	유지하	VV	O
고	고	EC	O
_	_	_	O
조종	조종	NNG	O
_	_	_	O
안정성	안정성	NNG	O
을	을	JKO	O
_	_	_	O
극대화한	극대화하+ㄴ	VV+ETM	O
_	_	_	O
서스펜션	서스펜션	NNG	O
_	_	_	O
HVCS	HVCS	SL	B-POH
(	(	SS	O
Hyundai	Hyundai	SL	B-POH
_	_	_	I-POH
Variable	Variable	SL	I-POH
_	_	_	I-POH
Control	Control	SL	I-POH
_	_	_	I-POH
Suspension	Suspension	SL	I-POH
)	)	SS	O
가	가	JKS	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
적용	적용하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 박정희 모델의 대기업 지배체제와 중앙집권-수도권 일극발전체제, 그리고 신자유주의가 떠받드는 노동시장 유연화와 부자 감세 정책이 주요 원인이다.
## <박정희:PER> 모델의 대기업 지배체제와 중앙집권-<수도권:LOC> 일극발전체제, 그리고 신자유주의가 떠받드는 노동시장 유연화와 부자 감세 정책이 주요 원인이다.
박정희	박정희	NNP	B-PER
_	_	_	O
모델	모델	NNG	O
의	의	JKG	O
_	_	_	O
대기업	대기업	NNG	O
_	_	_	O
지배	지배	NNG	O
체제	체제	NNG	O
와	와	JC	O
_	_	_	O
중앙	중앙	NNG	O
집권	집권	NNG	O
-	-	SO	O
수도권	수도권	NNG	B-LOC
_	_	_	O
일극	일극	NNG	O
발전	발전	NNG	O
체제	체제	NNG	O
,	,	SP	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
신자유주의	신자유주의	NNG	O
가	가	JKS	O
_	_	_	O
떠받드	떠받들	VV	O
는	는	ETM	O
_	_	_	O
노동시장	노동시장	NNG	O
_	_	_	O
유연	유연	NNG	O
화	화	XSN	O
와	와	JC	O
_	_	_	O
부자	부자	NNG	O
_	_	_	O
감세	감세	NNG	O
_	_	_	O
정책	정책	NNG	O
이	이	JKS	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
원인	원인	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 후반전에도 도르트문트와 크라스노다르는 접전을 펼쳤다.
## 후반전에도 <도르트문트:ORG>와 <크라스노다르:ORG>는 접전을 펼쳤다.
후반전	후반전	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
도르트문트	도르트문트	NNP	B-ORG
와	와	JC	O
_	_	_	O
크라스노다르	크라스노다르	NNP	B-ORG
는	는	JX	O
_	_	_	O
접전	접전	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 후반에 들어 왼쪽 측면 수비수로 자리를 옮긴 박주호는 후반 추가시간에 좋은 위치선정으로 오른쪽 측면에서 올라온 볼을 깔끔한 헤딩슛으로 극적인 역전골을 만들어냈다.
## 후반에 들어 왼쪽 측면 수비수로 자리를 옮긴 <박주호:PER>는 후반 추가시간에 좋은 위치선정으로 오른쪽 측면에서 올라온 볼을 깔끔한 헤딩슛으로 극적인 역전골을 만들어냈다.
후반	후반	NNG	O
에	에	JKB	O
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
측면	측면	NNG	O
_	_	_	O
수비수	수비수	NNG	O
로	로	JKB	O
_	_	_	O
자리	자리	NNG	O
를	를	JKO	O
_	_	_	O
옮긴	옮기+ㄴ	VV+ETM	O
_	_	_	O
박주호	박주호	NNP	B-PER
는	는	JX	O
_	_	_	O
후반	후반	NNG	O
_	_	_	O
추가	추가	NNG	O
시간	시간	NNG	O
에	에	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
위치	위치	NNG	O
선정	선정	NNG	O
으로	으로	JKB	O
_	_	_	O
오른쪽	오른쪽	NNG	O
_	_	_	O
측면	측면	NNG	O
에서	에서	JKB	O
_	_	_	O
올라온	올라오+ㄴ	VV+ETM	O
_	_	_	O
볼	볼	NNG	O
을	을	JKO	O
_	_	_	O
깔끔한	깔끔하+ㄴ	VA+ETM	O
_	_	_	O
헤딩슛	헤딩슛	NNG	O
으로	으로	JKB	O
_	_	_	O
극적	극적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
역전	역전	NNG	O
골	골	NNG	O
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
냈	내+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 역전승을 거둔 도르트문트의 토마스 투헬 감독은 경기 후 “오늘 우리는 모든 면에서 고전했다.
## 역전승을 거둔 <도르트문트:ORG>의 <토마스 투헬:PER> 감독은 경기 후 “오늘 우리는 모든 면에서 고전했다.
역전승	역전승	NNG	O
을	을	JKO	O
_	_	_	O
거둔	거두+ㄴ	VV+ETM	O
_	_	_	O
도르트문트	도르트문트	NNP	B-ORG
의	의	JKG	O
_	_	_	O
토마스	토마스	NNP	B-PER
_	_	_	I-PER
투	투	NNB	I-PER
헬	헬	NNG	I-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
“	“	SS	O
오늘	오늘	NNG	O
_	_	_	O
우리	우리	NP	O
는	는	JX	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
면	면	NNG	O
에서	에서	JKB	O
_	_	_	O
고전	고전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 안철수 “개헌 제안 盧에 ‘참 나쁜 대통령’이라더니…” 개헌 배경 의심
## <안철수:PER> “개헌 제안 盧에 ‘참 나쁜 대통령’이라더니…” 개헌 배경 의심
안철수	안철수	NNP	B-PER
_	_	_	O
“	“	SS	O
개헌	개헌	NNG	O
_	_	_	O
제안	제안	NNG	O
_	_	_	O
盧	盧	SH	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
참	참	MAG	O
_	_	_	O
나쁜	나쁘+ㄴ	VA+ETM	O
_	_	_	O
대통령	대통령	NNG	O
’	’	SS	O
이	이	VCP	O
라더니	라더니	EC	O
…	…	SE	O
”	”	SS	O
_	_	_	O
개헌	개헌	NNG	O
_	_	_	O
배경	배경	NNG	O
_	_	_	O
의심	의심	NNG	O

## 10
## ‘여자친구’그룹 여자친구가 1위 공약을 내세웠다.
## ‘여자친구’그룹 여자친구가 <1위:NOH> 공약을 내세웠다.
‘	‘	SS	O
여자	여자	NNG	O
친구	친구	NNG	O
’	’	SS	O
그룹	그룹	NNG	O
_	_	_	O
여자	여자	NNG	O
친구	친구	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
공약	공약	NNG	O
을	을	JKO	O
_	_	_	O
내세	내세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이베스트투자증권의 최대주주인 LS네트웍스는 지난달 26일 공시를 통해 “주간사회사를 선정해 보유지분 매각을 추진 중”이라고 밝혔다.
## <이베스트투자증권:ORG>의 최대주주인 <LS네트웍스:ORG>는 지난달 <26일:DAT> 공시를 통해 “주간사회사를 선정해 보유지분 매각을 추진 중”이라고 밝혔다.
이베스트투자증권	이베스트투자증권	NNP	B-ORG
의	의	JKG	O
_	_	_	O
최대	최대	NNG	O
주주	주주	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
LS	LS	SL	B-ORG
네트웍스	네트웍스	NNG	I-ORG
는	는	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공시	공시	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
주간	주간	NNG	O
사	사	XSN	O
회사	회사	NNG	O
를	를	JKO	O
_	_	_	O
선정해	선정하+여	VV+EC	O
_	_	_	O
보유	보유	NNG	O
지분	지분	NNG	O
_	_	_	O
매각	매각	NNG	O
을	을	JKO	O
_	_	_	O
추진	추진	NNG	O
_	_	_	O
중	중	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 시청자 울린 박영규 수상소감 “항상 보고싶은 하늘에 있는 아들…”
## 시청자 울린 <박영규:PER> 수상소감 “항상 보고싶은 하늘에 있는 아들…”
시청자	시청자	NNG	O
_	_	_	O
울린	울리+ㄴ	VV+ETM	O
_	_	_	O
박영규	박영규	NNP	B-PER
_	_	_	O
수상	수상	NNG	O
소감	소감	NNG	O
_	_	_	O
“	“	SS	O
항상	항상	MAG	O
_	_	_	O
보	보	VV	O
고	고	EC	O
싶	싶	VX	O
은	은	ETM	O
_	_	_	O
하늘	하늘	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
아들	아들	NNG	O
…	…	SE	O
”	”	SS	O

## 13
## 이 교수는 ‘전통의학 처방의 현대 시스템 생물학적 재해석과 응용’을 통해 전통 한약의 다중 성분이 상승 효과를 통해 다중표적에 약효를 발휘한다는 점을 강조할 예정이다.
## <이:PER> 교수는 ‘전통의학 처방의 현대 시스템 생물학적 재해석과 응용’을 통해 전통 한약의 다중 성분이 상승 효과를 통해 다중표적에 약효를 발휘한다는 점을 강조할 예정이다.
이	이	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
전통	전통	NNG	O
의학	의학	NNG	O
_	_	_	O
처방	처방	NNG	O
의	의	JKG	O
_	_	_	O
현대	현대	NNP	O
_	_	_	O
시스템	시스템	NNG	O
_	_	_	O
생물학	생물학	NNG	O
적	적	XSN	O
_	_	_	O
재해석	재해석	NNG	O
과	과	JC	O
_	_	_	O
응용	응용	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
전통	전통	NNG	O
_	_	_	O
한약	한약	NNG	O
의	의	JKG	O
_	_	_	O
다중	다중	NNG	O
_	_	_	O
성분	성분	NNG	O
이	이	JKS	O
_	_	_	O
상승	상승	NNG	O
_	_	_	O
효과	효과	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
다중	다중	NNG	O
표적	표적	NNG	O
에	에	JKB	O
_	_	_	O
약효	약효	NNG	O
를	를	JKO	O
_	_	_	O
발휘한다는	발휘하+ㄴ다는	VV+ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
강조할	강조하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 10일 한국보건사회연구원이 발표한 ‘전국 출산력 및 가족보건·복지실태’에 따르면 15~49세 기혼여성의 평균 자녀 수는 1.75명이었다.
## <10일:DAT> <한국보건사회연구원:ORG>이 발표한 ‘전국 출산력 및 가족보건·복지실태’에 따르면 <15:NOH>~<49세:NOH> 기혼여성의 평균 자녀 수는 <1.75명:NOH>이었다.
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
한국보건사회연구원	한국보건사회연구원	NNP	B-ORG
이	이	JKS	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
전국	전국	NNG	O
_	_	_	O
출산	출산	NNG	O
력	력	XSN	O
_	_	_	O
및	및	MAG	O
_	_	_	O
가족	가족	NNG	O
보건	보건	NNG	O
·	·	SP	O
복지	복지	NNG	O
실태	실태	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
15	15	SN	B-NOH
~	~	SO	O
49	49	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
기혼	기혼	NNG	O
여성	여성	NNG	O
의	의	JKG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
자녀	자녀	NNG	O
_	_	_	O
수	수	NNG	O
는	는	JX	O
_	_	_	O
1.75	1.75	SN	B-NOH
명	명	NNB	I-NOH
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 엄마가 둘·아빠가 한 명, 세계 최초 ‘세 부모 아이’ 태어나…무슨 일?
## 엄마가 <둘:NOH>·아빠가 <한 명:NOH>, 세계 최초 ‘<세 부모:NOH> 아이’ 태어나…무슨 일?
엄마	엄마	NNG	O
가	가	JKS	O
_	_	_	O
둘	둘	NR	B-NOH
·	·	SP	O
아빠	아빠	NNG	O
가	가	JKS	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최초	최초	NNG	O
_	_	_	O
‘	‘	SS	O
세	세	MM	B-NOH
_	_	_	I-NOH
부모	부모	NNG	I-NOH
_	_	_	O
아이	아이	NNG	O
’	’	SS	O
_	_	_	O
태어나	태어나+아	VV+EC	O
…	…	SE	O
무슨	무슨	MM	O
_	_	_	O
일	일	NNP	O
?	?	SF	O

