## 1
## 류현진이 건강만 되찾는다면 선발 자리를 꿰차는데 문제 없어 보이지만 우선은 이를 증명해야 한다.
## <류현진:PER>이 건강만 되찾는다면 선발 자리를 꿰차는데 문제 없어 보이지만 우선은 이를 증명해야 한다.
류현진	류현진	NNP	B-PER
## 연간 해안가에서 버려지는 쓰레기 양만 <7275t:NOH>이나 되며 여름 휴가철 주요 해수욕장에서는 일 평균 <8:NOH>∼<12t:NOH>, 주말에는 <50t:NOH> 가량의 쓰레기가 발생하고 있다.
연간	연간	NNG	O
_	_	_	O
해안가	해안가	NNG	O
에서	에서	JKB	O
_	_	_	O
버려지	버려지	VV	O
는	는	ETM	O
_	_	_	O
쓰레기	쓰레기	NNG	O
_	_	_	O
양	양	NNG	O
만	만	JX	O
_	_	_	O
7275	7275	SN	B-NOH
t	t	SL	I-NOH
이나	이나	JX	O
_	_	_	O
되	되	VV	O
며	며	EC	O
_	_	_	O
여름	여름	NNG	O
_	_	_	O
휴가철	휴가철	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
해수욕장	해수욕장	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
일	일	NNB	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
8	8	SN	B-NOH
∼	∼	SO	O
12	12	SN	B-NOH
t	t	SL	I-NOH
,	,	SP	O
_	_	_	O
주말	주말	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
50	50	SN	B-NOH
t	t	SL	I-NOH
_	_	_	O
가량	가량	XSN	O
의	의	JKG	O
_	_	_	O
쓰레기	쓰레기	NNG	O
가	가	JKS	O
_	_	_	O
발생하	발생하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 준우승만 3차례다.
## 준우승만 <3차례:NOH>다.
준우승	준우승	NNG	O
만	만	JX	O
_	_	_	O
3	3	SN	B-NOH
차례	차례+이	NNG+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 6
## 하트 오브 더 씨, 소형 카메라로 배우들 사투 담아
## <하트 오브 더 씨:POH>, 소형 카메라로 배우들 사투 담아
하트	하트	NNP	B-POH
_	_	_	I-POH
오브	오브	NNG	I-POH
_	_	_	I-POH
더	더	MAG	I-POH
_	_	_	I-POH
씨	씨	NNB	I-POH
,	,	SP	O
_	_	_	O
소형	소형	NNG	O
_	_	_	O
카메라	카메라	NNG	O
로	로	JKB	O
_	_	_	O
배우	배우	NNG	O
들	들	XSN	O
_	_	_	O
사투	사투	NNG	O
_	_	_	O
담	담	VV	O
아	아	EC	O

## 7
## KB국민은행도 지난해 9월 캄보디아에서 모바일뱅킹 서비스인 ‘리브KB캄보디아’를 선보이며 동남아 금융사업 확장에 나섰다.
## <KB국민은행:ORG>도 지난해 <9월:DAT> <캄보디아:LOC>에서 모바일뱅킹 서비스인 ‘<리브KB캄보디아:POH>’를 선보이며 <동남아:LOC> 금융사업 확장에 나섰다.
KB	KB	SL	B-ORG
국민은행	국민은행	NNP	I-ORG
도	도	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
캄보디아	캄보디아	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
모바일	모바일	NNG	O
뱅킹	뱅킹	NNG	O
_	_	_	O
서비스	서비스	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
리브	리브	NNP	B-POH
KB	KB	SL	I-POH
캄보디아	캄보디아	NNP	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
선보이	선보이	VV	O
며	며	EC	O
_	_	_	O
동남아	동남아	NNP	B-LOC
_	_	_	O
금융	금융	NNG	O
사업	사업	NNG	O
_	_	_	O
확장	확장	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한국과 미국, 일본이 다음달 사상 처음으로 북한의 탄도미사일을 탐지 추적하는 미사일 경보훈련을 실시한다고 국방부가 16일 밝혔다.
## <한국:ORG>과 <미국:ORG>, <일본:ORG>이 다음달 사상 처음으로 <북한:ORG>의 탄도미사일을 탐지 추적하는 미사일 경보훈련을 실시한다고 <국방부:ORG>가 <16일:DAT> 밝혔다.
한국	한국	NNP	B-ORG
과	과	JC	O
_	_	_	O
미국	미국	NNP	B-ORG
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
이	이	JKS	O
_	_	_	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
사상	사상	NNG	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
탄도	탄도	NNG	O
미사일	미사일	NNG	O
을	을	JKO	O
_	_	_	O
탐지	탐지	NNG	O
_	_	_	O
추적하	추적하	VV	O
는	는	ETM	O
_	_	_	O
미사일	미사일	NNG	O
_	_	_	O
경보	경보	NNG	O
훈련	훈련	NNG	O
을	을	JKO	O
_	_	_	O
실시한다고	실시하+ㄴ다고	VV+EC	O
_	_	_	O
국방부	국방부	NNG	B-ORG
가	가	JKS	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 성씨의 농장은 오가리 미군 포사격장에서 직선으로 2㎞가량 떨어져 있고, 상공으로 포탄이 날아가는 지점에 있다.성씨는 기자와 통화에서 “나흘 전 포사격 사격훈련 때부터 소음이 크게 들려왔고 10일엔 소들이 깜짝 놀라 뛰어다녔으며, 이후 임신 중이던 한 마리가 유산했다”고 말했다.
## <성:PER>씨의 농장은 <오가리 미군 포사격장:LOC>에서 직선으로 <2㎞:NOH>가량 떨어져 있고, 상공으로 포탄이 날아가는 지점에 있다.<성:PER>씨는 기자와 통화에서 “나흘 전 포사격 사격훈련 때부터 소음이 크게 들려왔고 <10일:DAT>엔 소들이 깜짝 놀라 뛰어다녔으며, 이후 임신 중이던 <한 마리:NOH>가 유산했다”고 말했다.
성씨	성씨	NNG	O
의	의	JKG	O
_	_	_	O
농장	농장	NNG	O
은	은	JX	O
_	_	_	O
오가리	오가리	NNG	B-LOC
_	_	_	I-LOC
미군	미군	NNG	I-LOC
_	_	_	I-LOC
포	포	NNG	I-LOC
사격장	사격장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
직선	직선	NNG	O
으로	으로	JKB	O
_	_	_	O
2	2	SN	B-NOH
㎞	㎞	SW	I-NOH
가량	가량	XSN	O
_	_	_	O
떨어져	떨어지+어	VV+EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
상공	상공	NNG	O
으로	으로	JKB	O
_	_	_	O
포탄	포탄	NNG	O
이	이	JKS	O
_	_	_	O
날아가	날아가	VV	O
는	는	ETM	O
_	_	_	O
지점	지점	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O
성	성	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
기자	기자	NNG	O
와	와	JKB	O
_	_	_	O
통화	통화	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
나흘	나흘	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
포사격	포사격	NNG	O
_	_	_	O
사격	사격	NNG	O
훈련	훈련	NNG	O
_	_	_	O
때	때	NNG	O
부터	부터	JX	O
_	_	_	O
소음	소음	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
들려	들려오	VV	O
왔	았	EP	O
고	고	EC	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
엔	에+ㄴ	JKB+JX	O
_	_	_	O
소	소	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
놀라	놀라+아	VV+EC	O
_	_	_	O
뛰	뛰	VV	O
어	어	EC	O
다녔	다니+었	VV+EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
임신	임신	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
마리	마리	NNB	I-NOH
가	가	JKS	O
_	_	_	O
유산	유산하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 임시휴일 어린이집 이용 가능, 1명이라도 수요 있을 시 당번 교사 배치
## 임시휴일 <어린이:POH>집 이용 가능, <1명:NOH>이라도 수요 있을 시 당번 교사 배치
임시	임시	NNG	O
휴일	휴일	NNG	O
_	_	_	O
어린이집	어린이집	NNG	O
_	_	_	O
이용	이용	NNG	O
_	_	_	O
가능	가능	NNG	O
,	,	SP	O
_	_	_	O
1	1	SN	B-NOH
명	명	NNB	I-NOH
이라도	이라도	JX	O
_	_	_	O
수요	수요	NNG	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
시	시	NNG	O
_	_	_	O
당번	당번	NNG	O
_	_	_	O
교사	교사	NNG	O
_	_	_	O
배치	배치	NNG	O

## 11
## 원유와 천연가스 자연 분출량은 SINOPEC 탐사 사상 최대이다.
## 원유와 천연가스 자연 분출량은 <SINOPEC:ORG> 탐사 사상 최대이다.
원유	원유	NNG	O
와	와	JC	O
_	_	_	O
천연가스	천연가스	NNG	O
_	_	_	O
자연	자연	NNG	O
_	_	_	O
분출량	분출량	NNG	O
은	은	JX	O
_	_	_	O
SINOPEC	SINOPEC	SL	B-ORG
_	_	_	O
탐사	탐사	NNG	O
_	_	_	O
사상	사상	NNG	O
_	_	_	O
최대	최대	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 세월호 사고와 미국의 돈 풀기(양적완화) 중단, 유럽 경기 침체 등 안팎으로 위기가 겹친 탓이다.
## <세월호 사고:POH>와 <미국:ORG>의 돈 풀기(양적완화) 중단, <유럽:ORG> 경기 침체 등 안팎으로 위기가 겹친 탓이다.
세월호	세월호	NNP	B-POH
_	_	_	I-POH
사고	사고	NNG	I-POH
와	와	JC	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
돈	돈	NNG	O
_	_	_	O
풀	풀	VV	O
기	기	ETN	O
(	(	SS	O
양적	양적	NNG	O
완화	완화	NNG	O
)	)	SS	O
_	_	_	O
중단	중단	NNG	O
,	,	SP	O
_	_	_	O
유럽	유럽	NNP	B-ORG
_	_	_	O
경기	경기	NNG	O
_	_	_	O
침체	침체	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
안팎	안팎	NNG	O
으로	으로	JKB	O
_	_	_	O
위기	위기	NNG	O
가	가	JKS	O
_	_	_	O
겹친	겹치+ㄴ	VV+ETM	O
_	_	_	O
탓	탓	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## BMW그룹코리아에서 수입·판매한 48개 차종 2만1377대의 차량에서 제작 결함이 발견돼 리콜이 실시된다.
## <BMW그룹코리아:ORG>에서 수입·판매한 <48개:NOH> 차종 <2만1377대:NOH>의 차량에서 제작 결함이 발견돼 리콜이 실시된다.
BMW	BMW	SL	B-ORG
그룹	그룹	NNG	I-ORG
코리아	코리아	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
수입	수입	NNG	O
·	·	SP	O
판매한	판매하+ㄴ	VV+ETM	O
_	_	_	O
48	48	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
차종	차종	NNG	O
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
1377	1377	SN	I-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
에서	에서	JKB	O
_	_	_	O
제작	제작	NNG	O
_	_	_	O
결함	결함	NNG	O
이	이	JKS	O
_	_	_	O
발견돼	발견되+어	VV+EC	O
_	_	_	O
리콜	리콜	NNG	O
이	이	JKS	O
_	_	_	O
실시된다	실시되+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 기성용 출전 이후 스완지시티의 공격은 활발해졌지만, 골은 터지지 않았다.
## <기성용:PER> 출전 이후 <스완지시티:ORG>의 공격은 활발해졌지만, 골은 터지지 않았다.
기성용	기성용	NNP	B-PER
_	_	_	O
출전	출전	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
스완지시티	스완지시티	NNP	B-ORG
의	의	JKG	O
_	_	_	O
공격	공격	NNG	O
은	은	JX	O
_	_	_	O
활발해	활발하	VA	O
졌	여+지+었	EC+VX+EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
골	골	NNG	O
은	은	JX	O
_	_	_	O
터지	터지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 각 차량의 판매 수익 중 일부는 10대 암 환자를 위한 자선단체인 ‘틴에이지 캔서 트러스트(Teenage Cancer Trust)' 등 각각의 뮤지션들이 선택한 자선 단체에 기부된다.
## 각 차량의 판매 수익 중 일부는 <10대:NOH> 암 환자를 위한 자선단체인 ‘<틴에이지 캔서 트러스트:ORG>(<Teenage Cancer Trust:ORG>)' 등 각각의 뮤지션들이 선택한 자선 단체에 기부된다.
각	각	MM	O
_	_	_	O
차량	차량	NNG	O
의	의	JKG	O
_	_	_	O
판매	판매	NNG	O
_	_	_	O
수익	수익	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
일부	일부	NNG	O
는	는	JX	O
_	_	_	O
10	10	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
암	암	NNG	O
_	_	_	O
환자	환자	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
자선	자선	NNG	O
단체	단체	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
틴	틴	NNG	B-ORG
에이지	에이지	NNG	I-ORG
_	_	_	I-ORG
캔서	캔서	NNG	I-ORG
_	_	_	I-ORG
트러스트	트러스트	NNG	I-ORG
(	(	SS	O
Teenage	Teenage	SL	B-ORG
_	_	_	I-ORG
Cancer	Cancer	SL	I-ORG
_	_	_	I-ORG
Trust	Trust	SL	I-ORG
)	)	SS	O
'	'	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
각각	각각	NNG	O
의	의	JKG	O
_	_	_	O
뮤지션	뮤지션	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
선택한	선택하+ㄴ	VV+ETM	O
_	_	_	O
자선	자선	NNG	O
_	_	_	O
단체	단체	NNG	O
에	에	JKB	O
_	_	_	O
기부	기부	NNG	O
된다	되+ㄴ다	XSV+EF	O
.	.	SF	O

