## 1
## 도슨트의 설명은 주목도가 높았다.
## <도슨트:PER>의 설명은 주목도가 높았다.
도슨	도슨	NNP	B-PER
## <21일:DAT> <MBC:POH> ‘<다큐스페셜:POH>’에서 ‘<션:PER>, <정혜영:PER> 부부의 세상을 바꾸는 <하나:NOH>’ 편이 방송됐다.
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
다큐	다큐	NNG	B-POH
스페셜	스페셜	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
션	션	NNP	B-PER
,	,	SP	O
_	_	_	O
정혜영	정혜영	NNP	B-PER
_	_	_	O
부부	부부	NNG	O
의	의	JKG	O
_	_	_	O
세상	세상	NNG	O
을	을	JKO	O
_	_	_	O
바꾸	바꾸	VV	O
는	는	ETM	O
_	_	_	O
하나	하나	NNP	B-NOH
’	’	SS	O
_	_	_	O
편	편	NNB	O
이	이	JKS	O
_	_	_	O
방송	방송되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 그러면서 ‘벚꽃 연금’이란 우스갯소리도 나온다.
## 그러면서 ‘<벚꽃 연금:POH>’이란 우스갯소리도 나온다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
‘	‘	SS	O
벚꽃	벚꽃	NNG	B-POH
_	_	_	I-POH
연금	연금	NNG	I-POH
’	’	SS	O
이란	이란	JX	O
_	_	_	O
우스갯소리	우스갯소리	NNG	O
도	도	JX	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 강덕기 한국외대 러시아어과 교수는 2013년 야쿠츠크와 레나강을 사이에 두고 있는 니즈니베스자흐까지 철도길이 열린 것에 주목했다.
## <강덕기:PER> <한국외대:ORG> 러시아어과 교수는 <2013년:DAT> <야쿠츠크:LOC>와 <레나강:LOC>을 사이에 두고 있는 <니즈니베스자흐:LOC>까지 철도길이 열린 것에 주목했다.
강덕기	강덕기	NNP	B-PER
_	_	_	O
한국외대	한국외대	NNP	B-ORG
_	_	_	O
러시아	러시아	NNP	O
어	어	XSN	O
과	과	NNG	O
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
야쿠츠크	야쿠츠크	NNP	B-LOC
와	와	JC	O
_	_	_	O
레나	레나	NNP	B-LOC
강	강	NNG	I-LOC
을	을	JKO	O
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
니즈니	니즈니	NNP	B-LOC
베스	베스	NNG	I-LOC
자	자	XSN	I-LOC
흐	흐	NNG	I-LOC
까지	까지	JX	O
_	_	_	O
철도	철도	NNG	O
길	길	NNG	O
이	이	JKS	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
주목	주목하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 모든 정치집단은 대한민국 속에서 국민을 위해 고민하는 집단일 것이라 봅니다.
## 모든 정치집단은 <대한민국:ORG> 속에서 국민을 위해 고민하는 집단일 것이라 봅니다.
모든	모든	MM	O
_	_	_	O
정치	정치	NNG	O
집단	집단	NNG	O
은	은	JX	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
국민	국민	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
고민하	고민하	VV	O
는	는	ETM	O
_	_	_	O
집단	집단	NNG	O
일	이+ㄹ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
봅니다	보+ㅂ니다	VV+EF	O
.	.	SF	O

## 8
## 앞으로 더불어민주당도 더욱 국민과 국가를 위해 고민하는 정당으로 거듭나기를 기대합니다.
## 앞으로 <더불어민주당:ORG>도 더욱 국민과 국가를 위해 고민하는 정당으로 거듭나기를 기대합니다.
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
도	도	JX	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
국민	국민	NNG	O
과	과	JC	O
_	_	_	O
국가	국가	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
고민하	고민하	VV	O
는	는	ETM	O
_	_	_	O
정당	정당	NNG	O
으로	으로	JKB	O
_	_	_	O
거듭나	거듭나	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
기대합니다	기대하+ㅂ니다	VV+EF	O
.	.	SF	O

## 9
## 그동안 저 조경태에게 보내주신 국민과 당원 여러분의 지지와 성원에 감사드립니다.
## 그동안 저 <조경태:PER>에게 보내주신 국민과 당원 여러분의 지지와 성원에 감사드립니다.
그동안	그동안	NNG	O
_	_	_	O
저	저	NP	O
_	_	_	O
조경태	조경태	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
보내	보내+어	VV+EC	O
주	주	VX	O
신	시+ㄴ	EP+ETM	O
_	_	_	O
국민	국민	NNG	O
과	과	JC	O
_	_	_	O
당원	당원	NNG	O
_	_	_	O
여러분	여러분	NP	O
의	의	JKG	O
_	_	_	O
지지	지지	NNG	O
와	와	JC	O
_	_	_	O
성원	성원	NNG	O
에	에	JKB	O
_	_	_	O
감사	감사	NNG	O
드립니다	드리+ㅂ니다	XSV+EF	O
.	.	SF	O

## 10
## 박영수 특별검사팀의 청와대 압수수색과 대면조사가 임박한 가운데 한 여권 관계자가 “장세동 전 안기부장(사진) 같은 사람이 없다”고 말한 것으로 알려졌다.
## <박영수:PER> 특별검사팀의 <청와대:ORG> 압수수색과 대면조사가 임박한 가운데 한 여권 관계자가 “<장세동:PER> 전 안기부장(사진) 같은 사람이 없다”고 말한 것으로 알려졌다.
박영수	박영수	NNP	B-PER
_	_	_	O
특별	특별	NNG	O
검사	검사	NNG	O
팀	팀	NNG	O
의	의	JKG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
압수	압수	NNG	O
수색	수색	NNG	O
과	과	JC	O
_	_	_	O
대면	대면	NNG	O
조사	조사	NNG	O
가	가	JKS	O
_	_	_	O
임박한	임박하+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
여권	여권	NNG	O
_	_	_	O
관계자	관계자	NNG	O
가	가	JKS	O
_	_	_	O
“	“	SS	O
장세동	장세동	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
안기부	안기부	NNP	O
장	장	XSN	O
(	(	SS	O
사진	사진	NNG	O
)	)	SS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말한	말하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 25일 헤럴드경제가 밝힌 한 여권 관계자는 “청와대가 공개적인 입장을 밝힐 수는 없겠지만 현 정부에서 누릴 것은 다 누린 사람들이 상황이 바뀌었다고 이렇게 나오는 게 좋게 보일 리 있겠느냐”고 불편한 기색을 드러냈다.
## <25일:DAT> <헤럴드경제:POH>가 밝힌 한 여권 관계자는 “<청와대:ORG>가 공개적인 입장을 밝힐 수는 없겠지만 현 정부에서 누릴 것은 다 누린 사람들이 상황이 바뀌었다고 이렇게 나오는 게 좋게 보일 리 있겠느냐”고 불편한 기색을 드러냈다.
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
헤럴드경제	헤럴드경제	NNP	B-POH
가	가	JKS	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	O
_	_	_	O
여권	여권	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
청와대	청와대	NNP	B-ORG
가	가	JKS	O
_	_	_	O
공개적	공개적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
밝힐	밝히+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
는	는	JX	O
_	_	_	O
없	없	VA	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
현	현	MM	O
_	_	_	O
정부	정부	NNG	O
에서	에서	JKB	O
_	_	_	O
누릴	누리+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
다	다	MAG	O
_	_	_	O
누린	누리+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
상황	상황	NNG	O
이	이	JKS	O
_	_	_	O
바뀌	바뀌	VV	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
나오	나오	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
좋	좋	VA	O
게	게	EC	O
_	_	_	O
보일	보이+ㄹ	VV+ETM	O
_	_	_	O
리	리	NNB	O
_	_	_	O
있	있	VA	O
겠	겠	EP	O
느냐	느냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
불편한	불편하+ㄴ	VA+ETM	O
_	_	_	O
기색	기색	NNG	O
을	을	JKO	O
_	_	_	O
드러냈	드러내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

