## 1
## 오에 겐자부로는 일본 현대문학의 초석을 놓은 것으로 평가받는 작가 나쓰메 소세키(1867~1916)의 대표작 ‘마음’에 담긴 군국주의적 요소, 야스쿠니 신사 참배 행위까지 소설의 삽화로 동원하며 일본 사회의 ‘비정상성’을 문제 삼는다.
## <오에 겐자부로:PER>는 <일본:LOC> 현대문학의 초석을 놓은 것으로 평가받는 작가 <나쓰메 소세키:PER>(<1867~1916:DUR>)의 대표작 ‘<마음:POH>’에 담긴 군국주의적 요소, <야스쿠니 신사:ORG> 참배 행위까지 소설의 삽화로 동원하며 <일본:ORG> 사회의 ‘비정상성’을 문제 삼는다.
오에	오에	NNG	B-PER
‘	‘	SS	O
스타	스타	NNG	O
_	_	_	O
검사	검사	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
유명하	유명하	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 그러나 이달 초 트럼프 대통령의 사직서 제출 요구를 거부하고 맞섰다가 해고당했다.
## 그러나 이달 초 <트럼프:PER> 대통령의 사직서 제출 요구를 거부하고 맞섰다가 해고당했다.
그러나	그러나	MAJ	O
_	_	_	O
이달	이달	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
사직서	사직서	NNG	O
_	_	_	O
제출	제출	NNG	O
_	_	_	O
요구	요구	NNG	O
를	를	JKO	O
_	_	_	O
거부하	거부하	VV	O
고	고	EC	O
_	_	_	O
맞섰	맞서+었	VV+EP	O
다가	다가	EC	O
_	_	_	O
해고	해고	NNG	O
당	당하	XSV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## (서울=뉴스1)
## (<서울:LOC>=<뉴스1:ORG>)
(	(	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	B-ORG
1	1	SN	I-ORG
)	)	SS	O

## 12
## 김범(26)이 오랜만에 드라마 출연을 앞두고 공식 석상에 모습을 드러냈다.
## <김범:PER>(<26:NOH>)이 오랜만에 드라마 출연을 앞두고 공식 석상에 모습을 드러냈다.
김범	김범	NNP	B-PER
(	(	SS	O
26	26	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
오랜만	오랜만	NNG	O
에	에	JKB	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
출연	출연	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
석상	석상	NNG	O
에	에	JKB	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
드러냈	드러내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 한국 정부가 독자 대북제재를 발표한 날이다.
## <한국 정부:ORG>가 독자 대북제재를 발표한 날이다.
한국	한국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
가	가	JKS	O
_	_	_	O
독자	독자	NNG	O
_	_	_	O
대북	대북	NNG	O
제재	제재	NNG	O
를	를	JKO	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
날	날	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## ◆북한, 핵탄두 보유 사실인가=노동신문이 공개한 사진은 내폭형 핵폭발장치다.
## ◆<북한:ORG>, 핵탄두 보유 사실인가=<노동신문:POH>이 공개한 사진은 내폭형 핵폭발장치다.
◆	◆	SW	O
북한	북한	NNP	B-ORG
,	,	SP	O
_	_	_	O
핵탄두	핵탄두	NNG	O
_	_	_	O
보유	보유	NNG	O
_	_	_	O
사실	사실	NNG	O
인가	이+ㄴ가	VCP+EC	O
=	=	SW	O
노동신문	노동신문	NNP	B-POH
이	이	JKS	O
_	_	_	O
공개한	공개하+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
은	은	JX	O
_	_	_	O
내폭	내폭	NNG	O
형	형	XSN	O
_	_	_	O
핵폭발	핵폭발	NNG	O
장치	장치	NNG	O
다	다	NNG	O
.	.	SF	O

