## 1
## 섣부른 정치 파업으로 조선업체의 ‘버티기’를 흔드는 것은 중국이나 일본 등 경쟁국 조선업체들만 이롭게 할 뿐이다.
## 섣부른 정치 파업으로 조선업체의 ‘버티기’를 흔드는 것은 <중국:ORG>이나 <일본:ORG> 등 경쟁국 조선업체들만 이롭게 할 뿐이다.
섣부른	섣부르+ㄴ	VA+ETM	O
_	_	_	O
보호	보호	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
차질	차질	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
도록	도록	EC	O
_	_	_	O
해야	하+여야	VX+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 프랑스혁명이나 미국혁명이 일어났을 때도 민주주의는 미래를 장담할 수 없었다.
## <프랑스혁명:POH>이나 <미국혁명:POH>이 일어났을 때도 민주주의는 미래를 장담할 수 없었다.
프랑스	프랑스	NNP	B-POH
혁명	혁명	NNG	I-POH
이나	이나	JC	O
_	_	_	O
미국	미국	NNP	B-POH
혁명	혁명	NNG	I-POH
이	이	JKS	O
_	_	_	O
일어났	일어나+았	VV+EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
도	도	JX	O
_	_	_	O
민주주의	민주주의	NNG	O
는	는	JX	O
_	_	_	O
미래	미래	NNG	O
를	를	JKO	O
_	_	_	O
장담할	장담하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 올림픽 티켓을 따면 런던올림픽 메달로 인한 병역 혜택을 완전히 해결하기 위해 4주간의 기초군사훈련을 받은 뒤 심적 여유를 갖고 다음 시즌을 준비하려 했다.
## 올림픽 티켓을 따면 <런던올림픽:POH> 메달로 인한 병역 혜택을 완전히 해결하기 위해 <4주간:DUR>의 기초군사훈련을 받은 뒤 심적 여유를 갖고 다음 시즌을 준비하려 했다.
올림픽	올림픽	NNG	O
_	_	_	O
티켓	티켓	NNG	O
을	을	JKO	O
_	_	_	O
따	따	VV	O
면	면	EC	O
_	_	_	O
런던	런던	NNP	B-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
메달	메달	NNG	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
병역	병역	NNG	O
_	_	_	O
혜택	혜택	NNG	O
을	을	JKO	O
_	_	_	O
완전히	완전히	MAG	O
_	_	_	O
해결하	해결하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
4	4	SN	B-DUR
주간	주간	NNG	I-DUR
의	의	JKG	O
_	_	_	O
기초	기초	NNG	O
군사훈련	군사훈련	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
심적	심적	NNG	O
_	_	_	O
여유	여유	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
시즌	시즌	NNG	O
을	을	JKO	O
_	_	_	O
준비하	준비하	VV	O
려	려	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이때부터 20년 이상 장기 거주 중이다.
## 이때부터 <20년:DAT> 이상 장기 거주 중이다.
이때	이때	NNG	O
부터	부터	JX	O
_	_	_	O
20	20	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
장기	장기	NNG	O
_	_	_	O
거주	거주	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## [인사] 진에어 신임 대표이사에 조원태 씨
## [인사] <진에어:ORG> 신임 대표이사에 <조원태:PER> 씨
[	[	SS	O
인사	인사	NNG	O
]	]	SS	O
_	_	_	O
진	진	NNG	B-ORG
에어	에어	NNG	I-ORG
_	_	_	O
신임	신임	NNG	O
_	_	_	O
대표	대표	NNG	O
이사	이사	NNG	O
에	에	JKB	O
_	_	_	O
조원태	조원태	NNP	B-PER
_	_	_	O
씨	씨	NNB	O

## 14
## 검찰은 홍 변호사가 일광공영 이규태 대표 외에 강덕수 STX 회장의 사건에서도 선임계를 제출하지 않고 변론했다는 의혹도 추가로 확인하고 있다.
## 검찰은 <홍:PER> 변호사가 <일광공영:ORG> <이규태:PER> 대표 외에 <강덕수:PER> <STX:ORG> 회장의 사건에서도 선임계를 제출하지 않고 변론했다는 의혹도 추가로 확인하고 있다.
검찰	검찰	NNG	O
은	은	JX	O
_	_	_	O
홍	홍	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
가	가	JKS	O
_	_	_	O
일광	일광	NNG	B-ORG
공영	공영	NNG	I-ORG
_	_	_	O
이규태	이규태	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
_	_	_	O
강덕수	강덕수	NNP	B-PER
_	_	_	O
STX	STX	SL	B-ORG
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
사건	사건	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
선임	선임	NNG	O
계	계	XSN	O
를	를	JKO	O
_	_	_	O
제출하	제출하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
변론	변론하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
의혹	의혹	NNG	O
도	도	JX	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
확인하	확인하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

