## 1
## 자동차-항공우주-선박-에너지 등 전시물 80% 체험형 시설로 꾸며
## 자동차-항공우주-선박-에너지 등 전시물 <80%:PNT> 체험형 시설로 꾸며
자동차	자동차	NNG	O
_	_	_	O
부담	부담	NNG	O
_	_	_	O
완화	완화	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
식료품	식료품	NNG	O
_	_	_	O
물가	물가	NNG	O
_	_	_	O
안정	안정	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
노력	노력	NNG	O
이	이	JKS	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
농산물	농산물	NNG	O
_	_	_	O
계약	계약	NNG	O
재배	재배	NNG	O
_	_	_	O
물량	물량	NNG	O
을	을	JKO	O
_	_	_	O
늘리	늘리	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
대규모	대규모	NNG	O
_	_	_	O
출하	출하	NNG	O
시설	시설	NNG	O
을	을	JKO	O
_	_	_	O
건설해	건설하+여	VV+EC	O
_	_	_	O
가격	가격	NNG	O
_	_	_	O
안정성	안정성	NNG	O
을	을	JKO	O
_	_	_	O
높이	높이	VV	O
고	고	EC	O
_	_	_	O
유통	유통	NNG	O
구조	구조	NNG	O
를	를	JKO	O
_	_	_	O
바꿔야	바꾸+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 출구가 하나뿐인 클럽에 수용 가능 인원을 초과해 400명의 입장을 허용한 것은 공직사회에 만연한 부정부패와 관련이 있다고 믿었다.
## 출구가 <하나:NOH>뿐인 클럽에 수용 가능 인원을 초과해 <400명:NOH>의 입장을 허용한 것은 공직사회에 만연한 부정부패와 관련이 있다고 믿었다.
출구	출구	NNG	O
가	가	JKS	O
_	_	_	O
하나	하나	NR	B-NOH
뿐	뿐	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
클럽	클럽	NNG	O
에	에	JKB	O
_	_	_	O
수용	수용	NNG	O
_	_	_	O
가능	가능	NNG	O
_	_	_	O
인원	인원	NNG	O
을	을	JKO	O
_	_	_	O
초과해	초과하+여	VV+EC	O
_	_	_	O
400	400	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
허용한	허용하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
공직	공직	NNG	O
사회	사회	NNG	O
에	에	JKB	O
_	_	_	O
만연한	만연하+ㄴ	VV+ETM	O
_	_	_	O
부정부패	부정부패	NNG	O
와	와	JKB	O
_	_	_	O
관련	관련	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
믿	믿	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그는 재빨리 군복을 벗고 대통령 선거에 출마해 96.9%라는 수상쩍은 득표로 당선되었다.
## 그는 재빨리 군복을 벗고 대통령 선거에 출마해 <96.9%:PNT>라는 수상쩍은 득표로 당선되었다.
그	그	NP	O
는	는	JX	O
_	_	_	O
재빨리	재빨리	MAG	O
_	_	_	O
군복	군복	NNG	O
을	을	JKO	O
_	_	_	O
벗	벗	VV	O
고	고	EC	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
선거	선거	NNG	O
에	에	JKB	O
_	_	_	O
출마해	출마하+여	VV+EC	O
_	_	_	O
96.9	96.9	SN	B-PNT
%	%+이	SW+VCP	I-PNT
라는	라는	ETM	O
_	_	_	O
수상쩍	수상쩍	VA	O
은	은	ETM	O
_	_	_	O
득표	득표	NNG	O
로	로	JKB	O
_	_	_	O
당선되	당선되	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 평택성모병원, 평택굿모닝병원, 평택푸른의원, 평택 365연합의원, 평택 박애병원, 평택 연세허브가정의학과, 평택 새서울의원,
## <평택성모병원:LOC>, <평택굿모닝병원:LOC>, <평택푸른의원:LOC>, <평택 365연합의원:LOC>, <평택 박애병원:LOC>, <평택 연세허브가정의학과:LOC>, <평택 새서울의원:LOC>,
평택성모병원	평택성모병원	NNP	B-LOC
,	,	SP	O
_	_	_	O
평택굿모닝병원	평택굿모닝병원	NNP	B-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
푸른	푸른	NNP	I-LOC
의원	의원	NNG	I-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
_	_	_	I-LOC
365	365	SN	I-LOC
연합	연합	NNG	I-LOC
의원	의원	NNG	I-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
_	_	_	I-LOC
박애병	박애병	NNP	I-LOC
원	원	NNB	I-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
_	_	_	I-LOC
연세	연세	NNG	I-LOC
허브	허브	NNG	I-LOC
가정	가정	NNG	I-LOC
의학	의학	NNG	I-LOC
과	과	NNG	I-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
_	_	_	I-LOC
새서울의원	새서울의원	NNP	I-LOC
,	,	SP	O

## 11
## - 마포자이3차, 중소형 위주 면적 구성, 분양시장 내 인기 높은 펜트하우스등 특화 평면 선보여 서울 강북권 재개발시장이 들썩이고 있다.
## - <마포:LOC>자이<3차:NOH>, 중소형 위주 면적 구성, 분양시장 내 인기 높은 펜트하우스등 특화 평면 선보여 <서울 강북권:LOC> 재개발시장이 들썩이고 있다.
-	-	SO	O
_	_	_	O
마포	마포	NNP	B-LOC
자이	자이	NNP	O
3	3	SN	B-NOH
차	차	NNB	I-NOH
,	,	SP	O
_	_	_	O
중소형	중소형	NNG	O
_	_	_	O
위주	위주	NNG	O
_	_	_	O
면적	면적	NNG	O
_	_	_	O
구성	구성	NNG	O
,	,	SP	O
_	_	_	O
분양	분양	NNG	O
시장	시장	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
인기	인기	NNG	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
펜트하우스	펜트하우스	NNP	O
등	등	NNB	O
_	_	_	O
특화	특화	NNG	O
_	_	_	O
평면	평면	NNG	O
_	_	_	O
선보	선보이	VV	O
여	어	EC	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
강북	강북	NNP	I-LOC
권	권	XSN	I-LOC
_	_	_	O
재개발	재개발	NNG	O
시장	시장	NNG	O
이	이	JKS	O
_	_	_	O
들썩이	들썩이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 최초에 도전하는 차준환, 점프가 최대무기
## 최초에 도전하는 <차준환:PER>, 점프가 최대무기
최초	최초	NNG	O
에	에	JKB	O
_	_	_	O
도전하	도전하	VV	O
는	는	ETM	O
_	_	_	O
차준환	차준환	NNP	B-PER
,	,	SP	O
_	_	_	O
점프	점프	NNG	O
가	가	JKS	O
_	_	_	O
최대	최대	NNG	O
무기	무기	NNG	O

