## 1
## 하루이틀만 식탁에서 빼놓아도 입이 깔깔해질 정도로 한국인의 필수식인 김치를 문화인류학적으로 살펴본 책이 나왔다.
## <하루:NOH><이틀:NOH>만 식탁에서 빼놓아도 입이 깔깔해질 정도로 한국인의 필수식인 김치를 문화인류학적으로 살펴본 책이 나왔다.
하루	하루	NNG	B-NOH
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
체험	체험	NNG	O
프로그램	프로그램	NNG	O
이	이	JKS	O
_	_	_	O
운영되	운영되	VV	O
며	며	EC	O
_	_	_	O
금년	금년	NNG	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
상영	상영	NNG	O
_	_	_	O
예정	예정	NNG	B-PER
인	이+ㄴ	VCP+ETM	I-PER
_	_	_	O
‘	‘	SS	O
플라워	플라워	NNG	O
쇼	쇼	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
야외	야외	NNG	O
_	_	_	O
수변	수변	NNG	O
무대	무대	NNG	O
에서	에서	JKB	O
_	_	_	O
상영하	상영하	VV	O
는	는	ETM	O
_	_	_	O
한편	한편	NNG	O
_	_	_	O
개인	개인	NNG	O
주택	주택	NNG	O
,	,	SP	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
베란다	베란다	NNG	O

## 3
## 강미숙(35·고양시)씨는 “묵묵히 보고 있다가 자기가 내키면 내 무릎에 한 번 ‘앉아주시거나’, 그릉그릉해 주고 손을 핥아주면 정말 감동받는다.
## <강미숙:PER>(<35:NOH>·<고양시:LOC>)씨는 “묵묵히 보고 있다가 자기가 내키면 내 무릎에 한 번 ‘앉아주시거나’, 그릉그릉해 주고 손을 핥아주면 정말 감동받는다.
강미숙	강미숙	NNP	B-PER
(	(	SS	O
35	35	SN	B-NOH
·	·	SP	O
고양시	고양시	NNP	B-LOC
)	)	SS	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
묵묵히	묵묵히	MAG	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다가	다가	EC	O
_	_	_	O
자기	자기	NP	O
가	가	JKS	O
_	_	_	O
내키	내키	VV	O
면	면	EC	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
무릎	무릎	NNG	O
에	에	JKB	O
_	_	_	O
한	한	MM	O
_	_	_	O
번	번	NNB	O
_	_	_	O
‘	‘	SS	O
앉	앉	VV	O
아	아	EC	O
주	주	VX	O
시	시	EP	O
거나	거나	EF	O
’	’	SS	O
,	,	SP	O
_	_	_	O
그릉그릉	그릉그릉	MAG	O
해	해	NNG	O
_	_	_	O
주	주	VV	O
고	고	EC	O
_	_	_	O
손	손	NNG	O
을	을	JKO	O
_	_	_	O
핥	핥	VV	O
아	아	EC	O
주	주	VX	O
면	면	EC	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
감동	감동	NNG	O
받	받	VV	O
는다	는다	EF	O
.	.	SF	O

## 4
## CNN 방송과 라이브사이언스 닷컴 등은 바르바라가 러시아 사할린에서 태평양을 통해 미국 알래스카, 캐나다로 건너갔다고 전했다.
## <CNN:ORG> 방송과 <라이브사이언스 닷컴:ORG> 등은 <바르바라:PER>가 <러시아:LOC> <사할린:LOC>에서 <태평양:LOC>을 통해 <미국:LOC> <알래스카:LOC>, <캐나다:LOC>로 건너갔다고 전했다.
CNN	CNN	SL	B-ORG
_	_	_	O
방송	방송	NNG	O
과	과	JC	O
_	_	_	O
라이브	라이브	NNG	B-ORG
사이언스	사이언스	NNG	I-ORG
_	_	_	I-ORG
닷컴	닷컴	NNG	I-ORG
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
바르바라	바르바라	NNP	B-PER
가	가	JKS	O
_	_	_	O
러시아	러시아	NNP	B-LOC
_	_	_	O
사할린	사할린	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
태평양	태평양	NNP	B-LOC
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
알래스카	알래스카	NNP	B-LOC
,	,	SP	O
_	_	_	O
캐나다	캐나다	NNP	B-LOC
로	로	JKB	O
_	_	_	O
건너갔	건너가+았	VV+EP	O
다고	다고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 항공학부 9개 학과가 융합교육시스템을 갖추고 2017년 신설될 예정인 공항학부와 연동해 국가 항공교통의 발전 모델을 만들 계획이다.
## 항공학부 <9개:NOH> 학과가 융합교육시스템을 갖추고 <2017년:DAT> 신설될 예정인 공항학부와 연동해 국가 항공교통의 발전 모델을 만들 계획이다.
항공	항공	NNG	O
학부	학부	NNG	O
_	_	_	O
9	9	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
학과	학과	NNG	O
가	가	JKS	O
_	_	_	O
융합	융합	NNG	O
교육	교육	NNG	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
갖추	갖추	VV	O
고	고	EC	O
_	_	_	O
2017	2017	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
신설될	신설되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
공항	공항	NNG	O
학부	학부	NNG	O
와	와	JC	O
_	_	_	O
연동해	연동하+여	VV+EC	O
_	_	_	O
국가	국가	NNG	O
_	_	_	O
항공	항공	NNG	O
교통	교통	NNG	O
의	의	JKG	O
_	_	_	O
발전	발전	NNG	O
_	_	_	O
모델	모델	NNG	O
을	을	JKO	O
_	_	_	O
만들	만들+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 문화융성 디지털인재 양성사업단은 문화재보존학과의 전통과 영상애니메이션학과의 디지털을 융합해 문화산업에 실용적인 인재를 양성한다.
## <문화융성 디지털인재 양성사업단:ORG>은 문화재보존학과의 전통과 영상애니메이션학과의 디지털을 융합해 문화산업에 실용적인 인재를 양성한다.
문화	문화	NNG	B-ORG
융성	융성	NNG	I-ORG
_	_	_	I-ORG
디지털	디지털	NNG	I-ORG
인재	인재	NNG	I-ORG
_	_	_	I-ORG
양성	양성	NNG	I-ORG
사업	사업	NNG	I-ORG
단	단	XSN	I-ORG
은	은	JX	O
_	_	_	O
문화재	문화재	NNG	O
보존	보존	NNG	O
학과	학과	NNG	O
의	의	JKG	O
_	_	_	O
전통	전통	NNG	O
과	과	JC	O
_	_	_	O
영상	영상	NNG	O
애니메이션	애니메이션	NNG	O
학과	학과	NNG	O
의	의	JKG	O
_	_	_	O
디지털	디지털	NNG	O
을	을	JKO	O
_	_	_	O
융합해	융합하+여	VV+EC	O
_	_	_	O
문화	문화	NNG	O
산업	산업	NNG	O
에	에	JKB	O
_	_	_	O
실용적	실용적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
인재	인재	NNG	O
를	를	JKO	O
_	_	_	O
양성한다	양성하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 서울중앙지검 집행2과는 1일 오전 8시경 벌금 40억 원 납부를 이행하지 않은 재용 씨와 이 씨에 대해 노역장 유치를 집행했다고 밝혔다.
## <서울중앙지검 집행2과:ORG>는 <1일:DAT> <오전 8시:TIM>경 벌금 <40억 원:MNY> 납부를 이행하지 않은 <재용:PER> 씨와 <이:PER> 씨에 대해 노역장 유치를 집행했다고 밝혔다.
서울중앙지검	서울중앙지검	NNP	B-ORG
_	_	_	I-ORG
집행	집행	NNG	I-ORG
2	2	SN	I-ORG
과	과	NNG	I-ORG
는	는	JX	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
경	경	XSN	O
_	_	_	O
벌금	벌금	NNG	O
_	_	_	O
40	40	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
납부	납부	NNG	O
를	를	JKO	O
_	_	_	O
이행하	이행하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
재용	재용	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
노역장	노역장	NNG	O
_	_	_	O
유치	유치	NNG	O
를	를	JKO	O
_	_	_	O
집행	집행하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 재야 사학계에선 고조선의 세력 범위를 중국 베이징의 동쪽과 내몽고의 남쪽에 위치한 요서 지역까지 넓혀 본다.
## 재야 사학계에선 <고조선:ORG>의 세력 범위를 <중국:LOC> <베이징:LOC>의 동쪽과 <내몽고:LOC>의 남쪽에 위치한 <요서:LOC> 지역까지 넓혀 본다.
재야	재야	NNG	O
_	_	_	O
사학	사학	NNG	O
계	계	XSN	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
고조선	고조선	NNG	B-ORG
의	의	JKG	O
_	_	_	O
세력	세력	NNG	O
_	_	_	O
범위	범위	NNG	O
를	를	JKO	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
베이징	베이징	NNP	B-LOC
의	의	JKG	O
_	_	_	O
동쪽	동쪽	NNG	O
과	과	JC	O
_	_	_	O
내몽고	내몽고	NNP	B-LOC
의	의	JKG	O
_	_	_	O
남쪽	남쪽	NNG	O
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
요서	요서	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
까지	까지	JX	O
_	_	_	O
넓혀	넓히+어	VV+EC	O
_	_	_	O
본다	보+ㄴ다	VX+EF	O
.	.	SF	O

## 9
## 베트남은 108~157달러(12만500원∼17만5100원)선이다.
## <베트남:ORG>은 <108:MNY>~<157달러:MNY>(<12만500원:MNY>∼<17만5100원:MNY>)선이다.
베트남	베트남	NNP	B-ORG
은	은	JX	O
_	_	_	O
108	108	SN	B-MNY
~	~	SO	O
157	157	SN	B-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
12	12	SN	B-MNY
만	만	NR	I-MNY
500	500	SN	I-MNY
원	원	NNB	I-MNY
∼	∼	SO	O
17	17	SN	B-MNY
만	만	NR	I-MNY
5100	5100	SN	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
선	선	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 이날 행사에는 JS파운데이션 이사장 박지성과 그룹 JYJ의 김준수, 배우 송중기, 방송인 이휘재가 참석해 자리를 빛냈다.
## 이날 행사에는 <JS파운데이션:ORG> 이사장 <박지성:PER>과 그룹 <JYJ:ORG>의 <김준수:PER>, 배우 <송중기:PER>, 방송인 <이휘재:PER>가 참석해 자리를 빛냈다.
이날	이날	NNG	O
_	_	_	O
행사	행사	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
JS	JS	SL	B-ORG
파운데이션	파운데이션	NNG	I-ORG
_	_	_	O
이사장	이사장	NNG	O
_	_	_	O
박지성	박지성	NNP	B-PER
과	과	JC	O
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
JYJ	JYJ	SL	B-ORG
의	의	JKG	O
_	_	_	O
김준수	김준수	NNP	B-PER
,	,	SP	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
송중기	송중기	NNP	B-PER
,	,	SP	O
_	_	_	O
방송인	방송인	NNG	O
_	_	_	O
이휘재	이휘재	NNP	B-PER
가	가	JKS	O
_	_	_	O
참석해	참석하+여	VV+EC	O
_	_	_	O
자리	자리	NNG	O
를	를	JKO	O
_	_	_	O
빛냈	빛내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이날 박지성은 “좋은 일에 참여하게 돼 기쁘다.
## 이날 <박지성:PER>은 “좋은 일에 참여하게 돼 기쁘다.
이날	이날	NNG	O
_	_	_	O
박지성	박지성	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
일	일	NNG	O
에	에	JKB	O
_	_	_	O
참여하	참여하	VV	O
게	게	EC	O
_	_	_	O
돼	되+어	VV+EC	O
_	_	_	O
기쁘	기쁘	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 성남, 울산서 장신 공격수 박성호 영입 성남FC는 12일 울산현대로부터 193cm의 장신 공격수 박성호(35)를 영입했다고 밝혔다.
## <성남:LOC>, <울산서:LOC> 장신 공격수 <박성호:PER> 영입 <성남FC:ORG>는 <12일:DAT> <울산현대:ORG>로부터 <193cm:NOH>의 장신 공격수 <박성호:PER>(35)를 영입했다고 밝혔다.
성남	성남	NNP	B-LOC
,	,	SP	O
_	_	_	O
울산	울산	NNP	B-LOC
서	서	JKB	I-LOC
_	_	_	O
장신	장신	NNG	O
_	_	_	O
공격수	공격수	NNG	O
_	_	_	O
박성호	박성호	NNP	B-PER
_	_	_	O
영입	영입	NNG	O
_	_	_	O
성남	성남	NNP	B-ORG
FC	FC	SL	I-ORG
는	는	JX	O
_	_	_	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
울산	울산	NNP	B-ORG
현대	현대	NNP	I-ORG
로부터	로부터	JKB	O
_	_	_	O
193	193	SN	B-NOH
cm	cm	SL	I-NOH
의	의	JKG	O
_	_	_	O
장신	장신	NNG	O
_	_	_	O
공격수	공격수	NNG	O
_	_	_	O
박성호	박성호	NNP	B-PER
(	(	SS	O
35	35	SN	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
영입	영입하	VV	O
했	었	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 감소 1위를 차지했다.
## 감소 <1위:NOH>를 차지했다.
감소	감소	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

