## 1
## 스트라이크존은 올해 WBC도 공식 후원사로 참여한다.
## 스트라이크존은 올해 <WBC:POH>도 공식 후원사로 참여한다.
스트라이크존	스트라이크존	NNG	O
을	을	JKO	O
_	_	_	O
원망스럽	원망스럽	VA	O
게	게	EC	O
_	_	_	O
쳐다보	쳐다보	VV	O
자	자	EC	O
_	_	_	O
강성우	강성우	NNP	B-PER
_	_	_	O
배터리	배터리	NNG	O
코치	코치	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
(	(	SS	B-PER
이	이	MM	I-PER
)	)	SS	I-PER
해	해	NNG	I-PER
창	창	NNG	I-PER
이	이	JKS	O
_	_	_	O
너	너	NP	O
는	는	JX	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
뛰	뛰	VV	O
어야	어야	EC	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
입장	입장	NNG	O
이	이	VCP	O
니	니	EC	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
아쉬워해야	아쉬워하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
제자	제자	NNG	O
의	의	JKG	O
_	_	_	O
올바른	올바르+ㄴ	VA+ETM	O
_	_	_	O
자세	자세	NNG	O
에	에	JKB	O
_	_	_	O
흐뭇함	흐뭇하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
나타내	나타내	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 김 씨는 "적폐청산은 이뤄져야 하고, 여기에는 MB 정부도 포함된다"며 "누구나 BBK와 관련해서는 마치 내가 잘못한 것 같이 얘기했지만, 실제로 그것은 한나라당이 잘못한 것이다"고 말했다.
## <김:PER> 씨는 "적폐청산은 이뤄져야 하고, 여기에는 MB 정부도 포함된다"며 "누구나 <BBK:ORG>와 관련해서는 마치 내가 잘못한 것 같이 얘기했지만, 실제로 그것은 <한나라당:ORG>이 잘못한 것이다"고 말했다.
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
"	"	SS	O
적폐	적폐	NNG	O
청산	청산	NNG	O
은	은	JX	O
_	_	_	O
이뤄져야	이루어지+어야	VV+EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
여기	여기	NP	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
MB	MB	SL	O
_	_	_	O
정부	정부	NNG	O
도	도	JX	O
_	_	_	O
포함된다	포함되+ㄴ다	VV+EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
누구	누구	NP	O
나	나	JX	O
_	_	_	O
BBK	BBK	SL	B-ORG
와	와	JC	O
_	_	_	O
관련해서	관련하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
마치	마치	MAG	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
잘못한	잘못하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같이	같이	MAG	O
_	_	_	O
얘기	얘기하	VV	O
했	였	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
실제로	실제로	MAG	O
_	_	_	O
그것	그것	NP	O
은	은	JX	O
_	_	_	O
한나라당	한나라당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
잘못한	잘못하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 충분한 경제적 능력을 갖춘 남성은 그 나이에 30대 중반~40대 초반 여성과 또 결혼해서 늦둥이를 얻는다.
## 충분한 경제적 능력을 갖춘 남성은 그 나이에 <30대:NOH> 중반~<40대:NOH> 초반 여성과 또 결혼해서 늦둥이를 얻는다.
충분한	충분하+ㄴ	VA+ETM	O
_	_	_	O
경제적	경제적	NNG	O
_	_	_	O
능력	능력	NNG	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
남성	남성	NNG	O
은	은	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
나이	나이	NNG	O
에	에	JKB	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
중반	중반	NNG	O
~	~	SO	O
40	40	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
초반	초반	NNG	O
_	_	_	O
여성	여성	NNG	O
과	과	JKB	O
_	_	_	O
또	또	MAG	O
_	_	_	O
결혼해서	결혼하+여서	VV+EC	O
_	_	_	O
늦둥이	늦둥이	NNG	O
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
는다	는다	EF	O
.	.	SF	O

## 7
## 개인 일정으로 한국을 찾았다가 이날 출국한 중국 배우 쉬웨이저우를 만나려는 한국 팬들이 출국장으로 몰려들었기 때문이다.
## 개인 일정으로 <한국:LOC>을 찾았다가 이날 출국한 <중국:ORG> 배우 <쉬웨이저우:PER>를 만나려는 <한국:ORG> 팬들이 출국장으로 몰려들었기 때문이다.
개인	개인	NNG	O
_	_	_	O
일정	일정	NNG	O
으로	으로	JKB	O
_	_	_	O
한국	한국	NNP	B-LOC
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
았	았	EP	O
다가	다가	EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
출국한	출국하+ㄴ	VV+ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
배우	배우	NNG	O
_	_	_	O
쉬웨이저우	쉬웨이저우	NNG	B-PER
를	를	JKO	O
_	_	_	O
만나	만나	VV	O
려는	려는	ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
출국	출국	NNG	O
장	장	XSN	O
으로	으로	JKB	O
_	_	_	O
몰려들	몰려들	VV	O
었	었	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 우리 청소년들의 반일감정이 일본청소년들의 반한감정보다 월등히 높고 우리 청소년들이 일본청소년들보다 상대국을 훨씬 위협적인 존재로 느끼고 있는 것으로 나타났다.
## 우리 청소년들의 반일감정이 <일본:ORG>청소년들의 반한감정보다 월등히 높고 우리 청소년들이 <일본:ORG>청소년들보다 상대국을 훨씬 위협적인 존재로 느끼고 있는 것으로 나타났다.
우리	우리	NP	O
_	_	_	O
청소년	청소년	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
반일	반일	NNG	O
감정	감정	NNG	O
이	이	JKS	O
_	_	_	O
일본	일본	NNP	B-ORG
청소년	청소년	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
반	반	XPN	O
한	한	NNP	O
감정	감정	NNG	O
보다	보다	JKB	O
_	_	_	O
월등히	월등히	MAG	O
_	_	_	O
높	높	VA	O
고	고	EC	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
청소년	청소년	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
일본	일본	NNP	B-ORG
청소년	청소년	NNG	O
들	들	XSN	O
보다	보다	JKB	O
_	_	_	O
상대국	상대국	NNG	O
을	을	JKO	O
_	_	_	O
훨씬	훨씬	MAG	O
_	_	_	O
위협적	위협적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
존재	존재	NNG	O
로	로	JKB	O
_	_	_	O
느끼	느끼	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 9
## '잠적설'에 휩싸이기도 했던 고영태(41) 전 더블루K 이사가 그동안 박영수 특별검사팀과 연락하며 수사에 협조해 온 것으로 알려졌다.
## '잠적설'에 휩싸이기도 했던 <고영태:PER>(<41:NOH>) 전 <더블루K:ORG> 이사가 그동안 <박영수:PER> 특별검사팀과 연락하며 수사에 협조해 온 것으로 알려졌다.
'	'	SS	O
잠적	잠적	NNG	O
설	설	XSN	O
'	'	SS	O
에	에	JKB	O
_	_	_	O
휩싸이	휩싸이	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
던	던	ETM	O
_	_	_	O
고영태	고영태	NNP	B-PER
(	(	SS	O
41	41	SN	B-NOH
)	)	SS	O
_	_	_	O
전	전	MM	O
_	_	_	O
더블루	더블루	NNP	B-ORG
K	K	SL	I-ORG
_	_	_	O
이사	이사	NNG	O
가	가	JKS	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
박영수	박영수	NNP	B-PER
_	_	_	O
특별	특별	NNG	O
검사	검사	NNG	O
팀	팀	NNG	O
과	과	JC	O
_	_	_	O
연락하	연락하	VV	O
며	며	EC	O
_	_	_	O
수사	수사	NNG	O
에	에	JKB	O
_	_	_	O
협조해	협조하+여	VV+EC	O
_	_	_	O
온	오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 8일 사정당국과 특검 등에 따르면 특검팀은 고씨와 그동안 긴밀히 접촉하며 외부에서 만남을 갖고 최씨의 뇌물수수 공범 혐의와 불법 재산 등 관련 정보를 수집해 온 것으로 전해졌다.
## <8일:DAT> 사정당국과 특검 등에 따르면 특검팀은 <고:PER>씨와 그동안 긴밀히 접촉하며 외부에서 만남을 갖고 <최:PER>씨의 뇌물수수 공범 혐의와 불법 재산 등 관련 정보를 수집해 온 것으로 전해졌다.
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
사정	사정	NNG	O
당국	당국	NNG	O
과	과	JC	O
_	_	_	O
특검	특검	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
특검	특검	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
고	고	NNP	B-PER
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
긴밀히	긴밀히	MAG	O
_	_	_	O
접촉하	접촉하	VV	O
며	며	EC	O
_	_	_	O
외부	외부	NNG	O
에서	에서	JKB	O
_	_	_	O
만남	만남	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
뇌물	뇌물	NNG	O
수수	수수	NNG	O
_	_	_	O
공범	공범	NNG	O
_	_	_	O
혐의	혐의	NNG	O
와	와	JC	O
_	_	_	O
불법	불법	NNG	O
_	_	_	O
재산	재산	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
수집해	수집하+여	VV+EC	O
_	_	_	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 고씨는 정식으로 참고인 조사를 받은 적은 없으나 6일 최순실(61)씨 재판에 증인으로 출석하기 전까지 행방이 묘연했던 기간 동안에도 특검팀과는 전화 또는 외부 접촉을 통해 수사에 협조해 온 것으로 알려졌다.
## <고:PER>씨는 정식으로 참고인 조사를 받은 적은 없으나 <6일:DAT> <최순실:PER>(<61:NOH>)씨 재판에 증인으로 출석하기 전까지 행방이 묘연했던 기간 동안에도 특검팀과는 전화 또는 외부 접촉을 통해 수사에 협조해 온 것으로 알려졌다.
고	고	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
정식	정식	NNG	O
으로	으로	JKB	O
_	_	_	O
참고인	참고인	NNG	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
적	적	NNB	O
은	은	JX	O
_	_	_	O
없	없	VA	O
으나	으나	EC	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
최순실	최순실	NNP	B-PER
(	(	SS	O
61	61	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
_	_	_	O
재판	재판	NNG	O
에	에	JKB	O
_	_	_	O
증인	증인	NNG	O
으로	으로	JKB	O
_	_	_	O
출석하	출석하	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
까지	까지	JX	O
_	_	_	O
행방	행방	NNG	O
이	이	JKS	O
_	_	_	O
묘연	묘연하	VA	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
동안	동안	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
특검	특검	NNG	O
팀	팀	NNG	O
과	과	JKB	O
는	는	JX	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
외부	외부	NNG	O
_	_	_	O
접촉	접촉	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
수사	수사	NNG	O
에	에	JKB	O
_	_	_	O
협조해	협조하+여	VV+EC	O
_	_	_	O
온	오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 특검팀 내부 관계자는 "고씨를 사무실로 부른 적은 없지만 의사소통을 하고 있었던 것은 맞다"며 "모처에서 만나 고씨로부터 최씨와 관련해 우리가 궁금한 부분과 알고 있는 내용들을 들어 수사에 참조하고 있다"고 말한 것으로 전해졌다.
## 특검팀 내부 관계자는 "<고:PER>씨를 사무실로 부른 적은 없지만 의사소통을 하고 있었던 것은 맞다"며 "모처에서 만나 <고:PER>씨로부터 <최:PER>씨와 관련해 우리가 궁금한 부분과 알고 있는 내용들을 들어 수사에 참조하고 있다"고 말한 것으로 전해졌다.
특검	특검	NNG	O
팀	팀	NNG	O
_	_	_	O
내부	내부	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
고	고	NNP	B-PER
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
사무실	사무실	NNG	O
로	로	JKB	O
_	_	_	O
부른	부르+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
은	은	JX	O
_	_	_	O
없	없	VA	O
지만	지만	EC	O
_	_	_	O
의사소통	의사소통	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
맞	맞	VV	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
모처	모처	NNG	O
에서	에서	JKB	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
고	고	NNP	B-PER
씨	씨	NNB	O
로부터	로부터	JKB	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
우리	우리	NP	O
가	가	JKS	O
_	_	_	O
궁금한	궁금하+ㄴ	VA+ETM	O
_	_	_	O
부분	부분	NNG	O
과	과	JC	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
수사	수사	NNG	O
에	에	JKB	O
_	_	_	O
참조하	참조하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말한	말하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이어 "고씨를 범죄 피의자로 수사 대상에 올려놓을 계획은 현재로선 없다"고 선을 그었다.
## 이어 "<고:PER>씨를 범죄 피의자로 수사 대상에 올려놓을 계획은 현재로선 없다"고 선을 그었다.
이어	이어	MAG	O
_	_	_	O
"	"	SS	O
고	고	NNP	B-PER
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
범죄	범죄	NNG	O
_	_	_	O
피의자	피의자	NNG	O
로	로	JKB	O
_	_	_	O
수사	수사	NNG	O
_	_	_	O
대상	대상	NNG	O
에	에	JKB	O
_	_	_	O
올려놓	올려놓	VV	O
을	을	ETM	O
_	_	_	O
계획	계획	NNG	O
은	은	JX	O
_	_	_	O
현재	현재	NNG	O
로선	로서+ㄴ	JKB+JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
선	선	NNG	O
을	을	JKO	O
_	_	_	O
그	긋	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 특검팀은 고씨로부터 최씨의 재산에 대한 일부 자료도 넘겨받은 것으로 전해졌다.
## 특검팀은 <고:PER>씨로부터 <최:PER>씨의 재산에 대한 일부 자료도 넘겨받은 것으로 전해졌다.
특검	특검	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
고	고	NNP	B-PER
씨	씨	NNB	O
로부터	로부터	JKB	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
재산	재산	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
자료	자료	NNG	O
도	도	JX	O
_	_	_	O
넘겨받	넘겨받	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 한편 고씨는 9일 헌법재판소에서 열리는 12차 변론에 불출석할 것으로 보인다.
## 한편 <고:PER>씨는 <9일:DAT> 헌법재판소에서 열리는 <12차:NOH> 변론에 불출석할 것으로 보인다.
한편	한편	MAG	O
_	_	_	O
고	고	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
헌법	헌법	NNG	O
재판소	재판소	NNG	O
에서	에서	JKB	O
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
12	12	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
변론	변론	NNG	O
에	에	JKB	O
_	_	_	O
불출석	불출석	NNG	O
할	하+ㄹ	XSV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## SOFA 부지공여 절차는 일반적인 부지공여 절차는 SOFA 합동위의 협상개시 승인을 시작으로 각 분과위별 협상을 거쳐 합동위가 최종 공여를 승인하는 순으로 진행된다.
## <SOFA:ORG> 부지공여 절차는 일반적인 부지공여 절차는 <SOFA:ORG> 합동위의 협상개시 승인을 시작으로 각 분과위별 협상을 거쳐 합동위가 최종 공여를 승인하는 순으로 진행된다.
SOFA	SOFA	SL	B-ORG
_	_	_	O
부지	부지	NNG	O
공여	공여	NNG	O
_	_	_	O
절차	절차	NNG	O
는	는	JX	O
_	_	_	O
일반적	일반적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
부지	부지	NNG	O
공여	공여	NNG	O
_	_	_	O
절차	절차	NNG	O
는	는	JX	O
_	_	_	O
SOFA	SOFA	SL	B-ORG
_	_	_	O
합동	합동	NNG	O
위	위	NNG	O
의	의	JKG	O
_	_	_	O
협상	협상	NNG	O
개시	개시	NNG	O
_	_	_	O
승인	승인	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
각	각	MM	O
_	_	_	O
분과	분과	NNG	O
위	위	NNG	O
별	별	XSN	O
_	_	_	O
협상	협상	NNG	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
합동	합동	NNG	O
위	위	NNG	O
가	가	JKS	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
공여	공여	NNG	O
를	를	JKO	O
_	_	_	O
승인하	승인하	VV	O
는	는	ETM	O
_	_	_	O
순	순	NNG	O
으로	으로	JKB	O
_	_	_	O
진행된다	진행되+ㄴ다	VV+EF	O
.	.	SF	O

## 17
## 독일 남부에선 테러가 이어지고 있다.
## <독일:LOC> 남부에선 테러가 이어지고 있다.
독일	독일	NNP	B-LOC
_	_	_	O
남부	남부	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
테러	테러	NNG	O
가	가	JKS	O
_	_	_	O
이어지	이어지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 18
## 무려 4시간46분의 격렬한 잠실벌 전투가 끝나는 순간이었다.
## 무려 <4시간46분:TIM>의 격렬한 <잠실벌:LOC> 전투가 끝나는 순간이었다.
무려	무려	MAG	O
_	_	_	O
4	4	SN	B-TIM
시간	시간	NNB	I-TIM
46	46	SN	I-TIM
분	분	XSN	I-TIM
의	의	JKG	O
_	_	_	O
격렬한	격렬하+ㄴ	VA+ETM	O
_	_	_	O
잠실벌	잠실벌	NNP	B-LOC
_	_	_	O
전투	전투	NNG	O
가	가	JKS	O
_	_	_	O
끝나	끝나	VV	O
는	는	ETM	O
_	_	_	O
순간	순간	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 19
## 이날 연사로 참가한 필립스 H2H(Hospital to Hospital) 사업부 부사장 겸 최고 의료 책임자, 브라이언 로즌펠드 박사는 “중환자 수는 점차 증가하고 있지만 이들을 관리할 중환자 전문의와 전문 간호 인력은 세계 어느 나라든 부족한 현실이다”라며 “eICU 프로그램을 사용하면 중환자가 어느 지역의 병원에 있든지 관계없이 효율적인 중환자 관리가 가능하다”고 설명했다.
## 이날 연사로 참가한 <필립스 H2H:ORG>(Hospital to Hospital) 사업부 부사장 겸 최고 의료 책임자, <브라이언 로즌펠드:PER> 박사는 “중환자 수는 점차 증가하고 있지만 이들을 관리할 중환자 전문의와 전문 간호 인력은 세계 어느 나라든 부족한 현실이다”라며 “<eICU 프로그램:POH>을 사용하면 중환자가 어느 지역의 병원에 있든지 관계없이 효율적인 중환자 관리가 가능하다”고 설명했다.
이날	이날	NNG	O
_	_	_	O
연사	연사	NNG	O
로	로	JKB	O
_	_	_	O
참가한	참가하+ㄴ	VV+ETM	O
_	_	_	O
필립스	필립스	NNP	B-ORG
_	_	_	I-ORG
H	H	SL	I-ORG
2	2	SN	I-ORG
H	H	SL	I-ORG
(	(	SS	O
Hospital	Hospital	SL	O
_	_	_	O
to	to	SL	O
_	_	_	O
Hospital	Hospital	SL	O
)	)	SS	O
_	_	_	O
사업	사업	NNG	O
부	부	NNG	O
_	_	_	O
부사장	부사장	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
의료	의료	NNG	O
_	_	_	O
책임자	책임자	NNG	O
,	,	SP	O
_	_	_	O
브라이언	브라이언	NNP	B-PER
_	_	_	I-PER
로즌펠드	로즌펠드	NNG	I-PER
_	_	_	O
박사	박사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
중환자	중환자	NNG	O
_	_	_	O
수	수	NNB	O
는	는	JX	O
_	_	_	O
점차	점차	MAG	O
_	_	_	O
증가하	증가하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
관리할	관리하+ㄹ	VV+ETM	O
_	_	_	O
중환자	중환자	NNG	O
_	_	_	O
전문의	전문의	NNG	O
와	와	JC	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
간호	간호	NNG	O
_	_	_	O
인력	인력	NNG	O
은	은	JX	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
나라	나라	NNG	O
든	든	JX	O
_	_	_	O
부족한	부족하+ㄴ	VA+ETM	O
_	_	_	O
현실	현실	NNG	O
이	이	VCP	O
다	다	EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
eICU	eICU	SL	B-POH
_	_	_	I-POH
프로그램	프로그램	NNG	I-POH
을	을	JKO	O
_	_	_	O
사용하	사용하	VV	O
