## 1
## 빈순옥 울산시 공무원 노조위원장은 “최근 사회적으로 노사 문제가 크게 부각돼 있는 상황”이라며 “조합원 복지도 중요하지만 공무원이 갖고 있는 사회적 책무를 고려할 때 소모적인 논쟁을 하는 것보다는 지역 경제 활성화를 위해 노사가 상생하는 모습을 보이는 게 바람직하다고 판단했다”고 위임 배경을 설명했다.
## <빈순옥:PER> <울산시:ORG> 공무원 노조위원장은 “최근 사회적으로 노사 문제가 크게 부각돼 있는 상황”이라며 “조합원 복지도 중요하지만 공무원이 갖고 있는 사회적 책무를 고려할 때 소모적인 논쟁을 하는 것보다는 지역 경제 활성화를 위해 노사가 상생하는 모습을 보이는 게 바람직하다고 판단했다”고 위임 배경을 설명했다.
빈순옥	빈순옥	NNP	B-PER
## <최향남:PER>은 그래도 “이게 끝이 아니다”고 했다.
최향남	최향남	NNP	B-PER
은	은	JX	O
_	_	_	O
그래도	그리하+여도	VV+EC	O
_	_	_	O
“	“	SS	O
이게	이것+이	NP+JKS	O
_	_	_	O
끝	끝	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 》올해는 서울 시내 면세점 업계에서 큰 변화가 많았다.
## 》올해는 <서울:LOC> 시내 면세점 업계에서 큰 변화가 많았다.
》	》	SS	O
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
시내	시내	NNG	O
_	_	_	O
면세점	면세점	NNG	O
_	_	_	O
업계	업계	NNG	O
에서	에서	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 뉴욕현대미술관은 고흐, 피카소 등 근현대 예술 거장들의 작품이 전시된 미술관이다.
## <뉴욕현대미술관:LOC>은 <고흐:PER>, <피카소:PER> 등 근현대 예술 거장들의 작품이 전시된 미술관이다.
뉴욕현대미술관	뉴욕현대미술관	NNP	B-LOC
은	은	JX	O
_	_	_	O
고흐	고흐	NNP	B-PER
,	,	SP	O
_	_	_	O
피카소	피카소	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
근	근	NNG	O
현대	현대	NNG	O
_	_	_	O
예술	예술	NNG	O
_	_	_	O
거장	거장	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
작품	작품	NNG	O
이	이	JKS	O
_	_	_	O
전시된	전시되+ㄴ	VV+ETM	O
_	_	_	O
미술관	미술관	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 다양한 산업군에 종사하는 최고경영인들은 고려대 AMP에서 새로운 학문과 기업 경영 기법을 배운다.
## 다양한 산업군에 종사하는 최고경영인들은 <고려대 AMP:POH>에서 새로운 학문과 기업 경영 기법을 배운다.
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
산업	산업	NNG	O
군	군	NNG	O
에	에	JKB	O
_	_	_	O
종사하	종사하	VV	O
는	는	ETM	O
_	_	_	O
최고	최고	NNG	O
경영인	경영인	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
고려대	고려대	NNP	B-POH
_	_	_	I-POH
AMP	AMP	SL	I-POH
에서	에서	JKB	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
학문	학문	NNG	O
과	과	JC	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
경영	경영	NNG	O
_	_	_	O
기법	기법	NNG	O
을	을	JKO	O
_	_	_	O
배운다	배우+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 유승엽은 이번 대회를 앞두고 지난해 11월부터 지난달 말까지 일본 도쿠노시마와 해발 2000m 이상인 중국 쿤밍의 고지대에서 실시한 전지훈련을 통해 어느 때보다 준비를 많이 했다.
## <유승엽:PER>은 이번 대회를 앞두고 지난해 <11월:DAT>부터 지난달 말까지 <일본 도쿠노시마:LOC>와 해발 <2000m:NOH> 이상인 <중국:LOC> <쿤밍:LOC>의 고지대에서 실시한 전지훈련을 통해 어느 때보다 준비를 많이 했다.
유승엽	유승엽	NNP	B-PER
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
말	말	NNB	O
까지	까지	JX	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	I-LOC
도쿠노시마	도쿠노시마	NNG	I-LOC
와	와	JC	O
_	_	_	O
해발	해발	NNG	O
_	_	_	O
2000	2000	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
이상	이상	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
쿤밍	쿤밍	NNP	B-LOC
의	의	JKG	O
_	_	_	O
고지대	고지대	NNG	O
에서	에서	JKB	O
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
전지훈련	전지훈련	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
때	때	NNG	O
보다	보다	JKB	O
_	_	_	O
준비	준비	NNG	O
를	를	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## ‘데이터 중심 요금제’ 가입자가 900만 명을 돌파해 10월 중 1000만 가입자를 넘어설 것으로 보인다.
## ‘데이터 중심 요금제’ 가입자가 <900만 명:NOH>을 돌파해 <10월:DAT> 중 <1000만:NOH> 가입자를 넘어설 것으로 보인다.
‘	‘	SS	O
데이터	데이터	NNG	O
_	_	_	O
중심	중심	NNG	O
_	_	_	O
요금	요금	NNG	O
제	제	XSN	O
’	’	SS	O
_	_	_	O
가입자	가입자	NNG	O
가	가	JKS	O
_	_	_	O
900	900	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
돌파해	돌파하+여	VV+EC	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
중	중	NNB	O
_	_	_	O
1000	1000	SN	B-NOH
만	만	NR	I-NOH
_	_	_	O
가입자	가입자	NNG	O
를	를	JKO	O
_	_	_	O
넘어설	넘어서+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 넥센 염경엽 감독은 정규시즌 막판 우완투수 박주현(20)의 포스트시즌(PS) 엔트리 합류를 두고 장고에 들어갔다.
## <넥센:ORG> <염경엽:PER> 감독은 정규시즌 막판 우완투수 <박주현:PER>(<20:NOH>)의 포스트시즌(PS) 엔트리 합류를 두고 장고에 들어갔다.
넥센	넥센	NNP	B-ORG
_	_	_	O
염경엽	염경엽	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
정규	정규	NNG	O
시즌	시즌	NNG	O
_	_	_	O
막판	막판	NNG	O
_	_	_	O
우완	우완	NNG	O
투수	투수	NNG	O
_	_	_	O
박주현	박주현	NNP	B-PER
(	(	SS	O
20	20	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
포스트	포스트	NNG	O
시즌	시즌	NNG	O
(	(	SS	O
PS	PS	SL	O
)	)	SS	O
_	_	_	O
엔트리	엔트리	NNG	O
_	_	_	O
합류	합류	NNG	O
를	를	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
장고	장고	NNG	O
에	에	JKB	O
_	_	_	O
들어갔	들어가+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## “1.2GB램으로 나온다는 건 루머 아닐까요”한 장의 사진이 애플 팬들의 관심을 불러일으켰습니다.
## “<1.2GB램:NOH>으로 나온다는 건 루머 아닐까요”한 장의 사진이 <애플:ORG> 팬들의 관심을 불러일으켰습니다.
“	“	SS	O
1.2	1.2	SN	B-NOH
GB	GB	SL	I-NOH
램	램	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
나온다는	나오+ㄴ다는	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
루머	루머	NNG	O
_	_	_	O
아닐까	아니+ㄹ까	VCN+EC	O
요	요	JX	O
”	”	SS	O
한	하+ㄴ	XSV+ETM	O
_	_	_	O
장	장	NNB	O
의	의	JKG	O
_	_	_	O
사진	사진	NNG	O
이	이	JKS	O
_	_	_	O
애플	애플	NNP	B-ORG
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
불러일으	불러일으키	VV	O
켰	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 14
## 감옥에 갇힌 요타로는 가까스로 탈옥한 후 살아남기 위해 도둑질, 폭행을 저지르며 진짜 범죄자가 된다.
## 감옥에 갇힌 <요타로:PER>는 가까스로 탈옥한 후 살아남기 위해 도둑질, 폭행을 저지르며 진짜 범죄자가 된다.
감옥	감옥	NNG	O
에	에	JKB	O
_	_	_	O
갇힌	갇히+ㄴ	VV+ETM	O
_	_	_	O
요타	요타	NNG	B-PER
로	로	JKB	I-PER
는	는	JX	O
_	_	_	O
가까스로	가까스로	MAG	O
_	_	_	O
탈옥한	탈옥하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
살아남	살아남	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
도둑질	도둑질	NNG	O
,	,	SP	O
_	_	_	O
폭행	폭행	NNG	O
을	을	JKO	O
_	_	_	O
저지르	저지르	VV	O
며	며	EC	O
_	_	_	O
진짜	진짜	NNG	O
_	_	_	O
범죄자	범죄자	NNG	O
가	가	JKC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 이에 대해 그는 2014년 중앙SUNDAY와의 인터뷰에서 “하나은행장을 연임하기 전에 한국투자금융에서 이미 사장을 두 번 했다.
## 이에 대해 그는 <2014년:DAT> <중앙SUNDAY:ORG>와의 인터뷰에서 “하나은행장을 연임하기 전에 <한국투자금융:ORG>에서 이미 사장을 <두 번:NOH> 했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
중앙	중앙	NNG	B-ORG
SUNDAY	SUNDAY	SL	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
하나은행	하나은행	NNP	O
장	장	XSN	O
을	을	JKO	O
_	_	_	O
연임하	연임하	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
투자	투자	NNG	I-ORG
금융	금융	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
사장	사장	NNG	O
을	을	JKO	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 16
## 경제협력개발기구(OECD) 통계에 따르면 2012년 한국 전체 근로자의 44%는 9인 이하 기업, 13%는 250인 이상 기업에 종사한다.
## <경제협력개발기구:ORG>(<OECD:ORG>) 통계에 따르면 <2012년:DAT> <한국:ORG> 전체 근로자의 <44%:PNT>는 <9인:NOH> 이하 기업, <13%:PNT>는 <250인:NOH> 이상 기업에 종사한다.
경제협력개발기구	경제협력개발기구	NNG	B-ORG
(	(	SS	O
OECD	OECD	SL	B-ORG
)	)	SS	O
_	_	_	O
통계	통계	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
전체	전체	NNG	O
_	_	_	O
근로자	근로자	NNG	O
의	의	JKG	O
_	_	_	O
44	44	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
9	9	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
이하	이하	NNG	O
_	_	_	O
기업	기업	NNG	O
,	,	SP	O
_	_	_	O
13	13	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
250	250	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
기업	기업	NNG	O
에	에	JKB	O
_	_	_	O
종사한다	종사하+ㄴ다	VV+EF	O
.	.	SF	O

## 17
## ‘항공법 강화’ 美서 하차 지시땐 순순히 따르고 보상금 청구가 최선
## ‘항공법 강화’ <美:LOC>서 하차 지시땐 순순히 따르고 보상금 청구가 최선
‘	‘	SS	O
항공법	항공법	NNG	O
_	_	_	O
강화	강화	NNG	O
’	’	SS	O
_	_	_	O
美	美	SH	B-LOC
서	서	JKB	O
_	_	_	O
하차	하차	NNG	O
_	_	_	O
지시	지시	NNG	O
땐	때+ㄴ	NNG+JX	O
_	_	_	O
순순히	순순히	MAG	O
_	_	_	O
따르	따르	VV	O
고	고	EC	O
_	_	_	O
보상금	보상금	NNG	O
_	_	_	O
청구	청구	NNG	O
가	가	JKS	O
_	_	_	O
최선	최선	NNG	O

