## 1
## 주성하 zsh75@donga.com·이세형 기자
## <주성하:PER> <zsh75@donga.com:POH>·<이세형:PER> 기자
주성	주성	NNG	B-PER
kg	kg	SL	I-NOH
.	.	SF	I-NOH
m	m	SL	I-NOH
,	,	SP	O
_	_	_	O
복합	복합	NNG	O
공인	공인	NNG	O
연비	연비	NNG	O
_	_	_	O
17.0	17.0	SN	B-NOH
km	km	SL	I-NOH
/	/	SP	I-NOH
ℓ	ℓ	SW	I-NOH
(	(	SS	O
16	16	SN	B-NOH
&	&	SW	O
17	17	SN	B-NOH
인치	인치	NNB	I-NOH
_	_	_	O
타이어	타이어	NNG	O
_	_	_	O
기준	기준	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
성능	성능	NNG	O
을	을	JKO	O
_	_	_	O
발휘한다	발휘하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 2년 700만 달러의 계약금은 전액 김현수에게 지급해야 한다.
## <2년:DUR> <700만 달러:MNY>의 계약금은 전액 <김현수:PER>에게 지급해야 한다.
2	2	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
700	700	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
의	의	JKG	O
_	_	_	O
계약금	계약금	NNG	O
은	은	JX	O
_	_	_	O
전액	전액	NNG	O
_	_	_	O
김현수	김현수	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
지급해야	지급하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 미국 등 선진시장에서도 이후에 정부가 규제완화에 나섰다.
## <미국:ORG> 등 선진시장에서도 이후에 정부가 규제완화에 나섰다.
미국	미국	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
선진	선진	NNG	O
시장	시장	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
이후	이후	NNG	O
에	에	JKB	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
규제	규제	NNG	O
완화	완화	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 국내에서도 판매 중인 임팔라가 바로 그 차다.
## 국내에서도 판매 중인 <임팔라:POH>가 바로 그 차다.
국내	국내	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
판매	판매	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
임팔라	임팔라	NNG	B-POH
가	가	JKS	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
그	그	MM	O
_	_	_	O
차	차	VA	O
다	다	EF	O
.	.	SF	O

## 9
## ‘아름다운 동행’은 2007년 ‘정신분열증 병명 개정을 위한 서명서’를 의료계에 보냈고, 4년에 걸친 노력 끝에 ‘조현병’으로 개칭했다.
## ‘<아름다운 동행:ORG>’은 <2007년:DAT> ‘정신분열증 병명 개정을 위한 서명서’를 의료계에 보냈고, <4년:DUR>에 걸친 노력 끝에 ‘조현병’으로 개칭했다.
‘	‘	SS	O
아름다	아름답	VA	B-ORG
운	ㄴ	ETM	I-ORG
_	_	_	I-ORG
동행	동행	NNG	I-ORG
’	’	SS	O
은	은	JX	O
_	_	_	O
2007	2007	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
정신	정신	NNG	O
분열증	분열증	NNG	O
_	_	_	O
병명	병명	NNG	O
_	_	_	O
개정	개정	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
서명	서명	NNG	O
서	서	XSN	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
의료계	의료계	NNG	O
에	에	JKB	O
_	_	_	O
보냈	보내+었	VV+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
4	4	SN	B-DUR
년	년	NNB	I-DUR
에	에	JKB	O
_	_	_	O
걸친	걸치+ㄴ	VV+ETM	O
_	_	_	O
노력	노력	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
조현병	조현병	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
개칭	개칭하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 경기력향상위원회는 24명의 대표선수 예비명단을 확정하고 사령탑 후보로 유재학(모비스), 유도훈(전자랜드) 감독을 결정했다.
## <경기력향상위원회:ORG>는 <24명:NOH>의 대표선수 예비명단을 확정하고 사령탑 후보로 <유재학:PER>(<모비스:ORG>), <유도훈:PER>(<전자랜드:ORG>) 감독을 결정했다.
경기력	경기력	NNG	B-ORG
향상	향상	NNG	I-ORG
위원회	위원회	NNG	I-ORG
는	는	JX	O
_	_	_	O
24	24	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
대표	대표	NNG	O
선수	선수	NNG	O
_	_	_	O
예비	예비	NNG	O
명단	명단	NNG	O
을	을	JKO	O
_	_	_	O
확정하	확정하	VV	O
고	고	EC	O
_	_	_	O
사령탑	사령탑	NNG	O
_	_	_	O
후보	후보	NNG	O
로	로	JKB	O
_	_	_	O
유재학	유재학	NNP	B-PER
(	(	SS	O
모비스	모비스	NNP	B-ORG
)	)	SS	O
,	,	SP	O
_	_	_	O
유도훈	유도훈	NNP	B-PER
(	(	SS	O
전자랜드	전자랜드	NNP	B-ORG
)	)	SS	O
_	_	_	O
감독	감독	NNG	O
을	을	JKO	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 2009년 시작된 오바마 행정부는 지구온난화와 우주 탐사, 보건의료 등의 과제를 해결하기 위해 과학기술 혁신 전략을 펼쳐왔다.
## <2009년:DAT> 시작된 <오바마 행정부:ORG>는 지구온난화와 우주 탐사, 보건의료 등의 과제를 해결하기 위해 과학기술 혁신 전략을 펼쳐왔다.
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
시작된	시작되+ㄴ	VV+ETM	O
_	_	_	O
오바마	오바마	NNP	B-ORG
_	_	_	I-ORG
행정부	행정부	NNG	I-ORG
는	는	JX	O
_	_	_	O
지구	지구	NNG	O
온난화	온난화	NNG	O
와	와	JC	O
_	_	_	O
우주	우주	NNG	O
_	_	_	O
탐사	탐사	NNG	O
,	,	SP	O
_	_	_	O
보건	보건	NNG	O
의료	의료	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
과제	과제	NNG	O
를	를	JKO	O
_	_	_	O
해결하	해결하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
과학	과학	NNG	O
기술	기술	NNG	O
_	_	_	O
혁신	혁신	NNG	O
_	_	_	O
전략	전략	NNG	O
을	을	JKO	O
_	_	_	O
펼쳐	펼치+어+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이에 따라 현 시점에 계약하는 소비자는 차량이 출고될 때까지 1~2개월가량 기다려야 할 것으로 내다봤다.
## 이에 따라 현 시점에 계약하는 소비자는 차량이 출고될 때까지 <1~2개월:DUR>가량 기다려야 할 것으로 내다봤다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
현	현	MM	O
_	_	_	O
시점	시점	NNG	O
에	에	JKB	O
_	_	_	O
계약하	계약하	VV	O
는	는	ETM	O
_	_	_	O
소비자	소비자	NNG	O
는	는	JX	O
_	_	_	O
차량	차량	NNG	O
이	이	JKS	O
_	_	_	O
출고될	출고되+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
1	1	SN	B-DUR
~	~	SO	I-DUR
2	2	SN	I-DUR
개월	개월	NNB	I-DUR
가량	가량	XSN	O
_	_	_	O
기다려야	기다리+어야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
내다	내다보	VV	O
봤	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 디트로이트 타이거스의 미겔 카브레라는 베네수엘라 출신이며, 호세 아브레우(시카고 화이트삭스)는 쿠바에서 망명했다.
## <디트로이트 타이거스:ORG>의 <미겔 카브레라:PER>는 <베네수엘라:LOC> 출신이며, <호세 아브레우:PER>(<시카고 화이트삭스:ORG>)는 <쿠바:LOC>에서 망명했다.
디트로이트	디트로이트	NNP	B-ORG
_	_	_	I-ORG
타이거스	타이거스	NNP	I-ORG
의	의	JKG	O
_	_	_	O
미겔	미겔	NNP	B-PER
_	_	_	I-PER
카브레라	카브레라	NNP	I-PER
는	는	JX	O
_	_	_	O
베네수엘라	베네수엘라	NNP	B-LOC
_	_	_	O
출신	출신	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
호세	호세	NNP	B-PER
_	_	_	I-PER
아브레우	아브레우	NNP	I-PER
(	(	SS	O
시카고	시카고	NNP	B-ORG
_	_	_	I-ORG
화이트삭스	화이트삭스	NNP	I-ORG
)	)	SS	O
는	는	JX	O
_	_	_	O
쿠바	쿠바	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
망명	망명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

