## 1
## 일본이 원격진료를 허용해 중국시장을 차지하게 생겼다고 해도 의료민영화라는 잣대만 들이대며 반대하는 당선자도 있다.
## <일본:ORG>이 원격진료를 허용해 <중국:ORG>시장을 차지하게 생겼다고 해도 의료민영화라는 잣대만 들이대며 반대하는 당선자도 있다.
일본	일본	NNP	B-ORG
년	년	NNB	I-DAT
_	_	_	O
세계	세계	NNG	B-POH
선수권	선수권	NNG	I-POH
대회	대회	NNG	I-POH
와	와	JC	O
_	_	_	O
1990	1990	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
베이징	베이징	NNP	B-POH
아시안	아시안	NNG	I-POH
게임	게임	NNG	I-POH
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
정상	정상	NNG	O
을	을	JKO	O
_	_	_	O
밟	밟	VV	O
았	았	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
화려한	화려하+ㄴ	VA+ETM	O
_	_	_	O
선수	선수	NNG	O
생활	생활	NNG	O
을	을	JKO	O
_	_	_	O
마감한	마감하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
현재	현재	NNG	O
는	는	JX	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
후배	후배	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
키우	키우	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
주력하	주력하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 이어 김관 기자는 “언론사 사회부, 정치부 기자들이 술을 잘 먹지 않느냐”는 질문에 “기자들은 취재원과 빨리 친해지고 다양한 얘기를 들어야 하니 술 마시는 게 기자한텐 업무의 연장선상이다”이라며 주량은 소주 반 병에서 한 병이라고 밝혔다.
## 이어 <김관:PER> 기자는 “언론사 사회부, 정치부 기자들이 술을 잘 먹지 않느냐”는 질문에 “기자들은 취재원과 빨리 친해지고 다양한 얘기를 들어야 하니 술 마시는 게 기자한텐 업무의 연장선상이다”이라며 주량은 소주 반 병에서 <한 병:NOH>이라고 밝혔다.
이어	이어	MAG	O
_	_	_	O
김관	김관	NNP	B-PER
_	_	_	O
기자	기자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
언론사	언론사	NNG	O
_	_	_	O
사회부	사회부	NNG	O
,	,	SP	O
_	_	_	O
정치부	정치부	NNG	O
_	_	_	O
기자	기자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
술	술	NNG	O
을	을	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
먹	먹	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
느냐	느냐	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
기자	기자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
취재원	취재원	NNG	O
과	과	JKB	O
_	_	_	O
빨리	빨리	MAG	O
_	_	_	O
친해	친하+여	VA+EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
얘기	얘기	NNG	O
를	를	JKO	O
_	_	_	O
들	듣	VV	O
어야	어야	EC	O
_	_	_	O
하	하	VX	O
니	니	EC	O
_	_	_	O
술	술	NNG	O
_	_	_	O
마시	마시	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
기자	기자	NNG	O
한텐	한테+ㄴ	JKB+JX	O
_	_	_	O
업무	업무	NNG	O
의	의	JKG	O
_	_	_	O
연장선	연장선	NNG	O
상	상	XSN	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
주량	주량	NNG	O
은	은	JX	O
_	_	_	O
소주	소주	NNG	O
_	_	_	O
반	반	NNG	O
_	_	_	O
병	병	NNG	O
에서	에서	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
병	병	NNG	I-NOH
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이탈리아 출신 모델 클라우디아 로마니의 애정행각이 포착됐다.
## <이탈리아:ORG> 출신 모델 <클라우디아 로마니:PER>의 애정행각이 포착됐다.
이탈리아	이탈리아	NNP	B-ORG
_	_	_	O
출신	출신	NNG	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
클라우디아	클라우디아	NNP	B-PER
_	_	_	I-PER
로마니	로마니	NNG	I-PER
의	의	JKG	O
_	_	_	O
애정	애정	NNG	O
행각	행각	NNG	O
이	이	JKS	O
_	_	_	O
포착	포착되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## D 경사는 “스마트폰으로 찍으면 직접 화면을 보고 촬영할 수 있고 필요 없으면 자유롭게 편집·삭제도 했다.
## <D:PER> 경사는 “스마트폰으로 찍으면 직접 화면을 보고 촬영할 수 있고 필요 없으면 자유롭게 편집·삭제도 했다.
D	D	SL	B-PER
_	_	_	O
경사	경사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
스마트폰	스마트폰	NNG	O
으로	으로	JKB	O
_	_	_	O
찍	찍	VV	O
으면	으면	EC	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
화면	화면	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
촬영할	촬영하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
필요	필요	NNG	O
_	_	_	O
없	없	VA	O
으면	으면	EC	O
_	_	_	O
자유롭	자유롭	VA	O
게	게	EC	O
_	_	_	O
편집	편집	NNG	O
·	·	SP	O
삭제	삭제	NNG	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 코스피·코스닥은 물론, 세계주가가 폭락했습니다.
## <코스피:POH>·<코스닥:ORG>은 물론, 세계주가가 폭락했습니다.
코스피	코스피	NNG	B-POH
·	·	SP	O
코스닥	코스닥	NNG	B-ORG
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
,	,	SP	O
_	_	_	O
세계	세계	NNG	O
주가	주가	NNG	O
가	가	JKS	O
_	_	_	O
폭락	폭락하	VV	O
했	였	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 9
## 이집트 콥트교회 2곳서 IS 소행 연쇄 폭탄테러… 최소 45명 사망 140여명 다쳐
## <이집트:LOC> <콥트교회:LOC> <2곳:NOH>서 <IS:ORG> 소행 연쇄 폭탄테러… 최소 <45명:NOH> 사망 <140여명:NOH> 다쳐
이집트	이집트	NNP	B-LOC
_	_	_	O
콥트	콥트	NNP	B-LOC
교회	교회	NNG	I-LOC
_	_	_	O
2	2	SN	B-NOH
곳	곳	NNG	I-NOH
서	서	JKB	O
_	_	_	O
IS	IS	SL	B-ORG
_	_	_	O
소행	소행	NNG	O
_	_	_	O
연쇄	연쇄	NNG	O
_	_	_	O
폭탄	폭탄	NNG	O
테러	테러	NNG	O
…	…	SE	O
_	_	_	O
최소	최소	NNG	O
_	_	_	O
45	45	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
사망	사망	NNG	O
_	_	_	O
140	140	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
_	_	_	O
다쳐	다치+어	VV+EC	O

## 10
## 이 영화의 주제는 해리가 에그시에게 신사의 수칙을 가르치는 멘토링 과정에 담겨 있다.
## 이 영화의 주제는 <해리:PER>가 <에그시:PER>에게 신사의 수칙을 가르치는 멘토링 과정에 담겨 있다.
이	이	MM	O
_	_	_	O
영화	영화	NNG	O
의	의	JKG	O
_	_	_	O
주제	주제	NNG	O
는	는	JX	O
_	_	_	O
해리	해리	NNP	B-PER
가	가	JKS	O
_	_	_	O
에그	에그	NNG	B-PER
시	시	NNG	I-PER
에게	에게	JKB	O
_	_	_	O
신사	신사	NNG	O
의	의	JKG	O
_	_	_	O
수칙	수칙	NNG	O
을	을	JKO	O
_	_	_	O
가르치	가르치	VV	O
는	는	ETM	O
_	_	_	O
멘토링	멘토링	NNG	O
_	_	_	O
과정	과정	NNG	O
에	에	JKB	O
_	_	_	O
담겨	담기+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

