## 1
## 조 대위는 지난 1일 미국에서 한 인터뷰에서 세월호 참사 당일 자신의 근무지를 ‘청와대 의무동’이라고 했다가 이날 청문회에서 의무실로 정정했다.
## <조:PER> 대위는 지난 <1일:DAT> <미국:ORG>에서 한 인터뷰에서 <세월호 참사:POH> 당일 자신의 근무지를 ‘<청와대:ORG> 의무동’이라고 했다가 이날 청문회에서 의무실로 정정했다.
조	조	NNP	B-PER
## <김기호:PER> <삼성증권 UX기획팀장:ORG>은 “홍채 정보가 일종의 비밀번호와 같은 역할을 하게 된다”며 “고객들이 편리하게 쓸 수 있도록 다양한 방식의 생체 인증 서비스를 도입할 것”이라고 말했다.
김기호	김기호	NNP	B-PER
_	_	_	O
삼성증권	삼성증권	NNP	B-ORG
_	_	_	I-ORG
UX	UX	SL	I-ORG
기획	기획	NNG	I-ORG
팀장	팀장	NNG	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
홍채	홍채	NNG	O
_	_	_	O
정보	정보	NNG	O
가	가	JKS	O
_	_	_	O
일종	일종	NNG	O
의	의	JKG	O
_	_	_	O
비밀	비밀	NNG	O
번호	번호	NNG	O
와	와	JC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
고객	고객	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
편리하	편리하	VA	O
게	게	EC	O
_	_	_	O
쓸	쓰+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
방식	방식	NNG	O
의	의	JKG	O
_	_	_	O
생체	생체	NNG	O
_	_	_	O
인증	인증	NNG	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
도입할	도입하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 방탄소년단과 샤이니가 19일 각각 브라질 상파울루, 캐나다 토론토, 슈퍼주니어 규현이 태국 방콕에서 공연을 벌였다.
## <방탄소년단:ORG>과 <샤이니:ORG>가 <19일:DAT> 각각 <브라질:LOC> <상파울루:LOC>, <캐나다:LOC> <토론토:LOC>, <슈퍼주니어:ORG> <규현:PER>이 <태국:LOC> <방콕:LOC>에서 공연을 벌였다.
방탄소년단	방탄소년단	NNP	B-ORG
과	과	JC	O
_	_	_	O
샤이니	샤이니	NNP	B-ORG
가	가	JKS	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
각각	각각	MAG	O
_	_	_	O
브라질	브라질	NNP	B-LOC
_	_	_	O
상파울루	상파울루	NNP	B-LOC
,	,	SP	O
_	_	_	O
캐나다	캐나다	NNP	B-LOC
_	_	_	O
토론토	토론토	NNP	B-LOC
,	,	SP	O
_	_	_	O
슈퍼	슈퍼	NNG	B-ORG
주니어	주니어	NNG	I-ORG
_	_	_	O
규현이	규현이	NNP	O
_	_	_	O
태국	태국	NNP	B-LOC
_	_	_	O
방콕	방콕	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
공연	공연	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 박세웅이 아직 기대에 미치지 못하는 원인에 대해 이 감독은 “아무래도 1군 첫해이다
## <박세웅:PER>이 아직 기대에 미치지 못하는 원인에 대해 <이:PER> 감독은 “아무래도 <1군:NOH> 첫해이다
박세웅	박세웅	NNP	B-PER
이	이	JKS	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
기대	기대	NNG	O
에	에	JKB	O
_	_	_	O
미치	미치	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
는	는	ETM	O
_	_	_	O
원인	원인	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
아무래도	아무래도	MAG	O
_	_	_	O
1	1	SN	B-NOH
군	군	NNG	I-NOH
_	_	_	O
첫해	첫해	NNG	O
이	이	VCP	O
다	다	EF	O

## 6
## 윤주희·하석진 열애설에 소속사 “사실무근”…열애설 터진 이유는?배우 하석진과 윤주희가 열애설이 불거지자 소속사 측이 진화에 나섰다.
## <윤주희:PER>·<하석진:PER> 열애설에 소속사 “사실무근”…열애설 터진 이유는?배우 <하석진:PER>과 <윤주희:PER>가 열애설이 불거지자 소속사 측이 진화에 나섰다.
윤주희	윤주희	NNP	B-PER
·	·	SP	O
하석진	하석진	NNP	B-PER
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
에	에	JKB	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
“	“	SS	O
사실무근	사실무근	NNG	O
”	”	SS	O
…	…	SE	O
열애	열애	NNG	O
설	설	XSN	O
_	_	_	O
터진	터지+ㄴ	VV+ETM	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
?	?	SF	O
배우	배우	NNG	O
_	_	_	O
하석진	하석진	NNP	B-PER
과	과	JC	O
_	_	_	O
윤주희	윤주희	NNP	B-PER
가	가	JKS	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
이	이	JKS	O
_	_	_	O
불거지	불거지	VV	O
자	자	EC	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
측	측	NNB	O
이	이	JKS	O
_	_	_	O
진화	진화	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 23일 오전 한 매체는 하석진과 윤주희가 연인사이라고 보도했고 이에 두 사람의 소식은 급속도로 퍼졌다.
## <23일:DAT> 오전 한 매체는 <하석진:PER>과 <윤주희:PER>가 연인사이라고 보도했고 이에 <두 사람:NOH>의 소식은 급속도로 퍼졌다.
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
매체	매체	NNG	O
는	는	JX	O
_	_	_	O
하석진	하석진	NNP	B-PER
과	과	JC	O
_	_	_	O
윤주희	윤주희	NNP	B-PER
가	가	JKS	O
_	_	_	O
연인	연인	NNG	O
사	사이	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
보도	보도하	VV	O
했	었	EP	O
고	고	EC	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
의	의	JKG	O
_	_	_	O
소식	소식	NNG	O
은	은	JX	O
_	_	_	O
급속도	급속도	NNG	O
로	로	JKB	O
_	_	_	O
퍼	퍼지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 하지만 이날 하석진 소속사 측은 “‘윤주희와의 실제 연인 사이’보도는 사실무근이다”며 열애설을 부인했다.
## 하지만 이날 <하석진:PER> 소속사 측은 “‘<윤주희:PER>와의 실제 연인 사이’보도는 사실무근이다”며 열애설을 부인했다.
하지만	하지만	MAJ	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
하석진	하석진	NNP	B-PER
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
윤주희	윤주희	NNP	B-PER
와	와	JKB	O
의	의	JKG	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
연인	연인	NNG	O
_	_	_	O
사이	사이	NNG	O
’	’	SS	O
보도	보도	NNG	O
는	는	JX	O
_	_	_	O
사실무근	사실무근	NNG	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
을	을	JKO	O
_	_	_	O
부인	부인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 두 사람의 열애설은 앞서 한 기사에서 드라마 내용을 전하는 과정에서 ‘실제 연인 사이’라고 와전된 것으로 알려졌다.
## <두 사람:NOH>의 열애설은 앞서 한 기사에서 드라마 내용을 전하는 과정에서 ‘실제 연인 사이’라고 와전된 것으로 알려졌다.
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
의	의	JKG	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
은	은	JX	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
한	한	MM	O
_	_	_	O
기사	기사	NNG	O
에서	에서	JKB	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
전하	전하	VV	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
실제	실제	NNG	O
_	_	_	O
연인	연인	NNG	O
_	_	_	O
사이	사이	NNG	O
’	’	SS	O
라고	라고	JKQ	O
_	_	_	O
와전된	와전되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 한편 JTBC 드라마 ‘디데이’에서 하석진은 일반외과 부교수로, 윤주희는 응급실 간호사로 열연중이다.
## 한편 <JTBC:ORG> 드라마 ‘<디데이:POH>’에서 <하석진:PER>은 일반외과 부교수로, <윤주희:PER>는 응급실 간호사로 열연중이다.
한편	한편	MAG	O
_	_	_	O
JTBC	JTBC	SL	B-ORG
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
디데이	디데이	NNG	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
하석진	하석진	NNP	B-PER
은	은	JX	O
_	_	_	O
일반	일반	NNG	O
외과	외과	NNG	O
_	_	_	O
부교수	부교수	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
윤주희	윤주희	NNP	B-PER
는	는	JX	O
_	_	_	O
응급실	응급실	NNG	O
_	_	_	O
간호사	간호사	NNG	O
로	로	JKB	O
_	_	_	O
열연	열연	NNG	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 알렉산더가 거기서 인도네시아 재즈 명인들과 교류할 수 있도록. 그러다 우연히 이국을 찾은 미국 명인들 눈에 띄고 말았다.
## <알렉산더:POH>가 거기서 <인도네시아:ORG> 재즈 명인들과 교류할 수 있도록. 그러다 우연히 이국을 찾은 <미국:ORG> 명인들 눈에 띄고 말았다.
알렉산더	알렉산더	NNP	B-POH
가	가	JKS	O
_	_	_	O
거기	거기	NP	O
서	서	JKB	O
_	_	_	O
인도네시아	인도네시아	NNP	B-ORG
_	_	_	O
재즈	재즈	NNG	O
_	_	_	O
명인	명인	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
교류할	교류하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EF	O
.	.	SF	O
_	_	_	O
그러	그러	VV	O
다	다	EC	O
_	_	_	O
우연히	우연히	MAG	O
_	_	_	O
이국	이국	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
명인	명인	NNG	O
들	들	XSN	O
_	_	_	O
눈	눈	NNG	O
에	에	JKB	O
_	_	_	O
띄	띄	VV	O
고	고	EC	O
_	_	_	O
말	말	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 군 관계자는 “성 군기 위반사건은 지위고하를 막론하고 책임을 묻겠다는 무관용 원칙에 따라 A 대령을 긴급체포했다”며 “A 대령이 직위를 남용해 여군에게 성폭력을 행사했는지 집중 조사할 방침”이라고 밝혔다.
## 군 관계자는 “성 군기 위반사건은 지위고하를 막론하고 책임을 묻겠다는 무관용 원칙에 따라 <A:PER> 대령을 긴급체포했다”며 “<A:PER> 대령이 직위를 남용해 여군에게 성폭력을 행사했는지 집중 조사할 방침”이라고 밝혔다.
군	군	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
성	성	NNG	O
_	_	_	O
군기	군기	NNG	O
_	_	_	O
위반	위반	NNG	O
사건	사건	NNG	O
은	은	JX	O
_	_	_	O
지위	지위	NNG	O
고하	고하	NNG	O
를	를	JKO	O
_	_	_	O
막론하	막론하	VV	O
고	고	EC	O
_	_	_	O
책임	책임	NNG	O
을	을	JKO	O
_	_	_	O
묻	묻	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
무	무	XPN	O
관용	관용	NNG	O
_	_	_	O
원칙	원칙	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
A	A	SL	B-PER
_	_	_	O
대령	대령	NNG	O
을	을	JKO	O
_	_	_	O
긴급	긴급	NNG	O
체포	체포하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
A	A	SL	B-PER
_	_	_	O
대령	대령	NNG	O
이	이	JKS	O
_	_	_	O
직위	직위	NNG	O
를	를	JKO	O
_	_	_	O
남용해	남용하+여	VV+EC	O
_	_	_	O
여군	여군	NNG	O
에게	에게	JKB	O
_	_	_	O
성폭력	성폭력	NNG	O
을	을	JKO	O
_	_	_	O
행사	행사하	VV	O
했	였	EP	O
는지	는지	EC	O
_	_	_	O
집중	집중	NNG	O
_	_	_	O
조사할	조사하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

