## 1
## 실제 경기도 일산 문촌마을의 전용면적 163㎡ 아파트는 올 1월에 전체 관리비 가운데 일반관리비·경비비·청소비를 지난해 12월보다 약 2만7600원(연간 33만1200원) 더 냈다.
## 실제 <경기도:LOC> <일산 문촌마을:LOC>의 전용면적 <163㎡:NOH> 아파트는 올 <1월:DAT>에 전체 관리비 가운데 일반관리비·경비비·청소비를 지난해 <12월:DAT>보다 약 <2만7600원:MNY>(연간 <33만1200원:MNY>) 더 냈다.
실제	실제	NNG	O
## 무엇보다 게임 툴즈는 사용자가 모바일 게임을 즐기는데 있어 다양한 편의 기능을 지원해 눈길을 끈다.
## 무엇보다 <게임 툴즈:POH>는 사용자가 모바일 게임을 즐기는데 있어 다양한 편의 기능을 지원해 눈길을 끈다.
무엇	무엇	NP	O
보다	보다	JKB	O
_	_	_	O
게임	게임	NNG	B-POH
_	_	_	I-POH
툴즈	툴즈	NNG	I-POH
는	는	JX	O
_	_	_	O
사용자	사용자	NNG	O
가	가	JKS	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
게임	게임	NNG	O
을	을	JKO	O
_	_	_	O
즐기	즐기	VV	O
는	는	ETM	O
데	데	NNB	O
_	_	_	O
있	있	VA	O
어	어	EC	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
편의	편의	NNG	O
_	_	_	O
기능	기능	NNG	O
을	을	JKO	O
_	_	_	O
지원해	지원하+여	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끈다	끌+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 최근 한미약품은 약사의 전문성을 강조한 약국특화 신제품을 잇달아 선보이면서 약국시장의 강자로 부상 중이다.
## 최근 <한미약품:ORG>은 약사의 전문성을 강조한 약국특화 신제품을 잇달아 선보이면서 약국시장의 강자로 부상 중이다.
최근	최근	NNG	O
_	_	_	O
한미약품	한미약품	NNP	B-ORG
은	은	JX	O
_	_	_	O
약사	약사	NNG	O
의	의	JKG	O
_	_	_	O
전문성	전문성	NNG	O
을	을	JKO	O
_	_	_	O
강조한	강조하+ㄴ	VV+ETM	O
_	_	_	O
약국	약국	NNG	O
특화	특화	NNG	O
_	_	_	O
신제품	신제품	NNG	O
을	을	JKO	O
_	_	_	O
잇달	잇달	VV	O
아	아	EC	O
_	_	_	O
선보이	선보이	VV	O
면서	면서	EC	O
_	_	_	O
약국	약국	NNG	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
강자	강자	NNG	O
로	로	JKB	O
_	_	_	O
부상	부상	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 특히 한미약품은 관계사인 온라인팜의 유통망을 통해 전국 1만7000여 약국 거래처를 확보하고 약국특화 마케팅을 전개하고 있다.
## 특히 <한미약품:ORG>은 관계사인 <온라인팜:ORG>의 유통망을 통해 전국 <1만7000여:NOH> 약국 거래처를 확보하고 약국특화 마케팅을 전개하고 있다.
특히	특히	MAG	O
_	_	_	O
한미약품	한미약품	NNP	B-ORG
은	은	JX	O
_	_	_	O
관계사	관계사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
온라인	온라인	NNG	B-ORG
팜	팜	NNP	I-ORG
의	의	JKG	O
_	_	_	O
유통망	유통망	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
7000	7000	SN	I-NOH
여	여	XSN	I-NOH
_	_	_	O
약국	약국	NNG	O
_	_	_	O
거래처	거래처	NNG	O
를	를	JKO	O
_	_	_	O
확보하	확보하	VV	O
고	고	EC	O
_	_	_	O
약국	약국	NNG	O
특화	특화	NNG	O
_	_	_	O
마케팅	마케팅	NNG	O
을	을	JKO	O
_	_	_	O
전개하	전개하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 한규섭 서울대 언론정보학과 교수의 실험에 따르면 뉴스 소비자층에 주요 매체의 기사와 하위 매체, 가짜 뉴스를 동시에 제공했을 때 이들 사이 신뢰도에서 유의미한 차이가 없다는 걸 발견했다.
## <한규섭:PER> <서울대 언론정보학과:ORG> 교수의 실험에 따르면 뉴스 소비자층에 주요 매체의 기사와 하위 매체, 가짜 뉴스를 동시에 제공했을 때 이들 사이 신뢰도에서 유의미한 차이가 없다는 걸 발견했다.
한규섭	한규섭	NNP	B-PER
_	_	_	O
서울대	서울대	NNP	B-ORG
_	_	_	I-ORG
언론	언론	NNG	I-ORG
정보	정보	NNG	I-ORG
학과	학과	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
의	의	JKG	O
_	_	_	O
실험	실험	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
뉴스	뉴스	NNG	O
_	_	_	O
소비자	소비자	NNG	O
층	층	NNG	O
에	에	JKB	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
매체	매체	NNG	O
의	의	JKG	O
_	_	_	O
기사	기사	NNG	O
와	와	JC	O
_	_	_	O
하위	하위	NNG	O
_	_	_	O
매체	매체	NNG	O
,	,	SP	O
_	_	_	O
가짜	가짜	NNG	O
_	_	_	O
뉴스	뉴스	NNG	O
를	를	JKO	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
제공	제공하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
_	_	_	O
사이	사이	NNG	O
_	_	_	O
신뢰도	신뢰도	NNG	O
에서	에서	JKB	O
_	_	_	O
유의미한	유의미하+ㄴ	VA+ETM	O
_	_	_	O
차이	차이	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
발견	발견하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 러시아가 단순히 선거 개입을 넘어 특정 후보의 편을 들었고 이를 푸틴이 지시했다는 ‘신뢰도 높은’ 정보의 존재까지 거론하면서 선거 결과의 정당성은 물론이고 도널드 트럼프와 국무장관 후보자 렉스 틸러슨의 친(親)러 성향에 대한 논란이 확산될 것으로 전망된다.
## <러시아:ORG>가 단순히 선거 개입을 넘어 특정 후보의 편을 들었고 이를 <푸틴:PER>이 지시했다는 ‘신뢰도 높은’ 정보의 존재까지 거론하면서 선거 결과의 정당성은 물론이고 <도널드 트럼프:PER>와 국무장관 후보자 <렉스 틸러슨:PER>의 친(親)러 성향에 대한 논란이 확산될 것으로 전망된다.
러시아	러시아	NNP	B-ORG
가	가	JKS	O
_	_	_	O
단순히	단순히	MAG	O
_	_	_	O
선거	선거	NNG	O
_	_	_	O
개입	개입	NNG	O
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
어	어	EC	O
_	_	_	O
특정	특정	NNG	O
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
편	편	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
푸틴	푸틴	NNP	B-PER
이	이	JKS	O
_	_	_	O
지시	지시하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
‘	‘	SS	O
신뢰도	신뢰도	NNG	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
’	’	SS	O
_	_	_	O
정보	정보	NNG	O
의	의	JKG	O
_	_	_	O
존재	존재	NNG	O
까지	까지	JX	O
_	_	_	O
거론하	거론하	VV	O
면서	면서	EC	O
_	_	_	O
선거	선거	NNG	O
_	_	_	O
결과	결과	NNG	O
의	의	JKG	O
_	_	_	O
정당성	정당성	NNG	O
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
도널드	도널드	NNP	B-PER
_	_	_	I-PER
트럼프	트럼프	NNP	I-PER
와	와	JC	O
_	_	_	O
국무	국무	NNG	O
장관	장관	NNG	O
_	_	_	O
후보자	후보자	NNG	O
_	_	_	O
렉스	렉스	NNP	B-PER
_	_	_	I-PER
틸러슨	틸러슨	NNG	I-PER
의	의	JKG	O
_	_	_	O
친	친	XPN	O
(	(	SS	O
親	親	SH	O
)	)	SS	O
러	러	NNP	O
_	_	_	O
성향	성향	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
확산될	확산되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전망된다	전망되+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 1사 1루 상황, 이스라엘의 두 번째 투수 R. C. 오를란은 쟝즈하오를 상대로 투수 앞 땅볼을 유도했다.
## <1사:NOH> <1루:NOH> 상황, <이스라엘:ORG>의 두 번째 투수 <R. C. 오를란:PER>은 <쟝즈하오:PER>를 상대로 투수 앞 땅볼을 유도했다.
1	1	SN	B-NOH
사	사	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
루	루	NNG	I-NOH
_	_	_	O
상황	상황	NNG	O
,	,	SP	O
_	_	_	O
이스라엘	이스라엘	NNP	B-ORG
의	의	JKG	O
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
투수	투수	NNG	O
_	_	_	O
R	R	SL	B-PER
.	.	SF	I-PER
_	_	_	I-PER
C	C	SL	I-PER
.	.	SF	I-PER
_	_	_	I-PER
오를	오르+ㄹ	VV+ETM	I-PER
란	란	NNG	I-PER
은	은	JX	O
_	_	_	O
쟝	쟝	NNP	B-PER
즈	즈	NP	I-PER
하오	하오	NNG	I-PER
를	를	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
투수	투수	NNG	O
_	_	_	O
앞	앞	NNG	O
_	_	_	O
땅볼	땅볼	NNG	O
을	을	JKO	O
_	_	_	O
유도	유도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 스마트폰으로 온갖 결제가 가능하기 때문에 외출할 때 현금을 가지고 나갈 필요가 없다는 마 회장의 말은 과장이 아니다.
## 스마트폰으로 온갖 결제가 가능하기 때문에 외출할 때 현금을 가지고 나갈 필요가 없다는 <마:PER> 회장의 말은 과장이 아니다.
스마트폰	스마트폰	NNG	O
으로	으로	JKB	O
_	_	_	O
온갖	온갖	MM	O
_	_	_	O
결제	결제	NNG	O
가	가	JKS	O
_	_	_	O
가능하	가능하	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
외출할	외출하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
현금	현금	NNG	O
을	을	JKO	O
_	_	_	O
가지	가지	VV	O
고	고	EC	O
_	_	_	O
나갈	나가+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
마	말+아	VX+EC	B-PER
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
은	은	JX	O
_	_	_	O
과장	과장	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
.	.	SF	O

