## 1
## 에스원 블루에셋은 1963년부터 이어온 50년 서비스 노하우를 바탕으로 관리 업무를 매뉴얼화했다.
## <에스원 블루에셋:ORG>은 <1963년:DAT>부터 이어온 <50년:DUR> 서비스 노하우를 바탕으로 관리 업무를 매뉴얼화했다.
에스원	에스원	NNP	B-ORG
기신도	기신도	NNP	O
시	시	NNG	O
_	_	_	O
집값	집값	NNG	O
_	_	_	O
상승	상승	NNG	O
률	률	XSN	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
‘	‘	SS	O
김포	김포	NNP	B-LOC
’	’	SS	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
분양	분양	NNG	O
_	_	_	O
열기	열기	NNG	O
도	도	JX	O
_	_	_	O
뜨거	뜨겁	VA	O
워	어	EC	O
-	-	SO	O
_	_	_	O
김포	김포	NNP	B-LOC
_	_	_	O
한강신도시	한강신도시	NNP	B-LOC
_	_	_	O
운양동	운양동	NNP	B-LOC
,	,	SP	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
주요	주요	NNG	O
_	_	_	O
업무	업무	NNG	O
지구	지구	NNG	O
_	_	_	O
접근성	접근성	NNG	O
_	_	_	O
탁월	탁월	NNG	O
-	-	SO	O
_	_	_	O
한강신도시	한강신도시	NNP	B-LOC
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
KCC	KCC	SL	B-POH
스위첸	스위첸	NNG	I-POH
_	_	_	O
입	입	VV	O
지	지	EC	O
,	,	SP	O
_	_	_	O
상품	상품	NNG	O
,	,	SP	O
_	_	_	O
가격	가격	NNG	O
경쟁력	경쟁력	NNG	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
계약	계약	NNG	O
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	I-NOH
날	날	NNG	I-NOH
에	에	JKB	O
만	만	JX	O
_	_	_	O
600	600	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
몰려	몰리+어	VV+EC	O
_	_	_	O
2	2	SN	B-NOH
기	기	NNG	I-NOH
_	_	_	O
신도시	신도시	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
집값	집값	NNG	O
상승	상승	NNG	O
률	률	XSN	O
을	을	JKO	O
_	_	_	O
보인	보이+ㄴ	VV+ETM	O
_	_	_	O
김포	김포	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
분양	분양	NNG	O
_	_	_	O
열기	열기	NNG	O
가	가	JKS	O
_	_	_	O
뜨거워지	뜨거워지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 국내선수들의 역할은 라틀리프와 크레익에게 볼을 공급하는 것이 전부다.
## 국내선수들의 역할은 <라틀리프:PER>와 <크레익:PER>에게 볼을 공급하는 것이 전부다.
국내	국내	NNG	O
선수	선수	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
역할	역할	NNG	O
은	은	JX	O
_	_	_	O
라틀리프	라틀리프	NNP	B-PER
와	와	JC	O
_	_	_	O
크레익	크레익	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
볼	볼	NNG	O
을	을	JKO	O
_	_	_	O
공급하	공급하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
전부	전부+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 이 업체는 국방부와 260억 원에 달하는 계약을 맺고 2014∼2015년 방탄복 3만5200여 벌을 일선 부대에 보급했다.
## 이 업체는 국방부와 <260억 원:MNY>에 달하는 계약을 맺고 <2014∼2015년:DUR> 방탄복 <3만5200여 벌:NOH>을 일선 부대에 보급했다.
이	이	MM	O
_	_	_	O
업체	업체	NNG	O
는	는	JX	O
_	_	_	O
국방부	국방부	NNG	O
와	와	JC	O
_	_	_	O
260	260	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
고	고	EC	O
_	_	_	O
2014	2014	SN	B-DUR
∼	∼	SO	I-DUR
2015	2015	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	O
방탄복	방탄복	NNG	O
_	_	_	O
3	3	SN	B-NOH
만	만	NR	I-NOH
5200	5200	SN	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
벌	벌	NNB	I-NOH
을	을	JKO	O
_	_	_	O
일선	일선	NNG	O
_	_	_	O
부대	부대	NNG	O
에	에	JKB	O
_	_	_	O
보급	보급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 또 5월의 꽃잔치때 눈이 내리기를 원하고 있는 것도 아닙니다.
## 또 <5월:DAT>의 꽃잔치때 눈이 내리기를 원하고 있는 것도 아닙니다.
또	또	MAG	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
의	의	JKG	O
_	_	_	O
꽃	꽃	NNG	O
잔치	잔치	NNG	O
때	때	NNG	O
_	_	_	O
눈	눈	NNG	O
이	이	JKS	O
_	_	_	O
내리	내리	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
원하	원하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
아닙니다	아니+ㅂ니다	VCN+EF	O
.	.	SF	O

## 10
## IS의 이번 테러는 공연장 식당 등 일상적 생활공간인 ‘소프트 타깃’을 공격 대상으로 삼아 ‘어디든 안전한 곳은 없다’는 공포를 확산시키고, 테러 용의자들이 난민을 위장해 유럽에 들어왔다는 점도 충격적이다.
## <IS:ORG>의 이번 테러는 공연장 식당 등 일상적 생활공간인 ‘소프트 타깃’을 공격 대상으로 삼아 ‘어디든 안전한 곳은 없다’는 공포를 확산시키고, 테러 용의자들이 난민을 위장해 <유럽:LOC>에 들어왔다는 점도 충격적이다.
IS	IS	SL	B-ORG
의	의	JKG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
테러	테러	NNG	O
는	는	JX	O
_	_	_	O
공연장	공연장	NNG	O
_	_	_	O
식당	식당	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
일상적	일상적	NNG	O
_	_	_	O
생활공간	생활공간	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
소프트	소프트	NNG	O
_	_	_	O
타깃	타깃	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
공격	공격	NNG	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
삼	삼	VV	O
아	아	EC	O
_	_	_	O
‘	‘	SS	O
어디	어디	NP	O
든	든	JX	O
_	_	_	O
안전한	안전하+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
공포	공포	NNG	O
를	를	JKO	O
_	_	_	O
확산	확산	NNG	O
시키	시키	XSV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
테러	테러	NNG	O
_	_	_	O
용의자	용의자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
난민	난민	NNG	O
을	을	JKO	O
_	_	_	O
위장해	위장하+여	VV+EC	O
_	_	_	O
유럽	유럽	NNP	B-LOC
에	에	JKB	O
_	_	_	O
들어	들어오	VV	O
왔	았	EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
도	도	JX	O
_	_	_	O
충격적	충격적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 스커드는 북한군의 대표적 단거리 미사일로 최대 사거리가 350~700km다.
## <스커드:PER>는 <북한군:ORG>의 대표적 단거리 미사일로 최대 사거리가 <350:NOH>~<700km:NOH>다.
스커드	스커드	NNP	B-PER
는	는	JX	O
_	_	_	O
북한	북한	NNP	B-ORG
군	군	NNG	I-ORG
의	의	JKG	O
_	_	_	O
대표적	대표적	NNG	O
_	_	_	O
단거리	단거리	NNG	O
_	_	_	O
미사일	미사일	NNG	O
로	로	JKB	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
사거리	사거리	NNG	O
가	가	JKS	O
_	_	_	O
350	350	SN	B-NOH
~	~	SO	O
700	700	SN	B-NOH
km	km+이	SL+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 12
## 메이저리그 최고 유격수로 꼽히는 시몬스는 이날 여러 차례 철벽 수비의 진수를 선보였다.
## 메이저리그 최고 유격수로 꼽히는 <시몬스:PER>는 이날 여러 차례 철벽 수비의 진수를 선보였다.
메이저리그	메이저리그	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
유격수	유격수	NNG	O
로	로	JKB	O
_	_	_	O
꼽히	꼽히	VV	O
는	는	ETM	O
_	_	_	O
시몬스	시몬스	NNP	B-PER
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
차례	차례	NNG	O
_	_	_	O
철벽	철벽	NNG	O
_	_	_	O
수비	수비	NNG	O
의	의	JKG	O
_	_	_	O
진수	진수	NNG	O
를	를	JKO	O
_	_	_	O
선보	선보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 후계자와 관련한 의사 결정은 130명의 가족 주주로 구성된 총회와 이사회 등을 거친다.
## 후계자와 관련한 의사 결정은 <130명:NOH>의 가족 주주로 구성된 총회와 이사회 등을 거친다.
후계자	후계자	NNG	O
와	와	JC	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
_	_	_	O
의사	의사	NNG	O
_	_	_	O
결정	결정	NNG	O
은	은	JX	O
_	_	_	O
130	130	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
주주	주주	NNG	O
로	로	JKB	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
총회	총회	NNG	O
와	와	JC	O
_	_	_	O
이사회	이사회	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
거친다	거치+ㄴ다	VV+EF	O
.	.	SF	O

