## 1
## 진희선 서울시 도시재생본부장은 “여의도권은 다른 지역보다 유동인구가 많고 접근성이 뛰어나 관광 유발 효과가 클 것”이라고 말했다.
## <진희선:PER> <서울시:ORG> 도시재생본부장은 “<여의도권:LOC>은 다른 지역보다 유동인구가 많고 접근성이 뛰어나 관광 유발 효과가 클 것”이라고 말했다.
진희선	진희선	NNP	B-PER
_	_	_	O
상임	상임	NNG	O
대표	대표	NNG	O
에	에	JKB	O
_	_	_	O
장석준	장석준	NNP	B-PER
(	(	SS	O
사진	사진	NNG	O
)	)	SS	O
_	_	_	O
현	현	MM	O
_	_	_	O
상임	상임	NNG	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
연임	연임되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 일각에선 두 사람의 정치적 연대를 점치기도 한다.
## 일각에선 <두 사람:NOH>의 정치적 연대를 점치기도 한다.
일각	일각	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
의	의	JKG	O
_	_	_	O
정치적	정치적	NNG	O
_	_	_	O
연대	연대	NNG	O
를	를	JKO	O
_	_	_	O
점치	점치	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 한편 박 의원은 전날 국회를 통과한 이른바 ‘김영란법’에 대해 “공직사회를 바로 잡고 사회를 맑은 물로 만든다는 차원에서 이런 법이 통과돼 우리가 부패한 나라라는 이미지를 벗어던져야 되지 않겠느냐는 생각이 든다”며 “그동안 재벌관련 법이 국회에 상정이 되면 특정 재벌들이 이 법을 저지하기위해 정정당당하지 못한 모습으로 국회를 기웃거렸던 사례들이 있는데, 그런 것들이 근절되기를 강하게 바란다”고 밝혔다.
## 한편 <박:PER> 의원은 전날 국회를 통과한 이른바 ‘<김영란법:POH>’에 대해 “공직사회를 바로 잡고 사회를 맑은 물로 만든다는 차원에서 이런 법이 통과돼 우리가 부패한 나라라는 이미지를 벗어던져야 되지 않겠느냐는 생각이 든다”며 “그동안 재벌관련 법이 국회에 상정이 되면 특정 재벌들이 이 법을 저지하기위해 정정당당하지 못한 모습으로 국회를 기웃거렸던 사례들이 있는데, 그런 것들이 근절되기를 강하게 바란다”고 밝혔다.
한편	한편	MAG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
전날	전날	NNG	O
_	_	_	O
국회	국회	NNG	O
를	를	JKO	O
_	_	_	O
통과한	통과하+ㄴ	VV+ETM	O
_	_	_	O
이른바	이른바	MAG	O
_	_	_	O
‘	‘	SS	O
김영란	김영란	NNP	B-POH
법	법	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
공직	공직	NNG	O
사회	사회	NNG	O
를	를	JKO	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
잡	잡	VV	O
고	고	EC	O
_	_	_	O
사회	사회	NNG	O
를	를	JKO	O
_	_	_	O
맑	맑	VA	O
은	은	ETM	O
_	_	_	O
물	물	NNG	O
로	로	JKB	O
_	_	_	O
만든다는	만들+ㄴ다는	VV+ETM	O
_	_	_	O
차원	차원	NNG	O
에서	에서	JKB	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
법	법	NNB	O
이	이	JKS	O
_	_	_	O
통과돼	통과되+어	VV+EC	O
_	_	_	O
우리	우리	NP	O
가	가	JKS	O
_	_	_	O
부패한	부패하+ㄴ	VV+ETM	O
_	_	_	O
나라	나라+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
이미지	이미지	NNG	O
를	를	JKO	O
_	_	_	O
벗어던져야	벗어던지+어야	VV+EC	O
_	_	_	O
되	되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
느냐는	느냐는	ETM	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
든다	들+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
그동안	그동안	NNG	O
_	_	_	O
재벌	재벌	NNG	O
관련	관련	NNG	O
_	_	_	O
법	법	NNG	O
이	이	JKS	O
_	_	_	O
국회	국회	NNG	O
에	에	JKB	O
_	_	_	O
상정	상정	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
면	면	EC	O
_	_	_	O
특정	특정	NNG	O
_	_	_	O
재벌	재벌	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
이	이	MM	O
_	_	_	O
법	법	NNG	O
을	을	JKO	O
_	_	_	O
저지하	저지하	VV	O
기	기	ETN	O
위해	위하+여	VV+EC	O
_	_	_	O
정정당당하	정정당당하	VA	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
모습	모습	NNG	O
으로	으로	JKB	O
_	_	_	O
국회	국회	NNG	O
를	를	JKO	O
_	_	_	O
기웃거	기웃거리	VV	O
렸	었	EP	O
던	던	ETM	O
_	_	_	O
사례	사례	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
것	것	NNB	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
근절되	근절되	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
강하	강하	VA	O
게	게	EC	O
_	_	_	O
바란다	바라+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 메르스 격리자 922명 급증, 감염유형은 병원 환자 47%→가족/문병 36%→병원 관련 종사자 17% 보건복지부는 메르스(중동호흡기질환)확진 환진자가 총 162명인 것으로 밝혔다.
## <메르스:POH> 격리자 <922명:NOH> 급증, 감염유형은 병원 환자 <47%:PNT>→가족/문병 <36%:PNT>→병원 관련 종사자 <17%:PNT> <보건복지부:ORG>는 <메르스:POH>(<중동호흡기질환:POH>)확진 환진자가 총 <162명:NOH>인 것으로 밝혔다.
메르스	메르스	NNG	B-POH
_	_	_	O
격리	격리	NNG	O
자	자	XSN	O
_	_	_	O
922	922	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
급증	급증	NNG	O
,	,	SP	O
_	_	_	O
감염	감염	NNG	O
유형	유형	NNG	O
은	은	JX	O
_	_	_	O
병원	병원	NNG	O
_	_	_	O
환자	환자	NNG	O
_	_	_	O
47	47	SN	B-PNT
%	%	SW	I-PNT
→	→	SW	O
가족	가족	NNG	O
/	/	SP	O
문병	문병	NNG	O
_	_	_	O
36	36	SN	B-PNT
%	%	SW	I-PNT
→	→	SW	O
병원	병원	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
종사자	종사자	NNG	O
_	_	_	O
17	17	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
보건복지부	보건복지부	NNG	B-ORG
는	는	JX	O
_	_	_	O
메르스	메르스	NNG	B-POH
(	(	SS	O
중동	중동	NNP	B-POH
호흡기	호흡기	NNG	I-POH
질환	질환	NNG	I-POH
)	)	SS	O
확진	확진	NNG	O
_	_	_	O
환	환	NNG	O
진자	진자	NNG	O
가	가	JKS	O
_	_	_	O
총	총	MM	O
_	_	_	O
162	162	SN	B-NOH
명	명	NNB	I-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 보건복지부는 17일 메르스 확진 현황을 통해, 메르스 확진자 총 162명, 현재 124명(77%)이 치료중, 19명(12%)퇴원, 19명(12%)사망이라고 알렸다.
## <보건복지부:ORG>는 <17일:DAT> <메르스:POH> 확진 현황을 통해, <메르스:POH> 확진자 총 <162명:NOH>, 현재 <124명:NOH>(<77%:PNT>)이 치료중, <19명:NOH>(<12%:PNT>)퇴원, <19명:NOH>(<12%:PNT>)사망이라고 알렸다.
보건복지부	보건복지부	NNG	B-ORG
는	는	JX	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
확진	확진	NNG	O
_	_	_	O
현황	현황	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
,	,	SP	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
확진	확진	NNG	O
자	자	XSN	O
_	_	_	O
총	총	MM	O
_	_	_	O
162	162	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
124	124	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
77	77	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
이	이	JKS	O
_	_	_	O
치료	치료	NNG	O
중	중	NNB	O
,	,	SP	O
_	_	_	O
19	19	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
12	12	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
퇴원	퇴원	NNG	O
,	,	SP	O
_	_	_	O
19	19	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
12	12	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
사망	사망	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
알	알리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 치료 중인 124명 환자 상태에 대해서는 안정적 106명(85%), 불안정 18명(15%)이며, 전일 대비 확진자 8명이 늘었으며, 퇴원자는 2명 증가 했다.
## 치료 중인 <124명:NOH> 환자 상태에 대해서는 안정적 <106명:NOH>(<85%:PNT>), 불안정 <18명:NOH>(<15%:PNT>)이며, 전일 대비 확진자 <8명:NOH>이 늘었으며, 퇴원자는 <2명:NOH> 증가 했다.
치료	치료	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
124	124	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
환자	환자	NNG	O
_	_	_	O
상태	상태	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
안정적	안정적	NNG	O
_	_	_	O
106	106	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
85	85	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
불안정	불안정	NNG	O
_	_	_	O
18	18	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
15	15	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
전일	전일	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
확진	확진	NNG	O
자	자	XSN	O
_	_	_	O
8	8	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
퇴원	퇴원	NNG	O
자	자	NNG	O
는	는	JX	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
증가	증가	NNG	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 감염유형으로는 병원 환자 76(47%), 가족/문병 58명(36%), 병원 관련 종사자 28명(17%)로 나타났다.
## 감염유형으로는 병원 환자 <76:NOH>(<47%:PNT>), 가족/문병 <58명:NOH>(<36%:PNT>), 병원 관련 종사자 <28명:NOH>(<17%:PNT>)로 나타났다.
감염	감염	NNG	O
유형	유형	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
병원	병원	NNG	O
_	_	_	O
환자	환자	NNG	O
_	_	_	O
76	76	SN	B-NOH
(	(	SS	O
47	47	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
가족	가족	NNG	O
/	/	SP	O
문병	문병	NNG	O
_	_	_	O
58	58	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
36	36	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
병원	병원	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
종사자	종사자	NNG	O
_	_	_	O
28	28	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
17	17	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
로	로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 신규확진자 8명 가운데 155번째, 156번째, 157번째 확진자는 5.26~5.29일 중 삼성서울병원 응급실을 내원하였고, 158번째 확진자는 5.27일 가족 진료를 위해 삼성서울병원 응급실에 방문했었다.
## 신규확진자 <8명:NOH> 가운데 <155번째:NOH>, <156번째:NOH>, <157번째:NOH> 확진자는 <5.26~5.29일:DUR> 중 <삼성서울병원:ORG> 응급실을 내원하였고, <158번째:NOH> 확진자는 <5.27일:DAT> 가족 진료를 위해 <삼성서울병원:ORG> 응급실에 방문했었다.
신규	신규	NNG	O
확진	확진	NNG	O
자	자	XSN	O
_	_	_	O
8	8	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
155	155	SN	B-NOH
번째	번째	NNB	I-NOH
,	,	SP	O
_	_	_	O
156	156	SN	B-NOH
번째	번째	NNB	I-NOH
,	,	SP	O
_	_	_	O
157	157	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	NNB	O
는	는	JX	O
_	_	_	O
5.26	5.26	SN	B-DUR
~	~	SO	I-DUR
5.29	5.29	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
중	중	NNB	O
_	_	_	O
삼성서울병원	삼성서울병원	NNP	B-ORG
_	_	_	O
응급실	응급실	NNG	O
을	을	JKO	O
_	_	_	O
내원하	내원하	VV	O
였	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
158	158	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	NNB	O
는	는	JX	O
_	_	_	O
5.27	5.27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
가족	가족	NNG	O
_	_	_	O
진료	진료	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
삼성서울병원	삼성서울병원	NNP	B-ORG
_	_	_	O
응급실	응급실	NNG	O
에	에	JKB	O
_	_	_	O
방문	방문하	VV	O
했었	였었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 59번째 확진자는 5.27~5.29일 15번째 확진자와 한림대동탄성심병원 같은 병실에 입원하였고, 160번째 확진자는 6.5일 76번째 확진자가 강동경희대학교의대병원 응급실 내원시 응급실 의료진이었으며, 161번째 확진자는 5.27일 17번째 확진자와 평택굿모닝병원 같은 병동에 입원한 환자이다.
## <59번째:NOH> 확진자는 <5.27~5.29일:DUR> <15번째:NOH> 확진자와 <한림대동탄성심병원:ORG> 같은 병실에 입원하였고, <160번째:NOH> 확진자는 <6.5일:DAT> <76번째:NOH> 확진자가 <강동경희대학교의대병원:ORG> 응급실 내원시 응급실 의료진이었으며, <161번째:NOH> 확진자는 <5.27일:DAT> <17번째:NOH> 확진자와 <평택굿모닝병원:ORG> 같은 병동에 입원한 환자이다.
59	59	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	NNB	O
는	는	JX	O
_	_	_	O
5.27	5.27	SN	B-DUR
~	~	SO	I-DUR
5.29	5.29	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
15	15	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	XSN	O
와	와	JC	O
_	_	_	O
한림대	한림대	NNP	B-ORG
동탄	동탄	NNP	I-ORG
성심	성심	NNP	I-ORG
병원	병원	NNG	I-ORG
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
병실	병실	NNG	O
에	에	JKB	O
_	_	_	O
입원하	입원하	VV	O
였	였	EP	O
고	고	JKQ	O
,	,	SP	O
_	_	_	O
160	160	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	NNB	O
는	는	JX	O
_	_	_	O
6.5	6.5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
76	76	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	XSN	O
가	가	JKS	O
_	_	_	O
강동	강동	NNP	B-ORG
경희대학교	경희대학교	NNP	I-ORG
의대	의대	NNG	I-ORG
병원	병원	NNG	I-ORG
_	_	_	O
응급실	응급실	NNG	O
_	_	_	O
내원	내원	NNG	O
시	시	NNB	O
_	_	_	O
응급실	응급실	NNG	O
_	_	_	O
의료진	의료진	NNG	O
이	이	VCP	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
161	161	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	NNB	O
는	는	JX	O
_	_	_	O
5.27	5.27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
17	17	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	XSN	O
와	와	JC	O
_	_	_	O
평택굿모닝병원	평택굿모닝병원	NNP	B-ORG
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
병동	병동	NNG	O
에	에	JKB	O
_	_	_	O
입원한	입원하+ㄴ	VV+ETM	O
_	_	_	O
환자	환자	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 162번째 확진자는 삼성서울병원 의료진으로 세부사항에 대해서는 현재 역학조사 진행 중이다.
## <162번째:NOH> 확진자는 <삼성서울병원:ORG> 의료진으로 세부사항에 대해서는 현재 역학조사 진행 중이다.
162	162	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
확진	확진	NNG	O
자	자	NNB	O
는	는	JX	O
_	_	_	O
삼성서울병원	삼성서울병원	NNP	B-ORG
_	_	_	O
의료진	의료진	NNG	O
으로	으로	JKB	O
_	_	_	O
세부	세부	NNG	O
사항	사항	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
역학조사	역학조사	NNG	O
_	_	_	O
진행	진행	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

