## 1
## 초기라면 1~2주 내로 치료된다.
## 초기라면 <1:NOH>~<2주:NOH> 내로 치료된다.
초기	초기+이	NNG+VCP	O
## 이러한 과정을 겪으면서 <지코:PER>는 리더로서 깨달은 바가 크다고 한다.
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
과정	과정	NNG	O
을	을	JKO	O
_	_	_	O
겪	겪	VV	O
으면서	으면서	EC	O
_	_	_	O
지코	지코	NNP	B-PER
는	는	JX	O
_	_	_	O
리더	리더	NNG	O
로서	로서	JKB	O
_	_	_	O
깨달	깨닫	VV	O
은	은	ETM	O
_	_	_	O
바	바	NNB	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## “신중하지 못했던 부분들에 대해서는 늘 죄송하게 생각하고 있어요. 앞으로 더 좋은 모습 보여드려야겠다는 생각도 많이 하고요. 아이돌을 좋아하는 팬들의 대다수가 청소년이다 보니 그들에게 악영향을 끼칠 만한 행동을 해서는 안 되는 게 당연하다고 봐요. 또한 음악 시장에서 아이돌의 영향력이 더욱 커지는 만큼 행동 하나 하나에도 신중을 기해야 하겠더라고요.”스웨그는 래퍼의 숙명 반대로 대중이 생각하는 래퍼들에 대한 편견도 있다.
## “신중하지 못했던 부분들에 대해서는 늘 죄송하게 생각하고 있어요. 앞으로 더 좋은 모습 보여드려야겠다는 생각도 많이 하고요. 아이돌을 좋아하는 팬들의 대다수가 청소년이다 보니 그들에게 악영향을 끼칠 만한 행동을 해서는 안 되는 게 당연하다고 봐요. 또한 음악 시장에서 아이돌의 영향력이 더욱 커지는 만큼 행동 하나 하나에도 신중을 기해야 하겠더라고요.”스웨그는 래퍼의 숙명 반대로 <대중:POH>이 생각하는 래퍼들에 대한 편견도 있다.
“	“	SS	O
신중하	신중하	VA	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
부분	부분	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
늘	늘	MAG	O
_	_	_	O
죄송하	죄송하	VA	O
게	게	EC	O
_	_	_	O
생각하	생각하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어요	어요	EF	O
.	.	SF	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
모습	모습	NNG	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
드려야	드리+어야+하	VX+EC+VX	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
생각	생각	NNG	O
도	도	JX	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
하	하	VV	O
고요	고요	EF	O
.	.	SF	O
_	_	_	O
아이돌	아이돌	NNG	O
을	을	JKO	O
_	_	_	O
좋아하	좋아하	VV	O
는	는	ETM	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
대다수	대다수	NNG	O
가	가	JKS	O
_	_	_	O
청소년	청소년	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
보	보	VX	O
니	니	EC	O
_	_	_	O
그	그	NP	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
악영향	악영향	NNG	O
을	을	JKO	O
_	_	_	O
끼칠	끼치+ㄹ	VV+ETM	O
_	_	_	O
만한	만하+ㄴ	VX+ETM	O
_	_	_	O
행동	행동	NNG	O
을	을	JKO	O
_	_	_	O
해서	하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
당연하	당연하	VA	O
다고	다고	EC	O
_	_	_	O
봐요	보+아요	VV+EF	O
.	.	SF	O
_	_	_	O
또한	또한	MAG	O
_	_	_	O
음악	음악	NNG	O
_	_	_	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
아이돌	아이돌	NNG	O
의	의	JKG	O
_	_	_	O
영향력	영향력	NNG	O
이	이	JKS	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
커지	커지	VV	O
는	는	ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
행동	행동	NNG	O
_	_	_	O
하나	하나	NR	O
_	_	_	O
하나	하나	NR	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
신중	신중	NNG	O
을	을	JKO	O
_	_	_	O
기해야	기하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
겠	겠	EP	O
더라고	더라고	EC	O
요	요	JX	O
.	.	SF	O
”	”	SS	O
스웨그	스웨그	NNG	O
는	는	JX	O
_	_	_	O
래퍼	래퍼	NNG	O
의	의	JKG	O
_	_	_	O
숙명	숙명	NNG	O
_	_	_	O
반대	반대	NNG	O
로	로	JKB	O
_	_	_	O
대중	대중	NNG	B-POH
이	이	JKS	O
_	_	_	O
생각하	생각하	VV	O
는	는	ETM	O
_	_	_	O
래퍼	래퍼	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
편견	편견	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 구성(九星)으로 봐도 상생하는 관계다.
## <구성(九星):POH>으로 봐도 상생하는 관계다.
구성	구성	NNG	B-POH
(	(	SS	I-POH
九星	九星	SH	I-POH
)	)	SS	I-POH
으로	으로	JKB	O
_	_	_	O
봐도	보+아도	VV+EC	O
_	_	_	O
상생하	상생하	VV	O
는	는	ETM	O
_	_	_	O
관계	관계+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 12신살로 보면 신하균과 김고은은 망신살(집안의 재물을 없애고 몸을 망칠 액운)과 반안살의 관계로, 서로의 부족한 부분을 보필해줄 수 있는 좋은 인연이다.
## <12:DAT>신살로 보면 <신하균:PER>과 <김고은:PER>은 망신살(집안의 재물을 없애고 몸을 망칠 액운)과 반안살의 관계로, 서로의 부족한 부분을 보필해줄 수 있는 좋은 인연이다.
12	12	SN	B-DAT
신	신	NNG	O
살	살	NNG	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
신하균	신하균	NNP	B-PER
과	과	JC	O
_	_	_	O
김고은	김고은	NNP	B-PER
은	은	JX	O
_	_	_	O
망신살	망신살	NNG	O
(	(	SS	O
집안	집안	NNG	O
의	의	JKG	O
_	_	_	O
재물	재물	NNG	O
을	을	JKO	O
_	_	_	O
없애	없애	VV	O
고	고	EC	O
_	_	_	O
몸	몸	NNG	O
을	을	JKO	O
_	_	_	O
망칠	망치+ㄹ	VV+ETM	O
_	_	_	O
액운	액운	NNG	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
반	반	NNG	O
안	안	NNG	O
살	살	NNB	O
의	의	JKG	O
_	_	_	O
관계	관계	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
서로	서로	NNG	O
의	의	JKG	O
_	_	_	O
부족한	부족하+ㄴ	VA+ETM	O
_	_	_	O
부분	부분	NNG	O
을	을	JKO	O
_	_	_	O
보필해	보필하+여	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
인연	인연	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 영국 브랜드파이낸스, 삼성 브랜드 가치 90조원으로 조사…'세계 2위' 우뚝 삼성의 브랜드 가치가 90조원에 육박해 세계 2위라는 조사결과가 발표돼 눈길을 끈다.
## <영국:ORG> 브랜드파이낸스, <삼성:ORG> 브랜드 가치 <90조원:MNY>으로 조사…'세계 <2위:NOH>' 우뚝 <삼성:ORG>의 브랜드 가치가 <90조원:MNY>에 육박해 세계 <2위:NOH>라는 조사결과가 발표돼 <눈길:POH>을 끈다.
영국	영국	NNP	B-ORG
_	_	_	O
브랜드	브랜드	NNG	O
파이낸스	파이낸스	NNG	O
,	,	SP	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
가치	가치	NNG	O
_	_	_	O
90	90	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
조사	조사	NNG	O
…	…	SE	O
'	'	SS	O
세계	세계	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
'	'	SS	O
_	_	_	O
우뚝	우뚝	MAG	O
_	_	_	O
삼성	삼성	NNP	B-ORG
의	의	JKG	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
가치	가치	NNG	O
가	가	JKS	O
_	_	_	O
90	90	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
육박해	육박하+여	VV+EC	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
라는	라는	ETM	O
_	_	_	O
조사	조사	NNG	O
결과	결과	NNG	O
가	가	JKS	O
_	_	_	O
발표돼	발표되+어	VV+EC	O
_	_	_	O
눈길	눈길	NNG	B-POH
을	을	JKO	O
_	_	_	O
끈다	끌+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 애플 iOS 8.3, ‘인종별 이모티콘 300종’ 아시아인 얼굴이 헉! ‘황달?’
## <애플:ORG> <iOS 8.3:POH>, ‘인종별 이모티콘 <300종:NOH>’ <아시아:LOC>인 얼굴이 헉! ‘황달?’
애플	애플	NNP	B-ORG
_	_	_	O
iOS	iOS	SL	B-POH
_	_	_	I-POH
8.3	8.3	SN	I-POH
,	,	SP	O
_	_	_	O
‘	‘	SS	O
인종	인종	NNG	O
별	별	XSN	O
_	_	_	O
이모티콘	이모티콘	NNG	O
_	_	_	O
300	300	SN	B-NOH
종	종	NNG	I-NOH
’	’	SS	O
_	_	_	O
아시아	아시아	NNP	B-LOC
인	인	XSN	O
_	_	_	O
얼굴	얼굴	NNG	O
이	이	JKS	O
_	_	_	O
헉	헉	MAG	O
!	!	SF	O
_	_	_	O
‘	‘	SS	O
황달	황달	NNG	O
?	?	SF	O
’	’	SS	O

## 11
## KBS 2TV 새 월화드라마 ‘오 마이 비너스’ 제작발표회가 11일 오후 2시 서울 영등포구 영등포동 타임스퀘어 아모리스홀에서 진행됐다.
## <KBS 2TV:POH> 새 월화드라마 ‘<오 마이 비너스:POH>’ 제작발표회가 <11일:DAT> <오후 2시:TIM> <서울:LOC> <영등포구 영등포동 타임스퀘어 아모리스홀:LOC>에서 진행됐다.
KBS	KBS	SL	B-POH
_	_	_	I-POH
2	2	SN	I-POH
TV	TV	SL	I-POH
_	_	_	O
새	새	MM	O
_	_	_	O
월	월	NNG	O
화	화	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
오	오	IC	B-POH
_	_	_	I-POH
마이	마이	NNG	I-POH
_	_	_	I-POH
비너스	비너스	NNP	I-POH
’	’	SS	O
_	_	_	O
제작	제작	NNG	O
발표회	발표회	NNG	O
가	가	JKS	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
영등포구	영등포구	NNP	B-LOC
_	_	_	I-LOC
영등포동	영등포동	NNP	I-LOC
_	_	_	I-LOC
타임스퀘어	타임스퀘어	NNP	I-LOC
_	_	_	I-LOC
아	아	XSN	I-LOC
모리스	모리스	NNP	I-LOC
홀	홀	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
진행	진행되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이날 소지섭은 “아마 작품을 보면 알겠지만 '주군의 태양'과 까칠한 것 외에는 비슷한 부분이 없다.
## 이날 <소지섭:PER>은 “아마 작품을 보면 알겠지만 '<주군의 태양:POH>'과 까칠한 것 외에는 비슷한 부분이 없다.
이날	이날	NNG	O
_	_	_	O
소	소	NNG	B-PER
지섭	지섭	NNP	I-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
아마	아마	MAG	O
_	_	_	O
작품	작품	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
알	알	VV	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
'	'	SS	O
주군	주군	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
태양	태양	NNG	I-POH
'	'	SS	O
과	과	JKB	O
_	_	_	O
까칠한	까칠하+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
비슷한	비슷하+ㄴ	VA+ETM	O
_	_	_	O
부분	부분	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 배용준 박수진 피로연…로맨틱 3단 콤보 '눈길'
## <배용준:PER> <박수진:PER> 피로연…로맨틱 <3단:NOH> 콤보 '<눈길:POH>'
배용준	배용준	NNP	B-PER
_	_	_	O
박수진	박수진	NNP	B-PER
_	_	_	O
피로연	피로연	NNG	O
…	…	SE	O
로맨틱	로맨틱	NNG	O
_	_	_	O
3	3	SN	B-NOH
단	단	NNG	I-NOH
_	_	_	O
콤보	콤보	NNG	O
_	_	_	O
'	'	SS	O
눈길	눈길	NNG	B-POH
'	'	SS	O

## 14
## 뿐만 아니라 한화리조트 대형 평형으로는 최초로 영유아 동반 가족에 인지도가 높은 캐릭터 객실을 일부 도입했고 경주 스위트 객실을 시작으로 대천, 휘닉스파크, 백암, 설악 등 기존 사업장으로 확대해 회원들의 선택을 다양화하고 혜택을 강화할 예정이다.
## 뿐만 아니라 <한화리조트:ORG> 대형 평형으로는 최초로 영유아 동반 가족에 인지도가 높은 캐릭터 객실을 일부 도입했고 <경주:LOC> 스위트 객실을 시작으로 <대천:LOC>, <휘닉스파크:LOC>, <백암:LOC>, <설악:LOC> 등 기존 사업장으로 확대해 회원들의 선택을 다양화하고 혜택을 강화할 예정이다.
뿐	뿐	NNB	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
한화리조트	한화리조트	NNP	B-ORG
_	_	_	O
대형	대형	NNG	O
_	_	_	O
평형	평형	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
영	영	NNG	O
유아	유아	NNG	O
_	_	_	O
동반	동반	NNG	O
_	_	_	O
가족	가족	NNG	O
에	에	JKB	O
_	_	_	O
인지도	인지도	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
캐릭터	캐릭터	NNG	O
_	_	_	O
객실	객실	NNG	O
을	을	JKO	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
도입	도입하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
경주	경주	NNP	B-LOC
_	_	_	O
스위트	스위트	NNG	O
_	_	_	O
객실	객실	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
대천	대천	NNP	B-LOC
,	,	SP	O
_	_	_	O
휘닉스파크	휘닉스파크	NNP	B-LOC
,	,	SP	O
_	_	_	O
백암	백암	NNP	B-LOC
,	,	SP	O
_	_	_	O
설악	설악	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
사업장	사업장	NNG	O
으로	으로	JKB	O
_	_	_	O
확대해	확대하+여	VV+EC	O
_	_	_	O
회원	회원	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
선택	선택	NNG	O
을	을	JKO	O
_	_	_	O
다양화하	다양화하	VV	O
고	고	EC	O
_	_	_	O
혜택	혜택	NNG	O
을	을	JKO	O
_	_	_	O
강화할	강화하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 한화리조트 경주 스위트 객실 런칭을 기념해 유아·초등학생 자녀를 둔 30대 이상 여성고객을 대상으로 ‘스위트 퀸’ 품평단 모집도 실시한다.
## <한화리조트 경주:ORG> 스위트 객실 런칭을 기념해 유아·초등학생 자녀를 둔 <30대:NOH> 이상 여성고객을 대상으로 ‘스위트 퀸’ 품평단 모집도 실시한다.
한화리조트	한화리조트	NNP	B-ORG
_	_	_	I-ORG
경주	경주	NNP	I-ORG
_	_	_	O
스위트	스위트	NNG	O
_	_	_	O
객실	객실	NNG	O
_	_	_	O
런칭	런칭	NNG	O
을	을	JKO	O
_	_	_	O
기념해	기념하+여	VV+EC	O
_	_	_	O
유아	유아	NNG	O
·	·	SP	O
초등학생	초등학생	NNG	O
_	_	_	O
자녀	자녀	NNG	O
를	를	JKO	O
_	_	_	O
둔	두+ㄴ	VV+ETM	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
여성	여성	NNG	O
고객	고객	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
스위트	스위트	NNG	O
_	_	_	O
퀸	퀸	NNG	O
’	’	SS	O
_	_	_	O
품평	품평	NNG	O
단	단	MAG	O
_	_	_	O
모집	모집	NNG	O
도	도	JX	O
_	_	_	O
실시한다	실시하+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 민주당은 국정을 담당할 자격도 실력도 없다”고 비난했다.
## <민주당:ORG>은 국정을 담당할 자격도 실력도 없다”고 비난했다.
민주당	민주당	NNP	B-ORG
은	은	JX	O
_	_	_	O
국정	국정	NNG	O
을	을	JKO	O
_	_	_	O
담당할	담당하+ㄹ	VV+ETM	O
_	_	_	O
자격	자격	NNG	O
도	도	JX	O
_	_	_	O
실력	실력	NNG	O
도	도	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
비난	비난하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 【서울=뉴시스】
## 【<서울:LOC>=<뉴시스:ORG>】
【	【	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴시스	뉴시스	NNP	B-ORG
】	】	SS	O

## 18
## 네이버는 향후 글로벌 시장에서 웹툰, 동영상 라이브 서비스 ‘브이(V)’, 동영상 커뮤니케이션 앱 ‘스노우’ 등에 초점을 맞춰 사업을 확장하고, 국내에서는 간편결제 서비스 ‘네이버페이’의 시장 확대 등에 집중할 계획이다.
## <네이버:ORG>는 향후 글로벌 시장에서 웹툰, 동영상 라이브 서비스 ‘<브이:POH>(<V:POH>)’, 동영상 커뮤니케이션 앱 ‘<스노우:POH>’ 등에 초점을 맞춰 사업을 확장하고, 국내에서는 간편결제 서비스 ‘<네이버페이:POH>’의 시장 확대 등에 집중할 계획이다.
네이버	네이버	NNP	B-ORG
는	는	JX	O
_	_	_	O
향후	향후	NNG	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
웹	웹	NNG	O
툰	툰	NNP	O
,	,	SP	O
_	_	_	O
동영상	동영상	NNG	O
_	_	_	O
라이브	라이브	NNG	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
‘	‘	SS	O
브이	브이	NNG	B-POH
(	(	SS	O
V	V	SL	B-POH
)	)	SS	O
’	’	SS	O
,	,	SP	O
_	_	_	O
동영상	동영상	NNG	O
_	_	_	O
커뮤니케이션	커뮤니케이션	NNG	O
_	_	_	O
앱	앱	NNG	O
_	_	_	O
‘	‘	SS	O
스노우	스노우	NNP	B-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
초점	초점	NNG	O
을	을	JKO	O
_	_	_	O
맞춰	맞추+어	VV+EC	O
_	_	_	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
확장하	확장하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
간편	간편	NNG	O
결제	결제	NNG	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
‘	‘	SS	O
네이버	네이버	NNP	B-POH
페이	페이	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
집중할	집중하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

