## 1
## 직원에게 물어보니 이 차가 팔린 가격은 15만 파운드(약 2억1500만 원). 1978년 당시 이 차의 가격은 1998파운드(약 286만 원)였다.
## 직원에게 물어보니 이 차가 팔린 가격은 <15만 파운드:MNY>(약 <2억1500만 원:MNY>). <1978년:DAT> 당시 이 차의 가격은 <1998파운드:MNY>(약 <286만 원:MNY>)였다.
직원	직원	NNG	O
## <2차:NOH> 드래프트를 통해 총 <30명:NOH>의 선수가 유니폼을 갈아입었는데, 특히 <kt:ORG>로 넘어간 <이진영:PER>에게 관심이 쏠리고 있다.
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
드래프트	드래프트	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
총	총	MM	O
_	_	_	O
30	30	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
선수	선수	NNG	O
가	가	JKS	O
_	_	_	O
유니폼	유니폼	NNG	O
을	을	JKO	O
_	_	_	O
갈아입	갈아입	VV	O
었	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
kt	kt	SL	B-ORG
로	로	JKB	O
_	_	_	O
넘어간	넘어가+ㄴ	VV+ETM	O
_	_	_	O
이진영	이진영	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
쏠리	쏠리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 이 전 장관은 “과거에는 쌀 시장 개방 등 큰 사건이 터지고 나서 대응하는 농업 정책이 주였다면 이제는 농업 발전을 위한 큰 그림을 그리고 장기적인 계획을 실천해야 할 때”라고 강조했다.
## <이:PER> 전 장관은 “과거에는 쌀 시장 개방 등 큰 사건이 터지고 나서 대응하는 농업 정책이 주였다면 이제는 농업 발전을 위한 큰 그림을 그리고 장기적인 계획을 실천해야 할 때”라고 강조했다.
이	이	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
과거	과거	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
쌀	쌀	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
개방	개방	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
터지	터지	VV	O
고	고	EC	O
_	_	_	O
나서	나+아서	VX+EC	O
_	_	_	O
대응하	대응하	VV	O
는	는	ETM	O
_	_	_	O
농업	농업	NNG	O
_	_	_	O
정책	정책	NNG	O
이	이	JKS	O
_	_	_	O
주	주+이	NNG+VCP	O
였	었	EP	O
다면	다면	EC	O
_	_	_	O
이제	이제	NNG	O
는	는	JX	O
_	_	_	O
농업	농업	NNG	O
_	_	_	O
발전	발전	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
그림	그림	NNG	O
을	을	JKO	O
_	_	_	O
그리	그리	VV	O
고	고	EC	O
_	_	_	O
장기적	장기적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
실천해야	실천하+여야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
때	때	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 깐쇼새우 만드는 법, 이연복 셰프 비법은 "튀김옷 반죽에 식용류"
## 깐쇼새우 만드는 법, <이연복:PER> 셰프 비법은 "튀김옷 반죽에 식용류"
깐쇼새	깐쇼새	NNG	O
우	우	XSV	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
법	법	NNB	O
,	,	SP	O
_	_	_	O
이연복	이연복	NNP	B-PER
_	_	_	O
셰프	셰프	NNG	O
_	_	_	O
비법	비법	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
튀김옷	튀김옷	NNG	O
_	_	_	O
반죽	반죽	NNG	O
에	에	JKB	O
_	_	_	O
식용	식용	NNG	O
류	류	XSN	O
"	"	SS	O

## 8
## 앞서 축제 분위기를 만들기 위해 학성로 150m에 높이 6m짜리 별 모양의 조명 등을 설치한 별빛터널을 만들었다.
## 앞서 축제 분위기를 만들기 위해 <학성로:LOC> <150m:NOH>에 높이 <6m:NOH>짜리 별 모양의 조명 등을 설치한 <별빛터널:LOC>을 만들었다.
앞서	앞서	MAG	O
_	_	_	O
축제	축제	NNG	O
_	_	_	O
분위기	분위기	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
학성	학성	NNG	B-LOC
로	로	JKB	I-LOC
_	_	_	O
150	150	SN	B-NOH
m	m	SL	I-NOH
에	에	JKB	O
_	_	_	O
높이	높이	MAG	O
_	_	_	O
6	6	SN	B-NOH
m	m	SL	I-NOH
짜리	짜리	XSN	O
_	_	_	O
별	별	NNG	O
_	_	_	O
모양	모양	NNG	O
의	의	JKG	O
_	_	_	O
조명	조명	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
설치한	설치하+ㄴ	VV+ETM	O
_	_	_	O
별빛	별빛	NNG	B-LOC
터널	터널	NNG	I-LOC
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 3부에선 불행한 결혼 생활로 상처를 입은 김수영이 성주의 구애에 흔들리는 모습이 나온다.
## <3부:NOH>에선 불행한 결혼 생활로 상처를 입은 <김수영:PER>이 <성주:PER>의 구애에 흔들리는 모습이 나온다.
3	3	SN	B-NOH
부	부	NNB	I-NOH
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
불행한	불행하+ㄴ	VA+ETM	O
_	_	_	O
결혼	결혼	NNG	O
_	_	_	O
생활	생활	NNG	O
로	로	JKB	O
_	_	_	O
상처	상처	NNG	O
를	를	JKO	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
김수영	김수영	NNP	B-PER
이	이	JKS	O
_	_	_	O
성주	성주	NNG	B-PER
의	의	JKG	O
_	_	_	O
구애	구애	NNG	O
에	에	JKB	O
_	_	_	O
흔들리	흔들리	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## ‘동아일보가 지면 개혁을 위해 와카미야 씨를 정치부장에 임명했다’는 새해 첫 꿈을 꿨다는 내용이었다.
## ‘<동아일보:ORG>가 지면 개혁을 위해 <와카미야:PER> 씨를 정치부장에 임명했다’는 새해 첫 꿈을 꿨다는 내용이었다.
‘	‘	SS	O
동아일보	동아일보	NNP	B-ORG
가	가	JKS	O
_	_	_	O
지	지	VV	O
면	면	EC	O
_	_	_	O
개혁	개혁	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
와카	와카	NNG	B-PER
미야	미야	NNP	I-PER
_	_	_	O
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
정치	정치	NNG	O
부장	부장	NNG	O
에	에	JKB	O
_	_	_	O
임명	임명하	VV	O
했	였	EP	O
다	다	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
새해	새해	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
꿈	꿈	NNG	O
을	을	JKO	O
_	_	_	O
꿨	+었	+EP	O
다	다	EC	O
는	는	JX	O
_	_	_	O
내용	내용	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 지난 23~26일 NC와의 원정 3연전을 싹쓸이한 KIA는 27일 현재 6위(승률 0.456·31승1무3패)까지 올라섰다.
## 지난 <23~26일:DUR> <NC:ORG>와의 원정 <3연전:NOH>을 싹쓸이한 <KIA:ORG>는 <27일:DAT> 현재 <6위:NOH>(승률 <0.456:PNT>·<31승:NOH><1무:NOH><3패:NOH>)까지 올라섰다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
23	23	SN	B-DUR
~	~	SO	I-DUR
26	26	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
NC	NC	SL	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
원정	원정	NNG	O
_	_	_	O
3	3	SN	B-NOH
연전	연전	NNG	I-NOH
을	을	JKO	O
_	_	_	O
싹쓸이한	싹쓸이하+ㄴ	VV+ETM	O
_	_	_	O
KIA	KIA	SL	B-ORG
는	는	JX	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
현재	현재	MAG	O
_	_	_	O
6	6	SN	B-NOH
위	위	NNB	I-NOH
(	(	SS	O
승률	승률	NNG	O
_	_	_	O
0.456	0.456	SN	B-PNT
·	·	SP	O
31	31	SN	B-NOH
승	승	NNB	I-NOH
1	1	SN	B-NOH
무	무	NNG	I-NOH
3	3	SN	B-NOH
패	패	NNB	I-NOH
)	)	SS	O
까지	까지	JX	O
_	_	_	O
올라섰	올라서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 같은 해 하늘 역시 정규 1집 앨범 ‘보이스 오브 퓨리티(Voice Of Purity)’로 데뷔했다.
## 같은 해 하늘 역시 정규 <1집:NOH> 앨범 ‘<보이스 오브 퓨리티:POH>(<Voice Of Purity:POH>)’로 데뷔했다.
같	같	VA	O
은	은	ETM	O
_	_	_	O
해	해	NNG	O
_	_	_	O
하늘	하늘	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
정규	정규	NNG	O
_	_	_	O
1	1	SN	B-NOH
집	집	NNB	I-NOH
_	_	_	O
앨범	앨범	NNG	O
_	_	_	O
‘	‘	SS	O
보이스	보이스	NNG	B-POH
_	_	_	I-POH
오브	오브	NNG	I-POH
_	_	_	I-POH
퓨리	퓨리	NNP	I-POH
티	티	NNG	I-POH
(	(	SS	O
Voice	Voice	SL	B-POH
_	_	_	I-POH
Of	Of	SL	I-POH
_	_	_	I-POH
Purity	Purity	SL	I-POH
)	)	SS	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
데뷔	데뷔하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 비슷한 시기에 데뷔한 두 사람은 절친한 사이로 알려져 있었다.
## 비슷한 시기에 데뷔한 <두 사람:NOH>은 절친한 사이로 알려져 있었다.
비슷한	비슷하+ㄴ	VA+ETM	O
_	_	_	O
시기	시기	NNG	O
에	에	JKB	O
_	_	_	O
데뷔한	데뷔하+ㄴ	VV+ETM	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
은	은	JX	O
_	_	_	O
절친한	절친하+ㄴ	VA+ETM	O
_	_	_	O
사이	사이	NNG	O
로	로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 일본군 위안부 참상 고발 영화 ‘귀향’, 개봉 첫날 15만4천명 관람
## <일본군 위안부:ORG> 참상 고발 영화 ‘<귀향:POH>’, 개봉 첫날 <15만4천명:NOH> 관람
일본	일본	NNP	B-ORG
군	군	NNG	I-ORG
_	_	_	I-ORG
위안부	위안부	NNG	I-ORG
_	_	_	O
참상	참상	NNG	O
_	_	_	O
고발	고발	NNG	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
귀향	귀향	NNG	B-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
개봉	개봉	NNG	O
_	_	_	O
첫날	첫날	NNG	O
_	_	_	O
15	15	SN	B-NOH
만	만	NR	I-NOH
4	4	SN	I-NOH
천	천	NR	I-NOH
명	명	NNB	I-NOH
_	_	_	O
관람	관람	NNG	O

## 15
## VX를 대량파괴무기로 사용한 대표적인 독재정권은 이라크의 사담 후세인 정권이었다.
## VX를 대량파괴무기로 사용한 대표적인 독재정권은 <이라크:ORG>의 사담 후세인 정권이었다.
VX	VX	SL	O
를	를	JKO	O
_	_	_	O
대량	대량	NNG	O
파괴	파괴	NNG	O
무기	무기	NNG	O
로	로	JKB	O
_	_	_	O
사용한	사용하+ㄴ	VV+ETM	O
_	_	_	O
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
독재	독재	NNG	O
정권	정권	NNG	O
은	은	JX	O
_	_	_	O
이라크	이라크	NNP	B-ORG
의	의	JKG	O
_	_	_	O
사담	사담	NNP	O
_	_	_	O
후세인	후세인	NNP	O
_	_	_	O
정권	정권	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

