## 1
## 양효진 20득점…현대건설, 4년만에 챔프전 진출
## <양효진:PER> <20득점:NOH>…<현대건설:ORG>, <4년만:NOH>에 챔프전 진출
양효진	양효진	NNP	B-PER
에	에	JKB	O
_	_	_	O
보낸	보내+ㄴ	VV+ETM	O
_	_	_	O
메시지	메시지	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
해석하	해석하	VV	O
는	는	ETM	O
_	_	_	O
이	이	NNB	O
도	도	JX	O
_	_	_	O
적	적	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 7월 4일 적 탱크 20여 대와 5000여 명에 달하는 북한군의 남진을 막기 위해 출격했다.
## <7월 4일:DAT> 적 탱크 <20여 대:NOH>와 <5000여 명:NOH>에 달하는 <북한군:ORG>의 남진을 막기 위해 출격했다.
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
적	적	NNB	O
_	_	_	O
탱크	탱크	NNG	O
_	_	_	O
20	20	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
대	대	NNB	I-NOH
와	와	JC	O
_	_	_	O
5000	5000	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
북한	북한	NNP	B-ORG
군	군	NNG	I-ORG
의	의	JKG	O
_	_	_	O
남진	남진	NNG	O
을	을	JKO	O
_	_	_	O
막	막	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
출격	출격하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 임성호 종로학원하늘교육 대표는 “서울대 합격생을 보면 지역균형은 내신 1등급 초반, 일반전형도 최소 2~3등급은 돼야 합격한 것으로 나타났다”며 “내신이 주요 대학 학종의 핵심으로 떠올랐다”고 분석했다.
## <임성호:PER> <종로학원하늘교육:ORG> 대표는 “<서울대:ORG> 합격생을 보면 지역균형은 내신 <1등급:NOH> 초반, 일반전형도 최소 <2:NOH>~<3등급:NOH>은 돼야 합격한 것으로 나타났다”며 “내신이 주요 대학 학종의 핵심으로 떠올랐다”고 분석했다.
임성호	임성호	NNP	B-PER
_	_	_	O
종로학원	종로학원	NNP	B-ORG
하늘	하늘	NNG	I-ORG
교육	교육	NNG	I-ORG
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
서울대	서울대	NNP	B-ORG
_	_	_	O
합격	합격	NNG	O
생	생	XSN	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
지역	지역	NNG	O
균형	균형	NNG	O
은	은	JX	O
_	_	_	O
내신	내신	NNG	O
_	_	_	O
1	1	SN	B-NOH
등급	등급	NNG	I-NOH
_	_	_	O
초반	초반	NNG	O
,	,	SP	O
_	_	_	O
일반	일반	NNG	O
전형	전형	NNG	O
도	도	JX	O
_	_	_	O
최소	최소	NNG	O
_	_	_	O
2	2	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
등급	등급	NNG	I-NOH
은	은	JX	O
_	_	_	O
돼야	되+어야	VV+EC	O
_	_	_	O
합격한	합격하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
내신	내신	NNG	O
이	이	JKS	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
대학	대학	NNG	O
_	_	_	O
학	학	XSN	O
종	종	NNG	O
의	의	JKG	O
_	_	_	O
핵심	핵심	NNG	O
으로	으로	JKB	O
_	_	_	O
떠올	떠오르	VV	O
랐	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
분석	분석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## LG전자는 16일 서울 여의도 트윈타워에서 신제품 발표회를 열고 휘센 듀얼 에어컨을 비롯해 총 29종의 에어컨 신제품을 공개했다.
## <LG전자:ORG>는 <16일:DAT> <서울:LOC> <여의도 트윈타워:LOC>에서 신제품 발표회를 열고 <휘센:ORG> 듀얼 에어컨을 비롯해 총 <29종:NOH>의 에어컨 신제품을 공개했다.
LG	LG	SL	B-ORG
전자	전자	NNG	I-ORG
는	는	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
여의도	여의도	NNP	B-LOC
_	_	_	I-LOC
트윈	트윈	NNG	I-LOC
타워	타워	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
신제품	신제품	NNG	O
_	_	_	O
발표회	발표회	NNG	O
를	를	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
휘센	휘센	NNP	B-ORG
_	_	_	O
듀얼	듀얼	NNG	O
_	_	_	O
에어컨	에어컨	NNG	O
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
총	총	MM	O
_	_	_	O
29	29	SN	B-NOH
종	종	NNG	I-NOH
의	의	JKG	O
_	_	_	O
에어컨	에어컨	NNG	O
_	_	_	O
신제품	신제품	NNG	O
을	을	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 그가 남긴 보석 같은 데뷔 음반이자 유작이 된 1집 ‘사랑하기 때문에’를 천천히 곱씹을 수도 있고, 2014년 리마스터링으로 한층 생생하게 돌아온 그의 목소리를 즐길 수도 있다.
## 그가 남긴 보석 같은 데뷔 음반이자 유작이 된 <1집:NOH> ‘<사랑하기 때문에:POH>’를 천천히 곱씹을 수도 있고, <2014년:DAT> 리마스터링으로 한층 생생하게 돌아온 그의 목소리를 즐길 수도 있다.
그	그	NP	O
가	가	JKS	O
_	_	_	O
남긴	남기+ㄴ	VV+ETM	O
_	_	_	O
보석	보석	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
데뷔	데뷔	NNG	O
_	_	_	O
음반	음반	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
유작	유작	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-NOH
집	집	NNB	I-NOH
_	_	_	O
‘	‘	SS	O
사랑하	사랑하	VV	B-POH
기	기	ETN	I-POH
_	_	_	I-POH
때문	때문	NNB	I-POH
에	에	JKB	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
천천히	천천히	MAG	O
_	_	_	O
곱씹	곱씹	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
리	리	NNG	O
마스터	마스터	NNG	O
링	링	NNG	O
으로	으로	JKB	O
_	_	_	O
한층	한층	MAG	O
_	_	_	O
생생하	생생하	VA	O
게	게	EC	O
_	_	_	O
돌아온	돌아오+ㄴ	VV+ETM	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
목소리	목소리	NNG	O
를	를	JKO	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 지정 기록물로 정해지면 보호 기간은 15년 범위 이내에서 정할 수 있지만 개인 사생활과 관련된 기록물은 30년 이내까지 범위가 길어진다.
## 지정 기록물로 정해지면 보호 기간은 <15년:DUR> 범위 이내에서 정할 수 있지만 개인 사생활과 관련된 기록물은 <30년:DUR> 이내까지 범위가 길어진다.
지정	지정	NNG	O
_	_	_	O
기록물	기록물	NNG	O
로	로	JKB	O
_	_	_	O
정해	정하+여	VV+EC	O
지	지	VX	O
면	면	EC	O
_	_	_	O
보호	보호	NNG	O
_	_	_	O
기간	기간	NNG	O
은	은	JX	O
_	_	_	O
15	15	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
범위	범위	NNG	O
_	_	_	O
이내	이내	NNG	O
에서	에서	JKB	O
_	_	_	O
정할	정하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
_	_	_	O
개인	개인	NNG	O
_	_	_	O
사생활	사생활	NNG	O
과	과	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
기록	기록	NNG	O
물	물	XSN	O
은	은	JX	O
_	_	_	O
30	30	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
이내	이내	NNG	O
까지	까지	JX	O
_	_	_	O
범위	범위	NNG	O
가	가	JKS	O
_	_	_	O
길	길	VA	O
어	어	EC	O
진다	지+ㄴ다	VX+EF	O
.	.	SF	O

## 10
## 인도 뉴델리, ‘노상 응가’ 시민 단속…‘청결안내원’ 도입
## <인도:LOC> <뉴델리:LOC>, ‘노상 응가’ 시민 단속…‘청결안내원’ 도입
인도	인도	NNP	B-LOC
_	_	_	O
뉴델리	뉴델리	NNP	B-LOC
,	,	SP	O
_	_	_	O
‘	‘	SS	O
노상	노상	MAG	O
_	_	_	O
응가	응가	NNG	O
’	’	SS	O
_	_	_	O
시민	시민	NNG	O
_	_	_	O
단속	단속	NNG	O
…	…	SE	O
‘	‘	SS	O
청결	청결	NNG	O
안내원	안내원	NNG	O
’	’	SS	O
_	_	_	O
도입	도입	NNG	O

## 11
## 필기전형은 NCS 직업기초능력평가 및 직무수행능력평가를 실시한다.
## 필기전형은 <NCS:POH> 직업기초능력평가 및 직무수행능력평가를 실시한다.
필기	필기	NNG	O
전형	전형	NNG	O
은	은	JX	O
_	_	_	O
NCS	NCS	SL	B-POH
_	_	_	O
직업	직업	NNG	O
기초	기초	NNG	O
능력	능력	NNG	O
평가	평가	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
직무	직무	NNG	O
수행	수행	NNG	O
능력	능력	NNG	O
평가	평가	NNG	O
를	를	JKO	O
_	_	_	O
실시한다	실시하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 연비는 유럽기준으로 30.3km/l, 이산화탄소 배출량은 77g/km(이 수치는 EU의 플러그인 하이브리드 차량 테스트 기준이며, 타이어 포맷 등 세부조건에 따라 결과가 달라질 수 있음)이다.
## 연비는 유럽기준으로 <30.3km/l:NOH>, 이산화탄소 배출량은 <77g/km:NOH>(이 수치는 <EU:ORG>의 플러그인 하이브리드 차량 테스트 기준이며, 타이어 포맷 등 세부조건에 따라 결과가 달라질 수 있음)이다.
연비	연비	NNG	O
는	는	JX	O
_	_	_	O
유럽	유럽	NNP	O
기준	기준	NNG	O
으로	으로	JKB	O
_	_	_	O
30.3	30.3	SN	B-NOH
km	km	SL	I-NOH
/	/	SP	I-NOH
l	l	SL	I-NOH
,	,	SP	O
_	_	_	O
이산화탄소	이산화탄소	NNG	O
_	_	_	O
배출	배출	NNG	O
량	량	NNG	O
은	은	JX	O
_	_	_	O
77	77	SN	B-NOH
g	g	SL	I-NOH
/	/	SP	I-NOH
km	km	SL	I-NOH
(	(	SS	O
이	이	MM	O
_	_	_	O
수치	수치	NNG	O
는	는	JX	O
_	_	_	O
EU	EU	SL	B-ORG
의	의	JKG	O
_	_	_	O
플러그인	플러그인	NNG	O
_	_	_	O
하이브리드	하이브리드	NNG	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
테스트	테스트	NNG	O
_	_	_	O
기준	기준	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
타이어	타이어	NNG	O
_	_	_	O
포맷	포맷	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
세부	세부	NNG	O
조건	조건	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
결과	결과	NNG	O
가	가	JKS	O
_	_	_	O
달라질	달라지+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
음	음	ETN	O
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 이 과정에서 남상미는 첫 번째가 아닌 수정된 시놉시스를 받아봤고, 큰 이견 없이 출연을 결정했다.
## 이 과정에서 <남상미:PER>는 첫 번째가 아닌 수정된 시놉시스를 받아봤고, 큰 이견 없이 출연을 결정했다.
이	이	MM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
남상미	남상미	NNP	B-PER
는	는	JX	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
번째	번째	NNB	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
수정된	수정되+ㄴ	VV+ETM	O
_	_	_	O
시놉시스	시놉시스	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
봤	보+았	VX+EP	O
고	고	JKQ	O
,	,	SP	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
이견	이견	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
출연	출연	NNG	O
을	을	JKO	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 50년 전 제너럴모터스(GM) 근로자는 현재 화폐가치로 시간당 50달러를 벌었지만 현재 월마트 직원은 시간당 8달러를 받는다.
## <50년:DUR> 전 <제너럴모터스:ORG>(<GM:ORG>) 근로자는 현재 화폐가치로 시간당 <50달러:MNY>를 벌었지만 현재 <월마트:ORG> 직원은 시간당 <8달러:MNY>를 받는다.
50	50	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
전	전	NNG	O
_	_	_	O
제너럴모터스	제너럴모터스	NNP	B-ORG
(	(	SS	O
GM	GM	SL	B-ORG
)	)	SS	O
_	_	_	O
근로자	근로자	NNG	O
는	는	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
화폐	화폐	NNG	O
가치	가치	NNG	O
로	로	JKB	O
_	_	_	O
시간	시간	NNG	O
당	당	XSN	O
_	_	_	O
50	50	SN	B-MNY
달러	달러	NNB	I-MNY
를	를	JKO	O
_	_	_	O
벌	벌	VV	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
월	월	NNG	B-ORG
마트	마트	NNG	I-ORG
_	_	_	O
직원	직원	NNG	O
은	은	JX	O
_	_	_	O
시간	시간	NNG	O
당	당	XSN	O
_	_	_	O
8	8	SN	B-MNY
달러	달러	NNB	I-MNY
를	를	JKO	O
_	_	_	O
받	받	VV	O
는다	는다	EF	O
.	.	SF	O

## 15
## 설 연휴, 나라를 살릴 시민정신이 무엇인지 고민하고 토론하는 시간이 되었으면 좋겠습니다.
## <설:DAT> 연휴, 나라를 살릴 시민정신이 무엇인지 고민하고 토론하는 시간이 되었으면 좋겠습니다.
설	설	NNG	B-DAT
_	_	_	O
연휴	연휴	NNG	O
,	,	SP	O
_	_	_	O
나라	나라	NNG	O
를	를	JKO	O
_	_	_	O
살릴	살리+ㄹ	VV+ETM	O
_	_	_	O
시민	시민	NNG	O
정신	정신	NNG	O
이	이	JKS	O
_	_	_	O
무엇	무엇	NP	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
고민하	고민하	VV	O
고	고	EC	O
_	_	_	O
토론하	토론하	VV	O
는	는	ETM	O
_	_	_	O
시간	시간	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
었	었	EP	O
으면	으면	EC	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 16
## 매일 한강에서 물 4만 t을 끌어오는 청계천의 자연성 복원을 위해서는 “중학천의 복개를 벗겨내고 물길부터 이어야 한다”는 주장이 나온다.
## 매일 <한강:LOC>에서 물 <4만 t:NOH>을 끌어오는 <청계천:POH>의 자연성 복원을 위해서는 “<중학천:POH>의 복개를 벗겨내고 물길부터 이어야 한다”는 주장이 나온다.
매일	매일	MAG	O
_	_	_	O
한강	한강	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
물	물	NNG	O
_	_	_	O
4	4	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
t	t	SL	I-NOH
을	을	JKO	O
_	_	_	O
끌어오	끌어오	VV	O
는	는	ETM	O
_	_	_	O
청계천	청계천	NNP	B-POH
의	의	JKG	O
_	_	_	O
자연	자연	NNG	O
성	성	XSN	O
_	_	_	O
복원	복원	NNG	O
을	을	JKO	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
“	“	SS	O
중학	중학	NNG	B-POH
천의	천의	NNG	O
_	_	_	O
복개	복개	NNG	O
를	를	JKO	O
_	_	_	O
벗겨	벗기+어	VV+EC	O
내	내	VX	O
고	고	EC	O
_	_	_	O
물길	물길	NNG	O
부터	부터	JX	O
_	_	_	O
이	잇	VV	O
어야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
주장	주장	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 17
## 당초 10-20대 젊은층 대상이었던 이랜드의 ‘티니위니’는 30-40대까지 고객층을 넓히고 있다.
## 당초 <10:NOH>-<20대:NOH> 젊은층 대상이었던 <이랜드:ORG>의 ‘<티니위니:POH>’는 <30:NOH>-<40대:NOH>까지 고객층을 넓히고 있다.
당초	당초	NNG	O
_	_	_	O
10	10	SN	B-NOH
-	-	SO	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
젊	젊	VA	O
은	은	ETM	O
층	층	NNG	O
_	_	_	O
대상	대상	NNG	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
이랜드	이랜드	NNP	B-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
티니위니	티니위니	NNP	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
30	30	SN	B-NOH
-	-	SO	O
40	40	SN	B-NOH
대	대	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
고객	고객	NNG	O
층	층	XSN	O
을	을	JKO	O
_	_	_	O
넓히	넓히	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

