## 1
## 화성 동탄2신도시, 하남 미사강변도시, 남양주 다산신도시 등지가 눈길을 끈다.
## <화성 동탄2신도시:LOC>, <하남 미사강변도시:LOC>, <남양주 다산신도시:LOC> 등지가 <눈길:POH>을 끈다.
화성	화성	NNP	B-LOC
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
여성	여성	NNG	O
과	과	JC	O
_	_	_	O
여성	여성	NNG	O
의	의	JKG	O
_	_	_	O
권리	권리	NNG	O
는	는	JX	O
_	_	_	O
오직	오직	MAG	O
_	_	_	O
외국인	외국인	NNG	O
들	들	XSN	O
에게	에게	JKB	O
만	만	JX	O
_	_	_	O
적용	적용	NNG	O
이	이	JKC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
꼬집	꼬집	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 매스티지는 대중을 뜻하는 ‘매스(mass)’와 고급을 의미하는 ‘프리스티지(prestige)’를 합친 말로 매스티지 카드는 예전에는 일부 고객만 누릴 수 있었던 혜택을 대중화한 대신 연회비를 10만∼20만 원 수준으로 높인 카드들을 이른다.
## 매스티지는 대중을 뜻하는 ‘매스(mass)’와 고급을 의미하는 ‘프리스티지(prestige)’를 합친 말로 매스티지 카드는 예전에는 일부 고객만 누릴 수 있었던 혜택을 대중화한 대신 연회비를 <10만:MNY>∼<20만 원:MNY> 수준으로 높인 카드들을 이른다.
매스	매스	NNG	O
티지	티지	NNP	O
는	는	JX	O
_	_	_	O
대중	대중	NNG	O
을	을	JKO	O
_	_	_	O
뜻하	뜻하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
매스	매스	NNG	O
(	(	SS	O
mass	mass	SL	O
)	)	SS	O
’	’	SS	O
와	와	JKB	O
_	_	_	O
고급	고급	NNG	O
을	을	JKO	O
_	_	_	O
의미하	의미하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
프리스티	프리스티	NNP	O
지	지	XSN	O
(	(	SS	O
prestige	prestige	SL	O
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
합친	합치+ㄴ	VV+ETM	O
_	_	_	O
말	말	NNG	O
로	로	JKB	O
_	_	_	O
매스	매스	NNG	O
티지	티지	NNP	O
_	_	_	O
카드	카드	NNG	O
는	는	JX	O
_	_	_	O
예전	예전	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
고객	고객	NNG	O
만	만	JX	O
_	_	_	O
누릴	누리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
혜택	혜택	NNG	O
을	을	JKO	O
_	_	_	O
대중화한	대중화하+ㄴ	VV+ETM	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
연회비	연회비	NNG	O
를	를	JKO	O
_	_	_	O
10	10	SN	B-MNY
만	만	NR	I-MNY
∼	∼	SO	O
20	20	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
수준	수준	NNG	O
으로	으로	JKB	O
_	_	_	O
높인	높이+ㄴ	VV+ETM	O
_	_	_	O
카드	카드	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
이른다	이르+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 그는 이어 “일본이 양국의 컨센서스 정신을 엄격히 준수하고 사태를 냉정히 처리하기를 희망한다“고 덧붙였다.도쿄·베이징=이정헌·신경진 특파원
## 그는 이어 “<일본:ORG>이 <양국:NOH>의 컨센서스 정신을 엄격히 준수하고 사태를 냉정히 처리하기를 희망한다“고 덧붙였다.<도쿄:LOC>·<베이징:LOC>=<이정헌:PER>·<신경진:PER> 특파원
그	그	NP	O
는	는	JX	O
_	_	_	O
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
일본	일본	NNP	B-ORG
이	이	JKS	O
_	_	_	O
양국	양국	NNG	B-NOH
의	의	JKG	O
_	_	_	O
컨센서스	컨센서스	NNG	O
_	_	_	O
정신	정신	NNG	O
을	을	JKO	O
_	_	_	O
엄격히	엄격히	MAG	O
_	_	_	O
준수하	준수하	VV	O
고	고	EC	O
_	_	_	O
사태	사태	NNG	O
를	를	JKO	O
_	_	_	O
냉정히	냉정히	MAG	O
_	_	_	O
처리하	처리하	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
희망한다	희망하+ㄴ다	VV+EF	O
“	“	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O
도쿄	도쿄	NNP	B-LOC
·	·	SP	O
베이징	베이징	NNP	B-LOC
=	=	SW	O
이정헌	이정헌	NNP	B-PER
·	·	SP	O
신경진	신경진	NNP	B-PER
_	_	_	O
특파원	특파원	NNG	O

## 10
## 뉴욕에 인터넷 비즈니스 부서를 설치하고, 이탈리아 밀라노에 디자인 스튜디오를 여는 등 예전의 명성을 되찾기 위해 고군분투했다.확장 전략을 시도한 후 2001~2002년 매출이 잠시 늘었지만 2003년 다시 매출이 급감하며 반짝 효과에 그쳤다.
## <뉴욕:LOC>에 인터넷 비즈니스 부서를 설치하고, <이탈리아:LOC> <밀라노:LOC>에 디자인 스튜디오를 여는 등 예전의 명성을 되찾기 위해 고군분투했다.확장 전략을 시도한 후 <2001~2002년:DUR> 매출이 잠시 늘었지만 <2003년:DAT> 다시 매출이 급감하며 반짝 효과에 그쳤다.
뉴욕	뉴욕	NNP	B-LOC
에	에	JKB	O
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
부서	부서	NNG	O
를	를	JKO	O
_	_	_	O
설치하	설치하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
이탈리아	이탈리아	NNP	B-LOC
_	_	_	O
밀라노	밀라노	NNP	B-LOC
에	에	JKB	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
스튜디오	스튜디오	NNG	O
를	를	JKO	O
_	_	_	O
여	열	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
예전	예전	NNG	O
의	의	JKG	O
_	_	_	O
명성	명성	NNG	O
을	을	JKO	O
_	_	_	O
되찾	되찾	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
고군분투	고군분투하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
확장	확장	NNG	O
_	_	_	O
전략	전략	NNG	O
을	을	JKO	O
_	_	_	O
시도한	시도하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
2001	2001	SN	B-DUR
~	~	SO	I-DUR
2002	2002	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	O
매출	매출	NNG	O
이	이	JKS	O
_	_	_	O
잠시	잠시	MAG	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
2003	2003	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
다시	다시	MAG	O
_	_	_	O
매출	매출	NNG	O
이	이	JKS	O
_	_	_	O
급감하	급감하	VV	O
며	며	EC	O
_	_	_	O
반짝	반짝	MAG	O
_	_	_	O
효과	효과	NNG	O
에	에	JKB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이 같은 출구조사 결과는 보수당과 자유민주당이 연정을 유지하기로 합의하면 과반 의석을 확보해 재집권이 가능할 것임을 보여주고 있다.
## 이 같은 출구조사 결과는 보수당과 <자유민주당:ORG>이 연정을 유지하기로 합의하면 과반 의석을 확보해 재집권이 가능할 것임을 보여주고 있다.
이	이	NP	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
출구	출구	NNG	O
조사	조사	NNG	O
_	_	_	O
결과	결과	NNG	O
는	는	JX	O
_	_	_	O
보수당	보수당	NNP	O
과	과	JC	O
_	_	_	O
자유민주당	자유민주당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
연정	연정	NNG	O
을	을	JKO	O
_	_	_	O
유지하	유지하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
합의하	합의하	VV	O
면	면	EC	O
_	_	_	O
과반	과반	NNG	O
_	_	_	O
의석	의석	NNG	O
을	을	JKO	O
_	_	_	O
확보해	확보하+여	VV+EC	O
_	_	_	O
재집권	재집권	NNG	O
이	이	JKS	O
_	_	_	O
가능할	가능하+ㄹ	VA+ETM	O
_	_	_	O
것	것	NNB	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 그러나 IBK기업은행 리즈 맥마혼의 최근 기량을 보면 그런 소리는 사라질 듯하다.
## 그러나 <IBK기업은행:ORG> <리즈 맥마혼:PER>의 최근 기량을 보면 그런 소리는 사라질 듯하다.
그러나	그러나	MAJ	O
_	_	_	O
IBK	IBK	SL	B-ORG
기업은행	기업은행	NNP	I-ORG
_	_	_	O
리즈	리즈	NNP	B-PER
_	_	_	I-PER
맥마혼	맥마혼	NNP	I-PER
의	의	JKG	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
기량	기량	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
소리	소리	NNG	O
는	는	JX	O
_	_	_	O
사라질	사라지+ㄹ	VV+ETM	O
_	_	_	O
듯하	듯하	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 재판부는 “무방비 상태의 피해자를 무차별적으로 찔러 살해했다“며 ”아울러 범행 경위나 방법 등 죄질이 매우 좋지 않아 엄한 처벌이 필요하다“고 양형 사유를 설명했다.(제주=뉴스1)
## 재판부는 “무방비 상태의 피해자를 무차별적으로 찔러 살해했다“며 ”아울러 범행 경위나 방법 등 죄질이 매우 좋지 않아 엄한 처벌이 필요하다“고 양형 사유를 설명했다.(<제주:LOC>=뉴스1)
재판부	재판부	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
무방비	무방비	NNG	O
_	_	_	O
상태	상태	NNG	O
의	의	JKG	O
_	_	_	O
피해자	피해자	NNG	O
를	를	JKO	O
_	_	_	O
무차별적	무차별적	NNG	O
으로	으로	JKB	O
_	_	_	O
찔	찌르	VV	O
러	어	EC	O
_	_	_	O
살해	살해하	VV	O
했	였	EP	O
다	다	EF	O
“	“	SS	O
며	며	NA	O
_	_	_	O
”	”	SS	O
아울러	아울러	MAG	O
_	_	_	O
범행	범행	NNG	O
_	_	_	O
경위	경위	NNG	O
나	나	JC	O
_	_	_	O
방법	방법	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
죄질	죄질	NNG	O
이	이	JKS	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
좋	좋	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
엄한	엄하+ㄴ	VA+ETM	O
_	_	_	O
처벌	처벌	NNG	O
이	이	JKS	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
“	“	SS	O
고	고	JKQ	O
_	_	_	O
양형	양형	NNG	O
_	_	_	O
사유	사유	NNG	O
를	를	JKO	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
(	(	SS	O
제주	제주	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	O
1	1	SN	O
)	)	SS	O

## 14
## 키 160㎝ 왜소한 체격의 이 씨는 3개월 전에, 키 185㎝ 건장한 체격의 A 씨는 15일 전에 각각 배를 탔다.
## 키 <160㎝:NOH> 왜소한 체격의 <이:PER> 씨는 <3개월:DUR> 전에, 키 <185㎝:NOH> 건장한 체격의 <A:PER> 씨는 <15일:NOH> 전에 각각 배를 탔다.
키	키	NNG	O
_	_	_	O
160	160	SN	B-NOH
㎝	㎝	SW	I-NOH
_	_	_	O
왜소한	왜소하+ㄴ	VA+ETM	O
_	_	_	O
체격	체격	NNG	O
의	의	JKG	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
3	3	SN	B-DUR
개월	개월	NNB	I-DUR
_	_	_	O
전	전	NNG	O
에	에	JKB	O
,	,	SP	O
_	_	_	O
키	키	NNG	O
_	_	_	O
185	185	SN	B-NOH
㎝	㎝	SW	I-NOH
_	_	_	O
건장한	건장하+ㄴ	VA+ETM	O
_	_	_	O
체격	체격	NNG	O
의	의	JKG	O
_	_	_	O
A	A	SL	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
15	15	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
배	배	NNG	O
를	를	JKO	O
_	_	_	O
탔	타+았	VV+EP	O
다	다	EF	O
.	.	SF	O

