## 1
## 세월호가 침몰한 지 1072일만에 해저면에서 1m 떠올랐다.
## <세월호:POH>가 침몰한 지 <1072일만:NOH>에 해저면에서 <1m:NOH> 떠올랐다.
세월호	세월호	NNP	B-POH
뉴스	뉴스	NNG	I-ORG
]	]	SS	O
_	_	_	O
6	6	SN	B-NOH
년	년	NNB	I-NOH
짜리	짜리	XSN	O
_	_	_	O
'	'	SS	O
비만	비만	NNG	O
_	_	_	O
프로젝트	프로젝트	NNG	O
'	'	SS	O
…	…	SE	O
"	"	SS	O
아빠	아빠	NNG	O
가	가	JKS	O
_	_	_	O
미안해	미안하+여	VA+EF	O
"	"	SS	O

## 4
## 한농대는 학비가 무료다.
## <한농대:ORG>는 학비가 무료다.
한	한	NNP	B-ORG
농대	농대	NNG	I-ORG
는	는	JX	O
_	_	_	O
학비	학비	NNG	O
가	가	JKS	O
_	_	_	O
무료	무료+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 작년 8월까지 15개 대회에 출전해 4차례 컷 탈락하고 톱10에 3번 밖에 들지 못했지만, 퍼터 교체 이후 CIMB클래식 2위, 노던트러스트오픈 공동 2위에 이어 이번 대회에서 우승했다.
## 작년 <8월:DAT>까지 <15개:NOH> 대회에 출전해 <4차례:NOH> 컷 탈락하고 <톱10:NOH>에 <3번:NOH> 밖에 들지 못했지만, 퍼터 교체 이후 <CIMB클래식:POH> <2위:NOH>, <노던트러스트오픈:POH> 공동 <2위:NOH>에 이어 이번 대회에서 우승했다.
작년	작년	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
15	15	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
출전해	출전하+여	VV+EC	O
_	_	_	O
4	4	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
컷	컷	NNG	O
_	_	_	O
탈락하	탈락하	VV	O
고	고	EC	O
_	_	_	O
톱	톱	NNG	B-NOH
10	10	SN	I-NOH
에	에	JKB	O
_	_	_	O
3	3	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
밖	밖	NNG	O
에	에	JKB	O
_	_	_	O
들	들	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
퍼터	퍼터	NNG	O
_	_	_	O
교체	교체	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
CIMB	CIMB	SL	B-POH
클래식	클래식	NNG	I-POH
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
,	,	SP	O
_	_	_	O
노던트러스트	노던트러스트	NNP	B-POH
오픈	오픈	NNG	I-POH
_	_	_	O
공동	공동	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
에서	에서	JKB	O
_	_	_	O
우승	우승하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이번 방문단은 2000년 5월 일본의 정·재계와 관광업계 관계자 5200여 명이 방중한 이후 15년 만에 최대 규모다.
## 이번 방문단은 <2000년 5월:DAT> <일본:LOC>의 정·재계와 관광업계 관계자 <5200여 명:NOH>이 방중한 이후 <15년 만:NOH>에 최대 규모다.
이번	이번	NNG	O
_	_	_	O
방문단	방문단	NNG	O
은	은	JX	O
_	_	_	O
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
일본	일본	NNP	B-LOC
의	의	JKG	O
_	_	_	O
정	정	NNG	O
·	·	SP	O
재계	재계	NNG	O
와	와	JC	O
_	_	_	O
관광업	관광업	NNG	O
계	계	XSN	O
_	_	_	O
관계자	관계자	NNG	O
_	_	_	O
5200	5200	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
방중한	방중하+ㄴ	VV+ETM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
15	15	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
규모	규모+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 기계업체인 일본의 구보다사는 89년 북관동지역에 주물 몰타르가공공장을 짓기로 하고 공장용지를 취득했다.
## 기계업체인 <일본:ORG>의 <구보다:ORG>사는 <89년:DAT> <북관동:LOC>지역에 <주물 몰타르가공공장:LOC>을 짓기로 하고 공장용지를 취득했다.
기계	기계	NNG	O
업체	업체	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
일본	일본	NNP	B-ORG
의	의	JKG	O
_	_	_	O
구보다	구보다	NNP	B-ORG
사	살	VV	O
는	는	ETM	O
_	_	_	O
89	89	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
북	북	NNP	B-LOC
관동	관동	NNP	I-LOC
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
주물	주물	NNG	B-LOC
_	_	_	I-LOC
몰타르	몰타르	NNG	I-LOC
가공	가공	NNG	I-LOC
공장	공장	NNG	I-LOC
을	을	JKO	O
_	_	_	O
짓	짓	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
공장	공장	NNG	O
용지	용지	NNG	O
를	를	JKO	O
_	_	_	O
취득	취득하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 정부는 또 한반도전체의 안정을 위해서는 북한의 새 권력체제가 안정속에 출범하기를 바란다는 기본입장을 다시 강조하고 북한이 남북관계개선에 성의를 보일 것을 촉구했다.
## <정부:ORG>는 또 <한반도:LOC>전체의 안정을 위해서는 <북한:ORG>의 새 권력체제가 안정속에 출범하기를 바란다는 기본입장을 다시 강조하고 <북한:ORG>이 <남북:ORG>관계개선에 성의를 보일 것을 촉구했다.
정부	정부	NNG	B-ORG
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
한반도	한반도	NNP	B-LOC
전체	전체	NNG	O
의	의	JKG	O
_	_	_	O
안정	안정	NNG	O
을	을	JKO	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
새	새	MM	O
_	_	_	O
권력	권력	NNG	O
체제	체제	NNG	O
가	가	JKS	O
_	_	_	O
안정	안정	NNG	O
속	속	NNG	O
에	에	JKB	O
_	_	_	O
출범하	출범하	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
바란다는	바라+ㄴ다는	VV+ETM	O
_	_	_	O
기본	기본	NNG	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
강조하	강조하	VV	O
고	고	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
남북	남북	NNP	B-ORG
관계	관계	NNG	O
개선	개선	NNG	O
에	에	JKB	O
_	_	_	O
성의	성의	NNG	O
를	를	JKO	O
_	_	_	O
보일	보이+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
촉구	촉구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 본지와 e메일 인터뷰에서 그르기치는 “와인이 없는 내 삶을 상상할 수 없다.
## 본지와 e메일 인터뷰에서 <그르기치:PER>는 “와인이 없는 내 삶을 상상할 수 없다.
본지	본지	NNG	O
와	와	JC	O
_	_	_	O
e	e	SL	O
메일	메일	NNG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
그르	그르	NNG	B-PER
기치	기치	NNG	I-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
와인	와인	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
삶	삶	NNG	O
을	을	JKO	O
_	_	_	O
상상할	상상하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 10
## ○…충청대 남기헌 교수(경찰행정과)가 대통령 소속 제2기 지방자치발전위원회 위원에 위촉됐다.
## ○…<충청대:ORG> <남기헌:PER> 교수(경찰행정과)가 대통령 소속 <제2기:NOH> <지방자치발전위원회:ORG> 위원에 위촉됐다.
○	○	SW	O
…	…	SE	O
충청대	충청대	NNP	B-ORG
_	_	_	O
남기헌	남기헌	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
(	(	SS	O
경찰	경찰	NNG	O
행정	행정	NNG	O
과	과	JC	O
)	)	SS	O
가	가	JKS	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
제	제	XPN	B-NOH
2	2	SN	I-NOH
기	기	NNG	I-NOH
_	_	_	O
지방	지방	NNG	B-ORG
자치	자치	NNG	I-ORG
발전	발전	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
위원	위원	NNG	O
에	에	JKB	O
_	_	_	O
위촉	위촉되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## [CAR&TECH]공기청정기-건조기-스타일러 ‘틈새’ 아닌 ‘필수’ 가전 노린다
## [<CAR&TECH:POH>]공기청정기-건조기-스타일러 ‘틈새’ 아닌 ‘필수’ 가전 노린다
[	[	SS	O
CAR	CAR	SL	B-POH
&	&	SW	I-POH
TECH	TECH	SL	I-POH
]	]	SS	O
공기청정기	공기청정기	NNG	O
-	-	SO	O
건조기	건조기	NNG	O
-	-	SO	O
스타일러	스타일러	NNG	O
_	_	_	O
‘	‘	SS	O
틈새	틈새	NNG	O
’	’	SS	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
‘	‘	SS	O
필수	필수	NNG	O
’	’	SS	O
_	_	_	O
가전	가전	NNG	O
_	_	_	O
노린다	노리+ㄴ다	VV+EF	O

## 12
## 중국 상하이에서 ‘길거리 캐스팅’됐다.
## <중국 상하이:LOC>에서 ‘길거리 캐스팅’됐다.
중국	중국	NNP	B-LOC
_	_	_	I-LOC
상하이	상하이	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
길거리	길거리	NNG	O
_	_	_	O
캐스팅	캐스팅	NNG	O
’	’	SS	O
됐	되+었	XSV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 지난해에만 30건이 특허로 등록됐고, 25건을 출원했다.
## 지난해에만 <30건:NOH>이 특허로 등록됐고, <25건:NOH>을 출원했다.
지난해	지난해	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
30	30	SN	B-NOH
건	건	NNB	I-NOH
이	이	JKS	O
_	_	_	O
특허	특허	NNG	O
로	로	JKB	O
_	_	_	O
등록	등록되	VV	O
됐	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
25	25	SN	B-NOH
건	건	NNB	I-NOH
을	을	JKO	O
_	_	_	O
출원	출원하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이에 따라 시의회는 갑론을박 끝에 중국의 선물을 받아들이기로 했으나 이번에는 설치할 곳이 마땅치 않다.
## 이에 따라 시의회는 갑론을박 끝에 <중국:ORG>의 선물을 받아들이기로 했으나 이번에는 설치할 곳이 마땅치 않다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
시의회	시의회	NNG	O
는	는	JX	O
_	_	_	O
갑론을박	갑론을박	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
선물	선물	NNG	O
을	을	JKO	O
_	_	_	O
받아들이	받아들이	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
으나	으나	EC	O
_	_	_	O
이번	이번	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
설치할	설치하+ㄹ	VV+ETM	O
_	_	_	O
곳	곳	NNG	O
이	이	JKS	O
_	_	_	O
마땅	마땅하	VA	O
치	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

