## 1
## 허 위원장도 학생들의 소원을 들어주기 위해 분주히 뛰었다.
## <허:PER> 위원장도 학생들의 <소원:POH>을 들어주기 위해 분주히 뛰었다.
허	허	NNP	B-PER
습니다	습니다	EF	O
.	.	SF	O

## 13
## 3선발로 휴스턴과의 아메리칸리그 디비전시리즈 3차전에 출격했지만, 5.2이닝 3실점으로 패전투수가 됐다.
## <3선발:NOH>로 <휴스턴:ORG>과의 <아메리칸리그 디비전시리즈:POH> <3차:NOH>전에 출격했지만, <5.2이닝:NOH> <3실점:NOH>으로 패전투수가 됐다.
3	3	SN	B-NOH
선발	선발	NNG	I-NOH
로	로	JKB	O
_	_	_	O
휴스턴	휴스턴	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
아메리칸	아메리칸	NNG	B-POH
리그	리그	NNG	I-POH
_	_	_	I-POH
디비전	디비전	NNG	I-POH
시리즈	시리즈	NNG	I-POH
_	_	_	O
3	3	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
에	에	JKB	O
_	_	_	O
출격	출격하	VV	O
했	였	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
5.2	5.2	SN	B-NOH
이닝	이닝	NNG	I-NOH
_	_	_	O
3	3	SN	B-NOH
실점	실점	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
패전투수	패전투수	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 박근혜 정부는 공공기관 개혁을 부르짖지만 공기업 낙하산 인사는 과거 정권보다 더하면 더했지 덜하지 않다.
## <박근혜:PER> 정부는 공공기관 개혁을 부르짖지만 공기업 낙하산 인사는 과거 정권보다 더하면 더했지 덜하지 않다.
박근혜	박근혜	NNP	B-PER
_	_	_	O
정부	정부	NNG	O
는	는	JX	O
_	_	_	O
공공	공공	NNG	O
기관	기관	NNG	O
_	_	_	O
개혁	개혁	NNG	O
을	을	JKO	O
_	_	_	O
부르짖	부르짖	VV	O
지만	지만	EC	O
_	_	_	O
공기업	공기업	NNG	O
_	_	_	O
낙하산	낙하산	NNG	O
_	_	_	O
인사	인사	NNG	O
는	는	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
정권	정권	NNG	O
보다	보다	JKB	O
_	_	_	O
더하	더하	VV	O
면	면	EC	O
_	_	_	O
더	더하	VV	O
했	였	EP	O
지	지	EC	O
_	_	_	O
덜하	덜하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

