## 1
## ◆3차원(3D) 프린터=디지털화된 파일 정보를 전송받아 잉크(원료)로 입체 형태의 물건을 만드는 기계다.
## ◆<3차원:NOH>(<3D:NOH>) 프린터=디지털화된 파일 정보를 전송받아 잉크(원료)로 입체 형태의 물건을 만드는 기계다.
◆	◆	SW	O
_	_	_	O
한	한	MM	O
_	_	_	O
시간	시간	NNG	O
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
‘	‘	SS	O
풀	풀	NNG	O
메이크업	메이크업	NNG	O
’	’	SS	O
_	_	_	O
화장	화장	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
며	며	EC	O
_	_	_	O
테스트	테스트	NNG	O
_	_	_	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
독점	독점	NNG	O
_	_	_	O
사용하	사용하	VV	O
자	자	EC	O
_	_	_	O
종업원	종업원	NNG	O
이	이	JKS	O
_	_	_	O
조심스레	조심스레	MAG	O
_	_	_	O
만류	만류하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 미국 CBS스포츠는 2일 올 시즌 MLB 최고 우익수 15명을 선정하면서 푸이그를 7위에 올렸다.
## <미국:ORG> <CBS스포츠:ORG>는 <2일:DAT> 올 시즌 <MLB:ORG> 최고 우익수 <15명:NOH>을 선정하면서 <푸이그:PER>를 <7위:NOH>에 올렸다.
미국	미국	NNP	B-ORG
_	_	_	O
CBS	CBS	SL	B-ORG
스포츠	스포츠	NNG	I-ORG
는	는	JX	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
MLB	MLB	SL	B-ORG
_	_	_	O
최고	최고	NNG	O
_	_	_	O
우익수	우익수	NNG	O
_	_	_	O
15	15	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
선정하	선정하	VV	O
면서	면서	EC	O
_	_	_	O
푸이	푸이	NNP	B-PER
그	그	NP	I-PER
를	를	JKO	O
_	_	_	O
7	7	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 푸이그는 동료들과 관계 개선에도 적극적으로 나서고 있다.
## <푸이그:PER>는 동료들과 관계 개선에도 적극적으로 나서고 있다.
푸이	푸이	NNP	B-PER
그	그	NP	I-PER
는	는	JX	O
_	_	_	O
동료	동료	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
관계	관계	NNG	O
_	_	_	O
개선	개선	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
적극적	적극적	NNG	O
으로	으로	JKB	O
_	_	_	O
나서	나서	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 반대소신을 펴왔던 김장관은 아직 침묵하면서 개각에 대비하는 몸짓이다.
## 반대소신을 펴왔던 <김장관:PER>은 아직 침묵하면서 개각에 대비하는 몸짓이다.
반대	반대	NNG	O
소신	소신	NNG	O
을	을	JKO	O
_	_	_	O
펴	펴+어+오	VV+EC+VX	O
왔	았	EP	O
던	던	ETM	O
_	_	_	O
김	김	NNP	B-PER
장관	장관	NNG	I-PER
은	은	JX	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
침묵하	침묵하	VV	O
면서	면서	EC	O
_	_	_	O
개각	개각	NNG	O
에	에	JKB	O
_	_	_	O
대비하	대비하	VV	O
는	는	ETM	O
_	_	_	O
몸짓	몸짓	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 박인비, ‘LPGA 명예의 전당’ 입회…박세리 이어 한국인 두번째
## <박인비:PER>, ‘<LPGA:ORG> 명예의 전당’ 입회…<박세리:PER> 이어 한국인 두번째
박인비	박인비	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
LPGA	LPGA	SL	B-ORG
_	_	_	O
명예	명예	NNG	O
의	의	JKG	O
_	_	_	O
전당	전당	NNG	O
’	’	SS	O
_	_	_	O
입회	입회	NNG	O
…	…	SE	O
박세리	박세리	NNP	B-PER
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
두	두	MM	O
번째	번째	NNB	O

## 9
## 엠마 왓슨은 공식적인 자리에서 페미니즘을 주장해왔다.
## <엠마 왓슨:PER>은 공식적인 자리에서 페미니즘을 주장해왔다.
엠마	엠마	NNP	B-PER
_	_	_	I-PER
왓슨	왓슨	NNP	I-PER
은	은	JX	O
_	_	_	O
공식적	공식적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
자리	자리	NNG	O
에서	에서	JKB	O
_	_	_	O
페미니즘	페미니즘	NNG	O
을	을	JKO	O
_	_	_	O
주장해	주장하+여+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 2030 어젠다의 가장 큰 특징은 “아무도 낙오시키지 않겠다”는 원칙이다.
## <2030:NOH> 어젠다의 가장 큰 특징은 “아무도 낙오시키지 않겠다”는 원칙이다.
2030	2030	SN	B-NOH
_	_	_	O
어젠다	어젠다	NNG	O
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
특징	특징	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
아무	아무	NP	O
도	도	JX	O
_	_	_	O
낙오	낙오	NNG	O
시키	시키	XSV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
원칙	원칙	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## KBO리그에서 해태, 현대, 삼성, SK 등이 왕조를 건설했다.
## <KBO리그:ORG>에서 <해태:ORG>, <현대:ORG>, <삼성:ORG>, <SK:ORG> 등이 왕조를 건설했다.
KBO	KBO	SL	B-ORG
리그	리그	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
해태	해태	NNP	B-ORG
,	,	SP	O
_	_	_	O
현대	현대	NNP	B-ORG
,	,	SP	O
_	_	_	O
삼성	삼성	NNP	B-ORG
,	,	SP	O
_	_	_	O
SK	SK	SL	B-ORG
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
왕조	왕조	NNG	O
를	를	JKO	O
_	_	_	O
건설	건설하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 김생기 정읍시장(69)은 총선 과정에서 같은 당 후보에 대한 지지 발언을 한 혐의로 법정에 섰다.
## <김생기:PER> 정읍시장(<69:NOH>)은 총선 과정에서 같은 당 후보에 대한 지지 발언을 한 혐의로 법정에 섰다.
김생기	김생기	NNP	B-PER
_	_	_	O
정읍	정읍	NNP	O
시장	시장	NNG	O
(	(	SS	O
69	69	SN	B-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
총선	총선	NNG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
당	당	NNG	O
_	_	_	O
후보	후보	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
지지	지지	NNG	O
_	_	_	O
발언	발언	NNG	O
을	을	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
법정	법정	NNG	O
에	에	JKB	O
_	_	_	O
섰	서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## KG이데일리오픈 첫날 버디 6개로 공동선두“부담 털고 타이틀 방어 위해 최선 다할 것”2년 차 이정은 5타 줄이며 2승 발판 조용하던 고진영(22)이 슬슬 감을 잡았다.
## <KG이데일리오:ORG>픈 첫날 버디 <6개:NOH>로 공동선두“부담 털고 타이틀 방어 위해 최선 다할 것”<2년 차:NOH> <이정은:PER> <5타:NOH> 줄이며 <2승:NOH> 발판 조용하던 <고진영:PER>(<22:NOH>)이 슬슬 감을 잡았다.
KG	KG	SL	B-ORG
이	이	NNG	I-ORG
데일리	데일리	NNP	I-ORG
오픈	오픈	NNG	O
_	_	_	O
첫날	첫날	NNG	O
_	_	_	O
버디	버디	NNG	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
로	로	JKB	O
_	_	_	O
공동	공동	NNG	O
선두	선두	NNG	O
“	“	SS	O
부담	부담	NNG	O
_	_	_	O
털	털	VV	O
고	고	EC	O
_	_	_	O
타이틀	타이틀	NNG	O
_	_	_	O
방어	방어	NNG	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
최선	최선	NNG	O
_	_	_	O
다할	다하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
차	차	NNB	I-NOH
_	_	_	O
이정은	이정은	NNP	B-PER
_	_	_	O
5	5	SN	B-NOH
타	타	NNG	I-NOH
_	_	_	O
줄이	줄이	VV	O
며	며	EC	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
_	_	_	O
발판	발판	NNG	O
_	_	_	O
조용하	조용하	VA	O
던	던	ETM	O
_	_	_	O
고진영	고진영	NNP	B-PER
(	(	SS	O
22	22	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
슬슬	슬슬	MAG	O
_	_	_	O
감	감	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 문의 : 02-739-1420후원 : 국민은행 994401-01-270223(전국장애인차별철폐연대) 육성철 국가인권위원회 조사관
## 문의 : <02-739-1420:POH>후원 : <국민은행:ORG> <994401-01-270223:POH>(<전국장애인차별철폐연대:ORG>) <육성철:PER> <국가인권위원회:ORG> 조사관
문의	문의	NNG	O
_	_	_	O
:	:	SP	O
_	_	_	O
02	02	SN	B-POH
-	-	SO	I-POH
739	739	SN	I-POH
-	-	SO	I-POH
1420	1420	SN	I-POH
후원	후원	NNG	O
_	_	_	O
:	:	SP	O
_	_	_	O
국민은행	국민은행	NNP	B-ORG
_	_	_	O
994401	994401	SN	B-POH
-	-	SO	I-POH
01	01	SN	I-POH
-	-	SO	I-POH
270223	270223	SN	I-POH
(	(	SS	O
전국장애인차별철폐연대	전국장애인차별철폐연대	NNP	B-ORG
)	)	SS	O
_	_	_	O
육성철	육성철	NNP	B-PER
_	_	_	O
국가	국가	NNG	B-ORG
인권위원회	인권위원회	NNG	I-ORG
_	_	_	O
조사	조사	NNG	O
관	관	XSN	O

## 15
## 해늘 소장은 “중국에, 김정남은 김씨 일가에 대한 신뢰를 전했으며 또 중국식 경제 개혁을 지지해온 인물이었다”고 지적했다.
## 해늘 소장은 “<중국:ORG>에, <김정남:PER>은 <김:PER>씨 일가에 대한 신뢰를 전했으며 또 <중국:ORG>식 경제 개혁을 지지해온 인물이었다”고 지적했다.
해	해	NNG	O
늘	늘	VV	O
_	_	_	O
소장	소장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
중국	중국	NNP	B-ORG
에	에	JKB	O
,	,	SP	O
_	_	_	O
김정남	김정남	NNP	B-PER
은	은	JX	O
_	_	_	O
김	김	NNP	B-PER
씨	씨	XSN	O
_	_	_	O
일가	일가	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
신뢰	신뢰	NNG	O
를	를	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
으며	으며	EC	O
_	_	_	O
또	또	MAG	O
_	_	_	O
중국	중국	NNP	B-ORG
식	식	XSN	O
_	_	_	O
경제	경제	NNG	O
_	_	_	O
개혁	개혁	NNG	O
을	을	JKO	O
_	_	_	O
지지해	지지하+여	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
인물	인물	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 드론 같은 신기술 관련 제품에서도 중국 기업들의 기술 발전 속도가 상당하다는 것을 확인했기 때문이다.
## 드론 같은 신기술 관련 제품에서도 <중국:ORG> 기업들의 기술 발전 속도가 상당하다는 것을 확인했기 때문이다.
드론	드론	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
신기술	신기술	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
제품	제품	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
기업	기업	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
기술	기술	NNG	O
_	_	_	O
발전	발전	NNG	O
_	_	_	O
속도	속도	NNG	O
가	가	JKS	O
_	_	_	O
상당하	상당하	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 17
## 지적통계연보란 1970년 최초 발간된 국가승인통계로 전국의 지적공부에 등록된 정보를 활용해 1년 주기로 국토의 행정구역별, 지목별, 소유구분별 현황을 수록하는 것이다.
## 지적통계연보란 <1970년:DAT> 최초 발간된 국가승인통계로 전국의 지적공부에 등록된 정보를 활용해 <1년:NOH> 주기로 국토의 행정구역별, 지목별, 소유구분별 현황을 수록하는 것이다.
지적	지적	NNG	O
통계	통계	NNG	O
연보	연보	NNG	O
란	란	JX	O
_	_	_	O
1970	1970	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
최초	최초	NNG	O
_	_	_	O
발간된	발간되+ㄴ	VV+ETM	O
_	_	_	O
국가	국가	NNG	O
승인	승인	NNG	O
통계	통계	NNG	O
로	로	JKB	O
_	_	_	O
전국	전국	NNG	O
의	의	JKG	O
_	_	_	O
지적공부	지적공부	NNG	O
에	에	JKB	O
_	_	_	O
등록된	등록되+ㄴ	VV+ETM	O
_	_	_	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
활용해	활용하+여	VV+EC	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
주	주	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
국토	국토	NNG	O
의	의	JKG	O
_	_	_	O
행정	행정	NNG	O
구역	구역	NNG	O
별	별	XSN	O
,	,	SP	O
_	_	_	O
지목	지목	NNG	O
별	별	XSN	O
,	,	SP	O
_	_	_	O
소유	소유	NNG	O
구분	구분	NNG	O
별	별	XSN	O
_	_	_	O
현황	현황	NNG	O
을	을	JKO	O
_	_	_	O
수록하	수록하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 18
## 2016년 지적통계연보에 따르면 지난해 말 현재 우리나라의 면적은 10만295㎢다.
## <2016년:DAT> 지적통계연보에 따르면 지난해 말 현재 우리나라의 면적은 <10만295㎢:NOH>다.
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
지적	지적	NNG	O
통계	통계	NNG	O
연보	연보	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
말	말	NNB	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
우리나라	우리나라	NNG	O
의	의	JKG	O
_	_	_	O
면적	면적	NNG	O
은	은	JX	O
_	_	_	O
10	10	SN	B-NOH
만	만	NR	I-NOH
295	295	SN	I-NOH
㎢	㎢	SW	I-NOH
다	다	MAG	O
.	.	SF	O

