## 1
## 한편 차승원과 유해진은 1999년 영화 ‘주유소 습격 사건’을 인연으로 2006년 영화 ‘국경의 남쪽’에서 주연과 조연으로, 2007년 영화 ‘이장과 군수’에선 두 주연으로 본격 콤비로 활약한바 있다.
## 한편 <차승원:PER>과 <유해진:PER>은 <1999년:DAT> 영화 ‘<주유소 습격 사건:POH>’을 인연으로 <2006년:DAT> 영화 ‘<국경의 남쪽:POH>’에서 주연과 조연으로, <2007년:DAT> 영화 ‘<이장과 군수:POH>’에선 두 주연으로 본격 콤비로 활약한바 있다.
한편	한편	MAG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
전설	전설	NNG	O
로	로	JKB	O
_	_	_	O
내려오	내려오	VV	O
는	는	ETM	O
_	_	_	O
채연	채연	NNP	B-PER
의	의	JKG	O
_	_	_	O
사칙	사칙	NNG	O
연산	연산	NNG	O
을	을	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이것이 바로 인스타그램이 야동의 성지가 된 이유다.
## 이것이 바로 <인스타그램:POH>이 야동의 성지가 된 이유다.
이것	이것	NP	O
이	이	JKS	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
인스타그램	인스타그램	NNP	B-POH
이	이	JKS	O
_	_	_	O
야동	야동	NNG	O
의	의	JKG	O
_	_	_	O
성지	성지	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
이유	이유+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘바느질하는 여자’는 김 씨의 일곱 번째 장편이다.
## ‘<바느질하는 여자:POH>’는 <김:PER> 씨의 일곱 번째 장편이다.
‘	‘	SS	O
바느질하	바느질하	VV	B-POH
는	는	ETM	I-POH
_	_	_	I-POH
여자	여자	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
일곱	일곱	NR	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
장편	장편	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 국내 대형 제조사 유일의 에일 맥주이기도 한 퀸즈에일은 차별화된 향을 알리기 위해 지난 8월초부터 업계 최초로 대형마트에서 시음회가 아닌 ‘시향회’를 개최하여 좋은 평가를 받았으며, SNS에서 ‘향으로 마시는 맥주’로 바이럴 효과를 톡톡히 보고 있다.
## 국내 대형 제조사 유일의 에일 맥주이기도 한 <퀸즈에일:POH>은 차별화된 향을 알리기 위해 지난 <8월:DAT>초부터 업계 최초로 대형마트에서 시음회가 아닌 ‘시향회’를 개최하여 좋은 평가를 받았으며, SNS에서 ‘향으로 마시는 맥주’로 바이럴 효과를 톡톡히 보고 있다.
국내	국내	NNG	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
제조	제조	NNG	O
사	사	XSN	O
_	_	_	O
유일	유일	NNG	O
의	의	JKG	O
_	_	_	O
에일	에일	NNG	O
_	_	_	O
맥주	맥주	NNG	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
한	한	MM	O
_	_	_	O
퀸즈	퀸즈	NNG	B-POH
에일	에일	NNG	I-POH
은	은	JX	O
_	_	_	O
차별화된	차별화되+ㄴ	VV+ETM	O
_	_	_	O
향	향	NNG	O
을	을	JKO	O
_	_	_	O
알리	알리	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
초	초	NNB	O
부터	부터	JX	O
_	_	_	O
업계	업계	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
대형	대형	NNG	O
마트	마트	NNG	O
에서	에서	JKB	O
_	_	_	O
시음	시음	NNG	O
회	회	XSN	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
‘	‘	SS	O
시	시	NNG	O
향회	향회	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
개최하	개최하	VV	O
여	여	EC	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
평가	평가	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
SNS	SNS	SL	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
향	향	NNG	O
으로	으로	JKB	O
_	_	_	O
마시	마시	VV	O
는	는	ETM	O
_	_	_	O
맥주	맥주	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
바이럴	바이럴	NNG	O
_	_	_	O
효과	효과	NNG	O
를	를	JKO	O
_	_	_	O
톡톡히	톡톡히	MAG	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 한국전력, 새 외국인 선수 ‘얀 스토크’ 영입 발표…스펙은?
## <한국전력:ORG>, 새 외국인 선수 ‘<얀 스토크:PER>’ 영입 발표…스펙은?
한국전력	한국전력	NNP	B-ORG
,	,	SP	O
_	_	_	O
새	새	MM	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
선수	선수	NNG	O
_	_	_	O
‘	‘	SS	O
얀	얀	NNP	B-PER
_	_	_	I-PER
스토크	스토크	NNG	I-PER
’	’	SS	O
_	_	_	O
영입	영입	NNG	O
_	_	_	O
발표	발표	NNG	O
…	…	SE	O
스펙	스펙	NNG	O
은	은	JX	O
?	?	SF	O

## 7
## ”여자프로농구 청주 KB 스타즈 안덕수(42) 감독은 세상을 다 가진듯한 표정으로 만세를 부르더니 농구 관계자들을 향해 넙죽 엎드렸다.
## ”여자프로농구 <청주:LOC> <KB 스타즈:ORG> <안덕수:PER>(<42:NOH>) 감독은 세상을 다 가진듯한 표정으로 만세를 부르더니 농구 관계자들을 향해 넙죽 엎드렸다.
”	”	SS	O
여자	여자	NNG	O
프로	프로	NNG	O
농구	농구	NNG	O
_	_	_	O
청주	청주	NNP	B-LOC
_	_	_	O
KB	KB	SL	B-ORG
_	_	_	I-ORG
스타즈	스타즈	NNP	I-ORG
_	_	_	O
안덕수	안덕수	NNP	B-PER
(	(	SS	O
42	42	SN	B-NOH
)	)	SS	O
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
세상	세상	NNG	O
을	을	JKO	O
_	_	_	O
다	다	MAG	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
듯	듯	EC	O
한	하+ㄴ	VX+ETM	O
_	_	_	O
표정	표정	NNG	O
으로	으로	JKB	O
_	_	_	O
만세	만세	NNG	O
를	를	JKO	O
_	_	_	O
부르	부르	VV	O
더니	더니	EC	O
_	_	_	O
농구	농구	NNG	O
_	_	_	O
관계자	관계자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
넙죽	넙죽	MAG	O
_	_	_	O
엎드	엎드리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 9회는 15일 방송된다.
## <9회:NOH>는 <15일:DAT> 방송된다.
9	9	SN	B-NOH
회	회	NNB	I-NOH
는	는	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 혈종 부위의 혈액을 단순히 주사기로 뽑아 주는 방법도 있지만 재발이 잦고 2차 세균 감염의 가능성이 높아 수술적으로 교정하는 방법을 주로 추천한다.
## 혈종 부위의 혈액을 단순히 주사기로 뽑아 주는 방법도 있지만 재발이 잦고 <2차:NOH> 세균 감염의 가능성이 높아 수술적으로 교정하는 방법을 주로 추천한다.
혈종	혈종	NNG	O
_	_	_	O
부위	부위	NNG	O
의	의	JKG	O
_	_	_	O
혈액	혈액	NNG	O
을	을	JKO	O
_	_	_	O
단순히	단순히	MAG	O
_	_	_	O
주사기	주사기	NNG	O
로	로	JKB	O
_	_	_	O
뽑	뽑	VV	O
아	아	EC	O
_	_	_	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
방법	방법	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
_	_	_	O
재발	재발	NNG	O
이	이	JKS	O
_	_	_	O
잦	잦	VA	O
고	고	EC	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
세균	세균	NNG	O
_	_	_	O
감염	감염	NNG	O
의	의	JKG	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
아	아	EC	O
_	_	_	O
수술	수술	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
교정하	교정하	VV	O
는	는	ETM	O
_	_	_	O
방법	방법	NNG	O
을	을	JKO	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
추천한다	추천하+ㄴ다	VV+EF	O
.	.	SF	O

