## 1
## 최고액 건보료를 내는 직장인은 모두 3403명이었다.
## 최고액 건보료를 내는 직장인은 모두 <3403명:NOH>이었다.
최고액	최고액	NNG	O
공간	공간	NNG	O
은	은	JX	O
_	_	_	O
현대카드	현대카드	NNP	B-ORG
_	_	_	O
회원	회원	NNG	O
과	과	JKB	O
_	_	_	O
동반	동반	NNG	O
_	_	_	O
2	2	SN	B-NOH
인	인	NNG	I-NOH
까지	까지	JX	O
_	_	_	O
무료입장	무료입장	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 지린 성은 올해 북한, 러시아와 접경한 두만강 하류의 훈춘 시 팡촨(防川)에 ‘북-중-러 무비자 관광구설치를 추진하고 있다.
## 지린 성은 올해 <북한:ORG>, <러시아:ORG>와 접경한 <두만강:LOC> 하류의 <훈춘 시:LOC> <팡촨:LOC>(<防川:LOC>)에 ‘<북-중-러 무비자 관광구:LOC>설치를 추진하고 있다.
지린	지린	NNP	O
_	_	_	O
성	성	NNG	O
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
북한	북한	NNP	B-ORG
,	,	SP	O
_	_	_	O
러시아	러시아	NNP	B-ORG
와	와	JKB	O
_	_	_	O
접경한	접경하+ㄴ	VV+ETM	O
_	_	_	O
두만강	두만강	NNP	B-LOC
_	_	_	O
하류	하류	NNG	O
의	의	JKG	O
_	_	_	O
훈춘	훈춘	NNP	B-LOC
_	_	_	I-LOC
시	시	NNG	I-LOC
_	_	_	O
팡촨	팡촨	NNG	B-LOC
(	(	SS	O
防川	防川	SH	B-LOC
)	)	SS	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
북	북	NNP	B-LOC
-	-	SO	I-LOC
중	중	NNP	I-LOC
-	-	SO	I-LOC
러	러	NNP	I-LOC
_	_	_	I-LOC
무	무	XPN	I-LOC
비자	비자	NNG	I-LOC
_	_	_	I-LOC
관광	관광	NNG	I-LOC
구	구	NNG	I-LOC
설치	설치	NNG	O
를	를	JKO	O
_	_	_	O
추진하	추진하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 단지 가까이 SRT·GTX 복합환승역인 동탄역(예정)이 위치해 있다.
## 단지 가까이 <SRT:POH>·<GTX:POH> 복합환승역인 <동탄역:LOC>(예정)이 위치해 있다.
단지	단지	NNG	O
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
SRT	SRT	SL	B-POH
·	·	SP	O
GTX	GTX	SL	B-POH
_	_	_	O
복합	복합	NNG	O
환승역	환승역	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
동탄역	동탄역	NNP	B-LOC
(	(	SS	O
예정	예정	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
위치해	위치하+여	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 청주시의 대표 농산물 브랜드인 ‘청원생명쌀’이 10년 연속 로하스(LOHAS) 인증을 받는다.
## <청주시:LOC>의 대표 농산물 브랜드인 ‘<청원생명쌀:POH>’이 <10년:DUR> 연속 <로하스:POH>(<LOHAS:POH>) 인증을 받는다.
청주시	청주시	NNP	B-LOC
의	의	JKG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
농산물	농산물	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
청원	청원	NNG	B-POH
생명	생명	NNG	I-POH
쌀	쌀	NNG	I-POH
’	’	SS	O
이	이	JKS	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
연속	연속	NNG	O
_	_	_	O
로하스	로하스	NNP	B-POH
(	(	SS	O
LOHAS	LOHAS	SL	B-POH
)	)	SS	O
_	_	_	O
인증	인증	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
는다	는다	EF	O
.	.	SF	O

## 14
## 당락은 대개 0.5~1점 차이로 갈린다.
## 당락은 대개 <0.5:NOH>~<1점:NOH> 차이로 갈린다.
당락	당락	NNG	O
은	은	JX	O
_	_	_	O
대개	대개	MAG	O
_	_	_	O
0.5	0.5	SN	B-NOH
~	~	SO	O
1	1	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
차이	차이	NNG	O
로	로	JKB	O
_	_	_	O
갈린다	갈리+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## NC는 3승3무1패, 한화는 2승2무3패를 각각 마크했다.
## <NC:ORG>는 <3승:NOH><3무:NOH><1패:NOH>, <한화:ORG>는 <2승:NOH><2무:NOH><3패:NOH>를 각각 마크했다.
NC	NC	SL	B-ORG
는	는	JX	O
_	_	_	O
3	3	SN	B-NOH
승	승	NNB	I-NOH
3	3	SN	B-NOH
무	무	NNG	I-NOH
1	1	SN	B-NOH
패	패	NNB	I-NOH
,	,	SP	O
_	_	_	O
한화	한화	NNP	B-ORG
는	는	JX	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
2	2	SN	B-NOH
무	무	NNG	I-NOH
3	3	SN	B-NOH
패	패	NNB	I-NOH
를	를	JKO	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
마크	마크하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## NC는 경기 초반 상대 선발 이태양을 공략하며 크게 앞서나갔다.
## <NC:ORG>는 경기 초반 상대 선발 <이태양:PER>을 공략하며 크게 앞서나갔다.
NC	NC	SL	B-ORG
는	는	JX	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
초반	초반	NNG	O
_	_	_	O
상대	상대	NNG	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
이태양	이태양	NNP	B-PER
을	을	JKO	O
_	_	_	O
공략하	공략하	VV	O
며	며	EC	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
앞서	앞서+어	VV+EC	O
나	나가	VX	O
갔	았	EP	O
다	다	EF	O
.	.	SF	O

