## 1
## 벽초지 연못 위로 난 두 개의 다리를 걸어 들어가면 자연과 하나가 되는 느낌이다.
## <벽초지 연못:LOC> 위로 난 <두 개:NOH>의 다리를 걸어 들어가면 자연과 하나가 되는 느낌이다.
벽초	벽초	NNP	B-LOC
,	,	SP	O
_	_	_	O
기업	기업	NNG	O
소득	소득	NNG	O
환류	환류	NNG	O
세제	세제	NNG	O
_	_	_	O
기준	기준	NNG	O
_	_	_	O
완화	완화	NNG	O
와	와	JC	O
_	_	_	O
가	가	XSN	O
업	업	NNG	O
상속	상속	NNG	O
_	_	_	O
지원	지원	NNG	O
제도	제도	NNG	O
_	_	_	O
개선	개선	NNG	O
,	,	SP	O
_	_	_	O
노동시장	노동시장	NNG	O
_	_	_	O
구조	구조	NNG	O
개혁	개혁	NNG	O
_	_	_	O
추진	추진	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
5	5	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
정책	정책	NNG	O
과제	과제	NNG	O
를	를	JKO	O
_	_	_	O
건의	건의하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 빠르고 간결하게 만들면서 맛까지 놓치지 않는 백종원 레시피의 장점이 잘 담긴 노하우로, 백종원 본인도 "이걸 너무 일찍부터 알려줘도 되나"라며 너스레를 떨었다.
## 빠르고 간결하게 만들면서 맛까지 놓치지 않는 <백종원:PER> 레시피의 장점이 잘 담긴 노하우로, <백종원:PER> 본인도 "이걸 너무 일찍부터 알려줘도 되나"라며 너스레를 떨었다.
빠르	빠르	VA	O
고	고	EC	O
_	_	_	O
간결하	간결하	VA	O
게	게	EC	O
_	_	_	O
만들	만들	VV	O
면서	면서	EC	O
_	_	_	O
맛	맛	NNG	O
까지	까지	JX	O
_	_	_	O
놓치	놓치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
백종원	백종원	NNP	B-PER
_	_	_	O
레시피	레시피	NNG	O
의	의	JKG	O
_	_	_	O
장점	장점	NNG	O
이	이	JKS	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
담긴	담기+ㄴ	VV+ETM	O
_	_	_	O
노하우	노하우	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
백종원	백종원	NNP	B-PER
_	_	_	O
본인	본인	NNG	O
도	도	JX	O
_	_	_	O
"	"	SS	O
이걸	이것+ㄹ	NP+JKO	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
일찍	일찍	MAG	O
부터	부터	JX	O
_	_	_	O
알려	알리+어	VV+EC	O
줘도	주+어도	VX+EC	O
_	_	_	O
되	되	VV	O
나	나	EF	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
너스레	너스레	NNG	O
를	를	JKO	O
_	_	_	O
떨	떨	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 알렉산더 게르스트는 “태양이 떠오르면서 국제 우주정거장에서 바라보는 금빛 반사를 결코 잊을 수 없다”는 글과 함께 게재했다.
## <알렉산더 게르스트:PER>는 “태양이 떠오르면서 국제 우주정거장에서 바라보는 금빛 반사를 결코 잊을 수 없다”는 글과 함께 게재했다.
알렉산더	알렉산더	NNP	B-PER
_	_	_	I-PER
게르	게르	NNP	I-PER
스트	스트	NNG	I-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
태양	태양	NNG	O
이	이	JKS	O
_	_	_	O
떠오르	떠오르	VV	O
면서	면서	EC	O
_	_	_	O
국제	국제	NNG	O
_	_	_	O
우주	우주	NNG	O
정거장	정거장	NNG	O
에서	에서	JKB	O
_	_	_	O
바라보	바라보	VV	O
는	는	ETM	O
_	_	_	O
금빛	금빛	NNG	O
_	_	_	O
반사	반사	NNG	O
를	를	JKO	O
_	_	_	O
결코	결코	MAG	O
_	_	_	O
잊	잊	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
글	글	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
게재	게재하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 한편, 배우 이병헌이 출연한 것으로 알려져 화제가 된 영화 '터미네이터: 제니시스(터미네이터5)'에서 상대 여배우 에밀리아 클라크가 주목받고 있다.
## 한편, 배우 <이병헌:PER>이 출연한 것으로 알려져 화제가 된 영화 '<터미네이터: 제니시스(터미네이터5):POH>'에서 상대 여배우 <에밀리아 클라크:PER>가 주목받고 있다.
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
이병헌	이병헌	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
터미네이터	터미네이터	NNP	B-POH
:	:	SP	I-POH
_	_	_	I-POH
제니	제니	NNP	I-POH
시스	시스	NNP	I-POH
(	(	SS	I-POH
터미네이터	터미네이터	NNP	I-POH
5	5	SN	I-POH
)	)	SS	I-POH
'	'	SS	O
에서	에서	JKB	O
_	_	_	O
상대	상대	NNG	O
_	_	_	O
여배우	여배우	NNG	O
_	_	_	O
에밀리아	에밀리아	NNG	B-PER
_	_	_	I-PER
클라크	클라크	NNP	I-PER
가	가	JKS	O
_	_	_	O
주목	주목	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

