## 1
## 김요환 육군참모총장은 이날 화상으로 긴급 지휘관회의를 열어 육군 본부 직속으로 성 관련 사고전담반을 구성해 성 군기 위반 신고와 수사, 피해자 보호 등을 일괄 처리하는 내용이 들어간 대책을 마련하라고 지시했다.
## <김요환:PER> 육군참모총장은 이날 화상으로 긴급 지휘관회의를 열어 육군 본부 직속으로 성 관련 사고전담반을 구성해 성 군기 위반 신고와 수사, 피해자 보호 등을 일괄 처리하는 내용이 들어간 대책을 마련하라고 지시했다.
김요환	김요환	NNP	B-PER
기대된다	기대되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 사진 속 윤은혜는 귀마개와 벙어리 장갑을 착용한 채 카메라를 향해 입술을 오므린 귀여운 표정을 짓고 있다.
## 사진 속 <윤은혜:PER>는 귀마개와 벙어리 장갑을 착용한 채 카메라를 향해 입술을 오므린 귀여운 표정을 짓고 있다.
사진	사진	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
윤은혜	윤은혜	NNP	B-PER
는	는	JX	O
_	_	_	O
귀마개	귀마개	NNG	O
와	와	JC	O
_	_	_	O
벙어리	벙어리	NNG	O
_	_	_	O
장갑	장갑	NNG	O
을	을	JKO	O
_	_	_	O
착용한	착용하+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
카메라	카메라	NNG	O
를	를	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
입술	입술	NNG	O
을	을	JKO	O
_	_	_	O
오므린	오므리+ㄴ	VV+ETM	O
_	_	_	O
귀여	귀엽	VA	O
운	ㄴ	ETM	O
_	_	_	O
표정	표정	NNG	O
을	을	JKO	O
_	_	_	O
짓	짓	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 특히 화장기 없는 얼굴에도 32세라는 나이가 믿기지 않을 정도로 모공 하나 보이지 않는 깨끗한 피부가 눈에 띤다.
## 특히 화장기 없는 얼굴에도 <32세:NOH>라는 나이가 믿기지 않을 정도로 모공 <하나:NOH> 보이지 않는 깨끗한 피부가 눈에 띤다.
특히	특히	MAG	O
_	_	_	O
화장기	화장기	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
얼굴	얼굴	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
32	32	SN	B-NOH
세	세+이	NNB+VCP	I-NOH
라는	라는	ETM	O
_	_	_	O
나이	나이	NNG	O
가	가	JKS	O
_	_	_	O
믿기	믿기	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
모공	모공	NNG	O
_	_	_	O
하나	하나	NR	B-NOH
_	_	_	O
보이	보이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
깨끗한	깨끗하+ㄴ	VA+ETM	O
_	_	_	O
피부	피부	NNG	O
가	가	JKS	O
_	_	_	O
눈	눈	NNG	O
에	에	JKB	O
_	_	_	O
띤다	띠+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 한편 2일 방송한 SBS 예능 프로그램 ‘힐링캠프’에서는 김종국이 윤은혜를 이상형으로 꼽아 화제에 올랐다.
## 한편 <2일:DAT> 방송한 <SBS:ORG> 예능 프로그램 ‘<힐링캠프:POH>’에서는 <김종국:PER>이 <윤은혜:PER>를 이상형으로 꼽아 화제에 올랐다.
한편	한편	MAG	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송한	방송하+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-ORG
_	_	_	O
예능	예능	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
김종국	김종국	NNP	B-PER
이	이	JKS	O
_	_	_	O
윤은혜	윤은혜	NNP	B-PER
를	를	JKO	O
_	_	_	O
이상형	이상형	NNG	O
으로	으로	JKB	O
_	_	_	O
꼽	꼽	VV	O
아	아	EC	O
_	_	_	O
화제	화제	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이미 중소·벤처기업을 대상으로 자금조달 업무를 맡게 될 특화 증권사 자격을 놓고 10개 안팎의 중소형 증권사가 치열한 경쟁을 벌이고 있다.
## 이미 중소·벤처기업을 대상으로 자금조달 업무를 맡게 될 특화 증권사 자격을 놓고 <10개:NOH> 안팎의 중소형 증권사가 치열한 경쟁을 벌이고 있다.
이미	이미	MAG	O
_	_	_	O
중소	중소	NNG	O
·	·	SP	O
벤처	벤처	NNG	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
자금	자금	NNG	O
조달	조달	NNG	O
_	_	_	O
업무	업무	NNG	O
를	를	JKO	O
_	_	_	O
맡	맡	VV	O
게	게	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
특화	특화	NNG	O
_	_	_	O
증권사	증권사	NNG	O
_	_	_	O
자격	자격	NNG	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
10	10	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
안팎	안팎	NNG	O
의	의	JKG	O
_	_	_	O
중소형	중소형	NNG	O
_	_	_	O
증권사	증권사	NNG	O
가	가	JKS	O
_	_	_	O
치열한	치열하+ㄴ	VA+ETM	O
_	_	_	O
경쟁	경쟁	NNG	O
을	을	JKO	O
_	_	_	O
벌이	벌이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 이런 강점을 살려 숭실대는 동남아 진출에도 한국어와 IT 등을 앞세웠다.
## 이런 강점을 살려 <숭실대:ORG>는 <동남아:LOC> 진출에도 한국어와 IT 등을 앞세웠다.
이런	이런	MM	O
_	_	_	O
강점	강점	NNG	O
을	을	JKO	O
_	_	_	O
살려	살리+어	VV+EC	O
_	_	_	O
숭실대	숭실대	NNP	B-ORG
는	는	JX	O
_	_	_	O
동남아	동남아	NNP	B-LOC
_	_	_	O
진출	진출	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
한국어	한국어	NNP	O
와	와	JC	O
_	_	_	O
IT	IT	SL	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
앞세	앞세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 신청을 원하는 집주인은 물건 소재지 관할 LH 지역본부를 방문해 신청하면 된다.
## 신청을 원하는 집주인은 물건 소재지 관할 <LH 지역본부:ORG>를 방문해 신청하면 된다.
신청	신청	NNG	O
을	을	JKO	O
_	_	_	O
원하	원하	VV	O
는	는	ETM	O
_	_	_	O
집주인	집주인	NNG	O
은	은	JX	O
_	_	_	O
물건	물건	NNG	O
_	_	_	O
소재지	소재지	NNG	O
_	_	_	O
관할	관할	NNG	O
_	_	_	O
LH	LH	SL	B-ORG
_	_	_	I-ORG
지역	지역	NNG	I-ORG
본부	본부	NNG	I-ORG
를	를	JKO	O
_	_	_	O
방문해	방문하+여	VV+EC	O
_	_	_	O
신청하	신청하	VV	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 글로벌 스포츠 브랜드 푸마는 세계적인 팝 가수 리한나와의 콜라보레이션으로 화제를 모은 ‘푸마 크리퍼(PUMA Creeper)’의 새로운 색상을 선보인다.
## 글로벌 스포츠 브랜드 <푸마:ORG>는 세계적인 팝 가수 <리한나:PER>와의 콜라보레이션으로 화제를 모은 ‘<푸마 크리퍼:POH>(<PUMA Creeper:POH>)’의 새로운 색상을 선보인다.
글로벌	글로벌	NNG	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
푸마	푸마	NNP	B-ORG
는	는	JX	O
_	_	_	O
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
팝	팝	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
리한나	리한나	NNG	B-PER
와	와	JKB	O
의	의	JKG	O
_	_	_	O
콜라보레이션	콜라보레이션	NNG	O
으로	으로	JKB	O
_	_	_	O
화제	화제	NNG	O
를	를	JKO	O
_	_	_	O
모은	모으+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
푸마	푸마	NNP	B-POH
_	_	_	I-POH
크리퍼	크리퍼	NNP	I-POH
(	(	SS	O
PUMA	PUMA	SL	B-POH
_	_	_	I-POH
Creeper	Creeper	SL	I-POH
)	)	SS	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
색상	색상	NNG	O
을	을	JKO	O
_	_	_	O
선보인다	선보이+ㄴ다	VV+EF	O
.	.	SF	O

