## 1
## 현대·기아차의 지난해 연간 판매 실적은 788만266대로 연초 목표량 813만 대에 24만9734대(3.1%) 못 미쳤다.
## <현대:ORG>·<기아차:ORG>의 지난해 연간 판매 실적은 <788만266대:NOH>로 연초 목표량 <813만 대:NOH>에 <24만9734대:NOH>(<3.1%:PNT>) 못 미쳤다.
현대	현대	NNP	B-ORG
것	것	NNB	O
과	과	JKB	O
_	_	_	O
사라지	사라지	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O

## 9
## 2014년 초 리수레이는 푸젠(福建)성 상무위원 겸 선전부장으로 자리를 옮겼다.
## <2014년:DAT> 초 <리수레이:PER>는 <푸젠:LOC>(<福建:LOC>)성 상무위원 겸 선전부장으로 자리를 옮겼다.
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
초	초	NNB	O
_	_	_	O
리	리	NNG	B-PER
수	수	NNG	I-PER
레이	레이	NNP	I-PER
는	는	JX	O
_	_	_	O
푸젠	푸젠	NNP	B-LOC
(	(	SS	O
福建	福建	SH	B-LOC
)	)	SS	O
성	성	NNG	O
_	_	_	O
상무위원	상무위원	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
선전	선전	NNG	O
부장	부장	NNG	O
으로	으로	JKB	O
_	_	_	O
자리	자리	NNG	O
를	를	JKO	O
_	_	_	O
옮	옮기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 누가 황 대행을 대선 후보로 띄운 것이 아니다"라며 "어디서 보니까 10%, 15% (지지율이) 나온다는데 그건 자연발생적인 것"이라고 했다.
## 누가 <황:PER> 대행을 대선 후보로 띄운 것이 아니다"라며 "어디서 보니까 <10%:PNT>, <15%:PNT> (지지율이) 나온다는데 그건 자연발생적인 것"이라고 했다.
누	누구	NP	O
가	가	JKS	O
_	_	_	O
황	황	NNP	B-PER
_	_	_	O
대행	대행	NNG	O
을	을	JKO	O
_	_	_	O
대선	대선	NNG	O
_	_	_	O
후보	후보	NNG	O
로	로	JKB	O
_	_	_	O
띄운	띄우+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
어디	어디	NP	O
서	서	JKB	O
_	_	_	O
보	보	VV	O
니까	니까	EC	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
15	15	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
(	(	SS	O
지지율	지지율	NNG	O
이	이	JKS	O
)	)	SS	O
_	_	_	O
나온다는	나오+ㄴ다는	VV+ETM	O
데	데	NNB	O
_	_	_	O
그건	그것+ㄴ	NP+JX	O
_	_	_	O
자연	자연	NNG	O
발생적	발생적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 손수조 결혼, 남편 될 사람 누군지보니…"초중고 학생회장 출신 공통점"
## <손수조:PER> 결혼, 남편 될 사람 누군지보니…"초중고 학생회장 출신 공통점"
손수조	손수조	NNP	B-PER
_	_	_	O
결혼	결혼	NNG	O
,	,	SP	O
_	_	_	O
남편	남편	NNG	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
_	_	_	O
누군지	누구+이+ㄴ지	NP+VCP+EC	O
보	보	VX	O
니	니	EC	O
…	…	SE	O
"	"	SS	O
초	초	NNG	O
중	중	NNG	O
고	고	NNG	O
_	_	_	O
학생	학생	NNG	O
회장	회장	NNG	O
_	_	_	O
출신	출신	NNG	O
_	_	_	O
공통점	공통점	NNG	O
"	"	SS	O

## 12
## NRA의 제니퍼 뱅커 대변인은 그러나 “정당방위 성격의 살인은 일부만 보고된다는 사실을 간과한 걸 감안하면 이번 조사는 형편없다”고 주장했다.
## <NRA:ORG>의 <제니퍼 뱅커:PER> 대변인은 그러나 “정당방위 성격의 살인은 일부만 보고된다는 사실을 간과한 걸 감안하면 이번 조사는 형편없다”고 주장했다.
NRA	NRA	SL	B-ORG
의	의	JKG	O
_	_	_	O
제니퍼	제니퍼	NNP	B-PER
_	_	_	I-PER
뱅커	뱅커	NNP	I-PER
_	_	_	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
그러나	그러나	MAJ	O
_	_	_	O
“	“	SS	O
정당방위	정당방위	NNG	O
_	_	_	O
성격	성격	NNG	O
의	의	JKG	O
_	_	_	O
살인	살인	NNG	O
은	은	JX	O
_	_	_	O
일부	일부	NNG	O
만	만	JX	O
_	_	_	O
보고된다는	보고되+ㄴ다는	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
간과한	간과하+ㄴ	VV+ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
감안하	감안하	VV	O
면	면	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
조사	조사	NNG	O
는	는	JX	O
_	_	_	O
형편없	형편없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이에 강다은은 “물 많이 안 젖는다.
## 이에 <강다은:PER>은 “물 많이 안 젖는다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
강다은	강다은	NNG	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
물	물	NNG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
젖	젖	VV	O
는다	는다	EF	O
.	.	SF	O

