## 1
## 인디 밴드인 ‘10cm’의 멤버 권정열 씨도 예비군 훈련에 불참해 경찰에 고발 조치됐다.
## 인디 밴드인 ‘<10cm:ORG>’의 멤버 <권정열:PER> 씨도 예비군 훈련에 불참해 경찰에 고발 조치됐다.
인디	인디	NNG	O
모빌	모빌	NNG	I-POH
_	_	_	I-POH
3.0	3.0	SN	I-POH
’	’	SS	O
_	_	_	O
최초	최초	NNG	O
의	의	JKG	O
_	_	_	O
상용	상용	NNG	O
_	_	_	O
모델	모델	NNG	O
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
인	인	NNG	I-NOH
승	승	NNB	I-NOH
이	이	VCP	O
며	며	EC	O
_	_	_	O
이륙	이륙	NNG	O
_	_	_	O
비행	비행	NNG	O
거리	거리	NNG	O
는	는	JX	O
_	_	_	O
435	435	SN	B-NOH
마일	마일	NNB	I-NOH
(	(	SS	O
약	약	MM	O
_	_	_	O
700	700	SN	B-NOH
km	km	SL	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
속도	속도	NNG	O
는	는	JX	O
_	_	_	O
81	81	SN	B-NOH
마일	마일	NNB	I-NOH
(	(	SS	O
130	130	SN	B-NOH
km	km	SL	I-NOH
/	/	SP	I-NOH
h	h	SL	I-NOH
)	)	SS	O
까지	까지	JX	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 내년 3월까지 진행되는 이번 프로모션은 KT 공식 온라인 쇼핑몰 올레샵을 통해 KT 인터넷과 IPTV 서비스인 올레tv를 동시에 가입하는 고객을 대상으로 ▲기가 인터넷(1Gbps) 월 3,300원 ▲기가 인터넷 콤팩트(500Mbps) 월 2,750원 ▲올레 인터넷(100Mbps) 월 2,200원의 추가 할인 혜택을 제공하는 프로모션이다.
## 내년 <3월:DAT>까지 진행되는 이번 프로모션은 <KT:ORG> 공식 온라인 쇼핑몰 <올레샵:POH>을 통해 <KT:ORG> 인터넷과 IPTV 서비스인 <올레tv:POH>를 동시에 가입하는 고객을 대상으로 ▲기가 인터넷(<1Gbps:NOH>) 월 <3,300원:MNY> ▲기가 인터넷 콤팩트(<500Mbps:NOH>) 월 <2,750원:MNY> ▲올레 인터넷(<100Mbps:NOH>) 월 <2,200원:MNY>의 추가 할인 혜택을 제공하는 프로모션이다.
내년	내년	NNG	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
진행되	진행되	VV	O
는	는	ETM	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
프로모션	프로모션	NNG	O
은	은	JX	O
_	_	_	O
KT	KT	SL	B-ORG
_	_	_	O
공식	공식	NNG	O
_	_	_	O
온라인	온라인	NNG	O
_	_	_	O
쇼핑몰	쇼핑몰	NNG	O
_	_	_	O
올레샵	올레샵	NNG	B-POH
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
KT	KT	SL	B-ORG
_	_	_	O
인터넷	인터넷	NNG	O
과	과	JC	O
_	_	_	O
IPTV	IPTV	SL	O
_	_	_	O
서비스	서비스	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
올레	올레	NNP	B-POH
tv	tv	SL	I-POH
를	를	JKO	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
가입하	가입하	VV	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
▲	▲	SW	O
기	기	NNG	O
가	가	JKS	O
_	_	_	O
인터넷	인터넷	NNG	O
(	(	SS	O
1	1	SN	B-NOH
Gbps	Gbps	SL	I-NOH
)	)	SS	O
_	_	_	O
월	월	NNB	O
_	_	_	O
3,300	3,300	SN	B-MNY
원	원	NNB	I-MNY
_	_	_	O
▲	▲	SW	O
기	기	NNG	O
가	가	JKS	O
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
콤팩트	콤팩트	NNG	O
(	(	SS	O
500	500	SN	B-NOH
Mbps	Mbps	SL	I-NOH
)	)	SS	O
_	_	_	O
월	월	NNB	O
_	_	_	O
2,750	2,750	SN	B-MNY
원	원	NNB	I-MNY
_	_	_	O
▲	▲	SW	O
올레	올레	NNP	O
_	_	_	O
인터넷	인터넷	NNG	O
(	(	SS	O
100	100	SN	B-NOH
Mbps	Mbps	SL	I-NOH
)	)	SS	O
_	_	_	O
월	월	NNB	O
_	_	_	O
2,200	2,200	SN	B-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
할인	할인	NNG	O
_	_	_	O
혜택	혜택	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
는	는	ETM	O
_	_	_	O
프로모션	프로모션	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 앞으로 헤지 펀드들의 2차·3차 공격이 꼬리를 물 수밖에 없다.
## 앞으로 헤지 펀드들의 <2차:NOH>·<3차:NOH> 공격이 꼬리를 물 수밖에 없다.
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
헤지	헤지	NNG	O
_	_	_	O
펀드	펀드	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
·	·	SP	O
3	3	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
공격	공격	NNG	O
이	이	JKS	O
_	_	_	O
꼬리	꼬리	NNG	O
를	를	JKO	O
_	_	_	O
물	물+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 최=정상은 오르는 것보다 지키는 게 어렵다.
## <최:PER>=정상은 오르는 것보다 지키는 게 어렵다.
최	최	NNP	B-PER
=	=	SW	O
정상	정상	NNG	O
은	은	JX	O
_	_	_	O
오르	오르	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
보다	보다	JKB	O
_	_	_	O
지키	지키	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
어렵	어렵	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 똑같은 모진 소리라고 해도 친구한테 들으면 더 아프고 외로운 법.”25일 시작되는 박근혜 대통령의 아프리카 순방에 대해 외교부 핵심 당국자는 24일 이렇게 말했다.
## 똑같은 모진 소리라고 해도 친구한테 들으면 더 아프고 외로운 법.”<25일:DAT> 시작되는 <박근혜:PER> 대통령의 <아프리카:LOC> 순방에 대해 <외교부:ORG> 핵심 당국자는 <24일:DAT> 이렇게 말했다.
똑같	똑같	VA	O
은	은	ETM	O
_	_	_	O
모진	모질+ㄴ	VA+ETM	O
_	_	_	O
소리	소리+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
친구	친구	NNG	O
한테	한테	JKB	O
_	_	_	O
들	듣	VV	O
으면	으면	EC	O
_	_	_	O
더	더	MAG	O
_	_	_	O
아프	아프	VA	O
고	고	EC	O
_	_	_	O
외로	외롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
법	법	NNG	O
.	.	SF	O
”	”	SS	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
시작되	시작되	VV	O
는	는	ETM	O
_	_	_	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
아프리카	아프리카	NNP	B-LOC
_	_	_	O
순방	순방	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
_	_	_	O
핵심	핵심	NNG	O
_	_	_	O
당국자	당국자	NNG	O
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 공무원이 되기 전에 서울 신관중에서 1년가량 도덕교사로 일했던 박 교장은 “교육행정가는 현장에 있어야 한다는 것이 소신인데 그게 이뤄졌다”고 말했다.
## 공무원이 되기 전에 <서울 신관중:ORG>에서 <1년:NOH>가량 도덕교사로 일했던 <박:PER> 교장은 “교육행정가는 현장에 있어야 한다는 것이 소신인데 그게 이뤄졌다”고 말했다.
공무원	공무원	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
서울	서울	NNP	B-ORG
_	_	_	I-ORG
신관중	신관중	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
가량	가량	XSN	O
_	_	_	O
도덕	도덕	NNG	O
교사	교사	NNG	O
로	로	JKB	O
_	_	_	O
일	일하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
교장	교장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
교육	교육	NNG	O
행정가	행정가	NNG	O
는	는	JX	O
_	_	_	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
어야	어야	EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
소신	소신	NNG	O
인데	이+ㄴ데	VCP+EC	O
_	_	_	O
그게	그것+이	NP+JKS	O
_	_	_	O
이뤄졌	이루어지+었	VV+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 앞서 박 교장의 퇴임 소식이 알려지면서 서울·경기와 충청의 5개 사립대에서 “교수로 와달라”는 요청이 있었다고 한다.
## 앞서 <박:PER> 교장의 퇴임 소식이 알려지면서 <서울:LOC>·<경기:LOC>와 <충청:LOC>의 <5개:NOH> 사립대에서 “교수로 와달라”는 요청이 있었다고 한다.
앞서	앞서	MAG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
교장	교장	NNG	O
의	의	JKG	O
_	_	_	O
퇴임	퇴임	NNG	O
_	_	_	O
소식	소식	NNG	O
이	이	JKS	O
_	_	_	O
알려지	알려지	VV	O
면서	면서	EC	O
_	_	_	O
서울	서울	NNP	B-LOC
·	·	SP	O
경기	경기	NNG	B-LOC
와	와	JC	O
_	_	_	O
충청	충청	NNP	B-LOC
의	의	JKG	O
_	_	_	O
5	5	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
사립대	사립대	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
교수	교수	NNG	O
로	로	JKB	O
_	_	_	O
와	+아	+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
요청	요청	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 공정위가 정유사 3곳에 돌려줘야할 과징금은 총 2548억 원이다.
## <공정위:ORG>가 정유사 <3곳:NOH>에 돌려줘야할 과징금은 총 <2548억 원:MNY>이다.
공정	공정	NNG	B-ORG
위	위	NNG	I-ORG
가	가	JKS	O
_	_	_	O
정유	정유	NNG	O
사	사	XSN	O
_	_	_	O
3	3	SN	B-NOH
곳	곳	NNG	I-NOH
에	에	JKB	O
_	_	_	O
돌려	돌리+어	VV+EC	O
줘야	주+어야	VX+EC	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
과징금	과징금	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
2548	2548	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
이	이	VCP	O
다	다	EF	O
.	.	SF	O

