## 1
## 美 에너지벤처기업 새만금에 ‘SNG공장’
## <美:LOC> 에너지벤처기업 <새만금:LOC>에 ‘<SNG공장:LOC>’
美	美	SH	B-LOC
## 다만 <폴크스바겐그룹:ORG>의 <3.0리터:NOH> 디젤엔진 차량은 다른 <16개:NOH> 제작사의 경유차와 함께 오는 <12월:DAT> 추가 검사를 시작해 내년 <4월:DAT> 발표하기로 했다.
다만	다만	MAG	O
_	_	_	O
폴크스바겐	폴크스바겐	NNP	B-ORG
그룹	그룹	NNG	I-ORG
의	의	JKG	O
_	_	_	O
3.0	3.0	SN	B-NOH
리터	리터	NNB	I-NOH
_	_	_	O
디젤	디젤	NNG	O
엔진	엔진	NNG	O
_	_	_	O
차량	차량	NNG	O
은	은	JX	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
16	16	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
제작사	제작사	NNG	O
의	의	JKG	O
_	_	_	O
경유	경유	NNG	O
차	차	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
추가	추가	NNG	O
_	_	_	O
검사	검사	NNG	O
를	를	JKO	O
_	_	_	O
시작해	시작하+여	VV+EC	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
발표하	발표하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한편 올해 1월부터 10월까지 국내에서 팔린 폴크스바겐 차량은 총 2만8626대, 아우디는 2만5855대, 포르쉐는 3456대이며 각 브랜드를 대표하는 폴크스바겐 투아렉, 아우디 Q7, 포르쉐 카이엔 등이 3.0 디젤엔진을 탑재하고 있다.
## 한편 올해 <1월부터 10월:DUR>까지 국내에서 팔린 <폴크스바겐:ORG> 차량은 총 <2만8626대:NOH>, <아우디:ORG>는 <2만5855대:NOH>, <포르쉐:ORG>는 <3456대:NOH>이며 각 브랜드를 대표하는 <폴크스바겐:ORG> <투아렉:POH>, <아우디:ORG> <Q7:POH>, <포르쉐:ORG> <카이엔:POH> 등이 3.0 디젤엔진을 탑재하고 있다.
한편	한편	MAG	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
1	1	SN	B-DUR
월	월	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
10	10	SN	I-DUR
월	월	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
_	_	_	O
팔린	팔리+ㄴ	VV+ETM	O
_	_	_	O
폴크스바겐	폴크스바겐	NNP	B-ORG
_	_	_	O
차량	차량	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
8626	8626	SN	I-NOH
대	대	NNB	I-NOH
,	,	SP	O
_	_	_	O
아우디	아우디	NNP	B-ORG
는	는	JX	O
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
5855	5855	SN	I-NOH
대	대	NNB	I-NOH
,	,	SP	O
_	_	_	O
포르쉐	포르쉐	NNP	B-ORG
는	는	JX	O
_	_	_	O
3456	3456	SN	B-NOH
대	대	NNB	I-NOH
이	이	VCP	O
며	며	EC	O
_	_	_	O
각	각	MM	O
_	_	_	O
브랜드	브랜드	NNG	O
를	를	JKO	O
_	_	_	O
대표하	대표하	VV	O
는	는	ETM	O
_	_	_	O
폴크스바겐	폴크스바겐	NNP	B-ORG
_	_	_	O
투아렉	투아렉	NNP	B-POH
,	,	SP	O
_	_	_	O
아우디	아우디	NNP	B-ORG
_	_	_	O
Q	Q	SL	B-POH
7	7	SN	I-POH
,	,	SP	O
_	_	_	O
포르쉐	포르쉐	NNP	B-ORG
_	_	_	O
카이엔	카이엔	NNP	B-POH
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
3.0	3.0	SN	O
_	_	_	O
디젤	디젤	NNG	O
엔진	엔진	NNG	O
을	을	JKO	O
_	_	_	O
탑재하	탑재하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 다음은 KERI가 공개한 배터리 궁금증 일문일답. Q. 날씨가 추울 때 휴대폰 배터리가 더 빨리 닳는다는 분들이 있는데, 온도와 배터리에 상관관계가 있는 건가요? ☞ 날씨가 추워지면 전지 속의 양이온과 음이온의 움직임이 느려집니다.
## 다음은 <KERI:ORG>가 공개한 배터리 궁금증 일문일답. Q. 날씨가 추울 때 휴대폰 배터리가 더 빨리 닳는다는 분들이 있는데, 온도와 배터리에 상관관계가 있는 건가요? ☞ 날씨가 추워지면 전지 속의 양이온과 음이온의 움직임이 느려집니다.
다음	다음	NNG	O
은	은	JX	O
_	_	_	O
KERI	KERI	SL	B-ORG
가	가	JKS	O
_	_	_	O
공개한	공개하+ㄴ	VV+ETM	O
_	_	_	O
배터리	배터리	NNG	O
_	_	_	O
궁금증	궁금증	NNG	O
_	_	_	O
일문일답	일문일답	NNG	O
.	.	SF	O
_	_	_	O
Q	Q	SL	O
.	.	SF	O
_	_	_	O
날씨	날씨	NNG	O
가	가	JKS	O
_	_	_	O
추	춥	VA	O
울	ㄹ	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
휴대폰	휴대폰	NNG	O
_	_	_	O
배터리	배터리	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
빨리	빨리	MAG	O
_	_	_	O
닳	닳	VV	O
는다	는다	EC	O
는	는	JX	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
온도	온도	NNG	O
와	와	JC	O
_	_	_	O
배터리	배터리	NNG	O
에	에	JKB	O
_	_	_	O
상관관계	상관관계	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
건가	것+이+ㄴ가	NNB+VCP+EC	O
요	요	JX	O
?	?	SF	O
_	_	_	O
☞	☞	SW	O
_	_	_	O
날씨	날씨	NNG	O
가	가	JKS	O
_	_	_	O
추워지	추워지	VV	O
면	면	EC	O
_	_	_	O
전지	전지	NNG	O
_	_	_	O
속	속	NNG	O
의	의	JKG	O
_	_	_	O
양이온	양이온	NNG	O
과	과	JC	O
_	_	_	O
음이온	음이온	NNG	O
의	의	JKG	O
_	_	_	O
움직임	움직임	NNG	O
이	이	JKS	O
_	_	_	O
느려	느리+어	VA+EC	O
집니다	지+ㅂ니다	VX+EF	O
.	.	SF	O

## 10
## 물품 전달을 위해 이날 싸라위따야 학교를 방문한 아시아나항공 승무원들이 학생들과 함께 한국어 도서를 읽고 있다.
## 물품 전달을 위해 이날 <싸라위따야 학교:ORG>를 방문한 <아시아나항공:ORG> 승무원들이 학생들과 함께 한국어 도서를 읽고 있다.
물품	물품	NNG	O
_	_	_	O
전달	전달	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
싸라위따	싸라위따	NNG	B-ORG
야	야	JX	I-ORG
_	_	_	I-ORG
학교	학교	NNG	I-ORG
를	를	JKO	O
_	_	_	O
방문한	방문하+ㄴ	VV+ETM	O
_	_	_	O
아시아나항공	아시아나항공	NNP	B-ORG
_	_	_	O
승무원	승무원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
한국어	한국어	NNP	O
_	_	_	O
도서	도서	NNG	O
를	를	JKO	O
_	_	_	O
읽	읽	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 특검에 압수된 안종범 전 청와대 정책조정수석 수첩에 적힌 ‘해운대 엘시티 펀드 포스코’ 메모와 관련해서도 안 전 수석이 엘시티 사업에 개입했는지를 밝혀내지 못했다.
## 특검에 압수된 <안종범:PER> 전 <청와대:ORG> 정책조정수석 수첩에 적힌 ‘<해운대 엘시티:LOC> 펀드 포스코’ 메모와 관련해서도 <안:PER> 전 수석이 <엘시티:ORG> 사업에 개입했는지를 밝혀내지 못했다.
특검	특검	NNG	O
에	에	JKB	O
_	_	_	O
압수된	압수되+ㄴ	VV+ETM	O
_	_	_	O
안종범	안종범	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
정책	정책	NNG	O
조정	조정	NNG	O
수석	수석	NNG	O
_	_	_	O
수첩	수첩	NNG	O
에	에	JKB	O
_	_	_	O
적힌	적히+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
해운대	해운대	NNP	B-LOC
_	_	_	I-LOC
엘시티	엘시티	NNP	I-LOC
_	_	_	O
펀드	펀드	NNG	O
_	_	_	O
포스코	포스코	NNP	O
’	’	SS	O
_	_	_	O
메모	메모	NNG	O
와	와	JKB	O
_	_	_	O
관련해서	관련하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
안	안	MAG	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
수석	수석	NNG	O
이	이	JKS	O
_	_	_	O
엘시티	엘시티	NNP	B-ORG
_	_	_	O
사업	사업	NNG	O
에	에	JKB	O
_	_	_	O
개입	개입하	VV	O
했	였	EP	O
는지	는지	EC	O
를	를	JKO	O
_	_	_	O
밝혀내	밝혀내	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이 은행이 판매한 공모펀드의 올 상반기 평균 수익율은 7.2%. 시중은행 중 최상위권이다.
## 이 은행이 판매한 공모펀드의 올 상반기 평균 수익율은 <7.2%:PNT>. 시중은행 중 최상위권이다.
이	이	MM	O
_	_	_	O
은행	은행	NNG	O
이	이	JKS	O
_	_	_	O
판매한	판매하+ㄴ	VV+ETM	O
_	_	_	O
공모	공모	NNG	O
펀드	펀드	NNG	O
의	의	JKG	O
_	_	_	O
올	올	NNG	O
_	_	_	O
상반기	상반기	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
수익	수익	NNG	O
율	율	XSN	O
은	은	JX	O
_	_	_	O
7.2	7.2	SN	B-PNT
%	%	SW	I-PNT
.	.	SF	O
_	_	_	O
시중	시중	NNG	O
은행	은행	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
최	최	XPN	O
상위권	상위권	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

