## 1
## 또한 불스원 본사 기술교육팀이 영국 출발 현장에 직접 방문 해 안전하게 랠리에 참여할 수 있도록 출발 전 차량을 세밀하게 정비해 주었다.
## 또한 <불스원:ORG> 본사 기술교육팀이 <영국:LOC> 출발 현장에 직접 방문 해 안전하게 랠리에 참여할 수 있도록 출발 전 차량을 세밀하게 정비해 주었다.
또한	또한	MAG	O
## 이 타구를 두산 수비수가 잡아서 1루로 던지는 사이, 스타트 준비를 하던 3루주자 오지환은 가속도를 붙여 홈을 파고들었다.
## 이 타구를 <두산:ORG> 수비수가 잡아서 <1루:NOH>로 던지는 사이, 스타트 준비를 하던 <3루:NOH>주자 <오지환:PER>은 가속도를 붙여 홈을 파고들었다.
이	이	MM	O
_	_	_	O
타구	타구	NNG	O
를	를	JKO	O
_	_	_	O
두산	두산	NNP	B-ORG
_	_	_	O
수비수	수비수	NNG	O
가	가	JKS	O
_	_	_	O
잡	잡	VV	O
아서	아서	EC	O
_	_	_	O
1	1	SN	B-NOH
루	루	NNG	I-NOH
로	로	JKB	O
_	_	_	O
던지	던지	VV	O
는	는	ETM	O
_	_	_	O
사이	사이	NNG	O
,	,	SP	O
_	_	_	O
스타트	스타트	NNG	O
_	_	_	O
준비	준비	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
던	던	ETM	O
_	_	_	O
3	3	SN	B-NOH
루	루	NNG	I-NOH
주자	주자	NNG	O
_	_	_	O
오지환	오지환	NNP	B-PER
은	은	JX	O
_	_	_	O
가속도	가속도	NNG	O
를	를	JKO	O
_	_	_	O
붙	붙이	VV	O
여	어	EC	O
_	_	_	O
홈	홈	NNG	O
을	을	JKO	O
_	_	_	O
파고들	파고들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 메르스 예방하는 올바른 손씻기, 그 6가지 단계는?
## 메르스 예방하는 올바른 손씻기, 그 <6가지:NOH> 단계는?
메르스	메르스	NNG	O
_	_	_	O
예방하	예방하	VV	O
는	는	ETM	O
_	_	_	O
올바른	올바르+ㄴ	VA+ETM	O
_	_	_	O
손	손	NNG	O
씻	씻	VV	O
기	기	ETN	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
6	6	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
단계	단계	NNG	O
는	는	JX	O
?	?	SF	O

## 12
## ‘뉴질랜드 남부 규모 5.6지진’뉴질랜드 남부에서 규모 5.6의 지진이 발생했다.
## ‘<뉴질랜드 남부:LOC> 규모 <5.6:NOH>지진’<뉴질랜드 남부:LOC>에서 규모 <5.6:NOH>의 지진이 발생했다.
‘	‘	SS	O
뉴질랜드	뉴질랜드	NNP	B-LOC
_	_	_	I-LOC
남부	남부	NNG	I-LOC
_	_	_	O
규모	규모	NNG	O
_	_	_	O
5.6	5.6	SN	B-NOH
지진	지진	NNG	O
’	’	SS	O
뉴질랜드	뉴질랜드	NNP	B-LOC
_	_	_	I-LOC
남부	남부	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
규모	규모	NNG	O
_	_	_	O
5.6	5.6	SN	B-NOH
의	의	JKG	O
_	_	_	O
지진	지진	NNG	O
이	이	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 특히 ▶지능형·융합형 공공데이터 개방 확대▶자율주행차·증강현실(AR)·가상현실 등 신산업 분야 데이터 활용을 위한 기반조성▶민·관 협업 강화▶효율적인 데이터 관리체계 구축 등 9개 분야를 중점 추진할 계획이다.
## 특히 ▶지능형·융합형 공공데이터 개방 확대▶자율주행차·증강현실(AR)·가상현실 등 신산업 분야 데이터 활용을 위한 기반조성▶민·관 협업 강화▶효율적인 <데이:PER>터 관리체계 구축 등 <9개:NOH> 분야를 중점 추진할 계획이다.
특히	특히	MAG	O
_	_	_	O
▶	▶	SW	O
지능	지능	NNG	O
형	형	XSN	O
·	·	SP	O
융합	융합	NNG	O
형	형	XSN	O
_	_	_	O
공공	공공	NNG	O
데이터	데이터	NNG	O
_	_	_	O
개방	개방	NNG	O
_	_	_	O
확대	확대	NNG	O
▶	▶	SW	O
자율	자율	NNG	O
주행	주행	NNG	O
차	차	NNG	O
·	·	SP	O
증강	증강	NNG	O
현실	현실	NNG	O
(	(	SS	O
AR	AR	SL	O
)	)	SS	O
·	·	SP	O
가상현실	가상현실	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
신	신	XPN	O
산업	산업	NNG	O
_	_	_	O
분야	분야	NNG	O
_	_	_	O
데이터	데이터	NNG	O
_	_	_	O
활용	활용	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
기반	기반	NNG	O
조성	조성	NNG	O
▶	▶	SW	O
민	민	NNP	O
·	·	SP	O
관	관	NNG	O
_	_	_	O
협업	협업	NNG	O
_	_	_	O
강화	강화	NNG	O
▶	▶	SW	O
효율적	효율적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
데이터	데이터	NNG	O
_	_	_	O
관리	관리	NNG	O
체계	체계	NNG	O
_	_	_	O
구축	구축	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
9	9	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
분야	분야	NNG	O
를	를	JKO	O
_	_	_	O
중점	중점	NNG	O
_	_	_	O
추진할	추진하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## Q. 제한시간 2시간과 1분 초읽기 3회는 어떻게 결정됐나. A. 지난해 10월 알파고와 판후이 2단의 공식 대국 당시 제한시간이 1시간에 30초 초읽기 3회였던 점과 비교하면 딱 2배로 늘었다.
## Q. 제한시간 <2시간:DUR>과 <1분:NOH> 초읽기 <3회:NOH>는 어떻게 결정됐나. A. 지난해 <10월:DAT> <알파고:POH>와 <판후이:PER> <2단:NOH>의 공식 대국 당시 제한시간이 <1시간:DUR>에 <30초:NOH> 초읽기 <3회:NOH>였던 점과 비교하면 딱 <2배:PNT>로 늘었다.
Q	Q	SL	O
.	.	SF	O
_	_	_	O
제한	제한	NNG	O
시간	시간	NNG	O
_	_	_	O
2	2	SN	B-DUR
시간	시간	NNB	I-DUR
과	과	JC	O
_	_	_	O
1	1	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
초읽기	초읽기	NNG	O
_	_	_	O
3	3	SN	B-NOH
회	회	NNB	I-NOH
는	는	JX	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
결정	결정되	VV	O
됐	었	EP	O
나	나	JC	O
.	.	SF	O
_	_	_	O
A	A	SL	O
.	.	SF	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
알	알	NNP	B-POH
파고	파고	NNG	I-POH
와	와	JC	O
_	_	_	O
판	판	NNG	B-PER
후이	후이	NNP	I-PER
_	_	_	O
2	2	SN	B-NOH
단	단	NNG	I-NOH
의	의	JKG	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
대국	대국	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
제한	제한	NNG	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
1	1	SN	B-DUR
시간	시간	NNB	I-DUR
에	에	JKB	O
_	_	_	O
30	30	SN	B-NOH
초	초	NNB	I-NOH
_	_	_	O
초읽기	초읽기	NNG	O
_	_	_	O
3	3	SN	B-NOH
회	회+이	NNB+VCP	I-NOH
였	었	EP	O
던	던	ETM	O
_	_	_	O
점	점	NNG	O
과	과	JKB	O
_	_	_	O
비교하	비교하	VV	O
면	면	EC	O
_	_	_	O
딱	딱	MAG	O
_	_	_	O
2	2	SN	B-PNT
배	배	NNG	I-PNT
로	로	JKB	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

