## 1
## 영국 패션 브랜드 올세인츠는 6년 전 심각한 위기에 빠졌다.
## <영국:ORG> 패션 브랜드 <올세인츠:ORG>는 <6년:NOH> 전 심각한 위기에 빠졌다.
영국	영국	NNP	B-ORG
_	_	_	O
인지도	인지도	NNG	O
가	가	JKS	O
_	_	_	O
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
아이돌	아이돌	NNG	O
_	_	_	O
그룹	그룹	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
노바디	노바디	NNG	O
_	_	_	O
보컬	보컬	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
멤버	멤버	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
경연	경연	NNG	O
을	을	JKO	O
_	_	_	O
펼치	펼치	VV	O
는	는	ETM	O
_	_	_	O
프로그램	프로그램	NNG	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
매주	매주	MAG	O
_	_	_	O
화요일	화요일	NNG	B-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
50	50	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
JTBC	JTBC	SL	B-POH
에서	에서	JKB	O
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 설현, 도난사고 잇따르는 통신사 광고판넬과 나란히 선 모습 보니…‘어떤 게 실물이야?’
## <설현:PER>, 도난사고 잇따르는 통신사 광고판넬과 나란히 선 모습 보니…‘어떤 게 실물이야?’
설현	설현	NNP	B-PER
,	,	SP	O
_	_	_	O
도난	도난	NNG	O
사고	사고	NNG	O
_	_	_	O
잇따르	잇따르	VV	O
는	는	ETM	O
_	_	_	O
통신	통신	NNG	O
사	사	XSN	O
_	_	_	O
광고	광고	NNG	O
판넬	판넬	NNG	O
과	과	JKB	O
_	_	_	O
나란히	나란히	MAG	O
_	_	_	O
선	서+ㄴ	VV+ETM	O
_	_	_	O
모습	모습	NNG	O
_	_	_	O
보	보	VV	O
니	니	EC	O
…	…	SE	O
‘	‘	SS	O
어떤	어떤	MM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
실물	실물	NNG	O
이	이	VCP	O
야	야	EF	O
?	?	SF	O
’	’	SS	O

## 7
## 4일 한국은행에 따르면 8월 상품수지, 서비스수지 등을 합산한 경상수지는 55억1000만 달러 흑자로 집계됐다.
## <4일:DAT> <한국은행:ORG>에 따르면 <8월:DAT> 상품수지, 서비스수지 등을 합산한 경상수지는 <55억1000만 달러:MNY> 흑자로 집계됐다.
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
한국은행	한국은행	NNP	B-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
상품	상품	NNG	O
수지	수지	NNG	O
,	,	SP	O
_	_	_	O
서비스	서비스	NNG	O
수지	수지	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
합산한	합산하+ㄴ	VV+ETM	O
_	_	_	O
경상	경상	NNG	O
수지	수지	NNG	O
는	는	JX	O
_	_	_	O
55	55	SN	B-MNY
억	억	NR	I-MNY
1000	1000	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
_	_	_	O
흑자	흑자	NNG	O
로	로	JKB	O
_	_	_	O
집계	집계되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 특히 84㎡는 주부의 동선을 배려한 ‘ㄷ’자형 구조로 조성되며, 측면 발코니와 알파룸 설계로 다양한 공간활용이 가능하다.
## 특히 <84㎡:NOH>는 주부의 동선을 배려한 ‘ㄷ’자형 구조로 조성되며, 측면 발코니와 알파룸 설계로 다양한 공간활용이 가능하다.
특히	특히	MAG	O
_	_	_	O
84	84	SN	B-NOH
㎡	㎡	SW	I-NOH
는	는	JX	O
_	_	_	O
주부	주부	NNG	O
의	의	JKG	O
_	_	_	O
동선	동선	NNG	O
을	을	JKO	O
_	_	_	O
배려한	배려하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
ㄷ	ㄷ	NNG	O
’	’	SS	O
자형	자형	NNG	O
_	_	_	O
구조	구조	NNG	O
로	로	JKB	O
_	_	_	O
조성되	조성되	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
측면	측면	NNG	O
_	_	_	O
발코니	발코니	NNG	O
와	와	JC	O
_	_	_	O
알파	알파	NNG	O
룸	룸	NNG	O
_	_	_	O
설계	설계	NNG	O
로	로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
공간	공간	NNG	O
활용	활용	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 문의 031-221-4700온라인뉴스팀
## 문의 <031-221-4700:POH>온라인뉴스팀
문의	문의	NNG	O
_	_	_	O
031	031	SN	B-POH
-	-	SO	I-POH
221	221	SN	I-POH
-	-	SO	I-POH
4700	4700	SN	I-POH
온라인	온라인	NNG	O
뉴스	뉴스	NNG	O
팀	팀	NNG	O

## 10
## 1루 수비에 의문부호가 컸지만 결과는 대성공이었다.
## <1루:NOH> 수비에 의문부호가 컸지만 결과는 대성공이었다.
1	1	SN	B-NOH
루	루	NNG	I-NOH
_	_	_	O
수비	수비	NNG	O
에	에	JKB	O
_	_	_	O
의문	의문	NNG	O
부호	부호	NNG	O
가	가	JKS	O
_	_	_	O
컸	+었	+EP	O
지만	지만	EC	O
_	_	_	O
결과	결과	NNG	O
는	는	JX	O
_	_	_	O
대성공	대성공	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 삼성은 박한이~배영섭~박해민 등 외야 자원도 풍부한 편이다.
## <삼성:ORG>은 <박한이:PER>~<배영섭:PER>~<박해민:PER> 등 외야 자원도 풍부한 편이다.
삼성	삼성	NNP	B-ORG
은	은	JX	O
_	_	_	O
박한이	박한이	NNP	B-PER
~	~	SO	O
배영섭	배영섭	NNP	B-PER
~	~	SO	O
박해민	박해민	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
외야	외야	NNG	O
_	_	_	O
자원	자원	NNG	O
도	도	JX	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 강동경희대병원 소아청소년과 정성훈 교수는 “감염병을 일으키는 원인이 세균이냐 바이러스냐에 따라 증상이 다른 경우도 있다”고 말했다.
## <강동경희대병원 소아청소년과:ORG> <정성훈:PER> 교수는 “감염병을 일으키는 원인이 세균이냐 바이러스냐에 따라 증상이 다른 경우도 있다”고 말했다.
강동경희대병원	강동경희대병원	NNP	B-ORG
_	_	_	I-ORG
소아	소아	NNG	I-ORG
청소년	청소년	NNG	I-ORG
과	과	NNG	I-ORG
_	_	_	O
정성훈	정성훈	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
감염	감염	NNG	O
병	병	NNG	O
을	을	JKO	O
_	_	_	O
일으키	일으키	VV	O
는	는	ETM	O
_	_	_	O
원인	원인	NNG	O
이	이	JKC	O
_	_	_	O
세균	세균	NNG	O
이	이	VCP	O
냐	냐	EC	O
_	_	_	O
바이러스	바이러스+이	NNG+VCP	O
냐	냐	EC	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
증상	증상	NNG	O
이	이	JKS	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
경우	경우	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

