## 1
## 새누리당 현역 여성 의원으로서 최다 기록이다.
## <새누리당:ORG> 현역 여성 의원으로서 최다 기록이다.
새누리당	새누리당	NNP	B-ORG
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 강 재판관은 이어 “기자들도 궁금해하는 사안들이 많을 텐데 저 또한 궁금한 점이 많다”며 “가능하면 오늘 최대한 자료를 들여다볼 계획”이라고 말했다.
## <강:PER> 재판관은 이어 “기자들도 궁금해하는 사안들이 많을 텐데 저 또한 궁금한 점이 많다”며 “가능하면 오늘 최대한 자료를 들여다볼 계획”이라고 말했다.
강	강	NNP	B-PER
_	_	_	O
재판관	재판관	NNG	O
은	은	JX	O
_	_	_	O
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
기자	기자	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
궁금해	궁금하+여	VA+EC	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
사안	사안	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
을	을	ETM	O
_	_	_	O
텐데	터+이+ㄴ데	NNB+VCP+EC	O
_	_	_	O
저	저	NP	O
_	_	_	O
또한	또한	MAG	O
_	_	_	O
궁금한	궁금하+ㄴ	VA+ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
가능하	가능하	VA	O
면	면	EC	O
_	_	_	O
오늘	오늘	NNG	O
_	_	_	O
최대한	최대한	NNG	O
_	_	_	O
자료	자료	NNG	O
를	를	JKO	O
_	_	_	O
들여다볼	들여다보+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 앞서 이날 오전 10시45분쯤에는 박한철 헌재소장도 헌재로 출근했다.
## 앞서 이날 <오전 10시45분:TIM>쯤에는 <박한철:PER> 헌재소장도 <헌재:ORG>로 출근했다.
앞서	앞서+어	VV+EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
45	45	SN	I-TIM
분	분	NNB	I-TIM
쯤	쯤	XSN	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
박한철	박한철	NNP	B-PER
_	_	_	O
헌재	헌재	NNG	O
소장	소장	NNG	O
도	도	JX	O
_	_	_	O
헌재	헌재	NNG	B-ORG
로	로	JKB	O
_	_	_	O
출근	출근하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 폴란드의 EU대표 대변인인 아르투어 하반트도 “이는 미래의 지렛대를 찾기 위한 길”이라고 봤다.
## <폴란드:ORG>의 EU대표 대변인인 <아르투어 하반트:PER>도 “이는 미래의 지렛대를 찾기 위한 길”이라고 봤다.
폴란드	폴란드	NNP	B-ORG
의	의	JKG	O
_	_	_	O
EU	EU	SL	O
대표	대표	NNG	O
_	_	_	O
대변인	대변인	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
아르투어	아르투어	NNP	B-PER
_	_	_	I-PER
하	하	XSN	I-PER
반트	반트	NNG	I-PER
도	도	JX	O
_	_	_	O
“	“	SS	O
이	이	NP	O
는	는	JX	O
_	_	_	O
미래	미래	NNG	O
의	의	JKG	O
_	_	_	O
지렛대	지렛대	NNG	O
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
길	길	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
봤	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 학생들은 주 5일, 하루 8시간씩 영어 수업에 참가한다.
## 학생들은 주 <5일:DAT>, 하루 <8시간:NOH>씩 영어 수업에 참가한다.
학생	학생	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
주	주	NNP	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
,	,	SP	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
8	8	SN	B-NOH
시간	시간	NNB	I-NOH
씩	씩	XSN	O
_	_	_	O
영어	영어	NNP	O
_	_	_	O
수업	수업	NNG	O
에	에	JKB	O
_	_	_	O
참가한다	참가하+ㄴ다	VV+EF	O
.	.	SF	O

