## 1
## 이병철이 “세상에서 내 마음대로 안 되는 게 자식과 골프, 그리고 미원”이라고 털어놓았다는 얘기도 전해진다.
## <이병철:PER>이 “세상에서 내 마음대로 안 되는 게 자식과 골프, 그리고 미원”이라고 털어놓았다는 얘기도 전해진다.
이병철이	이병철이	NNP	O
는	는	JX	O
_	_	_	O
방북	방북	NNG	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
「	「	SS	O
심각하	심각하	VA	O
고	고	EC	O
_	_	_	O
비중	비중	NNG	O
있	있	VA	O
게	게	EF	O
」	」	SS	O
_	_	_	O
생각해	생각하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
으며	으며	EC	O
_	_	_	O
나름	나름	NNB	O
대로	대로	JX	O
_	_	_	O
준비	준비	NNG	O
도	도	JX	O
_	_	_	O
해	하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
이	이	NNP	B-PER
대표	대표	NNG	O
측	측	NNB	O
의	의	JKG	O
_	_	_	O
설명	설명	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 미국은 금속­제철, 가정생활용품, 기계 등 일부산업에서는 일본과 유럽에 뒤졌으나, 미래의 유망산업분야인 우주항공, 에너지설비, 전자부품 및 설비, 데이터처리­재생(소프트웨어 포함), 의료­보건분야 등에서는 압도적인 우위를 나타냈다.
## <미국:ORG>은 금속­제철, 가정생활용품, 기계 등 일부산업에서는 <일본:ORG>과 <유럽:ORG>에 뒤졌으나, 미래의 유망산업분야인 우주항공, 에너지설비, 전자부품 및 설비, 데이터처리­재생(소프트웨어 포함), 의료­보건분야 등에서는 압도적인 우위를 나타냈다.
미국	미국	NNP	B-ORG
은	은	JX	O
_	_	_	O
금속	금속	NNG	O
­	­	SS	O
제철	제철	NNG	O
,	,	SP	O
_	_	_	O
가정	가정	NNG	O
생활	생활	NNG	O
용품	용품	NNG	O
,	,	SP	O
_	_	_	O
기계	기계	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
일부	일부	NNG	O
산업	산업	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
일본	일본	NNP	B-ORG
과	과	JC	O
_	_	_	O
유럽	유럽	NNP	B-ORG
에	에	JKB	O
_	_	_	O
뒤	뒤지	VV	O
졌	었	EP	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
미래	미래	NNG	O
의	의	JKG	O
_	_	_	O
유망	유망	NNG	O
산업	산업	NNG	O
분야	분야	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
우주	우주	NNG	O
항공	항공	NNG	O
,	,	SP	O
_	_	_	O
에너지	에너지	NNG	O
설비	설비	NNG	O
,	,	SP	O
_	_	_	O
전자	전자	NNG	O
부품	부품	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
설비	설비	NNG	O
,	,	SP	O
_	_	_	O
데이터	데이터	NNG	O
처리	처리	NNG	O
­	­	SS	O
재생	재생	NNG	O
(	(	SS	O
소프트웨어	소프트웨어	NNG	O
_	_	_	O
포함	포함	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
의료	의료	NNG	O
­	­	SS	O
보건	보건	NNG	O
분야	분야	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
압도적	압도적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
우위	우위	NNG	O
를	를	JKO	O
_	_	_	O
나타냈	나타내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## ‘이민우와 결별’ 고소현 “여자들 심쿵하게 하신다는 류준열 님과”…다정한 모습에 눈길
## ‘<이민우:PER>와 결별’ <고소현:PER> “여자들 심쿵하게 하신다는 <류준열:PER> 님과”…다정한 모습에 눈길
‘	‘	SS	O
이민우	이민우	NNP	B-PER
와	와	JKB	O
_	_	_	O
결별	결별	NNG	O
’	’	SS	O
_	_	_	O
고	고	NNP	B-PER
소현	소현	NNP	I-PER
_	_	_	O
“	“	SS	O
여자	여자	NNG	O
들	들	XSN	O
_	_	_	O
심쿵	심쿵	NNG	O
하	하	XSV	O
게	게	EC	O
_	_	_	O
하	하	VV	O
신다는	시+ㄴ다는	EP+ETM	O
_	_	_	O
류준열	류준열	NNP	B-PER
_	_	_	O
님	님	NNG	O
과	과	JKB	O
”	”	SS	O
…	…	SE	O
다정한	다정하+ㄴ	VA+ETM	O
_	_	_	O
모습	모습	NNG	O
에	에	JKB	O
_	_	_	O
눈길	눈길	NNG	O

## 16
## 고수 5월, 둘째 아이 출산…'러브레터 공개' 여친이었던 아내와 결혼 결심 '로맨틱 고수'
## <고수:PER> <5월:DAT>, 둘째 아이 출산…'러브레터 공개' 여친이었던 아내와 결혼 결심 '로맨틱 고수'
고수	고수	NNG	B-PER
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
,	,	SP	O
_	_	_	O
둘째	둘째	NR	O
_	_	_	O
아이	아이	NNG	O
_	_	_	O
출산	출산	NNG	O
…	…	SE	O
'	'	SS	O
러브레터	러브레터	NNP	O
_	_	_	O
공개	공개	NNG	O
'	'	SS	O
_	_	_	O
여	여	NNG	O
친	친	NNG	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
아내	아내	NNG	O
와	와	JKB	O
_	_	_	O
결혼	결혼	NNG	O
_	_	_	O
결심	결심	NNG	O
_	_	_	O
'	'	SS	O
로맨틱	로맨틱	NNG	O
_	_	_	O
고수	고수	NNG	O
'	'	SS	O

