## 1
## 싸이는 10일 오후 자신의 트위터에 "여름 공연이 없어서 근질거렸는데 금주 금요일 해운대에서 간만에 흠뻑쇼 한번 할랍니다!
## <싸이:PER>는 <10일:DAT> 오후 자신의 <트위터:POH>에 "여름 공연이 없어서 근질거렸는데 금주 금요일 <해운대:LOC>에서 간만에 <흠뻑쇼:POH> 한번 할랍니다!
싸이	싸이	VV	B-PER
연금	연금	NNG	O
_	_	_	O
가입자	가입자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
시선	시선	NNG	O
이	이	JKS	O
_	_	_	O
부담스러	부담스럽	VA	O
웠	었	EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 대회 최우수선수(MVP)에는 3홈런 10타점으로 경성대 타선을 이끈 이재욱이 선정됐다.[스포츠동아]
## 대회 최우수선수(MVP)에는 <3홈런:NOH> <10타점:NOH>으로 <경성대:ORG> 타선을 이끈 <이재욱:PER>이 선정됐다.[<스포츠동아:ORG>]
대회	대회	NNG	O
_	_	_	O
최우수	최우수	NNG	O
선수	선수	NNG	O
(	(	SS	O
MVP	MVP	SL	O
)	)	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
3	3	SN	B-NOH
홈런	홈런	NNG	I-NOH
_	_	_	O
10	10	SN	B-NOH
타점	타점	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
경성대	경성대	NNP	B-ORG
_	_	_	O
타선	타선	NNG	O
을	을	JKO	O
_	_	_	O
이끈	이끌+ㄴ	VV+ETM	O
_	_	_	O
이재욱	이재욱	NNP	B-PER
이	이	JKS	O
_	_	_	O
선정	선정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O
[	[	SS	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
]	]	SS	O

## 6
## 검찰이 NH개발 전 대표 유모 씨가 협력업체 측 금품 수수에 연루된 정황을 잡고 조만간 소환할 방침인 것으로 8일 확인됐다.
## <검찰:ORG>이 <NH개발:ORG> 전 대표 <유:PER>모 씨가 협력업체 측 금품 수수에 연루된 정황을 잡고 조만간 소환할 방침인 것으로 <8일:DAT> 확인됐다.
검찰	검찰	NNG	B-ORG
이	이	JKS	O
_	_	_	O
NH	NH	SL	B-ORG
개발	개발	NNG	I-ORG
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
유모	유모	NNG	O
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
협력	협력	NNG	O
업체	업체	NNG	O
_	_	_	O
측	측	NNB	O
_	_	_	O
금품	금품	NNG	O
_	_	_	O
수수	수수	NNG	O
에	에	JKB	O
_	_	_	O
연루된	연루되+ㄴ	VV+ETM	O
_	_	_	O
정황	정황	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
고	고	EC	O
_	_	_	O
조만간	조만간	MAG	O
_	_	_	O
소환할	소환하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 머스크, 대우조선 선박 6척 추가 계약 안 하기로 조선업계에서는 업체들의 매출이 2017년까지 감소세를 보일 것이라는 예상이 지배적이다.
## <머스크:PER>, <대우조선:ORG> 선박 <6척:NOH> 추가 계약 안 하기로 조선업계에서는 업체들의 매출이 <2017년:DAT>까지 감소세를 보일 것이라는 예상이 지배적이다.
머스크	머스크	NNP	B-PER
,	,	SP	O
_	_	_	O
대우조선	대우조선	NNP	B-ORG
_	_	_	O
선박	선박	NNG	O
_	_	_	O
6	6	SN	B-NOH
척	척	NNB	I-NOH
_	_	_	O
추가	추가	NNG	O
_	_	_	O
계약	계약	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
하	하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
조선업	조선업	NNG	O
계	계	XSN	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
업체	업체	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
매출	매출	NNG	O
이	이	JKS	O
_	_	_	O
2017	2017	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
감소세	감소세	NNG	O
를	를	JKO	O
_	_	_	O
보일	보이+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
예상	예상	NNG	O
이	이	JKS	O
_	_	_	O
지배적	지배적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## JYP엔터테인먼트 "원더걸스 컴백? 공식입장 전할 수 없어"
## <JYP엔터테인먼트:ORG> "<원더걸스:ORG> 컴백? 공식입장 전할 수 없어"
JYP	JYP	SL	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
_	_	_	O
"	"	SS	O
원더	원더	NNP	B-ORG
걸스	걸스	NNG	I-ORG
_	_	_	O
컴백	컴백	NNG	O
?	?	SF	O
_	_	_	O
공식	공식	NNG	O
입장	입장	NNG	O
_	_	_	O
전할	전하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
어	어	EF	O
"	"	SS	O

## 9
## 북한의 4월은 도발 호재가 차고 넘치는 달이다.
## <북한:ORG>의 <4월:DAT>은 도발 호재가 차고 넘치는 달이다.
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
은	은	JX	O
_	_	_	O
도발	도발	NNG	O
_	_	_	O
호재	호재	NNG	O
가	가	JKS	O
_	_	_	O
차	차	VV	O
고	고	EC	O
_	_	_	O
넘치	넘치	VV	O
는	는	ETM	O
_	_	_	O
달	달	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 같은 시간 하이쇼핑(현 GS숍)은 TV와 비디오 등 여러 가전제품을 컨트롤할 수 있다는 ‘만능 리모컨’을 팔았다.
## 같은 시간 <하이쇼핑:ORG>(현 <GS숍:ORG>)은 TV와 비디오 등 여러 가전제품을 컨트롤할 수 있다는 ‘만능 리모컨’을 팔았다.
같	같	VA	O
은	은	ETM	O
_	_	_	O
시간	시간	NNG	O
_	_	_	O
하이	하이	NNG	B-ORG
쇼핑	쇼핑	NNG	I-ORG
(	(	SS	O
현	현	MM	O
_	_	_	O
GS	GS	SL	B-ORG
숍	숍	NNG	I-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
TV	TV	SL	O
와	와	JC	O
_	_	_	O
비디오	비디오	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
가전제품	가전제품	NNG	O
을	을	JKO	O
_	_	_	O
컨트롤할	컨트롤하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
‘	‘	SS	O
만능	만능	NNG	O
_	_	_	O
리모컨	리모컨	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
팔	팔	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 넥센과 시즌 개막 2연전을 치르고 대전으로 내려가 한화의 첫 홈 경기를 준비하는 김성근 감독을 만난 적이 있다.
## <넥센:ORG>과 시즌 개막 <2연전:NOH>을 치르고 <대전:LOC>으로 내려가 <한화:ORG>의 첫 홈 경기를 준비하는 <김성근:PER> 감독을 만난 적이 있다.
넥센	넥센	NNP	B-ORG
과	과	JC	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
개막	개막	NNG	O
_	_	_	O
2	2	SN	B-NOH
연전	연전	NNG	I-NOH
을	을	JKO	O
_	_	_	O
치르	치르	VV	O
고	고	EC	O
_	_	_	O
대전	대전	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
내려가	내려가+아	VV+EC	O
_	_	_	O
한화	한화	NNP	B-ORG
의	의	JKG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
홈	홈	NNG	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
준비하	준비하	VV	O
는	는	ETM	O
_	_	_	O
김성근	김성근	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
을	을	JKO	O
_	_	_	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

