## 1
## OK저축은행은 송명근(24득점) 한 명의 활약으로는 팀 현대캐피탈을 이길 수 없었다.
## <OK저축은행:ORG>은 <송명근:PER>(<24득점:NOH>) <한 명:NOH>의 활약으로는 팀 <현대캐피탈:ORG>을 이길 수 없었다.
OK	OK	SL	B-ORG
가슴	가슴	NNG	O
에	에	JKB	O
_	_	_	O
붙	붙	VV	O
은	은	ETM	O
_	_	_	O
일장기	일장기	NNG	O
_	_	_	O
탓	탓	NNG	O
에	에	JKB	O
_	_	_	O
고개	고개	NNG	O
_	_	_	O
숙	숙이	VV	O
여야	어야	EC	O
_	_	_	O
했	+였	+EP	O
던	던	ETM	O
_	_	_	O
고	고	JKQ	O
_	_	_	O
손기정	손기정	NNP	B-PER
_	_	_	O
선생	선생	NNG	O
.	.	SF	O
_	_	_	O
친선	친선	NNG	O
특급	특급	NNG	O
에	에	JKB	O
_	_	_	O
참가하	참가하	VV	O
는	는	ETM	O
_	_	_	O
손	손	NNP	B-PER
_	_	_	O
선생	선생	NNG	O
의	의	JKG	O
_	_	_	O
외손자	외손자	NNG	O
_	_	_	O
이준승	이준승	NNP	B-PER
_	_	_	O
손기정	손기정	NNP	B-ORG
기념	기념	NNG	I-ORG
재단	재단	NNG	I-ORG
_	_	_	O
사무총장	사무총장	NNG	O
(	(	SS	O
48	48	SN	B-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
“	“	SS	O
손	손	NNP	B-PER
_	_	_	O
선생	선생	NNG	O
은	은	JX	O
_	_	_	O
베를린	베를린	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
에	에	JKB	O
_	_	_	O
참가하	참가하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
시베리아	시베리아	NNP	B-POH
횡단	횡단	NNG	I-POH
열차	열차	NNG	I-POH
를	를	JKO	O
_	_	_	O
탔	타+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 4
## A 씨는 관광버스 회사 소속으로 이 학교 셔틀버스만 15년째 운행한 것으로 조사됐다.
## <A:PER> 씨는 관광버스 회사 소속으로 이 학교 셔틀버스만 <15년째:NOH> 운행한 것으로 조사됐다.
A	A	SL	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
관광	관광	NNG	O
버스	버스	NNG	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
소속	소속	NNG	O
으로	으로	JKB	O
_	_	_	O
이	이	MM	O
_	_	_	O
학교	학교	NNG	O
_	_	_	O
셔틀버스	셔틀버스	NNG	O
만	만	JX	O
_	_	_	O
15	15	SN	B-NOH
년	년	NNB	I-NOH
째	째	XSN	I-NOH
_	_	_	O
운행한	운행하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
조사	조사되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 재계가 철도기관사에 이은 전노대의 연대파업에 대비, 이번주초 긴급 경제5단체장 회의를 갖기로 하는등 대응책 마련에 나섰다.
## 재계가 철도기관사에 이은 <전노대:ORG>의 연대파업에 대비, 이번주초 긴급 경제<5:NOH>단체장 회의를 갖기로 하는등 대응책 마련에 나섰다.
재계	재계	NNG	O
가	가	JKS	O
_	_	_	O
철도	철도	NNG	O
기관사	기관사	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
은	은	ETM	O
_	_	_	O
전노대	전노대	NNG	B-ORG
의	의	JKG	O
_	_	_	O
연대	연대	NNG	O
파업	파업	NNG	O
에	에	JKB	O
_	_	_	O
대비	대비	NNG	O
,	,	SP	O
_	_	_	O
이번	이번	NNG	O
주초	주초	NNP	O
_	_	_	O
긴급	긴급	NNG	O
_	_	_	O
경제	경제	NNG	O
5	5	SN	B-NOH
단체장	단체장	NNG	O
_	_	_	O
회의	회의	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
등	등	NNB	O
_	_	_	O
대응책	대응책	NNG	O
_	_	_	O
마련	마련	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 대한축구협회에는 안방에서 열리는 국제대회에서 좋은 성적을 거두기 위해 일찌감치 대표팀을 가동했다.
## <대한축구협회:ORG>에는 안방에서 열리는 국제대회에서 좋은 성적을 거두기 위해 일찌감치 대표팀을 가동했다.
대한축구협회	대한축구협회	NNP	B-ORG
에	에	JKB	O
는	는	JX	O
_	_	_	O
안방	안방	NNG	O
에서	에서	JKB	O
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
국제	국제	NNG	O
대회	대회	NNG	O
에서	에서	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
성적	성적	NNG	O
을	을	JKO	O
_	_	_	O
거두	거두	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
일찌감치	일찌감치	MAG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
가동	가동하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 89채에 불과한 전용면적 109㎡(89채)형만 1순위에서 마감을 마치지 못했다.
## <89채:NOH>에 불과한 전용면적 <109㎡:NOH>(<89채:NOH>)형만 <1순위:NOH>에서 마감을 마치지 못했다.
89	89	SN	B-NOH
채	채	NNB	I-NOH
에	에	JKB	O
_	_	_	O
불과한	불과하+ㄴ	VA+ETM	O
_	_	_	O
전용면적	전용면적	NNG	O
_	_	_	O
109	109	SN	B-NOH
㎡	㎡	SW	I-NOH
(	(	SS	O
89	89	SN	B-NOH
채	채	NNB	I-NOH
)	)	SS	O
형	형	NNG	O
만	만	JX	O
_	_	_	O
1	1	SN	B-NOH
순위	순위	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
마감	마감	NNG	O
을	을	JKO	O
_	_	_	O
마치	마치	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 원자력연은 이번 운송을 포함해 올해 총 5회에 걸쳐 폐기물 800드럼을 경주 방폐장으로 운송할 예정이다.
## <원자력연:ORG>은 이번 운송을 포함해 올해 총 <5회:NOH>에 걸쳐 폐기물 <800드럼:NOH>을 <경주:LOC> 방폐장으로 운송할 예정이다.
원자력연	원자력연	NNP	B-ORG
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
운송	운송	NNG	O
을	을	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
총	총	MM	O
_	_	_	O
5	5	SN	B-NOH
회	회	NNB	I-NOH
에	에	JKB	O
_	_	_	O
걸쳐	걸치+어	VV+EC	O
_	_	_	O
폐기물	폐기물	NNG	O
_	_	_	O
800	800	SN	B-NOH
드럼	드럼	NNG	I-NOH
을	을	JKO	O
_	_	_	O
경주	경주	NNP	B-LOC
_	_	_	O
방	방	NNG	O
폐장	폐장	NNG	O
으로	으로	JKB	O
_	_	_	O
운송할	운송하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 첫 곡 ‘Burn’부터 스피커 앞으로 모여드는 콘트라베이스, 피아노, 오르간의 소리 입자들이 커튼 자락처럼 낮게 스며 커피색 안개를 형성한다.
## 첫 곡 ‘<Burn:POH>’부터 스피커 앞으로 모여드는 콘트라베이스, 피아노, 오르간의 소리 입자들이 커튼 자락처럼 낮게 스며 커피색 안개를 형성한다.
첫	첫	MM	O
_	_	_	O
곡	곡	NNG	O
_	_	_	O
‘	‘	SS	O
Burn	Burn	SL	B-POH
’	’	SS	O
부터	부터	JX	O
_	_	_	O
스피커	스피커	NNG	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
모여드	모여들	VV	O
는	는	ETM	O
_	_	_	O
콘트라베이스	콘트라베이스	NNG	O
,	,	SP	O
_	_	_	O
피아노	피아노	NNG	O
,	,	SP	O
_	_	_	O
오르간	오르간	NNG	O
의	의	JKG	O
_	_	_	O
소리	소리	NNG	O
_	_	_	O
입자	입자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
커튼	커튼	NNG	O
_	_	_	O
자락	자락	NNG	O
처럼	처럼	JKB	O
_	_	_	O
낮	낮	VA	O
게	게	EC	O
_	_	_	O
스며	스미+어	VV+EC	O
_	_	_	O
커피색	커피색	NNG	O
_	_	_	O
안개	안개	NNG	O
를	를	JKO	O
_	_	_	O
형성한다	형성하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 비아이지, 오는 17일 컴백… “팬들과 빠른 만남 위해”
## <비아이지:ORG>, 오는 <17일:DAT> 컴백… “팬들과 빠른 만남 위해”
비아이지	비아이지	NNP	B-ORG
,	,	SP	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
컴백	컴백	NNG	O
…	…	SE	O
_	_	_	O
“	“	SS	O
팬	팬	NNG	O
들	들	XSN	O
과	과	JC	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
만남	만남	NNG	O
_	_	_	O
위해	위하+여	VV+EF	O
”	”	SS	O

## 11
## ‘피고인’에서 지성(박정우 역)의 감방 식구 성규 역을 맡은 김민석은 지난달 30일 자신의 인스타그램에 “대기실에서 #피고인 보게 생겼네! 우리 다같이 봐요!”라며 ‘피고인’의 본방 사수를 독려했다.
## ‘<피고인:POH>’에서 <지성:PER>(<박정우:PER> 역)의 감방 식구 <성규:PER> 역을 맡은 <김민석:PER>은 지난달 <30일:DAT> 자신의 <인스타그램:POH>에 “대기실에서 #피고인 보게 생겼네! 우리 다같이 봐요!”라며 ‘피고인’의 본방 사수를 독려했다.
‘	‘	SS	O
피고인	피고인	NNG	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
지성	지성	NNG	B-PER
(	(	SS	O
박정우	박정우	NNP	B-PER
_	_	_	O
역	역	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
감방	감방	NNG	O
_	_	_	O
식구	식구	NNG	O
_	_	_	O
성규	성규	NNG	B-PER
_	_	_	O
역	역	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
은	은	ETM	O
_	_	_	O
김민석	김민석	NNP	B-PER
은	은	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
인스타그램	인스타그램	NNG	B-POH
에	에	JKB	O
_	_	_	O
“	“	SS	O
대기실	대기실	NNG	O
에서	에서	JKB	O
_	_	_	O
#	#	SW	O
피고인	피고인	NNG	O
_	_	_	O
보	보	VV	O
게	게	EC	O
_	_	_	O
생	생기	VV	O
겼	었	EP	O
네	네	EF	O
!	!	SF	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
다	다	MAG	O
같이	같이	MAG	O
_	_	_	O
봐요	보+아요	VV+EF	O
!	!	SF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
‘	‘	SS	O
피고인	피고인	NNG	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
본방	본방	NNG	O
_	_	_	O
사수	사수	NNG	O
를	를	JKO	O
_	_	_	O
독려	독려하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 생일 맞은 이보영, 팬 초대해 점심식사 '미니 팬미팅'
## 생일 맞은 <이보영:PER>, 팬 초대해 점심식사 '미니 팬미팅'
생일	생일	NNG	O
_	_	_	O
맞	맞	VV	O
은	은	ETM	O
_	_	_	O
이보영	이보영	NNP	B-PER
,	,	SP	O
_	_	_	O
팬	패+ㄴ	VV+ETM	O
_	_	_	O
초대해	초대하+여	VV+EC	O
_	_	_	O
점심	점심	NNG	O
식사	식사	NNG	O
_	_	_	O
'	'	SS	O
미니	미니	NNG	O
_	_	_	O
팬	팬	NNG	O
미팅	미팅	NNG	O
'	'	SS	O

## 13
## 그러나 중국과 뉴욕증시에 동시상장하고있는 중국 상하이페트로케미칼사의 주가는 뉴욕과 상해가 약 20%의 격차를 보였다.
## 그러나 <중국:ORG>과 <뉴욕:ORG>증시에 동시상장하고있는 <중국 상하이페트로케미칼사:ORG>의 주가는 <뉴욕:ORG>과 <상해:ORG>가 약 <20%:PNT>의 격차를 보였다.
그러나	그러나	MAJ	O
_	_	_	O
중국	중국	NNP	B-ORG
과	과	JC	O
_	_	_	O
뉴욕	뉴욕	NNP	B-ORG
증시	증시	NNG	O
에	에	JKB	O
_	_	_	O
동시	동시	NNG	O
상장	상장	NNG	O
하	하	VV	O
고	고	EC	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	I-ORG
상하이	상하이	NNP	I-ORG
페트로	페트로	NNP	I-ORG
케미칼	케미칼	NNG	I-ORG
사	사	XSN	I-ORG
의	의	JKG	O
_	_	_	O
주가	주가	NNG	O
는	는	JX	O
_	_	_	O
뉴욕	뉴욕	NNP	B-ORG
과	과	JC	O
_	_	_	O
상해	상해	NNP	B-ORG
가	가	JKS	O
_	_	_	O
약	약	MM	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
의	의	JKG	O
_	_	_	O
격차	격차	NNG	O
를	를	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 국회로 들어온 성난 표정의 민주당 의원들은 아마도 김위원장의 예결위원회로 가장 먼저 들이닥칠 것이다.
## 국회로 들어온 성난 표정의 <민주당:ORG> 의원들은 아마도 <김:PER>위원장의 예결위원회로 가장 먼저 들이닥칠 것이다.
국회	국회	NNG	O
로	로	JKB	O
_	_	_	O
들어온	들어오+ㄴ	VV+ETM	O
_	_	_	O
성난	성나+ㄴ	VV+ETM	O
_	_	_	O
표정	표정	NNG	O
의	의	JKG	O
_	_	_	O
민주당	민주당	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
아마도	아마도	MAG	O
_	_	_	O
김	김	NNP	B-PER
위원장	위원장	NNG	O
의	의	JKG	O
_	_	_	O
예결	예결	NNG	O
위원회	위원회	NNG	O
로	로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
들이닥칠	들이닥치+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

