## 1
## 자연스럽게 이듬해 출전경기수가 90경기로 늘어났다.
## 자연스럽게 이듬해 출전경기수가 <90경기:NOH>로 늘어났다.
자연스럽	자연스럽	VA	O
는데	는데	EC	O
_	_	_	O
일본	일본	NNP	B-ORG
은	은	JX	O
_	_	_	O
오랜	오랜	MM	O
_	_	_	O
침체	침체	NNG	O
를	를	JKO	O
_	_	_	O
거치	거치	VV	O
며	며	EC	O
_	_	_	O
위축	위축	NNG	O
이	이	JKC	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
되	되	VV	O
었	었	EP	O
지요	지요	EF	O
.	.	SF	O

## 5
## 재규어 랜드로버는 미래 전략을 보여줄 최신 라인업을 통해 시대를 이끌어가는 디자인 감각과 세계 최고 수준의 테크놀로지를 선보인다는 계획이다.지난해 9월 프랑크푸르트모터쇼를 통해 세계 최초 공개된 바 있는 재규어 F-페이스는 재규어의 아름다운 디자인, 뛰어난 주행 성능에 실용성까지 모두 집약한 퍼포먼스 크로스오버 차량으로 차체의 80%를 경량 알루미늄으로 구성해 단단하고, 강성이 높으며 콘셉트카 C-X17에서 선보인 디자인 비전을 구현했다.
## <재규어 랜드로버:PER>는 미래 전략을 보여줄 최신 라인업을 통해 시대를 이끌어가는 디자인 감각과 세계 최고 수준의 테크놀로지를 선보인다는 계획이다.지난해 <9월:DAT> <프랑크푸르트모터쇼:POH>를 통해 세계 최초 공개된 바 있는 <재규어 F-페이스:POH>는 <재규어:POH>의 아름다운 디자인, 뛰어난 주행 성능에 실용성까지 모두 집약한 퍼포먼스 크로스오버 차량으로 차체의 <80%:PNT>를 경량 알루미늄으로 구성해 단단하고, 강성이 높으며 <콘셉트카 C-X17:POH>에서 선보인 디자인 비전을 구현했다.
재규어	재규어	NNG	B-PER
_	_	_	I-PER
랜드로버	랜드로버	NNP	I-PER
는	는	JX	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
전략	전략	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
최신	최신	NNG	O
_	_	_	O
라인업	라인업	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
시대	시대	NNG	O
를	를	JKO	O
_	_	_	O
이끌	이끌	VV	O
어	어	EC	O
가	가	VX	O
는	는	ETM	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
감각	감각	NNG	O
과	과	JC	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
수준	수준	NNG	O
의	의	JKG	O
_	_	_	O
테크놀로지	테크놀로지	NNG	O
를	를	JKO	O
_	_	_	O
선보인다는	선보이+ㄴ다는	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O
지난해	지난해	NNG	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
프랑크푸르트	프랑크푸르트	NNP	B-POH
모터쇼	모터쇼	NNG	I-POH
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최초	최초	NNG	O
_	_	_	O
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
재규어	재규어	NNG	B-POH
_	_	_	I-POH
F	F	SL	I-POH
-	-	SO	I-POH
페이스	페이스	NNG	I-POH
는	는	JX	O
_	_	_	O
재규어	재규어	NNG	B-POH
의	의	JKG	O
_	_	_	O
아름다	아름답	VA	O
운	ㄴ	ETM	O
_	_	_	O
디자인	디자인	NNG	O
,	,	SP	O
_	_	_	O
뛰어난	뛰어나+ㄴ	VA+ETM	O
_	_	_	O
주행	주행	NNG	O
_	_	_	O
성능	성능	NNG	O
에	에	JKB	O
_	_	_	O
실용성	실용성	NNG	O
까지	까지	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
집약한	집약하+ㄴ	VV+ETM	O
_	_	_	O
퍼포먼스	퍼포먼스	NNG	O
_	_	_	O
크로스오버	크로스오버	NNG	O
_	_	_	O
차량	차량	NNG	O
으로	으로	JKB	O
_	_	_	O
차체	차체	NNG	O
의	의	JKG	O
_	_	_	O
80	80	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
경량	경량	NNG	O
_	_	_	O
알루미늄	알루미늄	NNG	O
으로	으로	JKB	O
_	_	_	O
구성해	구성하+여	VV+EC	O
_	_	_	O
단단하	단단하	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
강성	강성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
으며	으며	EC	O
_	_	_	O
콘셉트카	콘셉트카	NNG	B-POH
_	_	_	I-POH
C	C	SL	I-POH
-	-	SO	I-POH
X	X	SL	I-POH
17	17	SN	I-POH
에서	에서	JKB	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
비전	비전	NNG	O
을	을	JKO	O
_	_	_	O
구현	구현하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 하지만 일부 연기자에 국한될 뿐 주로 영화감독이나 방송사 PD 등이 강의에 나섰다는 점에서 1990년대와 차이가 있다.
## 하지만 일부 연기자에 국한될 뿐 주로 영화감독이나 방송사 PD 등이 강의에 나섰다는 점에서 <1990년대:DUR>와 차이가 있다.
하지만	하지만	MAJ	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
연기자	연기자	NNG	O
에	에	JKB	O
_	_	_	O
국한될	국한되+ㄹ	VV+ETM	O
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
영화감독	영화감독	NNG	O
이나	이나	JC	O
_	_	_	O
방송	방송	NNG	O
사	사	XSN	O
_	_	_	O
PD	PD	SL	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
강의	강의	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
1990	1990	SN	B-DUR
년대	년대	NNB	I-DUR
와	와	JC	O
_	_	_	O
차이	차이	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 이명희 신세계그룹 회장의 딸인 정유경 신세계백화점 총괄 부사장(43)이 신세계백화점부문 총괄사장으로 승진했다.
## <이명희:PER> <신세계그룹:ORG> 회장의 딸인 <정유경:PER> <신세계백화점:ORG> 총괄 부사장(<43:NOH>)이 <신세계백화점:ORG>부문 총괄사장으로 승진했다.
이명희	이명희	NNP	B-PER
_	_	_	O
신세계그룹	신세계그룹	NNP	B-ORG
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
딸	딸	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
정유경	정유경	NNP	B-PER
_	_	_	O
신세계백화점	신세계백화점	NNP	B-ORG
_	_	_	O
총괄	총괄	NNG	O
_	_	_	O
부사장	부사장	NNG	O
(	(	SS	O
43	43	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
신세계백화점	신세계백화점	NNP	B-ORG
부문	부문	NNG	O
_	_	_	O
총괄	총괄	NNG	O
사장	사장	NNG	O
으로	으로	JKB	O
_	_	_	O
승진	승진하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## ‘YG 전속계약’ 원펀치 원, 도끼-빈지노와 친분 과시…원펀치 해체? 남성 듀오 원펀치의 원(정제원)이 소속사 YG엔터테인먼트와 전속계약 소식으로 화제를 모았다.
## ‘<YG:ORG> 전속계약’ <원펀치:ORG> <원:PER>, <도끼:PER>-<빈지노:PER>와 친분 과시…<원펀치:ORG> 해체? 남성 듀오 <원펀치:ORG>의 <원:PER>(<정제원:PER>)이 소속사 <YG엔터테인먼트:ORG>와 전속계약 소식으로 화제를 모았다.
‘	‘	SS	O
YG	YG	SL	B-ORG
_	_	_	O
전속	전속	NNG	O
계약	계약	NNG	O
’	’	SS	O
_	_	_	O
원	원	NNB	B-ORG
펀치	펀치	NNG	I-ORG
_	_	_	O
원	원	NNB	B-PER
,	,	SP	O
_	_	_	O
도끼	도끼	NNG	B-PER
-	-	SO	O
빈지	빈지	NNG	B-PER
노	노	NNG	I-PER
와	와	JC	O
_	_	_	O
친분	친분	NNG	O
_	_	_	O
과시	과시	NNG	O
…	…	SE	O
원	원	NNB	B-ORG
펀치	펀치	NNG	I-ORG
_	_	_	O
해체	해체	NNG	O
?	?	SF	O
_	_	_	O
남성	남성	NNG	O
_	_	_	O
듀오	듀오	NNG	O
_	_	_	O
원	원	NNB	B-ORG
펀치	펀치	NNG	I-ORG
의	의	JKG	O
_	_	_	O
원	원	NNB	B-PER
(	(	SS	O
정제원	정제원	NNP	B-PER
)	)	SS	O
이	이	JKS	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
YG	YG	SL	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
와	와	JC	O
_	_	_	O
전속	전속	NNG	O
계약	계약	NNG	O
_	_	_	O
소식	소식	NNG	O
으로	으로	JKB	O
_	_	_	O
화제	화제	NNG	O
를	를	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 미네소타 산하 트리플A 로체스터 레드윙스 소속으로 31경기에 출전해 10홈런, 19타점을 올렸다.
## <미네소타:ORG> 산하 <트리플A 로체스터 레드윙스:ORG> 소속으로 <31경기:NOH>에 출전해 <10홈런:NOH>, <19타점:NOH>을 올렸다.
미네소타	미네소타	NNP	B-ORG
_	_	_	O
산하	산하	NNG	O
_	_	_	O
트리플	트리플	NNG	B-ORG
A	A	SL	I-ORG
_	_	_	I-ORG
로체스터	로체스터	NNP	I-ORG
_	_	_	I-ORG
레드윙스	레드윙스	NNP	I-ORG
_	_	_	O
소속	소속	NNG	O
으로	으로	JKB	O
_	_	_	O
31	31	SN	B-NOH
경기	경기	NNG	I-NOH
에	에	JKB	O
_	_	_	O
출전해	출전하+여	VV+EC	O
_	_	_	O
10	10	SN	B-NOH
홈런	홈런	NNG	I-NOH
,	,	SP	O
_	_	_	O
19	19	SN	B-NOH
타점	타점	NNG	I-NOH
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 같은 날 이고르 코나셴코프 러시아 국방부 대변인은 “IS 지휘센터와 탄약고를 포함해 IS 관련 목표물 12곳을 파괴했다”고 밝혔다.
## 같은 날 <이고르 코나셴코프:PER> <러시아 국방부:ORG> 대변인은 “<IS:ORG> 지휘센터와 탄약고를 포함해 <IS:ORG> 관련 목표물 <12곳:NOH>을 파괴했다”고 밝혔다.
같	같	VA	O
은	은	ETM	O
_	_	_	O
날	날	NNG	O
_	_	_	O
이고르	이고르	NNP	B-PER
_	_	_	I-PER
코나셴코프	코나셴코프	NNG	I-PER
_	_	_	O
러시아	러시아	NNP	B-ORG
_	_	_	I-ORG
국방부	국방부	NNG	I-ORG
_	_	_	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
IS	IS	SL	B-ORG
_	_	_	O
지휘	지휘	NNG	O
센터	센터	NNG	O
와	와	JC	O
_	_	_	O
탄약고	탄약고	NNG	O
를	를	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
IS	IS	SL	B-ORG
_	_	_	O
관련	관련	NNG	O
_	_	_	O
목표물	목표물	NNG	O
_	_	_	O
12	12	SN	B-NOH
곳	곳	NNG	I-NOH
을	을	JKO	O
_	_	_	O
파괴	파괴하	VV	O
했	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 공정위는 이 같은 내용의 ‘2013년 기준 시장구조조사’ 결과를 17일 발표했다.
## <공정위:ORG>는 이 같은 내용의 ‘<2013년:DAT> 기준 시장구조조사’ 결과를 <17일:DAT> 발표했다.
공정	공정	NNG	B-ORG
위	위	NNG	I-ORG
는	는	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
내용	내용	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
기준	기준	NNG	O
_	_	_	O
시장	시장	NNG	O
구조	구조	NNG	O
조사	조사	NNG	O
’	’	SS	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

