## 1
## 이날 ‘학교’에서 심형탁은 첫 일본행을 앞두고 휴대전화를 이용해 애니메이션 상품 구입처를 미리 확인하는 등 들뜬 모습을 지었다.
## 이날 ‘<학교:POH>’에서 <심형탁:PER>은 첫 일본행을 앞두고 휴대전화를 이용해 애니메이션 상품 구입처를 미리 확인하는 등 들뜬 모습을 지었다.
이날	이날	NNG	O
한국외국어대	한국외국어대	NNP	B-ORG
_	_	_	O
교수	교수	NNG	O
)	)	SS	O
_	_	_	O
전	전	NNG	O
_	_	_	O
유엔	유엔	NNP	O
대사	대사	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
정	정	NNG	O
·	·	SP	O
관계	관계	NNG	O
,	,	SP	O
_	_	_	O
안대희	안대희	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대법관	대법관	NNG	O
·	·	SP	O
이공현	이공현	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
헌법	헌법	NNG	O
재판관	재판관	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
법조계	법조계	NNG	O
,	,	SP	O
_	_	_	O
정창영	정창영	NNP	B-PER
(	(	SS	O
전	전	NNP	O
_	_	_	O
연세대	연세대	NNP	B-ORG
_	_	_	O
총장	총장	NNG	O
)	)	SS	O
_	_	_	O
삼성언론재단	삼성언론재단	NNP	B-ORG
_	_	_	O
이사장	이사장	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
학계	학계	NNG	O
_	_	_	O
인사	인사	NNG	O
가	가	JKS	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 백남기 농민이 맞은 경찰 물대포, 강화유리 깰 정도로 강력했다
## <백남기:PER> 농민이 맞은 경찰 물대포, 강화유리 깰 정도로 강력했다
백남기	백남기	NNP	B-PER
_	_	_	O
농민	농민	NNG	O
이	이	JKS	O
_	_	_	O
맞	맞	VV	O
은	은	ETM	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
물	물	NNG	O
대포	대포	NNG	O
,	,	SP	O
_	_	_	O
강화	강화	NNG	O
유리	유리	NNG	O
_	_	_	O
깰	깨+ㄹ	VV+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
강력	강력하	VA	O
했	였	EP	O
다	다	EF	O

