## 1
## 노래는 목포를 넘어 전국을 강타했다.
## 노래는 <목포:LOC>를 넘어 전국을 강타했다.
노래	노래	NNG	O
## 노동신문은 이날 사설에서 “우리 군대와 인민은 공화국의 문전에서 불장난질을 해대는 하룻강아지들을 모조리 쇠장대로 꿰여 펄펄 끓는 전기로에 처넣을 것”이라며 “핵항공모함이든, 핵전략폭격기이든 침략의 살인장비들을 편포짝으로 만들어 파철무지 속에 처박아버릴 것”이라고 위협했다.
## <노동신문:POH>은 이날 사설에서 “우리 군대와 인민은 공화국의 문전에서 불장난질을 해대는 하룻강아지들을 모조리 쇠장대로 꿰여 펄펄 끓는 전기로에 처넣을 것”이라며 “핵항공모함이든, 핵전략폭격기이든 침략의 살인장비들을 편포짝으로 만들어 파철무지 속에 처박아버릴 것”이라고 위협했다.
노동신문	노동신문	NNP	B-POH
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
사설	사설	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
우리	우리	NP	O
_	_	_	O
군대	군대	NNG	O
와	와	JC	O
_	_	_	O
인민	인민	NNG	O
은	은	JX	O
_	_	_	O
공화국	공화국	NNG	O
의	의	JKG	O
_	_	_	O
문전	문전	NNG	O
에서	에서	JKB	O
_	_	_	O
불장난	불장난	NNG	O
질	질	XSN	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
대	대	VX	O
는	는	ETM	O
_	_	_	O
하룻강아지	하룻강아지	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
모조리	모조리	MAG	O
_	_	_	O
쇠장대	쇠장대	NNG	O
로	로	JKB	O
_	_	_	O
꿰	꿰이	VV	O
여	어	EC	O
_	_	_	O
펄펄	펄펄	MAG	O
_	_	_	O
끓	끓	VV	O
는	는	ETM	O
_	_	_	O
전기로	전기로	NNG	O
에	에	JKB	O
_	_	_	O
처넣	처넣	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
핵	핵	NNG	O
항공모함	항공모함	NNG	O
이든	이든	JX	O
,	,	SP	O
_	_	_	O
핵	핵	NNG	O
전략	전략	NNG	O
폭격기	폭격기	NNG	O
이	이	VCP	O
든	든	EC	O
_	_	_	O
침략	침략	NNG	O
의	의	JKG	O
_	_	_	O
살인	살인	NNG	O
장비	장비	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
편포	편포	NNG	O
짝	짝	NNG	O
으로	으로	JKB	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
_	_	_	O
파철	파철	NNG	O
무지	무지	NNG	O
_	_	_	O
속	속	NNG	O
에	에	JKB	O
_	_	_	O
처박	처박	VV	O
아	아	EC	O
버릴	버리+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
위협	위협하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 【서울=뉴시스】
## 【<서울:LOC>=<뉴시스:ORG>】
【	【	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴시스	뉴시스	NNP	B-ORG
】	】	SS	O

## 7
## 자본주의 최전선 미국에서 샌더스 같은 사회주의자의 급부상은 아메리칸 드림이 사라진 고단한 미국 보통 사람들의 삶과 무관하지 않아 보인다.
## 자본주의 최전선 <미국:ORG>에서 <샌더스:PER> 같은 사회주의자의 급부상은 <아메리칸 드림:POH>이 사라진 고단한 <미국:ORG> 보통 사람들의 삶과 무관하지 않아 보인다.
자본주의	자본주의	NNG	O
_	_	_	O
최전선	최전선	NNG	O
_	_	_	O
미국	미국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
샌더스	샌더스	NNP	B-PER
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
사회주의	사회주의	NNG	O
자	자	XSN	O
의	의	JKG	O
_	_	_	O
급부상	급부상	NNG	O
은	은	JX	O
_	_	_	O
아메리칸	아메리칸	NNG	B-POH
_	_	_	I-POH
드림	드림	NNG	I-POH
이	이	JKS	O
_	_	_	O
사라진	사라지+ㄴ	VV+ETM	O
_	_	_	O
고단한	고단하+ㄴ	VA+ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
보통	보통	NNG	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
삶	삶	NNG	O
과	과	JKB	O
_	_	_	O
무관하	무관하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 아직 필름이 완성되지 않았으나 그동안 제작과정에서 드러난 영화 「태백산맥」은 8·15광복에서 6·25에 이르는 좌우익 대립의 혼란의 시대를 조명한 작품이다.
## 아직 필름이 완성되지 않았으나 그동안 제작과정에서 드러난 영화 「<태백산맥:POH>」은 <8·15광복:POH>에서 <6·25:POH>에 이르는 좌우익 대립의 혼란의 시대를 조명한 작품이다.
아직	아직	MAG	O
_	_	_	O
필름	필름	NNG	O
이	이	JKS	O
_	_	_	O
완성되	완성되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
으나	으나	EC	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
제작	제작	NNG	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
드러난	드러나+ㄴ	VV+ETM	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
「	「	SS	O
태백산맥	태백산맥	NNP	B-POH
」	」	SS	O
은	은	JX	O
_	_	_	O
8	8	SN	B-POH
·	·	SP	I-POH
15	15	SN	I-POH
광복	광복	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
6	6	SN	B-POH
·	·	SP	I-POH
25	25	SN	I-POH
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
는	는	ETM	O
_	_	_	O
좌우익	좌우익	NNG	O
_	_	_	O
대립	대립	NNG	O
의	의	JKG	O
_	_	_	O
혼란	혼란	NNG	O
의	의	JKG	O
_	_	_	O
시대	시대	NNG	O
를	를	JKO	O
_	_	_	O
조명한	조명하+ㄴ	VV+ETM	O
_	_	_	O
작품	작품	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 박정희 정부 이후 장관 평균 임기가 1년에 불과한 잘못된 관행을 바꿔야 한다고 생각했다.
## <박정희:PER> 정부 이후 장관 평균 임기가 <1년:DUR>에 불과한 잘못된 관행을 바꿔야 한다고 생각했다.
박정희	박정희	NNP	B-PER
_	_	_	O
정부	정부	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
장관	장관	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
임기	임기	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
에	에	JKB	O
_	_	_	O
불과한	불과하+ㄴ	VA+ETM	O
_	_	_	O
잘못된	잘못되+ㄴ	VV+ETM	O
_	_	_	O
관행	관행	NNG	O
을	을	JKO	O
_	_	_	O
바꿔야	바꾸+어야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 사회주의 국가인 옛 동독은 교수들의 연구 성과로 얻은 특허를 당연히 대학의 자산으로 책정했다.
## <사회주의:POH> 국가인 옛 동독은 교수들의 연구 성과로 얻은 특허를 당연히 대학의 자산으로 책정했다.
사회주의	사회주의	NNG	B-POH
_	_	_	O
국가	국가	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
옛	옛	MM	O
_	_	_	O
동독	동독	NNP	O
은	은	JX	O
_	_	_	O
교수	교수	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
연구	연구	NNG	O
_	_	_	O
성과	성과	NNG	O
로	로	JKB	O
_	_	_	O
얻	얻	VV	O
은	은	ETM	O
_	_	_	O
특허	특허	NNG	O
를	를	JKO	O
_	_	_	O
당연히	당연히	MAG	O
_	_	_	O
대학	대학	NNG	O
의	의	JKG	O
_	_	_	O
자산	자산	NNG	O
으로	으로	JKB	O
_	_	_	O
책정	책정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이에 따라 LS니꼬동제련과 부당하게 내부거래를 한 자회사 GRM·리싸이텍코리아·화창에 대해 1000억원 규모의 추징세액과 함께 지난 4년간 미납 가산금과 가산세 등 범칙금을 합쳐 2000억원 규모의 추징세액이 부과됐다는 게 정부 관계자의 설명이다.
## 이에 따라 <LS니꼬동제련:ORG>과 부당하게 내부거래를 한 자회사 <GRM:ORG>·<리싸이텍코리아:ORG>·<화창:ORG>에 대해 <1000억원:MNY> 규모의 추징세액과 함께 지난 <4년간:DUR> 미납 가산금과 가산세 등 범칙금을 합쳐 <2000억원:MNY> 규모의 추징세액이 부과됐다는 게 정부 관계자의 설명이다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
LS	LS	SL	B-ORG
니꼬동제련	니꼬동제련	NNP	I-ORG
과	과	JKB	O
_	_	_	O
부당하	부당하	VA	O
게	게	EC	O
_	_	_	O
내부	내부	NNG	O
거래	거래	NNG	O
를	를	JKO	O
_	_	_	O
한	한	NNP	O
_	_	_	O
자회사	자회사	NNG	O
_	_	_	O
GRM	GRM	SL	B-ORG
·	·	SP	O
리싸이텍	리싸이텍	NNP	B-ORG
코리아	코리아	NNP	I-ORG
·	·	SP	O
화창	화창	NNG	B-ORG
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
1000	1000	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
추징	추징	NNG	O
세액	세액	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
4	4	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
미납	미납	NNG	O
_	_	_	O
가산금	가산금	NNG	O
과	과	JC	O
_	_	_	O
가산세	가산세	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
범칙금	범칙금	NNG	O
을	을	JKO	O
_	_	_	O
합쳐	합치+어	VV+EC	O
_	_	_	O
2000	2000	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
추징	추징	NNG	O
세액	세액	NNG	O
이	이	JKS	O
_	_	_	O
부과	부과되	VV	O
됐	었	EP	O
다는	다는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
관계자	관계자	NNG	O
의	의	JKG	O
_	_	_	O
설명	설명	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## ‘해빙’ 조진웅 18kg 체중 감량, “예민한 캐릭터 표현하기 위해”
## ‘<해빙:POH>’ <조진웅:PER> <18kg:NOH> 체중 감량, “예민한 캐릭터 표현하기 위해”
‘	‘	SS	O
해빙	해빙	NNG	B-POH
’	’	SS	O
_	_	_	O
조진웅	조진웅	NNP	B-PER
_	_	_	O
18	18	SN	B-NOH
kg	kg	SL	I-NOH
_	_	_	O
체중	체중	NNG	O
_	_	_	O
감량	감량	NNG	O
,	,	SP	O
_	_	_	O
“	“	SS	O
예민한	예민하+ㄴ	VA+ETM	O
_	_	_	O
캐릭터	캐릭터	NNG	O
_	_	_	O
표현하	표현하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EF	O
”	”	SS	O

## 13
## 경기장 밖에서 시끄럽게 대립했던 두 감독은 그라운드에서 한 팀을 이룬 것 같았다.
## 경기장 밖에서 시끄럽게 대립했던 <두:NOH> 감독은 그라운드에서 <한:NOH> 팀을 이룬 것 같았다.
경기장	경기장	NNG	O
_	_	_	O
밖	밖	NNG	O
에서	에서	JKB	O
_	_	_	O
시끄럽	시끄럽	VA	O
게	게	EC	O
_	_	_	O
대립	대립하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
그라운드	그라운드	NNG	O
에서	에서	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
이룬	이루+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 박준형은 "하나에 꽂히면 그 음식만 먹는다"고 말했다.
## <박준형:PER>은 "<하나:NOH>에 꽂히면 그 음식만 먹는다"고 말했다.
박준형	박준형	NNP	B-PER
은	은	JX	O
_	_	_	O
"	"	SS	O
하나	하나	NR	B-NOH
에	에	JKB	O
_	_	_	O
꽂히	꽂히	VV	O
면	면	EC	O
_	_	_	O
그	그	MM	O
_	_	_	O
음식	음식	NNG	O
만	만	JX	O
_	_	_	O
먹	먹	VV	O
는다	는다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이에 박진희는 “다 얘기해도 되느냐. 결혼 준비하고 있었을 때 임신 사실을 모르고 있었다”고 털어놨다.
## 이에 <박진희:PER>는 “다 얘기해도 되느냐. 결혼 준비하고 있었을 때 임신 사실을 모르고 있었다”고 털어놨다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
박진희	박진희	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
다	다	MAG	O
_	_	_	O
얘기해도	얘기하+여도	VV+EC	O
_	_	_	O
되	되	VV	O
느냐	느냐	EF	O
.	.	SF	O
_	_	_	O
결혼	결혼	NNG	O
_	_	_	O
준비하	준비하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
임신	임신	NNG	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
모르	모르	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
털어	털어놓	VV	O
놨	았	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 당시는 동대문디지털플라자(DDP)도 없던 때였다.
## 당시는 <동대문디지털플라자:POH>(<DDP:POH>)도 없던 때였다.
당시	당시	NNG	O
는	는	JX	O
_	_	_	O
동대문	동대문	NNP	B-POH
디지털	디지털	NNG	I-POH
플라자	플라자	NNG	I-POH
(	(	SS	O
DDP	DDP	SL	B-POH
)	)	SS	O
도	도	JX	O
_	_	_	O
없	없	VA	O
던	던	ETM	O
_	_	_	O
때	때+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## ‘해방 후 최대 규모의 자생적 사회주의 혁명조직’이라는 사로맹(남한사회주의노동자동맹) 사건 주도자로 1991년 나란히 구속됐던 두 사람은 각각 무기징역과 15년 징역을 선고받았고, 1998년 광복절 특사로 풀려났다.
## ‘해방 후 최대 규모의 자생적 사회주의 혁명조직’이라는 <사로맹:ORG>(<남한사회주의노동자동맹:ORG>) 사건 주도자로 <1991년:DAT> 나란히 구속됐던 <두 사람:NOH>은 각각 무기징역과 <15년:NOH> 징역을 선고받았고, <1998년:DAT> <광복절 특사:POH>로 풀려났다.
‘	‘	SS	O
해방	해방	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
자생적	자생적	NNG	O
_	_	_	O
사회주의	사회주의	NNG	O
_	_	_	O
혁명	혁명	NNG	O
조직	조직	NNG	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
사로맹	사로맹	NNG	B-ORG
(	(	SS	O
남한사회주의노동자동맹	남한사회주의노동자동맹	NNP	B-ORG
)	)	SS	O
_	_	_	O
사건	사건	NNG	O
_	_	_	O
주도	주도	NNG	O
자	자	XSN	O
로	로	JKB	O
_	_	_	O
1991	1991	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
나란히	나란히	MAG	O
_	_	_	O
구속	구속되	VV	O
됐	었	EP	O
던	던	ETM	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
은	은	JX	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
무기	무기	NNG	O
징역	징역	NNG	O
과	과	JC	O
_	_	_	O
15	15	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
징역	징역	NNG	O
을	을	JKO	O
_	_	_	O
선고	선고	NNG	O
받	받	VV	O
았	았	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
1998	1998	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
광복절	광복절	NNG	B-POH
_	_	_	I-POH
특사	특사	NNG	I-POH
로	로	JKB	O
_	_	_	O
풀려났	풀려나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

