## 1
## 실제 5일 청문회에 참석한 이선우 청와대 의무실장은 국조위원들의 질의에 “의료법상 환자 정보는 공개할 수 없다”고 반박한 바 있다.
## 실제 <5일:DAT> 청문회에 참석한 <이선우:PER> <청와대:ORG> 의무실장은 국조위원들의 질의에 “의료법상 환자 정보는 공개할 수 없다”고 반박한 바 있다.
실제	실제	NNG	O
## <문화재청:ORG>(청장 <나선화:PER>)은 “이번에 보물에서 국보로 승격 지정된 <동의보감:POH> <3건:NOH>은 <1613년:DAT> 최초로 간행된 내의원 목판본으로, 전해지는 사례가 드물어 우리나라 의학사와 서지학적으로 매우 중요한 자료”라고 밝혔다.
문화재청	문화재청	NNG	B-ORG
(	(	SS	O
청장	청장	NNG	O
_	_	_	O
나선화	나선화	NNP	B-PER
)	)	SS	O
은	은	JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
보물	보물	NNG	O
에서	에서	JKB	O
_	_	_	O
국보	국보	NNG	O
로	로	JKB	O
_	_	_	O
승격	승격	NNG	O
_	_	_	O
지정된	지정되+ㄴ	VV+ETM	O
_	_	_	O
동의보감	동의보감	NNP	B-POH
_	_	_	O
3	3	SN	B-NOH
건	건	NNB	I-NOH
은	은	JX	O
_	_	_	O
1613	1613	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
간행된	간행되+ㄴ	VV+ETM	O
_	_	_	O
내의원	내의원	NNG	O
_	_	_	O
목판본	목판본	NNG	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
전해	전하+여	VV+EC	O
지	지	VX	O
는	는	ETM	O
_	_	_	O
사례	사례	NNG	O
가	가	JKS	O
_	_	_	O
드물	드물	VA	O
어	어	EC	O
_	_	_	O
우리나라	우리나라	NNG	O
_	_	_	O
의학사	의학사	NNG	O
와	와	JC	O
_	_	_	O
서지학	서지학	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
중요한	중요하+ㄴ	VA+ETM	O
_	_	_	O
자료	자료	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 개인보다는 비즈니스호텔이나 기업을 덱스의 주요 타깃층으로 보고 있다.
## 개인보다는 비즈니스호텔이나 기업을 <덱스:ORG>의 주요 타깃층으로 보고 있다.
개인	개인	NNG	O
보다	보다	JKB	O
는	는	JX	O
_	_	_	O
비즈니스호텔	비즈니스호텔	NNG	O
이나	이나	JC	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
덱스	덱스	NNG	B-ORG
의	의	JKG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
타깃	타깃	NNG	O
층	층	XSN	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 개그맨 송준근이 췌장암 말기 아버지를 둔 한 학생의 사연을 듣고, 아버지의 마지막 결혼기념일을 특별하게 꾸며준 사실이 전해져 이목을 모으고 있다.
## 개그맨 <송준근:PER>이 췌장암 말기 아버지를 둔 <한 학생:NOH>의 사연을 듣고, 아버지의 마지막 결혼기념일을 특별하게 꾸며준 사실이 전해져 이목을 모으고 있다.
개그맨	개그맨	NNG	O
_	_	_	O
송준근	송준근	NNP	B-PER
이	이	JKS	O
_	_	_	O
췌장암	췌장암	NNG	O
_	_	_	O
말기	말기	NNG	O
_	_	_	O
아버지	아버지	NNG	O
를	를	JKO	O
_	_	_	O
둔	두+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
학생	학생	NNG	I-NOH
의	의	JKG	O
_	_	_	O
사연	사연	NNG	O
을	을	JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
아버지	아버지	NNG	O
의	의	JKG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
결혼기념일	결혼기념일	NNG	O
을	을	JKO	O
_	_	_	O
특별하	특별하	VA	O
게	게	EC	O
_	_	_	O
꾸며	꾸미+어	VV+EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
전해	전하+여	VV+EC	O
져	지+어	VX+EC	O
_	_	_	O
이목	이목	NNG	O
을	을	JKO	O
_	_	_	O
모으	모으	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 4일 사우디아라비아와의 평가전에서 출전시간이 길었던 선수들은 컨디션 회복에 집중했다.
## <4일:DAT> <사우디아라비아:ORG>와의 평가전에서 출전시간이 길었던 선수들은 컨디션 회복에 집중했다.
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
사우디아라비아	사우디아라비아	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
평가전	평가전	NNG	O
에서	에서	JKB	O
_	_	_	O
출전	출전	NNG	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
길	길	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
컨디션	컨디션	NNG	O
_	_	_	O
회복	회복	NNG	O
에	에	JKB	O
_	_	_	O
집중	집중하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 서울의 뉴타운 및 재개발 지역은 총 683곳이 선정됐으나 경기 악화, 주민 이견 등으로 239곳은 이미 해제된 상황이다.
## <서울:LOC>의 뉴타운 및 재개발 지역은 총 <683곳:NOH>이 선정됐으나 경기 악화, 주민 이견 등으로 <239곳:NOH>은 이미 해제된 상황이다.
서울	서울	NNP	B-LOC
의	의	JKG	O
_	_	_	O
뉴	뉴	NNG	O
타운	타운	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
재개발	재개발	NNG	O
_	_	_	O
지역	지역	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
683	683	SN	B-NOH
곳	곳	NNG	I-NOH
이	이	JKS	O
_	_	_	O
선정	선정되	VV	O
됐	었	EP	O
으나	으나	EC	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
악화	악화	NNG	O
,	,	SP	O
_	_	_	O
주민	주민	NNG	O
_	_	_	O
이견	이견	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
239	239	SN	B-NOH
곳	곳	NNG	I-NOH
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
해제된	해제되+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 에잇세컨즈, 중국 상하이에 첫 매장
## <에잇세컨즈:ORG>, <중국 상하이:LOC>에 첫 매장
에잇	에잇	IC	B-ORG
세컨즈	세컨즈	NNG	I-ORG
,	,	SP	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	I-LOC
상하이	상하이	NNP	I-LOC
에	에	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
매장	매장	NNG	O

