## 1
## 단 10분이라도 좋아하는 차 한잔을 여유롭게 마시는 것 자체가 휘게다.
## 단 <10분:DUR>이라도 좋아하는 차 <한잔:NOH>을 여유롭게 마시는 것 자체가 휘게다.
단	단	MM	O
_	_	_	O
다녀가	다녀가+아	VV+EC	O

## 10
## 손호영 황보미, 소속사측 "만난 것은 맞다.
## <손호영:PER> <황보미:PER>, 소속사측 "만난 것은 맞다.
손호영	손호영	NNP	B-PER
_	_	_	O
황보미	황보미	NNP	B-PER
,	,	SP	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
측	측	NNB	O
_	_	_	O
"	"	SS	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
맞	맞	VV	O
다	다	EF	O
.	.	SF	O

## 11
## 4시 현재 17개(홀인원 포함)가 쏟아졌다.
## <4시:TIM> 현재 <17개:NOH>(홀인원 포함)가 쏟아졌다.
4	4	SN	B-TIM
시	시	NNB	I-TIM
_	_	_	O
현재	현재	NNG	O
_	_	_	O
17	17	SN	B-NOH
개	개	NNB	I-NOH
(	(	SS	O
홀인원	홀인원	NNG	O
_	_	_	O
포함	포함	NNG	O
)	)	SS	O
가	가	JKS	O
_	_	_	O
쏟아	쏟아지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 그럼에도 이날 오전부터 수십 명이 홍어, 쇠고기, 과일 등을 가지고 백련사를 찾자 손 전 고문은 부인 이윤영 씨와 함께 외출해 버렸다.
## 그럼에도 이날 오전부터 수십 명이 홍어, 쇠고기, 과일 등을 가지고 <백련사:LOC>를 찾자 <손:PER> 전 고문은 부인 <이윤영:PER> 씨와 함께 외출해 버렸다.
그럼에도	그렇+ㅁ에도	VA+EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오전	오전	NNG	O
부터	부터	JX	O
_	_	_	O
수십	수십	NR	O
_	_	_	O
명	명	NNB	O
이	이	JKS	O
_	_	_	O
홍어	홍어	NNG	O
,	,	SP	O
_	_	_	O
쇠고기	쇠고기	NNG	O
,	,	SP	O
_	_	_	O
과일	과일	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
가지	가지	VV	O
고	고	EC	O
_	_	_	O
백련사	백련사	NNG	B-LOC
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
자	자	EC	O
_	_	_	O
손	손	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
고문	고문	NNG	O
은	은	JX	O
_	_	_	O
부인	부인	NNG	O
_	_	_	O
이윤영	이윤영	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
외출해	외출하+여	VV+EC	O
_	_	_	O
버	버리	VX	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 모델하우스는 양재역 5번출구 앞에 위치해 있다.
## 모델하우스는 <양재역:LOC> <5번:NOH>출구 앞에 위치해 있다.
모델	모델	NNG	O
하우스	하우스	NNG	O
는	는	JX	O
_	_	_	O
양재역	양재역	NNP	B-LOC
_	_	_	O
5	5	SN	B-NOH
번	번	NNB	I-NOH
출구	출구	NNG	O
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
_	_	_	O
위치해	위치하+여	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

