## 1
## 레이스 운영 경험이 쌓이면 조만간 2시간 10분대 진입을 노려볼 수 있다”고 전망했다.
## 레이스 운영 경험이 쌓이면 조만간 <2시간 10분대:NOH> 진입을 노려볼 수 있다”고 전망했다.
레이스	레이스	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
서울	서울	NNP	B-ORG
은	은	JX	O
_	_	_	O
여기	여기	NP	O
서	서	JKB	O
_	_	_	O
빠진	빠지+ㄴ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
정부	정부	NNG	O
와	와	JC	O
_	_	_	O
대립각	대립각	NNG	O
을	을	JKO	O
_	_	_	O
세우	세우	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKC	O
_	_	_	O
아니	아니	VCN	O
라고	라고	EC	O
_	_	_	O
강조한	강조하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
그러나	그러나	MAJ	O
_	_	_	O
시	시	NNG	B-ORG
교육청	교육청	NNG	I-ORG
_	_	_	O
해명	해명	NNG	O
과	과	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
발표	발표	NNG	O
는	는	JX	O
_	_	_	O
국정	국정	NNG	O
_	_	_	O
역사	역사	NNG	O
교과서	교과서	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
대응책	대응책	NNG	O
으로	으로	JKB	O
_	_	_	O
해석된다는	해석되+ㄴ다는	VV+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
교육계	교육계	NNG	O
의	의	JKG	O
_	_	_	O
중론	중론	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 개그우먼 김영희는 지난 11일 자신의 인스타그램에 "#볼륨을높여요 #회식 #신남 #재미남"이라는 글과 함께 KBS 쿨FM '조윤희의 볼륨을 높여요' 회식 사진을 공개했다.
## 개그우먼 <김영희:PER>는 지난 <11일:DAT> 자신의 <인스타그램:POH>에 "#<볼륨을높여요:POH> #회식 #신남 #재미남"이라는 글과 함께 <KBS 쿨FM:POH> '<조윤희의 볼륨을 높여요:POH>' 회식 사진을 공개했다.
개그우먼	개그우먼	NNG	O
_	_	_	O
김영희	김영희	NNP	B-PER
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
인스타그램	인스타그램	NNG	B-POH
에	에	JKB	O
_	_	_	O
"	"	SS	O
#	#	SW	O
볼륨	볼륨	NNG	B-POH
을	을	JKO	I-POH
높	높이	VV	I-POH
여요	어요	EC	I-POH
_	_	_	O
#	#	SW	O
회식	회식	NNG	O
_	_	_	O
#	#	SW	O
신남	신남	NNG	O
_	_	_	O
#	#	SW	O
재미남	재미나+ㅁ	VV+ETN	O
"	"	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
KBS	KBS	SL	B-POH
_	_	_	I-POH
쿨	쿨	NNP	I-POH
FM	FM	SL	I-POH
_	_	_	O
'	'	SS	O
조윤희	조윤희	NNP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
볼륨	볼륨	NNG	I-POH
을	을	JKO	I-POH
_	_	_	I-POH
높	높이	VV	I-POH
여요	어요	EF	I-POH
'	'	SS	O
_	_	_	O
회식	회식	NNG	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 저는 1년에 50편 정도의 영화를 볼 만큼 영화를 좋아하는 사람인데도, 이 영화는 영 견뎌내기 어려웠습니다.
## 저는 <1년:NOH>에 <50편:NOH> 정도의 영화를 볼 만큼 영화를 좋아하는 사람인데도, 이 영화는 영 견뎌내기 어려웠습니다.
저	저	NP	O
는	는	JX	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
에	에	JKB	O
_	_	_	O
50	50	SN	B-NOH
편	편	NNB	I-NOH
_	_	_	O
정도	정도	NNG	O
의	의	JKG	O
_	_	_	O
영화	영화	NNG	O
를	를	JKO	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
영화	영화	NNG	O
를	를	JKO	O
_	_	_	O
좋아하	좋아하	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
인데	이+ㄴ데	VCP+EC	O
도	도	JX	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
영화	영화	NNG	O
는	는	JX	O
_	_	_	O
영	영	MAG	O
_	_	_	O
견뎌	견디+어	VV+EC	O
내	내	VX	O
기	기	ETN	O
_	_	_	O
어려	어렵	VA	O
웠	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 7
## 이와 관련 리진을 향한 집요한 일편단심을 내비쳤던 도현의 또 다른 인격 세기가 도현과 리진의 핑크빛 기류에 어떤 반응을 보일지 다음 전개에 대한 궁금증이 모아지고 있다.
## 이와 관련 <리진:PER>을 향한 집요한 일편단심을 내비쳤던 <도현:PER>의 또 다른 인격 세기가 <도현:PER>과 <리진:PER>의 핑크빛 기류에 어떤 반응을 보일지 다음 전개에 대한 궁금증이 모아지고 있다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
리진	리진	NNG	B-PER
을	을	JKO	O
_	_	_	O
향한	향하+ㄴ	VV+ETM	O
_	_	_	O
집요한	집요하+ㄴ	VA+ETM	O
_	_	_	O
일편단심	일편단심	NNG	O
을	을	JKO	O
_	_	_	O
내비	내비치	VV	O
쳤	었	EP	O
던	던	ETM	O
_	_	_	O
도현	도현	NNP	B-PER
의	의	JKG	O
_	_	_	O
또	또	MAG	O
_	_	_	O
다른	다르+ㄴ	VA+ETM	O
_	_	_	O
인격	인격	NNG	O
_	_	_	O
세기	세기	NNG	O
가	가	JKS	O
_	_	_	O
도현	도현	NNP	B-PER
과	과	JC	O
_	_	_	O
리진	리진	NNG	B-PER
의	의	JKG	O
_	_	_	O
핑크	핑크	NNG	O
빛	빛	NNG	O
_	_	_	O
기류	기류	NNG	O
에	에	JKB	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보일지	보이+ㄹ지	VV+EC	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
전개	전개	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
궁금증	궁금증	NNG	O
이	이	JKS	O
_	_	_	O
모	모으	VV	O
아	아	EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 창업 3년 만에 분기 매출 1000억 원을 기록하는 등 폭발적인 성장을 이뤘다.
## 창업 <3년 만:NOH>에 분기 매출 <1000억 원:MNY>을 기록하는 등 폭발적인 성장을 이뤘다.
창업	창업	NNG	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
분기	분기	NNG	O
_	_	_	O
매출	매출	NNG	O
_	_	_	O
1000	1000	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
기록하	기록하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
폭발적	폭발적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
성장	성장	NNG	O
을	을	JKO	O
_	_	_	O
이	이루	VV	O
뤘	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## [ONE SHOT] 점점 줄어드는 대학생들의 도서관 책 대출
## [<ONE SHOT:POH>] 점점 줄어드는 대학생들의 도서관 책 대출
[	[	SS	O
ONE	ONE	SL	B-POH
_	_	_	I-POH
SHOT	SHOT	SL	I-POH
]	]	SS	O
_	_	_	O
점점	점점	MAG	O
_	_	_	O
줄어드	줄어들	VV	O
는	는	ETM	O
_	_	_	O
대학생	대학생	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
도서관	도서관	NNG	O
_	_	_	O
책	책	NNG	O
_	_	_	O
대출	대출	NNG	O

## 10
## 당시 많은 전문가는 “새 선수를 발굴했다는 쇼맨십일 뿐”이라며 이정협의 깜짝 발탁을 평가절하했다.
## 당시 많은 전문가는 “새 선수를 발굴했다는 쇼맨십일 뿐”이라며 <이정협:PER>의 깜짝 발탁을 평가절하했다.
당시	당시	NNG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
전문가	전문가	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
새	새	MM	O
_	_	_	O
선수	선수	NNG	O
를	를	JKO	O
_	_	_	O
발굴	발굴하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
쇼맨십	쇼맨십	NNG	O
일	일	NNP	O
_	_	_	O
뿐	뿐	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
이정협	이정협	NNP	B-PER
의	의	JKG	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
발탁	발탁	NNG	O
을	을	JKO	O
_	_	_	O
평가	평가	NNG	O
절하	절하하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 게임트릭스 12월 둘째 주 발표에 따르면 '검은사막'은 전 주 대비 게임 이용시간이 26.47% 증가했고 순위가 17위로 2단계 상승했고 분위기가 좋은 편이다.
## <게임트릭스:ORG> <12월:DAT> 둘째 주 발표에 따르면 '<검은사막:POH>'은 전 주 대비 게임 이용시간이 <26.47%:PNT> 증가했고 순위가 <17위:NOH>로 <2단계:NOH> 상승했고 분위기가 좋은 편이다.
게임	게임	NNG	B-ORG
트	트	NNG	I-ORG
릭스	릭스	NNP	I-ORG
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
둘째	둘째	NR	O
_	_	_	O
주	주	NNB	O
_	_	_	O
발표	발표	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
'	'	SS	O
검	검	VA	B-POH
은	은	ETM	I-POH
사막	사막	NNG	I-POH
'	'	SS	O
은	은	JX	O
_	_	_	O
전	전	MM	O
_	_	_	O
주	주	XPN	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
이용	이용	NNG	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
26.47	26.47	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
순위	순위	NNG	O
가	가	JKS	O
_	_	_	O
17	17	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
2	2	SN	B-NOH
단계	단계	NNG	I-NOH
_	_	_	O
상승	상승하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
분위기	분위기	NNG	O
가	가	JKS	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 이런 시장 분위기 속에서 전문가들은 '리그오브레전드'나 '오버워치'가 국내 PC 게임 시장을 장악하고 있는 게 사실이지만 국내 대기업을 중심으로 내년이나 내 후년에 본격적인 반격이 있을 것으로 예상하고 있다.
## 이런 시장 분위기 속에서 전문가들은 '<리그오브레전드:POH>'나 '<오버워치:POH>'가 국내 PC 게임 시장을 장악하고 있는 게 사실이지만 국내 대기업을 중심으로 내년이나 내 후년에 본격적인 반격이 있을 것으로 예상하고 있다.
이런	이런	MM	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
분위기	분위기	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
전문가	전문가	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
'	'	SS	O
리그	리그	NNG	B-POH
오브	오브	NNG	I-POH
레전드	레전드	NNG	I-POH
'	'	SS	O
나	나	JC	O
_	_	_	O
'	'	SS	O
오버	오버	NNG	B-POH
워치	워치	NNG	I-POH
'	'	SS	O
가	가	JKS	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
PC	PC	SL	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
장악하	장악하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
사실	사실	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
대기업	대기업	NNG	O
을	을	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
내년	내년	NNG	O
이나	이나	JC	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
후년	후년	NNG	O
에	에	JKB	O
_	_	_	O
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
반격	반격	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상하	예상하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 업계의 한 관계자는 "'리니지이터널', '로스트아크'와 같은 대작 외에도 스마일게이트와 같은 게임 개발사가 '테일즈런너', '소울워커' 같은 게임을 견인하고 있고, 넥슨 또한 꾸준히 PC온라인 게임 신작을 발표하는 등 해외 게임들이 차지한 시장 점유율을 되찾기 위해 노력하고 있다.
## 업계의 <한 관계자:NOH>는 "'<리니지이터널:POH>', '<로스트아크:POH>'와 같은 대작 외에도 <스마일게이트:ORG>와 같은 게임 개발사가 '<테일즈런너:POH>', '<소울워커:POH>' 같은 게임을 견인하고 있고, <넥슨:ORG> 또한 꾸준히 PC온라인 게임 신작을 발표하는 등 해외 게임들이 차지한 시장 점유율을 되찾기 위해 노력하고 있다.
업계	업계	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
관계자	관계자	NNG	I-NOH
는	는	JX	O
_	_	_	O
"	"	SS	O
'	'	SS	O
리니지	리니지	NNP	B-POH
이터널	이터널	NNG	I-POH
'	'	SS	O
,	,	SP	O
_	_	_	O
'	'	SS	O
로스트	로스트	NNG	B-POH
아크	아크	NNG	I-POH
'	'	SS	O
와	와	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
대작	대작	NNG	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
스마일	스마일	NNG	B-ORG
게이트	게이트	NNG	I-ORG
와	와	JC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
개발	개발	NNG	O
사	사	XSN	O
가	가	JKS	O
_	_	_	O
'	'	SS	O
테일즈	테일즈	NNG	B-POH
런너	런너	NNP	I-POH
'	'	SS	O
,	,	SP	O
_	_	_	O
'	'	SS	O
소울	소울	NNG	B-POH
워커	워커	NNP	I-POH
'	'	SS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
게임	게임	NNG	O
을	을	JKO	O
_	_	_	O
견인하	견인하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
넥슨	넥슨	NNP	B-ORG
_	_	_	O
또한	또한	MAG	O
_	_	_	O
꾸준히	꾸준히	MAG	O
_	_	_	O
PC	PC	SL	O
온라인	온라인	NNG	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
신작	신작	NNG	O
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
게임	게임	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
차지한	차지하+ㄴ	VV+ETM	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
점유율	점유율	NNG	O
을	을	JKO	O
_	_	_	O
되찾	되찾	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
노력하	노력하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 14
## APS통신은 보안군 관계자들의 말을 인용, 이들 41명중 20명은 동부 콘스탄틴읍 근처의 숲에서 벌어진 총격전에서 사살됐다고 전했다.
## <APS통신:ORG>은 보안군 관계자들의 말을 인용, 이들 <41명:NOH>중 <20명:NOH>은 <동부 콘스탄틴읍:LOC> 근처의 숲에서 벌어진 총격전에서 사살됐다고 전했다.
APS	APS	SL	B-ORG
통신	통신	NNG	I-ORG
은	은	JX	O
_	_	_	O
보안	보안	NNG	O
군	군	NNG	O
_	_	_	O
관계자	관계자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
인용	인용	NNG	O
,	,	SP	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
_	_	_	O
41	41	SN	B-NOH
명	명	NNB	I-NOH
중	중	NNB	O
_	_	_	O
20	20	SN	B-NOH
명	명	NNB	I-NOH
은	은	JX	O
_	_	_	O
동부	동부	NNP	B-LOC
_	_	_	I-LOC
콘스탄틴	콘스탄틴	NNP	I-LOC
읍	읍	NNG	I-LOC
_	_	_	O
근처	근처	NNG	O
의	의	JKG	O
_	_	_	O
숲	숲	NNG	O
에서	에서	JKB	O
_	_	_	O
벌어진	벌어지+ㄴ	VV+ETM	O
_	_	_	O
총격전	총격전	NNG	O
에서	에서	JKB	O
_	_	_	O
사살	사살되	VV	O
됐	었	EP	O
다고	다고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 유럽은 명예의 전당에 입회한 로라 데이비스가 주장으로 출전하고, 호주에서는 캐서린 커크, 사라 제인 스미스 등 LPGA 투어에서 활동하는 선수들이 출전한다.
## <유럽:ORG>은 명예의 전당에 입회한 <로라 데이비스:PER>가 주장으로 출전하고, <호주:ORG>에서는 <캐서린 커크:PER>, <사라 제인 스미스:PER> 등 <LPGA 투어:POH>에서 활동하는 선수들이 출전한다.
유럽	유럽	NNP	B-ORG
은	은	JX	O
_	_	_	O
명예	명예	NNG	O
의	의	JKG	O
_	_	_	O
전당	전당	NNG	O
에	에	JKB	O
_	_	_	O
입회한	입회하+ㄴ	VV+ETM	O
_	_	_	O
로라	로라	NNP	B-PER
_	_	_	I-PER
데이비스	데이비스	NNP	I-PER
가	가	JKS	O
_	_	_	O
주장	주장	NNG	O
으로	으로	JKB	O
_	_	_	O
출전하	출전하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
호주	호주	NNP	B-ORG
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
캐서린	캐서린	NNP	B-PER
_	_	_	I-PER
커크	커크	NNP	I-PER
,	,	SP	O
_	_	_	O
사라	사라	NNP	B-PER
_	_	_	I-PER
제인	제인	NNP	I-PER
_	_	_	I-PER
스미스	스미스	NNP	I-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
LPGA	LPGA	SL	B-POH
_	_	_	I-POH
투어	투어	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
활동하	활동하	VV	O
는	는	ETM	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
출전한다	출전하+ㄴ다	VV+EF	O
.	.	SF	O

