## 1
## 시진핑의 친민 형상 다지기는 시각적으로도 계속된다.
## <시진핑:PER>의 친민 형상 다지기는 시각적으로도 계속된다.
시진핑	시진핑	NNP	B-PER
_	_	_	O
국가	국가	NNG	O
로	로	JKB	O
_	_	_	O
꼽힌다	꼽히+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 장씨는 골동품및 부동산을 처분해 돈을 마련하려고 필사적인 노력을 하고 있으나 삼보금고 등에 약속한 결제시한인 21일을 또 넘기고 말았다.
## <장:PER>씨는 골동품및 부동산을 처분해 돈을 마련하려고 필사적인 노력을 하고 있으나 <삼보금고:ORG> 등에 약속한 결제시한인 <21일:DAT>을 또 넘기고 말았다.
장	장	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
골동품	골동품	NNG	O
및	및	MAG	O
_	_	_	O
부동산	부동산	NNG	O
을	을	JKO	O
_	_	_	O
처분해	처분하+여	VV+EC	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
마련하	마련하	VV	O
려고	려고	EC	O
_	_	_	O
필사적	필사적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
노력	노력	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
_	_	_	O
삼보	삼보	NNP	B-ORG
금고	금고	NNG	I-ORG
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
약속한	약속하+ㄴ	VV+ETM	O
_	_	_	O
결제	결제	NNG	O
시한	시한	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
을	을	JKO	O
_	_	_	O
또	또	MAG	O
_	_	_	O
넘기	넘기	VV	O
고	고	EC	O
_	_	_	O
말	말	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 복면가왕 해바라기, 도끼 꺾고 2라운드 진출 … 도끼는 이단옆차기 '화제'
## <복면가왕:POH> <해바라기:PER>, <도끼:PER> 꺾고 <2라운드:NOH> 진출 … <도끼:PER>는 <이단옆차기:PER> '화제'
복면	복면	NNG	B-POH
가왕	가왕	NNG	I-POH
_	_	_	O
해바라기	해바라기	NNG	B-PER
,	,	SP	O
_	_	_	O
도끼	도끼	NNG	B-PER
_	_	_	O
꺾	꺾	VV	O
고	고	EC	O
_	_	_	O
2	2	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
진출	진출	NNG	O
_	_	_	O
…	…	SE	O
_	_	_	O
도끼	도끼	NNG	B-PER
는	는	JX	O
_	_	_	O
이단	이단	NNG	B-PER
옆	옆	NNG	I-PER
차기	차기	NNG	I-PER
_	_	_	O
'	'	SS	O
화제	화제	NNG	O
'	'	SS	O

## 8
## 이 지역에 사는 한 학부모는 “대치동은 한 반에 의사 부모가 10명이 넘을 정도고, 그 중엔 삼성서울병원 의사도 상당수라 아이들의 감염이 우려된다는 이야기가 많았다”고 말했다.
## 이 지역에 사는 한 학부모는 “대치동은 <한 반:NOH>에 의사 부모가 <10명:NOH>이 넘을 정도고, 그 중엔 <삼성서울병원:ORG> 의사도 상당수라 아이들의 감염이 우려된다는 이야기가 많았다”고 말했다.
이	이	MM	O
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
한	한	MM	O
_	_	_	O
학부모	학부모	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
대치동	대치동	NNP	O
은	은	JX	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
반	반	NNG	I-NOH
에	에	JKB	O
_	_	_	O
의사	의사	NNG	O
_	_	_	O
부모	부모	NNG	O
가	가	JKS	O
_	_	_	O
10	10	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
을	을	ETM	O
_	_	_	O
정도	정도+이	NNG+VCP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
중	중	NNB	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
삼성서울병원	삼성서울병원	NNP	B-ORG
_	_	_	O
의사	의사	NNG	O
도	도	JX	O
_	_	_	O
상당수	상당수+이	NNG+VCP	O
라	라	EC	O
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
감염	감염	NNG	O
이	이	JKS	O
_	_	_	O
우려된다는	우려되+ㄴ다는	VV+ETM	O
_	_	_	O
이야기	이야기	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 올해도 SUV 시장 판매 1위로 인기를 이어가고 있다.
## 올해도 SUV 시장 판매 <1위:NOH>로 인기를 이어가고 있다.
올해	올해	NNG	O
도	도	JX	O
_	_	_	O
SUV	SUV	SL	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
판매	판매	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
가	가	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 이 제품은 ‘2015 한국 굿 디자인’ 및 ‘2016 독일 iF 디자인 어워드’에서도 본상을 수상하며 디자인 우수성을 입증 받은 제품이다.
## 이 제품은 ‘<2015:DAT> <한국 굿 디자인:POH>’ 및 ‘<2016:DAT> <독일 iF 디자인 어워드:POH>’에서도 본상을 수상하며 디자인 우수성을 입증 받은 제품이다.
이	이	MM	O
_	_	_	O
제품	제품	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
2015	2015	SN	B-DAT
_	_	_	O
한국	한국	NNP	B-POH
_	_	_	I-POH
굿	굿	NNG	I-POH
_	_	_	I-POH
디자인	디자인	NNG	I-POH
’	’	SS	O
_	_	_	O
및	및	MAG	O
_	_	_	O
‘	‘	SS	O
2016	2016	SN	B-DAT
_	_	_	O
독일	독일	NNP	B-POH
_	_	_	I-POH
iF	iF	SL	I-POH
_	_	_	I-POH
디자인	디자인	NNG	I-POH
_	_	_	I-POH
어워드	어워드	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
본	본	XPN	O
상	상	NNG	O
을	을	JKO	O
_	_	_	O
수상하	수상하	VV	O
며	며	EC	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
우수성	우수성	NNG	O
을	을	JKO	O
_	_	_	O
입증	입증	NNG	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
제품	제품	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 정택균 금호타이어 연구기술본부 전무는 "이번 일본 굿디자인 어워드 수상을 통해 세계 4대 디자인 어워드를 모두 석권하며 금호타이어의 디자인 경쟁력을 인정받았다”며 “앞으로도 첨단 기술력과 품질을 바탕으로 제품 및 디자인 역량을 강화하여 글로벌 타이어 메이커로서의 위상을 높여가겠다”라고 말했다.
## <정택균:PER> <금호타이어:ORG> 연구기술본부 전무는 "이번 <일본:ORG> <굿디자인 어워드:POH> 수상을 통해 세계 <4대:NOH> 디자인 어워드를 모두 석권하며 <금호타이어:ORG>의 디자인 경쟁력을 인정받았다”며 “앞으로도 첨단 기술력과 품질을 바탕으로 제품 및 디자인 역량을 강화하여 글로벌 타이어 메이커로서의 위상을 높여가겠다”라고 말했다.
정택균	정택균	NNP	B-PER
_	_	_	O
금호타이어	금호타이어	NNP	B-ORG
_	_	_	O
연구	연구	NNG	O
기술	기술	NNG	O
본부	본부	NNG	O
_	_	_	O
전무	전무	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
이번	이번	NNG	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
굿디자인	굿디자인	NNG	B-POH
_	_	_	I-POH
어워드	어워드	NNG	I-POH
_	_	_	O
수상	수상	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
어워드	어워드	NNG	O
를	를	JKO	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
석권하	석권하	VV	O
며	며	EC	O
_	_	_	O
금호타이어	금호타이어	NNP	B-ORG
의	의	JKG	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
경쟁력	경쟁력	NNG	O
을	을	JKO	O
_	_	_	O
인정받	인정받	VV	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
첨단	첨단	NNG	O
_	_	_	O
기술력	기술력	NNG	O
과	과	JC	O
_	_	_	O
품질	품질	NNG	O
을	을	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
역량	역량	NNG	O
을	을	JKO	O
_	_	_	O
강화하	강화하	VV	O
여	여	EC	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
타이어	타이어	NNG	O
_	_	_	O
메이커	메이커	NNG	O
로서	로서	JKB	O
의	의	JKG	O
_	_	_	O
위상	위상	NNG	O
을	을	JKO	O
_	_	_	O
높	높이	VV	O
여	어	EC	O
가	가	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 앞서 1999년 경마공원 건설 당시 부산시, 경남도와 체결한 합의서에는 고객수송수단 지원이 들어있었다.
## 앞서 <1999년:DAT> <경마공원:LOC> 건설 당시 <부산시:ORG>, <경남도:ORG>와 체결한 합의서에는 고객수송수단 지원이 들어있었다.
앞서	앞서	MAG	O
_	_	_	O
1999	1999	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
경마	경마	NNG	B-LOC
공원	공원	NNG	I-LOC
_	_	_	O
건설	건설	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
부산	부산	NNP	B-ORG
시	시	NNG	I-ORG
,	,	SP	O
_	_	_	O
경남도	경남도	NNP	B-ORG
와	와	JC	O
_	_	_	O
체결한	체결하+ㄴ	VV+ETM	O
_	_	_	O
합의서	합의서	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
고객	고객	NNG	O
수송	수송	NNG	O
수단	수단	NNG	O
_	_	_	O
지원	지원	NNG	O
이	이	JKS	O
_	_	_	O
들	들	VV	O
어	어	EC	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 연출은 영화 '용의자' '세븐 데이즈'의 원신연 감독이 맡는다.
## 연출은 영화 '<용의자:POH>' '<세븐 데이즈:POH>'의 <원신연:PER> 감독이 맡는다.
연출	연출	NNG	O
은	은	JX	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
용의자	용의자	NNG	B-POH
'	'	SS	O
_	_	_	O
'	'	SS	O
세븐	세븐	NNP	B-POH
_	_	_	I-POH
데이즈	데이즈	NNG	I-POH
'	'	SS	O
의	의	JKG	O
_	_	_	O
원신연	원신연	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
맡	맡	VV	O
는다	는다	EF	O
.	.	SF	O

## 14
## 강원FC 조태룡 대표이사는 넥센 히어로즈 단장을 지냈던 인물이라, 이번 강원랜드와의 네이밍 스폰서 계약에도 큰 역할을 담당했을 것으로 보인다.
## <강원FC:ORG> <조태룡:PER> 대표이사는 <넥센 히어로즈:ORG> 단장을 지냈던 인물이라, 이번 <강원랜드:ORG>와의 네이밍 스폰서 계약에도 큰 역할을 담당했을 것으로 보인다.
강원	강원	NNG	B-ORG
FC	FC	SL	I-ORG
_	_	_	O
조태룡	조태룡	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
이사	이사	NNG	O
는	는	JX	O
_	_	_	O
넥센	넥센	NNP	B-ORG
_	_	_	I-ORG
히어로즈	히어로즈	NNP	I-ORG
_	_	_	O
단장	단장	NNG	O
을	을	JKO	O
_	_	_	O
지냈	지내+었	VV+EP	O
던	던	ETM	O
_	_	_	O
인물	인물	NNG	O
이	이	VCP	O
라	라	EC	O
,	,	SP	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
강원랜드	강원랜드	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
네이밍	네이밍	NNG	O
_	_	_	O
스폰서	스폰서	NNG	O
_	_	_	O
계약	계약	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
담당	담당하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 그 결과, 외식할 때는 집에서보다 평균 205㎉ 더 섭취하고 설탕·포화지방·소금은 각각 3.95g, 2.52g, 451㎎ 더 섭취하는 것으로 나타났다.
## 그 결과, 외식할 때는 집에서보다 평균 <205㎉:NOH> 더 섭취하고 설탕·포화지방·소금은 각각 <3.95g:NOH>, <2.52g:NOH>, <451㎎:NOH> 더 섭취하는 것으로 나타났다.
그	그	MM	O
_	_	_	O
결과	결과	NNG	O
,	,	SP	O
_	_	_	O
외식할	외식하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
집	집	NNG	O
에서	에서	JKB	O
보다	보다	JKB	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
205	205	SN	B-NOH
㎉	㎉	SW	I-NOH
_	_	_	O
더	더	MAG	O
_	_	_	O
섭취하	섭취하	VV	O
고	고	EC	O
_	_	_	O
설탕	설탕	NNG	O
·	·	SP	O
포화	포화	NNG	O
지방	지방	NNG	O
·	·	SP	O
소금	소금	NNG	O
은	은	JX	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
3.95	3.95	SN	B-NOH
g	g	SL	I-NOH
,	,	SP	O
_	_	_	O
2.52	2.52	SN	B-NOH
g	g	SL	I-NOH
,	,	SP	O
_	_	_	O
451	451	SN	B-NOH
㎎	㎎	SW	I-NOH
_	_	_	O
더	더	MAG	O
_	_	_	O
섭취하	섭취하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 16
## 도시락이 건강에 좋은 이유김 교수는 “외국의 국민건강영양조사 자료를 이용한 연구에서도 집밥을 평균 주 1회 이하로 먹는 사람은 주 6~7회 먹는 사람에 비해 식사의 질이 낮고, 지방이나 단순당 섭취량이 유의하게 더 많았다”고 강조했다.
## 도시락이 건강에 좋은 <이유김:PER> 교수는 “외국의 국민건강영양조사 자료를 이용한 연구에서도 집밥을 평균 주 <1회:NOH> 이하로 먹는 사람은 주 <6:NOH>~<7회:NOH> 먹는 사람에 비해 식사의 질이 낮고, 지방이나 단순당 섭취량이 유의하게 더 많았다”고 강조했다.
도시락	도시락	NNG	O
이	이	JKS	O
_	_	_	O
건강	건강	NNG	O
에	에	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
이유	이유	NNG	B-PER
김	김	NNP	I-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
외국	외국	NNG	O
의	의	JKG	O
_	_	_	O
국민	국민	NNG	O
건강	건강	NNG	O
영양	영양	NNG	O
조사	조사	NNG	O
_	_	_	O
자료	자료	NNG	O
를	를	JKO	O
_	_	_	O
이용한	이용하+ㄴ	VV+ETM	O
_	_	_	O
연구	연구	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
집	집	NNG	O
밥	밥	NNG	O
을	을	JKO	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
주	주	NNB	O
_	_	_	O
1	1	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
이하	이하	NNG	O
로	로	JKB	O
_	_	_	O
먹	먹	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
주	주	NNP	O
_	_	_	O
6	6	SN	B-NOH
~	~	SO	O
7	7	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
먹	먹	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
식사	식사	NNG	O
의	의	JKG	O
_	_	_	O
질	질	NNG	O
이	이	JKS	O
_	_	_	O
낮	낮	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
지방	지방	NNG	O
이나	이나	JC	O
_	_	_	O
단순	단순	NNG	O
당	당	XSN	O
_	_	_	O
섭취	섭취	NNG	O
량	량	NNG	O
이	이	JKS	O
_	_	_	O
유의하	유의하	VV	O
게	게	EC	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많	많	VA	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

