## 1
## 스포츠 브랜드 뉴발란스가 미국 프로야구 미네소타 트윈스의 박병호(30·사진)를 후원한다.
## 스포츠 브랜드 <뉴발란스:ORG>가 <미국:ORG> 프로야구 <미네소타 트윈스:ORG>의 <박병호:PER>(<30:NOH>·사진)를 후원한다.
스포츠	스포츠	NNG	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 강원 선수단은 3월 1일 재소집 돼 2일부터 강릉에서 챌린지 개막을 준비한다.
## <강원 선수단:ORG>은 <3월 1일:DAT> 재소집 돼 <2일:DAT>부터 <강릉:LOC>에서 챌린지 개막을 준비한다.
강원	강원	NNP	B-ORG
_	_	_	I-ORG
선수단	선수단	NNG	I-ORG
은	은	JX	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
1	1	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
재	재	XPN	O
소집	소집	NNG	O
_	_	_	O
돼	되+어	VV+EC	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
강릉	강릉	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
챌린지	챌린지	NNG	O
_	_	_	O
개막	개막	NNG	O
을	을	JKO	O
_	_	_	O
준비한다	준비하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 새로 문을 연 매장의 매니저들에게 100달러 정도를 회사에 투자하라고 요청한 것이다.
## 새로 문을 연 매장의 매니저들에게 <100달러:MNY> 정도를 회사에 투자하라고 요청한 것이다.
새로	새로	MAG	O
_	_	_	O
문	문	NNG	O
을	을	JKO	O
_	_	_	O
연	열+ㄴ	VV+ETM	O
_	_	_	O
매장	매장	NNG	O
의	의	JKG	O
_	_	_	O
매니저	매니저	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
100	100	SN	B-MNY
달러	달러	NNB	I-MNY
_	_	_	O
정도	정도	NNG	O
를	를	JKO	O
_	_	_	O
회사	회사	NNG	O
에	에	JKB	O
_	_	_	O
투자하	투자하	VV	O
라고	라고	EC	O
_	_	_	O
요청한	요청하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 정몽구 회장이 가족 대표로 인사한다.
## <정몽구:PER> 회장이 가족 대표로 인사한다.
정몽구	정몽구	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
대표	대표	NNG	O
로	로	JKB	O
_	_	_	O
인사한다	인사하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 씨앤엘뮤직 측은 “베니타의 신작 대표곡 제목이 ‘River Silver’인 데다
## <씨앤엘뮤직:ORG> 측은 “<베니타:PER>의 신작 대표곡 제목이 ‘<River Silver:POH>’인 데다
씨앤엘	씨앤엘	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
베니타	베니타	NNP	B-PER
의	의	JKG	O
_	_	_	O
신작	신작	NNG	O
_	_	_	O
대표	대표	NNG	O
곡	곡	XSN	O
_	_	_	O
제목	제목	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
River	River	SL	B-POH
_	_	_	I-POH
Silver	Silver	SL	I-POH
’	’	SS	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
데	데	NNB	O
다	다	JX	O

## 10
## 또한 박인비-유소연 선수와 1개 홀을 함께 라운딩을 할 수 있는 기회를 제공한다.
## 또한 <박인비:PER>-<유소연:PER> 선수와 <1개:NOH> 홀을 함께 라운딩을 할 수 있는 기회를 제공한다.
또한	또한	MAG	O
_	_	_	O
박인비	박인비	NNP	B-PER
-	-	SO	O
유소연	유소연	NNP	B-PER
_	_	_	O
선수	선수	NNG	O
와	와	JC	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
홀	홀	NNG	O
을	을	JKO	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
라운딩	라운딩	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
기회	기회	NNG	O
를	를	JKO	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 본격적인 대회에 앞서 박인비-유소연 선수에게 원포인트 골프 레슨을 받는 시간을 마련했으며, 시타식은 고객 대표와 함께 박인비-유소연 선수, 파나소닉코리아 노운하 대표가 진행한다.
## 본격적인 대회에 앞서 <박인비:PER>-<유소연:PER> 선수에게 원포인트 골프 레슨을 받는 시간을 마련했으며, 시타식은 고객 대표와 함께 <박인비:PER>-<유소연:PER> 선수, <파나소닉코리아:ORG> <노운하:PER> 대표가 진행한다.
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
박인비	박인비	NNP	B-PER
-	-	SO	O
유소연	유소연	NNP	B-PER
_	_	_	O
선수	선수	NNG	O
에게	에게	JKB	O
_	_	_	O
원	원	NNG	O
포인트	포인트	NNG	O
_	_	_	O
골프	골프	NNG	O
_	_	_	O
레슨	레슨	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
마련	마련하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
시타	시타	NNP	O
식	식	XSN	O
은	은	JX	O
_	_	_	O
고객	고객	NNG	O
_	_	_	O
대표	대표	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
박인비	박인비	NNP	B-PER
-	-	SO	O
유소연	유소연	NNP	B-PER
_	_	_	O
선수	선수	NNG	O
,	,	SP	O
_	_	_	O
파나소닉	파나소닉	NNP	B-ORG
코리아	코리아	NNP	I-ORG
_	_	_	O
노운하	노운하	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
진행한다	진행하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 골프대회를 마친 뒤에는 만찬과 총 11개 분야 수상자 24명에 대한 시상식을 진행한다.
## 골프대회를 마친 뒤에는 만찬과 총 <11개:NOH> 분야 수상자 <24명:NOH>에 대한 시상식을 진행한다.
골프	골프	NNG	O
대회	대회	NNG	O
를	를	JKO	O
_	_	_	O
마친	마치+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
만찬	만찬	NNG	O
과	과	JC	O
_	_	_	O
총	총	MM	O
_	_	_	O
11	11	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
분야	분야	NNG	O
_	_	_	O
수상자	수상자	NNG	O
_	_	_	O
24	24	SN	B-NOH
명	명	NNB	I-NOH
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
시상식	시상식	NNG	O
을	을	JKO	O
_	_	_	O
진행한다	진행하+ㄴ다	VV+EF	O
.	.	SF	O

