## 1
## 탄자니아·카메룬 등 인근 국가들도 놀리우드의 영향을 받아 영화 산업 진흥에 나섰다.
## <탄자니아:LOC>·<카메룬:LOC> 등 인근 국가들도 <놀리우드:POH>의 영향을 받아 영화 산업 진흥에 나섰다.
탄자니아	탄자니아	NNP	B-LOC
_	_	_	O
이날	이날	NNG	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
데뷔	데뷔	NNG	O
전	전	XSN	O
을	을	JKO	O
_	_	_	O
치	치르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## IBK기업은행(15승6패·승점 46)은 2위 현대건설(14승6패·승점 41)과의 격차를 더욱 벌린 반면 최하위 인삼공사(3승18패·승점 11)는 제자리걸음을 거듭했다.
## <IBK기업은행:ORG>(<15승:NOH><6패:NOH>·<승점 46:NOH>)은 <2위:NOH> <현대건설:ORG>(<14승:NOH><6패:NOH>·<승점 41:NOH>)과의 격차를 더욱 벌린 반면 최하위 <인삼공사:ORG>(<3승:NOH><18패:NOH>·<승점 11:NOH>)는 제자리걸음을 거듭했다.
IBK	IBK	SL	B-ORG
기업은행	기업은행	NNP	I-ORG
(	(	SS	O
15	15	SN	B-NOH
승	승	NNB	I-NOH
6	6	SN	B-NOH
패	패	NNB	I-NOH
·	·	SP	O
승점	승점	NNG	B-NOH
_	_	_	I-NOH
46	46	SN	I-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
현대건설	현대건설	NNP	B-ORG
(	(	SS	O
14	14	SN	B-NOH
승	승	NNB	I-NOH
6	6	SN	B-NOH
패	패	NNB	I-NOH
·	·	SP	O
승점	승점	NNG	B-NOH
_	_	_	I-NOH
41	41	SN	I-NOH
)	)	SS	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
격차	격차	NNG	O
를	를	JKO	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
벌린	벌리+ㄴ	VV+ETM	O
_	_	_	O
반면	반면	NNG	O
_	_	_	O
최	최	XPN	O
하위	하위	NNG	O
_	_	_	O
인삼	인삼	NNG	B-ORG
공사	공사	NNG	I-ORG
(	(	SS	O
3	3	SN	B-NOH
승	승	NNB	I-NOH
18	18	SN	B-NOH
패	패	NNB	I-NOH
·	·	SP	O
승점	승점	NNG	B-NOH
_	_	_	I-NOH
11	11	SN	I-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
제자리걸음	제자리걸음	NNG	O
을	을	JKO	O
_	_	_	O
거듭	거듭하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 3.3㎡당 평균분양가는 880만원 선에 불과하다.
## <3.3㎡당:NOH> 평균분양가는 <880만원:MNY> 선에 불과하다.
3.3	3.3	SN	B-NOH
㎡	㎡	SW	I-NOH
당	당	XSN	I-NOH
_	_	_	O
평균	평균	NNG	O
분양가	분양가	NNG	O
는	는	JX	O
_	_	_	O
880	880	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
선	선	NNG	O
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 한편 이날 '인기가요'에는 걸스데이를 비롯해 슈퍼주니어, 소녀시대, 인피니트, 구하라, 씨스타, 에이핑크, AOA, 틴탑, 비투비, 갓세븐, 마마무, NS윤지, 세븐틴 등이 출연했다.
## 한편 이날 '<인기가요:POH>'에는 <걸스데이:ORG>를 비롯해 <슈퍼주니어:ORG>, <소녀시대:ORG>, <인피니트:ORG>, <구하라:PER>, <씨스타:ORG>, <에이핑크:ORG>, <AOA:ORG>, <틴탑:ORG>, <비투비:ORG>, <갓세븐:ORG>, <마마무:ORG>, <NS윤지:PER>, <세븐틴:ORG> 등이 출연했다.
한편	한편	MAG	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
'	'	SS	O
인기	인기	NNG	B-POH
가요	가요	NNG	I-POH
'	'	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
걸스데이	걸스데이	NNP	B-ORG
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
슈퍼	슈퍼	NNG	B-ORG
주니어	주니어	NNG	I-ORG
,	,	SP	O
_	_	_	O
소녀	소녀	NNG	B-ORG
시대	시대	NNG	I-ORG
,	,	SP	O
_	_	_	O
인피니트	인피니트	NNG	B-ORG
,	,	SP	O
_	_	_	O
구하	구하	VV	B-PER
라	라	EC	I-PER
,	,	SP	O
_	_	_	O
씨스타	씨스타	NNP	B-ORG
,	,	SP	O
_	_	_	O
에이	에이	NNG	B-ORG
핑크	핑크	NNG	I-ORG
,	,	SP	O
_	_	_	O
AOA	AOA	SL	B-ORG
,	,	SP	O
_	_	_	O
틴탑	틴탑	NNP	B-ORG
,	,	SP	O
_	_	_	O
비투비	비투비	NNP	B-ORG
,	,	SP	O
_	_	_	O
갓세븐	갓세븐	NNP	B-ORG
,	,	SP	O
_	_	_	O
마마	마마	NNG	B-ORG
무	무	XPN	I-ORG
,	,	SP	O
_	_	_	O
NS	NS	SL	B-PER
윤지	윤지	NNG	I-PER
,	,	SP	O
_	_	_	O
세븐틴	세븐틴	NNG	B-ORG
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 박영수 특별검사 자택 앞에서 ‘과격 시위’로 박 특검 가족을 위협한 장기정 자유연합대표, 주옥순 엄마부대 봉사단 대표, 박찬성 반핵반김국민협의회 대표, 신혜식 신의 한수 대표 등에게 법원이 집회·시위 금지 명령을 내렸다.
## <박영수:PER> 특별검사 자택 앞에서 ‘과격 시위’로 <박:PER> 특검 가족을 위협한 <장기정:PER> <자유연합:ORG>대표, <주옥순:PER> <엄마부대 봉사단:ORG> 대표, <박찬성:PER> <반핵반김국민협의회:ORG> 대표, <신혜식:PER> <신의 한수:ORG> 대표 등에게 법원이 집회·시위 금지 명령을 내렸다.
박영수	박영수	NNP	B-PER
_	_	_	O
특별	특별	NNG	O
검사	검사	NNG	O
_	_	_	O
자택	자택	NNG	O
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
과격	과격	NNG	O
_	_	_	O
시위	시위	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
특검	특검	NNG	O
_	_	_	O
가족	가족	NNG	O
을	을	JKO	O
_	_	_	O
위협한	위협하+ㄴ	VV+ETM	O
_	_	_	O
장기정	장기정	NNP	B-PER
_	_	_	O
자유	자유	NNG	B-ORG
연합	연합	NNG	I-ORG
대표	대표	NNG	O
,	,	SP	O
_	_	_	O
주옥순	주옥순	NNP	B-PER
_	_	_	O
엄마	엄마	NNG	B-ORG
부대	부대	NNG	I-ORG
_	_	_	I-ORG
봉사	봉사	NNG	I-ORG
단	단	XSN	I-ORG
_	_	_	O
대표	대표	NNG	O
,	,	SP	O
_	_	_	O
박찬성	박찬성	NNP	B-PER
_	_	_	O
반핵	반핵	NNG	B-ORG
반	반	XPN	I-ORG
김	김	NNP	I-ORG
국민	국민	NNG	I-ORG
협의회	협의회	NNG	I-ORG
_	_	_	O
대표	대표	NNG	O
,	,	SP	O
_	_	_	O
신혜식	신혜식	NNP	B-PER
_	_	_	O
신	신	NNG	B-ORG
의	의	JKG	I-ORG
_	_	_	I-ORG
한	한	MM	I-ORG
수	수	NNG	I-ORG
_	_	_	O
대표	대표	NNG	O
_	_	_	O
등	등	NNB	O
에게	에게	JKB	O
_	_	_	O
법원	법원	NNG	O
이	이	JKS	O
_	_	_	O
집회	집회	NNG	O
·	·	SP	O
시위	시위	NNG	O
_	_	_	O
금지	금지	NNG	O
_	_	_	O
명령	명령	NNG	O
을	을	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 서울중앙지법 민사합의51부(이제정 부장판사)는 8일 박 특검이 장기정 씨 등 보수단체 관계자들을 상대로 낸 '집회 및 시위 금지 가처분 신청'에 대해 일부 인용 결정을 내렸다.
## <서울중앙지법 민사합의51부:ORG>(<이제정:PER> 부장판사)는 <8일:DAT> <박:PER> 특검이 <장기정:PER> 씨 등 보수단체 관계자들을 상대로 낸 '집회 및 시위 금지 가처분 신청'에 대해 일부 인용 결정을 내렸다.
서울중앙지법	서울중앙지법	NNP	B-ORG
_	_	_	I-ORG
민사	민사	NNG	I-ORG
합의	합의	NNG	I-ORG
51	51	SN	I-ORG
부	부	NNB	I-ORG
(	(	SS	O
이	이	NR	B-PER
제정	제정	NNG	I-PER
_	_	_	O
부장	부장	NNG	O
판사	판사	NNG	O
)	)	SS	O
는	는	JX	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
특검	특검	NNG	O
이	이	JKS	O
_	_	_	O
장기정	장기정	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
등	등	NNB	O
_	_	_	O
보수	보수	NNG	O
단체	단체	NNG	O
_	_	_	O
관계자	관계자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
낸	내+ㄴ	VV+ETM	O
_	_	_	O
'	'	SS	O
집회	집회	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
시위	시위	NNG	O
_	_	_	O
금지	금지	NNG	O
_	_	_	O
가처분	가처분	NNG	O
_	_	_	O
신청	신청	NNG	O
'	'	SS	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
인용	인용	NNG	O
_	_	_	O
결정	결정	NNG	O
을	을	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이에 따라 만약 장기정 씨 등이 법원의 이번 결정을 어기면 1일에 100만원씩 박 특검에게 지급해야 한다.
## 이에 따라 만약 <장기정:PER> 씨 등이 법원의 이번 결정을 어기면 <1일:NOH>에 <100만원:MNY>씩 <박:PER> 특검에게 지급해야 한다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
만약	만약	NNG	O
_	_	_	O
장기정	장기정	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
법원	법원	NNG	O
의	의	JKG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
결정	결정	NNG	O
을	을	JKO	O
_	_	_	O
어기	어기	VV	O
면	면	EC	O
_	_	_	O
1	1	SN	B-NOH
일	일	NNB	I-NOH
에	에	JKB	O
_	_	_	O
100	100	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
씩	씩	XSN	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
특검	특검	NNG	O
에게	에게	JKB	O
_	_	_	O
지급해야	지급하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 10
## 재판부는 이들에게 박 특검의 아파트 단지 경계 100m 이내에서 '박영수 죽여라', '모가지를 따 버려라', '때려잡자 박영수' 등의 구호를 외치거나 게시물을 이용한 집회·시위를 금지했다.
## 재판부는 이들에게 <박:PER> 특검의 아파트 단지 경계 <100m:NOH> 이내에서 '<박영수:PER> 죽여라', '모가지를 따 버려라', '때려잡자 <박영수:PER>' 등의 구호를 외치거나 게시물을 이용한 집회·시위를 금지했다.
재판부	재판부	NNG	O
는	는	JX	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
특검	특검	NNG	O
의	의	JKG	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
단지	단지	NNG	O
_	_	_	O
경계	경계	NNG	O
_	_	_	O
100	100	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
이내	이내	NNG	O
에서	에서	JKB	O
_	_	_	O
'	'	SS	O
박영수	박영수	NNP	B-PER
_	_	_	O
죽	죽이	VV	O
여라	어라	EF	O
'	'	SS	O
,	,	SP	O
_	_	_	O
'	'	SS	O
모가지	모가지	NNG	O
를	를	JKO	O
_	_	_	O
따	따+아	VV+EC	O
_	_	_	O
버려라	버리+어라	VX+EF	O
'	'	SS	O
,	,	SP	O
_	_	_	O
'	'	SS	O
때려잡	때려잡	VV	O
자	자	EC	O
_	_	_	O
박영수	박영수	NNP	B-PER
'	'	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
구호	구호	NNG	O
를	를	JKO	O
_	_	_	O
외치	외치	VV	O
거나	거나	EC	O
_	_	_	O
게시물	게시물	NNG	O
을	을	JKO	O
_	_	_	O
이용한	이용하+ㄴ	VV+ETM	O
_	_	_	O
집회	집회	NNG	O
·	·	SP	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
금지	금지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 국내를 포함, 세계 50여개국에 특허도 출원했다.
## 국내를 포함, 세계 <50여개국:NOH>에 특허도 출원했다.
국내	국내	NNG	O
를	를	JKO	O
_	_	_	O
포함	포함	NNG	O
,	,	SP	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
50	50	SN	B-NOH
여	여	XSN	I-NOH
개국	개국	NNB	I-NOH
에	에	JKB	O
_	_	_	O
특허	특허	NNG	O
도	도	JX	O
_	_	_	O
출원	출원하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 잭 블랙은 공항에 마중 나온 팬들을 향해 “감사합니다”라고 한국말로 인사해 눈길을 끌었다.
## <잭 블랙:PER>은 공항에 마중 나온 팬들을 향해 “감사합니다”라고 한국말로 인사해 눈길을 끌었다.
잭	잭	NNP	B-PER
_	_	_	I-PER
블랙	블랙	NNG	I-PER
은	은	JX	O
_	_	_	O
공항	공항	NNG	O
에	에	JKB	O
_	_	_	O
마중	마중	NNG	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
“	“	SS	O
감사합니다	감사하+ㅂ니다	VV+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
한국말	한국말	NNG	O
로	로	JKB	O
_	_	_	O
인사해	인사하+여	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

